"gene_id","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12"
"CD630_11510",5451,4442.5,4327,5688,8434.5,4246,1809.5,2706.5,2403.5,2142,2007.5,2046
"CD630_11520",7150.5,6633,5801,7954,11847,6110,1985,2904.5,2598,2573.5,2139,2233.5
"CD630_11530",4101.5,3821,3414,4975,6678,3410,1127,1551.5,1453,1404.5,1213,1233.5
"CD630_11540",5,5.5,1,0,4.5,1,8,3,3,6,6,10
"CD630_11550",49,41.5,57,33,77.5,43,163,135,114,89,168,120
"CD630_11560",26130,26945,22915,38540,45665,22927,1363,1861,1641,1855,1597,1660
"CD630_11570",29298,21886,19048,28119,33954,19982,22616,28375,36196,33474,39523,35345
"CD630_11580",4422,4351.5,3568.5,5512.5,7012,3557,2186.5,2552.5,2553,2690,2617,2404
"CD630_11590",1305,1337,1158,1642.5,2149.5,1150,612,766,644.5,725,656,671.5
"CD630_11600",2724,2577.5,2173.5,2833,4230.5,2098,1115.5,1357.5,1150.5,1269,1109,1109.5
"CD630_11610",28717.5,28164,23831.5,36632,42018.5,23171.5,21644.5,26877,24780.5,23336.5,22886,22946
"CD630_11620",26674.5,26371,21572.5,31589.5,46529,20921,18270.5,26791,27862.5,27231.5,22983.5,23867
"CD630_11630",13612,12782,11847,12333.5,20134.5,11259.5,11740,11060,9191,8097,10745.5,9491
"CD630_11640",1993.5,2079.5,1722,2049,3608,1719.5,1424,1647.5,1462,1321,1431.5,1451.5
"CD630_11650",2157.5,2115.5,1900,2574,3552,1833.5,1292,1551.5,1479,1207,1339.5,1303.5
"CD630_11660",991,805,711,946,1391,808,1232,1482,1311,1136,1356,1111
"CD630_11670",459,390,307,497,607,308,208,286,262,243,268,242
"CD630_11680",22,15,18,28,45,21,5,8,17,14,9,6
"CD630_11690",220,162,143,233,315,157,308,374,449,498,412,375
"CD630_11700",201.5,138.5,113.5,153,332.5,122,348.5,451,421,428.5,525.5,498.5
"CD630_11710",145.5,120,70.5,103,214.5,123,355.5,447,464,428.5,583.5,474
"CD630_11720",307,293,201.5,277.5,536.5,251.5,1157,1360,1323.5,1194.5,1688.5,1312.5
"CD630_11730",408,340.5,309.5,394.5,625.5,291.5,1256,1536,1502.5,1284.5,1850.5,1441
"CD630_11740",637,405,502,693,741,418,209,342,254,283,203,240
"CD630_11750",18459,17131,15254,23809,30146,15140,12671,15144,13220,14534,12660,12158
"CD630_11760",12754,12511.5,11680,15171,22610,11095.5,5488,5822.5,5246,5227,5173.5,4763
"CD630_11761",3486,3756.5,3546,3928,6841,3230.5,1781,1599.5,1358,1279,1521.5,1281
"CD630_11770",8994,7524,8155,11846.5,12878.5,7540.5,3870.5,5210,4947.5,4369.5,3992.5,4005.5
"CD630_11780",16464.5,15191.5,15044,22691,24778.5,14079,6616,9123.5,8127.5,7802.5,6450.5,6690.5
"CD630_11790",8488.5,8820.5,7992,11590.5,15502,7541.5,2813.5,4512.5,3602,3912,2874,2822
"CD630_11800",10518.5,11527,9630,13996,17439,9441.5,3360.5,4543,3456.5,3495,2896.5,2765.5
"CD630_11810",9549.5,9431,8640,11761.5,16149,8294.5,2448,3757.5,2896.5,2996.5,2320.5,2435
"CD630_11820",12537.5,12673.5,11354,17206.5,21277.5,10934,3013.5,4974,3577.5,3885,2763,2825.5
"CD630_11830",5229.5,5452,4505,5808,8022.5,4445.5,1243,1759.5,1039.5,1106.5,989.5,931
"CD630_11840",23258,21794.5,19319,27053,38986,18702.5,4817,7726,5780,6074,4461.5,4629
"CD630_11850",876.5,747,751.5,926,1298,712,516,667.5,526.5,553.5,495.5,442.5
"CD630_11860",1484.5,1242,1214.5,1549,2114,1210,927,1233.5,1162.5,1164.5,884.5,978.5
"CD630_11870",1,2,0,7,1.5,3,0,2.5,2.5,6,0,0.5
"CD630_11880",10,7,6,41,7.5,6,5,3.5,7.5,59,2,1.5
"CD630_11890",105,89,96,264,149,67,50,78,64,213,55,63
"CD630_11900",1281,1078,1041,1574,1855,1030,775,880,802,784,809,789
"CD630_11910",12214,11009,9859,15993,18542,9566,7647,9728,9710,10799,9114,8956
"CD630_11920",1,0,1,1,4,2,1,3,1,2,0,3
"CD630_11930",2,0,0,0,2,0,0,0,0,0,0,1
"CD630_11940",0,0,1,2,1,0,0,0,1,1,0,1
"CD630_11950",6,4,0,4,5,1,1,3,3,1,2,4
"CD630_11960",12,9,21,11,11,10.5,5,11,5,9,12,6
"CD630_11970",6,3,4,5,8,4.5,7.5,2,3,7,3,3.5
"CD630_11980",4,3.5,1,5,6,2,2.5,3,4,5,1,5.5
"CD630_11990",8,6.5,10,15,8,7,7,11,12,6,9,5
"CD630_12000",324,271,295,283,509,314,390,284,267,249,477,331
"CD630_12010",923.5,663,691.5,956.5,1334.5,681.5,483.5,616.5,674.5,598,580.5,541.5
"CD630_12020",1100,1030.5,919,1293,1785.5,913.5,675.5,870,906.5,707.5,763.5,773
"CD630_12030",1462.5,1292,1192.5,1724.5,2272,1189.5,693.5,922,909,791,744.5,774
"CD630_12040",309,229,228,297,420,212.5,85,125,97,103.5,97,107.5
"CD630_12050",1429.5,1277,1186.5,1628.5,2179.5,1140.5,668.5,720,662,640.5,673.5,595
"CD630_12060",1336,1085.5,1076.5,1435.5,1929.5,1102,666,812.5,678.5,681.5,663,613
"CD630_12070",5718.5,4919,4665,6718,8516,4702.5,2315,3135,2992.5,2770,2564,2558
"CD630_12080",723,696.5,571.5,612.5,1059.5,585,240.5,274.5,234,253.5,219,203
"CD630_12090",4372,4092.5,3488.5,4854.5,6882.5,3625,1407.5,1980.5,1809,1698.5,1419,1579
"CD630_12100",1301,1055,1009,1337,1867,1009,553,730,745,739,716,745
"CD630_12110",1071,942,876,1391.5,1695.5,874,862,1107,1146,1149,1017.5,968.5
"CD630_12120",703,550,550,833.5,1028.5,529,593,674,653,659,725.5,697.5
"CD630_12130",73,56,50,66,82,60,26,22,28,45,58,54
"CD630_12140",7459,6317,6119,8763,11196,6068,4140,4700,4146,4044,3952,3622
"CD630_12150",2573.5,2395.5,2169,3063,3835.5,2271.5,1546.5,1606.5,1459,1326.5,1325,1201
"CD630_12160",3742.5,3377.5,3073,4587,5379.5,2762,1681.5,2000,1895,1890,1578,1612.5
"CD630_12170",1866,1704.5,1542,2150.5,2904,1552,869.5,1071,934.5,899.5,784.5,835
"CD630_12180",3237,2750.5,2578.5,3770.5,5007.5,2555.5,1206.5,1672,1662,1628.5,1297,1310
"CD630_12190",4215,3738.5,3254.5,4673,5942,3362,1448,1826.5,1620,1748,1335.5,1370.5
"CD630_12200",2312.5,2232.5,1863.5,2480.5,3671,1936,933,1142,1007,1047,825.5,842
"CD630_12210",1460.5,1081,1232.5,1525,1801.5,1156.5,366,567,493,523,349,362
"CD630_12220",2360.5,1920,1929,2561,3402,1937.5,769,1063,1039.5,954.5,729.5,784.5
"CD630_12230",3666,3215,2923.5,3847,5024.5,2992.5,1221.5,1596,1347,1274,1143.5,1132
"CD630_12240",2780.5,2622,2210.5,3357.5,4118.5,2270.5,1019.5,1374,1081,1104,966.5,952.5
"CD630_12250",570,471,446,522,861,393,302,379,333,297,274,302
"CD630_12260",1465,1207,1267,1631,2059,1095,1194,1491,1688,1495,1464,1394
"CD630_12270",1942,1422.5,1475.5,2165,1852,1288,614.5,691,585,621,607.5,551
"CD630_12280",5861,5257.5,4401.5,6842,7204,3939,1872.5,2206,2065,2440,2001.5,1921
"CD630_12290",1519,1232,1143,1508,1620,1006,175,249,199,193,166,196
"",385,244.5,284.5,387.5,515.5,263.5,359.5,551.5,478.5,402.5,431.5,465
"CD630_12310",1595,1215.5,1215.5,1893.5,2240.5,1198.5,1573.5,1941.5,1744.5,1618.5,1664.5,1746
"CD630_12320",413,311,303,492,614,376,514,741,589,603,514,522
"CD630_12330",59,76,58,88,98,60,34,109,33,36,34,37
"CD630_12333",11,10,3,15,12,8,0,1,4,2,1,1
"CD630_12340",18,11,13,18,26,15,1,6,6,1,3,1
"CD630_12350",117,107,93,117,202,80,93,74,67,75,102,98
"",48,21,17,43,43,13,6,6,5,4,6,5
"",113,89,72,125,144,74,34,39,39,39,32,35
"CD630_12380",47,54,36,52,105,37,48,85,87,77,83,99
"CD630_12382",66,63,52,54,136,48,123,224,207,126,210,215
"CD630_12390",28,13,22,30,27,10,28,32,30,24,29,34
"CD630_12400",858,494,755,973,1118,637,64,73,75,56,69,56
"CD630_12401",9,5,14,12,9,5,3,0,1,3,6,2
"",22,14,19,30,36,4,7,12,8,25,12,12
"CD630_12420",20.5,19,13.5,29.5,21,11.5,7.5,3.5,3.5,7,7.5,5.5
"CD630_12430",45,38,48.5,55.5,63,36.5,20.5,24.5,18.5,19,16.5,18.5
"CD630_12440",34,28,27,37,24.5,22,14.5,17,18.5,13.5,9,18
"CD630_12450",62.5,57,42,53,71.5,28,21.5,19,11.5,19.5,28,26
"CD630_12460",12456,9760,10361,13328,16345,9720,8072,8306,8098,7571,8127,7249
"CD630_12470",2332,2133,2034,2620,3858,2070,1358,1328,1101,1042,1371,1169
"CD630_12480",477,400.5,420.5,518,663,402.5,328,357,308,238,343.5,285.5
"CD630_12490",2192,1655.5,1705.5,2456.5,3044,1715,1136,1402,1511.5,1284.5,1296,1355.5
"CD630_12500",5920,5374.5,4866.5,6483,8816,4767.5,2733.5,3352,3483.5,3194,3208.5,3093
"CD630_12510",1472,1509.5,1232.5,1634.5,2361,1303,801.5,901,881,796.5,1034,788
"CD630_12511",2555.5,1619,2100,2844,2983,1825,986.5,1062.5,1130,938,938,964.5
"CD630_12520",10237,8261.5,8803,11131,13860.5,7717.5,4776.5,4432,4247.5,4200,4073,3806
"CD630_12530",13387.5,16222,12858,17009,24602.5,12683,7233,7165,6970.5,6424.5,6492,5973.5
"CD630_12540",7394,8388.5,6876,8118,15010,6383.5,3242,3905.5,4168,3980.5,3655,3379
"CD630_12550",1363.5,1564,1263,1430.5,2561,1223,551.5,559,571,511,521,516
"CD630_12560",1862.5,2246,1780,2192.5,3448,1760,680.5,823,827,777,735,692
"CD630_12570",16445,17746,15253,19877,24425,13629,6808,6854,6308,6252,6395,6312
"CD630_12580",1960,2064,1802,2053,3259,1649,710,849,818,815,914,774
"CD630_12590",56,47,45,59,98,55,78,198,103,136,98,99
"CD630_12600",9917,7560,8556,10816,12346,7423,22637,42275,24785,34189,21482,20531
"CD630_12610",4060,3319,2630,4662,5455.5,2786,1972.5,2109.5,2316,2520,2572,2525
"CD630_12620",1665,1318,1061.5,1986.5,2353.5,1185,952,957.5,1014.5,1049.5,1103,1080.5
"CD630_12630",3250.5,3185,2465.5,3914,4875.5,2636,2387,2497,2389.5,2504.5,2757,2383
"CD630_12640",260.5,259,201,244.5,404.5,227,193.5,220,239,209,237,205.5
"CD630_12650",1624,1390,1234,1406,2335,1317,1389,1394,2105,1470,2336,2006
"CD630_12660",190,134.5,140,197,256.5,118.5,12,33,34.5,25,33.5,23
"CD630_12670",117,106,104.5,146,173.5,108,29,46.5,34.5,42.5,32,33
"CD630_12680",82,74.5,83.5,88,145,75.5,33,42.5,37,39.5,37.5,38
"CD630_12690",201.5,162.5,191.5,278,302.5,158,240,277.5,307.5,289,271.5,277
"CD630_12700",155.5,125.5,122.5,175,196.5,132,182,148.5,187.5,191,209.5,153
"CD630_12710",6,2,1,4,8.5,6,0.5,1,2,2.5,3,2
"CD630_12720",45.5,41.5,36,52,57,36,30,32,28,27,26,29
"CD630_12730",1205,767,926,1362,1361,869,499,612.5,655,579,615,619
"CD630_12740",5406.5,4409.5,4407,6067,7558.5,4214,2638.5,2841.5,3037,2472.5,2855,2790
"CD630_12750",6502,5987,5452,7332,10419,5054,2416,3123,2960,2750,2788,2635
"CD630_12760",509.5,510,419,609.5,823.5,421,261,368,342,300,291,291
"CD630_12770",215.5,226,189,247.5,321.5,183,123,142,137,128,151,148
"CD630_12780",3258,2407.5,1717,1997.5,4188,2183,6924.5,6891,7441,3806,10437,8436.5
"CD630_12790",22624.5,15654.5,12787.5,17655,26650.5,14415,34626,39767.5,50790.5,33272,66396,52383.5
"CD630_12800",7599.5,4512,4072.5,5400.5,7854.5,4593,9657.5,11330.5,12203.5,7251,16489,12465
"CD630_12810",3119,2828,2688,3678,5225,2496,1650,1909,1757,1777,1743,1681
"CD630_12820",9311,9461.5,7721.5,10343,14984,7475,6565.5,7503,7768,7839,7676,6884.5
"CD630_12830",1497,1529,1282.5,1798.5,2535.5,1271,903.5,1139,1166.5,1137.5,1044,1023
"CD630_12840",16688,15773.5,13463,19627.5,26673.5,13088,9743,12441,12066.5,12043.5,11417,10286.5
"CD630_12850",890,911,715,992,1493,739,213,304,231,283,240,214
"CD630_12860",148,162,150,155,247,126,109,74,83,76,136,91
"CD630_12870",12409,7198,7507,11162,12704,8032,7061,8268,13965,10723,15019,13531
"CD630_12880",4180,2725,2771,4402,4493,2698,965,1543,2892,2429,2796,2905
"CD630_12890",15080,12777,11800,19340,20727,11454,5256,6596,6711,6999,6770,6687
"CD630_12900",64,56,51,81,78,47,10,20,19,12,16.5,18
"CD630_12910",158,132,94,147,180,107,19,34,39,29,46.5,41
"CD630_12920",174,135,135,220.5,288.5,149.5,169,206.5,230.5,189,243,248.5
"CD630_12930",309,285,235,311.5,438.5,238.5,240,273.5,275.5,277,293,256.5
"CD630_12940",1503.5,1037.5,1280,1819.5,2242.5,1228.5,1589,1942,1763.5,1673.5,1588,1638
"CD630_12950",2029.5,1632.5,1803.5,2328,2934.5,1641.5,2039,2551,2274,2350,2011.5,2095.5
"CD630_12960",1306,1043,1015.5,1430.5,1963,1015,1246,1659,1512.5,1570.5,1353.5,1443.5
"CD630_12970",12,10,11,20,28,5,19,27.5,33,33.5,24.5,29
"CD630_12980",3,7,2,3,6,2,9,7.5,6,2.5,5.5,8
"CD630_12990",267.5,168.5,197.5,298,292,210,312.5,344.5,400,373.5,446.5,380.5
"CD630_13000",818.5,557.5,715.5,1051,1177,657,1084.5,1219.5,1240,1111.5,1255.5,1135.5
"CD630_13010",58,40,41,67,81,38,23,38,31,50,43,38
"CD630_13011",26,22,28,24,30,25,5,5,12,12,5,13
"CD630_13020",1132,963,977,1291,1572,911,1119,1136,1209,1271,1151,1053
"CD630_13030",902,679,740,1071,1311,692,980,1171,1246,1254,1258,1093
"CD630_13040",8235,6514,6123,10036,10112,5759,4063,4833,5012,5525,4969,4837
"CD630_13050",6672,5383,4815,7041,8671,4919,3489,4287,4469,4841,5106,5008
"CD630_13060",976.5,1047,852.5,1009.5,1651,852.5,297.5,269.5,259.5,190,282.5,269
"CD630_13070",7236,7419.5,6135,8219,11329,6373.5,2197.5,2619.5,2773.5,2110.5,3042.5,2743.5
"CD630_13071",1631.5,1715.5,1401,2062.5,2494,1434.5,384,455.5,450,348.5,563,472.5
"CD630_13080",2924,2875,2271.5,3300,4503,2349,540.5,747.5,822,618.5,868,824.5
"CD630_13090",11865.5,12776.5,9685,12614,20130.5,10088,2635,3131,2769,2321,3408.5,3118
"CD630_13100",848,998.5,757.5,869,1553.5,789.5,201,235,178,174.5,286,234
"CD630_13110",5511.5,5258,4341.5,5752,9279,4269,1058.5,1626,1530,1400,1538.5,1485.5
"CD630_13120",5634,3873,3784,4558,5519,3566,563,857,1175,942,673,718
"",2467,2327.5,1875,2487,3737,1951.5,403,541.5,487.5,400,451.5,493
"CD630_13140",5723,5176.5,4585,6126,9097,4479.5,876,1421.5,1092.5,999,1129.5,1078
"CD630_13150",6517,5562,5287,7754,9964,5235,2702,3477,3215,3058,3052,2954
"CD630_13160",2871,3515,3038,3248,4991,3196,1275,948,773,788,1084,908
"CD630_13170",1046,1041,835,1121,1452,857,701,709,912,821,1082,944
"CD630_13180",20113,19133,17014,24853,31716,16436,10366,12593,11119,11325,10815,10724
"CD630_13190",63,48,54,79,98,57,55,47,61,40,40,42
"CD630_13200",3267,2550,3075.5,3477.5,4474.5,2804,5928.5,5739.5,6572.5,5167.5,6797.5,6166.5
"CD630_13210",831.5,567,760,819,909,711.5,1576.5,1310.5,1046,875,1448.5,1221
"CD630_13220",4568.5,4145,4156.5,5475.5,6608.5,4011.5,8698,8921,9050.5,7917.5,9080,8279.5
"CD630_13230",2684,2086,2312,2647,3643,2139,3873,4414,4744,3993,4701,4215
"CD630_13240",5202,4415.5,4554,5754,7496.5,4293.5,1825,2306,2028.5,2019.5,1663,1653.5
"CD630_13250",2293.5,2042,1898.5,2330.5,3401,1842.5,655,875,731.5,817.5,611,642
"CD630_13260",6840,6412.5,5685,7199,10409,5633,1804.5,2490.5,2327,2419.5,1908,1918.5
"CD630_13270",2236.5,1759,1707.5,1995.5,3348.5,1612,452.5,754.5,792,835.5,539,644
"CD630_13280",2923,2512,2260,3377,4190,2371,2554,2680,3577,3024,4212,3424
"CD630_13290",23612,20555,18402,26542,35145,18209,15506,19519,19646,17833,21497,19262
"CD630_13300",3097,2486,2589,3706,4471,2442,2325,2704,3125,3081,3180,2813
"CD630_13310",4523.5,3835.5,3531.5,5340.5,7153,3471.5,1440.5,1895.5,1931,1842,1706,1753.5
"CD630_13320",3571.5,2988.5,2837.5,4357.5,5525,2755.5,1246.5,1591.5,1447,1418,1432,1428.5
"CD630_13330",1124,937,885,1178,1757,843,941,1302,1143,1195,1180,1083
"CD630_13340",4994,4111,4037,5623,7917,3852,2859,4008,3499,3491,3236,3076
"CD630_13350",1008,714,847,966,1286,717,530,565,496,436,532,466
"CD630_13360",517,437,414,501,821,369,114,191,168,164,145,162
"CD630_13370",334,255,276,400,520,287,97,173,179,137,163,136
"CD630_13380",1070,839,931,1324,1416,821,532,615,634,551,574,532
"CD630_13390",11122,9843,9343,11100,16492,8717,27011,34944,30446,29014,29318,25941
"CD630_13400",1170,954,993,1629,1883,1002,790,917,898,1058,762,747
"CD630_13410",1261,964,912,1399,1460,820,573,749,628,781,616,586
"CD630_13420",709,471,561,897,935,532,292,412,344,412,304,304
"CD630_13430",4519,3581,3584,5181,6862,3662,5567,5940,6075,5602,6126,5762
"CD630_13440",693,409,606,779,903,525,1647,1823,2027,2088,1992,1952
"CD630_13450",52,50,46,51,91,31,31,66,41,22.5,40.5,34
"CD630_13460",229,207,170.5,247.5,332.5,145.5,83.5,239.5,103.5,88.5,108,123
"CD630_13470",700,597,518.5,799.5,909.5,466.5,197.5,576.5,286.5,217,194.5,234
"CD630_13480",1212,835,1054,1358,1512,958,342,400,315,292,321,321
"CD630_13490",56.5,52,40.5,51.5,81.5,45,21.5,40,39,24.5,32,39.5
"CD630_13500",54.5,69,47.5,78.5,83.5,55.5,39.5,35.5,35.5,31,27.5,30
"CD630_13510",117,127,88,112,171,116.5,27,48.5,48.5,38.5,32.5,48.5
"CD630_13520",975,742,807,1120,1344,697,345,436,412,424,349,415
"CD630_13530",1382,1102,1155,1489,2002,1070,879,1077,1093,1087,1005,911
"CD630_13540",14,8,9,16,15,6,13,12,8,10,23,8
"CD630_13550",12314,13606,11392,11708,20560,10496,9096,9021,6961,7047,8911,7967
"CD630_13560",2103,1917,1810,2374,3525,1737,1450,1726,1829,1885,1993,1719
"CD630_13570",15333,12766,12084,16839,23559,11303,6576,8566,7385,7916,6438,6450
"CD630_13590",336,268,269,363,486,277,133,139,147,112,122,141
"CD630_13600",230,168,179,250,361,170,153,118,145,105,173,137
"CD630_13601",0,0,1,3,3,1,0,0,0,1,0,0
"CD630_13610",2,6,4,4,6,3,3,0,3,1,1,1
"CD630_13620",25.5,34,28,26.5,45,17,7.5,16,16,23.5,20,16
"CD630_13630",58,59,43,44,61,21.5,13.5,18,21,18.5,10.5,20.5
"CD630_13640",6.5,9,5,3.5,9,5.5,1,0,2,6,3.5,1.5
"CD630_13650",21,19,20,14,28,16,9,8,8,10,8,4
"CD630_13651",0,2.5,2,0.5,3,0,1,0,1,0,0,0.5
"CD630_13660",68.5,79.5,70,47,74,43.5,28,25.5,27.5,25.5,23,24.5
"CD630_13670",12.5,8,10,14.5,21,9.5,4,8.5,9.5,9.5,5,7
"CD630_13680",50,53,53,44,67,30,22,28,24,32,32,34
"CD630_13690",5.5,2,9,3.5,4,3.5,1,4,0,1,1.5,1
"CD630_13700",11,10,12,14.5,19,6.5,5.5,1,3,8,7,5
"CD630_13710",10,18.5,12.5,9.5,18,9.5,3,8,24,11.5,6.5,2.5
"CD630_13720",9.5,11.5,11.5,6.5,13,6.5,3.5,6,4,1.5,6,2.5
"CD630_13730",23,23.5,19,26.5,39.5,14.5,31.5,13,19,25,15,21
"CD630_13740",603.5,474.5,472.5,611.5,642.5,388.5,319.5,364,494,466.5,480.5,440
"",20.5,14,15.5,20,24,15,6,10,8,4.5,2.5,8
"CD630_13760",4,1,15,9,9,2,3,4,5,2,4,1
"CD630_13770",4145,3429,3537,4517,6590,3356,2053,2660,2428,2640,2218,2072
"CD630_13780",3443,3067,2461,3834,5108,2504,2348,3395,3080,3770,2605,2393
"CD630_13781",34,25,27,24.5,43.5,34,7,9,9,12,14,5
"CD630_13782",38,34,45,60.5,77.5,39,10,21,33,28,24,19
"CD630_13790",502,396,396,618,662,365,316,304,362,390,396,382
"CD630_13800",522,547.5,491,620,830,416.5,5340.5,4127,6477,5813,6166.5,5358
"CD630_13810",96,95.5,91,110,138,84.5,1320.5,891,1247,1203,1263.5,1178
"CD630_13820",356,324,290,435,554,314,313,265,285,274,356,273
"CD630_13830",1279,1137,1046,1827,2171,963,972,1267,1227,1266,1060,934
"CD630_13840",1582,1658,1613,2544,2885,1710.5,2207,2435.5,3050.5,2731,3516,2796
"CD630_13850",3720.5,4111.5,4030,6273,7574,3836,4267,6657.5,6694.5,7113,6246,5599
"CD630_13860",2386.5,2767,2548,3676,4749,2516,2635,4393.5,3678.5,4539.5,3122,3214
"CD630_13870",1510,1932.5,1703,2331,2961,1698.5,1911,2593.5,1806.5,2130.5,1808,1732
"CD630_13880",827,615,684,1021,1004,622,179,225,223,200,165,178
"CD630_13890",48,65.5,59.5,73,99.5,45.5,23.5,43,33,31.5,26.5,18
"CD630_13900",115,105.5,139.5,142,183,85,30,57,49,56.5,35.5,37
"CD630_13910",318,286,270,386,434.5,210.5,97.5,127,122,132,99,93
"CD630_13920",567,515,500,630,943,567,380,311,267,241,382,324
"CD630_13930",657,469,491,1011,781,415,138,194,195,159,146,189
"CD630_13940",1326,1089,1095,1435,1917,1060,787,929,812,936,863,770
"CD630_13950",573,379.5,396.5,475,847.5,325,396,646.5,555.5,478.5,396.5,399
"CD630_13960",1988,1530.5,1477.5,2033,2644.5,1373,1420,1985.5,1564.5,1539.5,1377.5,1407
"CD630_13970",159,125,82,336,270,131,57,55,54,77,68,52
"CD630_13980",47,34,44,79,72,39,22,20,31,14,17,24
"CD630_13990",236,163,181,304,363,149,185,198,206,207,184,178
"CD630_14000",1360,938,1150,1645,1809,1073,2063,1926,2291,2076,2287,2003
"CD630_14010",1035,589,749,974,1270,709,913,884,1007,974,1011,896
"CD630_14020",131,115,109,158,182,93,42,41,54,48,33,39
"CD630_14030",1015,751,918,1197,1389,793,1150,1276,1473,1324,1448,1336
"CD630_14040",40321.5,36676,32857.5,34297.5,57304.5,31006.5,95811.5,119261.5,120719.5,116694,116002,100176
"CD630_14041",13912.5,12108,11015.5,11707.5,19906.5,10280.5,28612.5,39476.5,40899.5,39067,35179,32891
"CD630_14050",2922.5,2250,2393,3664,4134,2358.5,1139,1533.5,1530.5,1738.5,1405,1423.5
"CD630_14060",883.5,711.5,796.5,1116.5,1344,654.5,410.5,536.5,536.5,572,460,526.5
"CD630_14070",917,868,708.5,1020.5,1625,844.5,401,505,513.5,966,512.5,487.5
"CD630_14080",1096,1212.5,885,1118,2193,992.5,478.5,625,639.5,1471.5,673.5,682.5
"CD630_14090",2207.5,2193.5,2115.5,2965.5,3524,1898,2599.5,2922.5,2794.5,2869,2991,2665
"CD630_14100",1271.5,1282.5,1111.5,1709.5,2117,1091,1140.5,1415.5,1489.5,1578,1427,1456
"CD630_14110",1131,712,875,1215,1491,724,256,435,315,357,247,291
"CD630_14120",334,334,368,494,508,274,619,758,859,869,780,715
"CD630_14130",199,140,156,208,279,144,35,29,29,20,32,29
"CD630_14140",1527,1217,1139,1677,2166,1184,929,1102,1051,1139,999,1037
"CD630_14150",377,275,260,306,574,194,388,486,537,505,415,383
"CD630_14160",7,7,3,0,4,1,0,2,2,0,2,0
"CD630_14170",127,127,116,161,239,100,190,125,162,148,230,173
"CD630_14180",395,305,286,413,519,246,105,149,163,116,178,152
"CD630_14182",203,128,145,195,274,157,151,135,209,171,264,185
"CD630_14190",1289,1062,989,1416,1831,1089,891,1300,1339,1410,1228,1249
"CD630_14200",1667,1302.5,1308,1870,2419.5,1275.5,508,814.5,807,801,616,706.5
"CD630_14210",3236,2393.5,2624,3684,4485.5,2550.5,1128,1717.5,1541,1684,1206,1351.5
"CD630_14220",207,171,164,267,271,158,160,192,199,171,186,196
"CD630_14230",81,73,80,113,122,77,45,49,53,36,52,49
"CD630_14240",124,108,115,176,204,84,88,100,122,119,137,106
"CD630_14250",376,445,372,464,796,380,429,529,620,496,650,515
"CD630_14260",626,525,541,697,1059,536,407,541,659,606,581,542
"CD630_14280",193,201,173,203,334,180,168,202,213,177,184,206
"CD630_14290",135,76,106,178,147,111,60,55,72,54,64,53
"CD630_14300",18,10,6,17,27,5,1,1,7,6,7,10
"CD630_14310",970.5,749,812.5,1190.5,1243.5,740.5,453,578,551,521,513.5,488.5
"CD630_14320",354.5,245,247.5,390.5,459.5,278.5,202,187,191,136,174.5,155.5
"CD630_14330",143,84,113,186,185,111,48,89,56,116,50,75
"CD630_14340",2045,1372,1662,2175,2011,1594,1748,1413,1392,1098,1776,1502
"CD630_14350",4019,2717,2761,3818,4211,2680,1075,1244,1445,1309,1328,1392
"CD630_14360",7741,5687,5604,7936,8403,5359,1524,1835,1796,1723,1623,1669
"CD630_14370",4561,3328,3003,4283,4968,2962,762,1104,995,878,873,936
"CD630_14380",2089,1763,1810,2263,3205,1654,2157,2356,2799,2469,2772,2508
"CD630_14390",461.5,476.5,422,602,766,379.5,174.5,249.5,256,242,241.5,222.5
"CD630_14400",1126.5,966.5,1012,1420,1770,933.5,364.5,571.5,564,447,480.5,477.5
"CD630_14410",1159,935,1050,1318,1727,914,371,514,493,506,487,456
"CD630_14420",197,124,165,212,218,129,194,187,157,153,215,175
"CD630_14430",306,300.5,267,366.5,480,277,301.5,305.5,279,298.5,317,256
"CD630_14440",630,539.5,544.5,674,933,481.5,425.5,536.5,505.5,455.5,477.5,543.5
"CD630_14450",918,811.5,740.5,1131,1283,751.5,758,893,861,804.5,799,822
"CD630_14460",1469.5,1314.5,1151.5,1661,2139,1245.5,1180.5,1402,1282.5,1218,1354.5,1274
"CD630_14470",967.5,883,764,1138,1516.5,736,742.5,918,932.5,949.5,839.5,859
"CD630_14480",1024,922,858,1088,1536.5,823.5,552.5,653.5,630,656,596,629.5
"CD630_14490",2048,1834.5,1691.5,2650.5,3079,1734,1108.5,1432,1523.5,1515,1670.5,1653
"CD630_14500",3028,2715.5,2468,3494.5,4141,2379,1409.5,1643,1464,1498.5,1780.5,1682.5
"CD630_14510",1392,1198,1175.5,1545.5,2157.5,1127,636.5,848.5,808.5,827.5,870,887.5
"CD630_14520",1269.5,1150,1124,1421,1829.5,1115,648.5,633.5,536,565.5,721,648
"CD630_14530",2139.5,2179,1800.5,2477,3332,1728,1248.5,1485.5,1351.5,1178.5,1688.5,1533
"CD630_14540",11953.5,9619,9613.5,14372.5,16625,9371,5283.5,6526,7088,6760,6657.5,6507
"CD630_14550",7898.5,6784,6608.5,8575.5,11877,6291,3559.5,4078,3932,3833,4141.5,3873
"CD630_14560",351.5,360.5,318,380,585,323.5,96.5,119.5,89.5,111.5,91,100.5
