"gene_id","Wt_SM_Rep1","Wt_SM_Rep2","RA_SM_Rep1","RA_SM_Rep2","Wt_S_Rep1","Wt_S_Rep2","RA_S_Rep1","RA_S_Rep2","Wt_S_NOV_Rep1","Wt_SM_NOV_Rep1","RA_S_NOV_Rep1","RA_SM_NOV_Rep1","Wt_S_NOV_Rep2","Wt_SM_NOV_Rep2","RA_S_NOV_Rep2","RA_SM_NOV_Rep2"
"spr0279",198,208,108,105,742,606,4799,5920,822,772,1462,706,1321,533,708,454
"spr0280",43,29,24,22,159,157,278,442,75,43,96,53,102,57,48,52
"spr0281",52,45,26,32,178,142,421,543,89,100,183,80,126,67,84,59
"spr0282",332,301,177,195,1057,780,1156,1680,223,266,330,240,319,201,199,152
"spr0283",1459,1363,899,912,3480,2666,1926,1634,431,809,576,817,804,573,374,534
"spr0284",12075,12134,8457,8776,22463,14091,16784,12615,2622,5693,3410,6297,4962,4718,2565,4462
"spr0285",659,636,395,381,1714,1522,1297,879,96,279,108,254,170,201,71,187
"spr0286",1083,1177,776,908,1707,819,1439,1161,624,1001,810,1038,985,784,556,772
"spr0287",267,303,232,291,538,301,517,350,268,364,331,448,394,297,236,360
"spr0288",264,331,246,298,463,283,597,544,383,509,406,562,565,466,288,385
"spr0289",151,169,152,170,376,221,481,419,319,411,408,440,547,424,258,343
"spr0290",223,214,173,213,348,238,785,576,567,698,606,760,942,590,425,527
"spr0291",11,16,14,12,22,8,96,54,30,59,45,56,58,49,54,48
"spr0292",45,64,47,41,87,35,175,136,87,120,129,191,157,121,78,134
"spr0293",30,34,35,26,59,31,49,49,24,73,40,63,61,61,28,62
"spr0294",36,42,30,28,46,28,54,65,32,78,43,71,54,62,23,75
"spr0295",75,90,83,71,139,56,110,98,55,131,55,160,88,100,61,109
"spr0296",31,32,20,20,49,15,29,41,21,34,23,55,26,24,17,33
"spr0297",62,67,52,54,99,48,109,59,35,94,54,116,42,70,45,60
"spr0298",6401,6173,3159,3248,13394,8494,11196,8665,5082,6386,5929,6697,9702,5330,4489,5276
"spr0299",461,455,282,362,1256,688,910,871,448,1062,492,946,687,1047,411,833
"spr0300",219,212,107,122,669,336,544,326,207,438,264,407,351,356,173,321
"spr0301",223,218,129,101,639,391,637,445,167,402,187,383,340,333,133,377
"spr0302",8418,8678,4138,4002,14659,7652,8941,5236,4683,5338,5643,6378,6503,4749,3570,4761
"spr0303",2430,2520,1091,1109,4240,2336,1932,1384,1236,1691,1265,1732,1782,1510,1100,1354
"spr0304",42736,43471,25652,26962,68186,36421,47436,33376,27166,34935,30239,42186,39016,33478,23077,31677
"spr0305",14126,15085,10258,10965,22849,12068,16765,11588,10937,14694,13245,18524,14394,13914,9394,12898
"spr0306",28,21,11,11,70,74,40,35,29,26,39,34,54,39,35,35
"spr0307",52831,45180,32261,48166,45691,33338,60765,42917,28044,50158,35517,55166,44687,49722,26115,42839
"spr0308",5791,6160,3849,4265,12224,8184,7683,5364,2411,1651,2450,1920,2822,1365,1603,1439
"spr0309",15471,16534,9510,9413,37579,21515,26356,19206,4966,3602,5273,4271,6986,3033,3617,2991
"spr0310",26077,21699,13060,16506,3785,2829,14263,11948,8694,26098,9743,31858,12669,22346,7571,21507
"spr0311",541,481,327,410,95,54,156,123,138,795,180,936,235,685,183,650
"spr0312",155,136,70,100,407,179,196,110,40,19,48,38,55,24,31,21
"spr0313",3568,4157,2109,2445,8731,3075,2523,2103,1482,1753,1487,2001,1389,1806,896,1523
"spr0314",544,557,337,337,2035,736,1018,889,113,162,142,242,127,164,71,188
"spr0315",490,466,308,342,2215,633,1088,548,117,160,165,188,122,119,85,126
"spr0316",705,589,420,451,2739,903,1529,935,120,179,203,250,178,154,126,145
"spr0317",637,617,346,413,2536,719,1545,755,129,159,209,210,153,130,109,153
"spr0318",1579,1472,776,925,5538,1769,3330,2338,300,281,323,346,350,237,230,258
"spr0319",951,950,579,700,3674,1124,2393,1869,208,176,206,247,237,174,146,151
"spr0320",1334,1270,802,1010,4431,1517,3026,2407,331,263,364,360,404,232,228,223
"spr0321",809,738,520,647,2748,875,2003,1323,159,149,184,203,205,137,146,147
"spr0322",2063,2034,1341,1724,6073,2158,4776,3464,479,462,540,604,557,422,316,420
"spr0323",1395,1411,935,1053,4601,1923,3168,2133,467,503,535,618,514,417,343,454
"spr0324",704,704,557,660,1993,783,1901,1197,300,268,319,327,302,248,177,240
"spr0325",654,647,484,530,1886,786,1783,1104,203,223,244,320,263,210,174,232
"spr0326",353,352,241,274,1043,445,645,564,122,121,110,154,132,126,91,115
"spr0327",52712,55259,30441,38645,291283,133870,160257,102015,26136,6862,29785,10114,18955,6738,14320,7525
"spr0328",802,789,528,714,3286,1405,7366,7039,1607,1152,1975,1164,2466,943,1251,888
"spr0329",121118,138181,73571,83969,195834,117176,108483,73795,354398,239718,340246,310750,270148,258784,189951,258564
"spr0330",25502,30564,14587,17285,49013,29102,25704,17014,78957,48706,73123,63019,58153,51169,38719,51455
"spr0331",550,572,403,449,3918,2144,2209,1490,2666,915,2992,1306,3249,911,2010,1000
"spr0332",8551,8575,4840,5138,18161,11400,11683,8280,15028,15239,15067,18200,20953,15373,10968,13909
"spr0333",23969,23328,16419,17990,47874,28402,40465,27641,44745,37874,49637,48824,59674,37245,32272,37542
"spr0334",39156,37554,25734,27754,75365,44162,64284,40904,78034,63598,87867,82124,103379,63094,59620,63401
"spr0335",90577,89694,59911,65025,154420,90601,144178,102252,182116,162309,192631,194618,244248,154790,135438,151820
"spr0336",50642,49817,35086,37613,86131,50253,80363,48214,96613,86834,109530,110328,131853,79531,73991,81388
"spr0337",9576,9201,5937,6733,21322,12973,15605,10080,14461,12135,15455,15746,19925,11872,11698,11613
"spr0338",2193,2099,1274,1395,4574,2504,3881,2243,3150,1969,3318,2436,3469,1830,1944,1810
"spr0339",5621,5585,3731,4361,13073,7550,8570,6297,7518,5265,8105,6572,8827,4710,4859,4858
"spr0340",9573,9649,6523,7181,21159,11424,14252,9763,14878,9237,14748,12201,16206,9158,9511,8868
"spr0341",8999,8775,6126,7003,18912,9847,14138,9311,15905,10022,15900,13508,16234,9577,10066,9676
"spr0342",3310,3026,2324,2808,4827,2611,3952,3232,6043,4930,5328,5627,4982,4176,3043,3859
"spr0343",4256,3990,3159,3587,6138,3157,5182,3603,7308,6616,7450,7481,6694,5422,4023,5213
"spr0344",2291,2235,1623,1868,2893,1552,2721,1877,3978,3785,3739,4138,3407,3273,2191,2865
"spr0345",1124,1012,763,857,1564,873,1031,819,1517,1365,1390,1625,1260,1275,935,1148
"spr0346",1014,971,719,799,1438,739,1104,911,1692,1609,1638,1798,1474,1280,956,1291
"spr0347",1752,1562,1100,1240,2715,1406,1993,1451,2688,2758,3019,3257,2628,2500,1729,2326
"spr0348",1045,963,593,699,2516,1365,1592,1216,1755,1556,1912,1911,1785,1359,1086,1329
"spr0349",6055,5242,3587,3911,13305,6902,8907,6278,7764,7185,8807,8336,7752,6280,5288,6135
"spr0350",1460,1370,816,894,3507,1848,2128,1247,1714,1586,1874,1817,1743,1367,1142,1426
"spr0351",6738,5839,4358,4987,16018,8345,11001,7255,8971,8052,10319,9892,8846,6954,5901,7250
"spr0352",16,26,14,18,112,38,50,39,21,5,8,12,14,9,9,11
"spr0353",111,111,51,75,429,205,209,152,87,39,80,53,80,39,49,44
"spr0354",72,78,56,58,295,130,201,195,50,27,82,49,60,28,33,37
"spr0355",72,60,49,53,66,28,140,120,40,32,30,65,32,37,29,34
"spr0356",20,25,14,31,124,73,135,135,84,48,80,58,74,32,53,41
"spr0357",25,22,13,7,75,69,69,61,40,35,68,33,42,28,24,27
"spr0358",2,4,8,4,22,11,17,10,12,6,5,7,6,4,3,5
"spr0359",8,19,8,7,51,19,39,35,33,19,27,22,25,9,8,14
"spr0360",3,1,1,2,8,2,9,1,6,2,2,1,5,0,2,1
"spr0361",0,1,1,0,7,2,2,9,3,4,2,2,3,0,3,0
"spr0362",71808,68855,31195,36654,142618,72251,98838,62719,110548,82489,117671,102316,127379,73897,67939,78331
"spr0363",17298,18435,13516,15687,28597,17072,20617,15200,34383,23609,33059,31620,27385,24080,19491,22651
"spr0364",10172,11095,6735,7783,20966,12024,12439,8463,14810,10506,14951,12671,13011,10188,8382,9324
"spr0365",9553,10242,5399,6060,21143,12050,11867,7750,15749,8718,16662,11692,11991,8268,8004,7959
"spr0366",3220,3426,1543,1702,6333,3973,3450,2529,5424,4362,5179,5333,5190,3959,2933,3870
"spr0367",12011,12029,7629,8290,17710,9506,15518,9261,19547,15699,21791,20847,20845,14477,12172,15112
"spr0368",36803,38752,26552,29766,56114,33230,45158,30782,72971,54134,76487,73041,68020,51768,42244,51373
"spr0369",3581,3452,2432,3076,6870,2331,4618,3596,5086,3982,5432,5521,4157,3655,3286,3458
"spr0370",721,743,393,510,2142,910,1497,1152,1974,1281,1939,1589,1770,1140,1201,978
"spr0371",3312,3726,2427,2524,10162,6375,7661,7206,6919,3623,6474,4424,6203,3088,3690,2859
"spr0372",23258,24493,16082,18426,47206,26872,34845,23833,41493,28194,44510,34720,37981,23331,23055,25602
"spr0373",5923,5331,3533,4242,11507,5829,7357,4677,6528,6367,6992,7316,9300,5749,4841,5407
"spr0374",11158,10061,6170,7544,21262,11023,16156,12565,14650,13980,15407,15497,22127,12261,10553,11274
"spr0375",83820,89294,44538,41684,137969,87520,89681,57912,113762,64908,138399,93831,120792,61025,77212,60756
"spr0376",88115,99202,51445,55158,172613,98481,107375,66681,159976,78731,182135,108679,149674,73710,93318,76097
"spr0377",172297,192734,121968,132416,298569,171106,209517,125435,310268,145298,350818,209925,272498,136101,174616,139625
"spr0378",68229,69119,49141,53213,140398,89403,85978,48195,123946,66260,145485,90206,113198,59175,75182,59156
"spr0379",75303,77666,48446,47936,115993,71960,79552,48029,80143,41046,102078,61494,105975,33623,61366,34380
"spr0380",90935,102036,69866,73874,124356,82307,98355,65437,141706,65995,155279,93804,142707,57396,88926,51152
"spr0381",101696,115719,77573,81209,124848,82933,100883,62404,134610,63850,154988,93158,134483,53427,87353,51031
"spr0382",170934,194968,141898,153108,200792,129335,177998,118990,261802,121793,298154,170701,246810,95547,156851,94857
"spr0383",64945,74870,58202,64403,89914,58538,62733,52151,100535,44790,108085,62992,88345,35025,54767,34166
"spr0384",46217,53607,39825,43909,56654,35728,47641,33768,75302,34253,82832,47069,64232,26525,41648,25297
"spr0385",202657,235388,166307,183255,232571,147460,186709,129013,271087,122711,299646,169966,226555,92379,148711,92362
"spr0386",147612,168180,119358,134359,147394,91888,133205,90690,190333,87460,219174,121494,159670,64577,105814,65412
"spr0387",112642,128647,92547,103561,113294,72322,102938,70253,151214,67662,164430,93204,120115,48081,76716,48858
"spr0388",9118,9926,7622,8251,11703,5486,9948,6911,6489,3825,7192,5380,5843,3164,3617,2949
"spr0389",12856,13317,9313,11844,18111,7027,18206,14268,8062,5541,8230,7483,6677,4786,4591,4645
"spr0390",19272,18839,9204,10913,37866,19113,25978,17137,11999,18115,12721,20111,21649,18703,10083,17515
"spr0391",12948,12647,6293,7248,25989,13146,16108,11169,6849,10337,6924,11439,12083,10653,5822,9925
"spr0392",17397,17286,7260,7988,36052,18070,23562,15881,10240,16960,10313,17659,19843,16340,8755,15750
"spr0393",28271,27699,19530,23763,51740,26265,39765,27897,9564,17711,10440,19272,18413,18076,9631,15427
"spr0394",21701,21354,14454,17503,40314,20323,31387,19940,6450,12826,7010,13863,14057,13045,6700,11064
"spr0395",3124,3081,1276,1556,6363,3135,3708,3354,644,1483,581,1541,1768,1485,686,1134
"spr0396",37193,39704,26700,30440,58571,38679,44515,31475,15427,26961,16476,30734,21253,29431,11393,27610
"spr0397",10278,11114,6978,8341,16550,10177,12086,8900,3942,7845,4338,8863,6135,8296,3208,7850
"spr0398",13209,12889,8064,10335,28521,15029,16483,10554,7013,9824,7204,11121,8900,9896,4869,8105
"spr0399",10188,10842,4424,4768,18551,11467,9854,7662,5160,10316,5035,10094,9147,9802,4569,8489
"spr0400",97904,102812,61025,63640,136815,75999,104431,72188,49262,94553,52548,105527,87066,92744,42980,85632
"spr0401",9234,9264,5633,5569,29565,16424,25820,16562,1788,2331,2027,2792,3586,2262,1587,2098
"spr0402",2963,2934,1983,1898,8896,4824,7349,4882,408,570,469,642,941,516,427,524
"spr0403",6262,6313,3843,3867,16684,9007,17019,11096,1122,1477,1335,1763,2468,1445,1127,1376
"spr0404",2298,2124,1333,1362,5059,2812,5452,3608,362,440,473,557,747,406,332,400
"spr0405",2680,2461,1546,1719,6442,3395,7287,4273,468,597,711,719,1090,527,501,570
"spr0406",6148,6209,4152,4151,17930,10303,14576,10250,1088,893,1360,1285,1894,936,1032,1009
"spr0407",559,510,357,360,1430,694,1664,929,202,261,285,332,369,248,184,227
"spr0408",10057,7720,4873,6603,18174,6785,14754,10675,3406,6407,4099,7125,9599,5910,4395,5132
"spr0409",8407,6413,3780,4852,15074,5574,12702,8325,2889,5406,3264,5975,8381,5099,3575,4369
"spr0410",11888,10419,5664,7478,24855,11110,20209,14211,10111,13431,11135,15799,16535,12734,7975,12003
"spr0411",5,3,4,2,17,5,5,8,3,2,0,4,0,3,1,1
"spr0412",43,39,33,23,123,58,104,70,23,32,17,32,21,21,14,19
"spr0413",18030,17229,8936,11644,38138,16104,26305,19892,14969,16638,16440,20699,21006,16381,11030,15527
"spr0414",1809,1831,1061,986,5380,2810,4265,2874,810,1242,843,1228,1464,1129,635,919
"spr0415",65113,59121,45553,36642,86783,63039,164589,139471,158186,265268,148222,264189,288372,193976,116856,158694
"spr0416",1462,1306,574,653,4633,2234,1869,1028,1232,1423,1304,1705,1982,1387,1103,1409
"spr0417",1548,1436,557,650,4484,2217,2324,1726,1506,1914,1729,2195,2520,1968,1455,1982
"spr0418",9,8,4,5,15,10,20,10,19,37,12,17,46,28,16,19
"spr0419",877,828,366,428,1318,709,1287,995,1327,1467,1444,1810,2006,1646,1204,1574
"spr0420",2776,2655,1589,1656,7859,4906,4875,3774,5677,6836,6386,7740,8932,7389,4795,7086
"spr0421",77,70,44,52,124,43,119,73,94,208,97,232,153,180,74,141
"spr0422",241,214,156,167,400,160,324,225,174,399,186,473,309,352,199,340
"spr0423",30,37,20,28,54,23,47,27,23,44,29,52,31,55,23,43
"spr0424",258,202,142,180,408,148,331,193,132,348,183,314,278,290,169,272
"spr0425",374,321,223,256,566,223,497,419,266,451,285,557,363,505,207,423
"spr0426",11843,12017,8893,10574,28690,15124,20796,15405,14254,12283,15086,15783,16836,14024,10354,13718
"spr0427",9336,9653,5685,6145,25137,14737,18229,13727,10057,9213,10745,11041,12312,10389,7590,10439
"spr0428",2157,1939,1081,1193,6002,3269,3829,2201,1565,1413,1851,1564,2155,1468,1187,1445
"spr0429",1809,1548,992,1093,4735,2462,3110,2095,1417,1359,1655,1636,1936,1375,1157,1306
"spr0430",11475,10491,7207,8679,21044,10175,15950,11860,11789,12567,13273,16027,16493,12950,9526,12615
"spr0431",4587,4239,2675,3230,8408,3767,5741,4625,5365,5019,5704,6292,6874,5452,3863,5155
"spr0432",936,877,443,484,2290,1149,1331,944,766,597,827,785,1016,661,618,655
"spr0433",15137,17729,9371,9394,44470,33323,28147,25554,20733,14926,21520,17213,21443,14525,12521,14019
"spr0434",6039,6548,4694,4762,12624,7511,10124,6562,9008,7015,9757,8570,9607,6838,5594,6945
"spr0435",4502,4545,3629,3680,9424,5403,7409,4469,6658,5063,7660,6467,7396,4825,4183,5039
"spr0436",4858,4731,3432,3712,10518,5858,6998,5294,6697,4997,7696,6669,7204,4886,4346,5291
"spr0437",26604,26125,14063,15742,44070,22396,26128,17737,37306,46178,41253,61433,46340,49886,26142,52062
"spr0438",58880,60455,46176,52816,91498,54724,72072,43258,81296,91370,83028,112796,98272,108203,57159,102035
"spr0439",11051,12059,7844,8635,23501,11143,13344,10127,13736,12394,14218,15016,17508,14402,10551,13570
"spr0440",1919,1866,1558,1747,6570,3044,6031,4024,2463,1654,2761,2311,3571,1749,1972,1704
"spr0441",49113,35330,25261,30965,107684,34301,88495,59599,66060,95651,78950,109632,157689,92817,73481,93754
"spr0442",3947,3866,2158,1978,8728,4324,4947,3135,2982,3247,3932,4374,4706,3380,2779,3717
"spr0443",35740,44016,30262,21313,126884,86290,105664,72509,64560,44929,71891,58788,85340,45093,41688,51591
"spr0444",123946,155243,112865,81632,379325,253459,393735,245806,286457,201127,316752,256485,357955,201788,172890,216175
"spr0445",5194,5350,2919,3052,11093,4518,6265,4375,8858,9782,10872,12532,14315,11233,9579,10399
"spr0446",4355,4265,2339,2800,9217,3566,5300,3616,7264,8311,8708,10684,12611,8876,7777,8426
"spr0447",2537,3013,2173,1630,6213,2984,4565,2848,7703,5094,10060,7388,8476,5575,5534,6277
"spr0448",7421,8655,5455,4361,19017,8771,12191,8934,16821,12753,20191,18047,20504,14313,13421,15595
"spr0449",6904,6577,3588,4268,14504,5860,9042,6555,11094,13250,13449,16545,20084,13432,11692,13757
"spr0450",11817,11568,5510,6154,27822,12841,17073,13645,19237,21543,21220,24997,32508,21684,17765,21174
"spr0451",70,92,62,59,217,100,181,76,214,124,252,191,139,139,143,156
"spr0452",173,206,164,149,639,299,459,296,570,334,714,520,459,395,367,369
"spr0453",19202,13637,9154,10732,21323,8751,26135,14616,38009,42756,44348,47854,63903,45154,30952,38188
"spr0454",8407,6584,5240,5811,9417,4046,11207,7773,9628,19208,10491,20616,23756,20037,10691,16154
"spr0455",94161,62156,49005,57795,78663,37329,92106,66519,65805,155745,79709,176455,179837,167467,86719,137709
"spr0456",36014,22104,19166,24556,28817,12917,34845,23604,26914,50081,32092,61038,61829,49914,30823,41338
"spr0457",2348,1979,1190,1501,4333,2229,3043,2269,3627,4050,3469,4991,5227,3626,2551,3672
"spr0458",3974,3119,1550,2398,5488,2899,4592,4235,6153,6768,5614,8511,8339,6575,4182,6564
"spr0459",4340,4254,2897,3232,9117,4896,7441,5212,5298,4731,6266,5930,8249,4535,4509,4781
"spr0460",11233,11856,9088,10220,24369,13908,17636,11719,14247,11417,15328,14484,18506,11712,11371,11924
"spr0461",22666,14820,6950,11217,14682,11337,38966,37772,41999,44065,35874,50261,50149,40065,26296,39193
"spr0462",5230,3991,2393,3372,11320,6542,11720,6661,4944,4113,6064,5365,5909,3357,3663,3916
"spr0463",20104,14476,8825,13098,34445,19325,36747,27858,17773,13739,17888,17695,19117,12629,11495,13488
"spr0464",22436,17336,10418,15485,38765,20110,42224,28778,20780,18500,23305,24201,24636,16233,14107,17736
"spr0465",1828,762,327,770,2088,1103,1690,1037,1043,1823,900,1905,1196,1407,713,1410
"spr0466",15236,6884,3127,7291,13124,7315,13747,9063,7465,12786,6854,14814,9521,10175,5468,10611
"spr0467",3869,1820,830,1836,3316,1917,3709,2792,2263,3821,1969,4443,2789,2910,1526,2876
"spr0468",21720,9454,4254,9977,17975,10622,23099,19003,12135,20139,10991,21660,15658,15164,8507,15705
"spr0469",7898,3643,1472,3364,6754,4499,9066,8750,5170,7730,4229,8101,6361,6111,3205,5936
"spr0470",20469,13003,4586,8561,41616,19169,28872,20798,15491,14726,16679,19772,17265,12242,9536,14550
"spr0471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spr0472",100101,66101,31789,58114,156981,66406,149238,109711,79760,77602,80914,100525,83184,70632,48256,73964
"spr0473",35404,24329,12615,24707,58497,24387,56253,38704,32155,32339,34778,45087,34493,29932,18905,32721
"spr0474",121465,84117,46023,90877,179658,74106,174058,122623,103746,108855,109356,147176,110530,102198,65849,106546
"spr0475",30171,23722,11804,19341,53052,25234,44582,30162,28986,30091,29393,41308,32104,30377,21474,29738
"spr0476",19406,15953,8462,13001,28556,14013,29438,18245,19833,20498,21615,30076,21290,20300,14631,20942
"spr0477",9310,9171,5299,6022,15826,8261,13646,9198,18829,18908,18849,26245,23071,21257,14836,20051
"spr0478",24659,24203,14332,16245,42221,20472,37168,25759,53330,50997,53520,69197,61074,57179,40983,54334
"spr0479",4978,4816,3136,3555,8642,3856,7459,4054,9044,8946,10557,12315,10879,9814,7686,9687
"spr0480",5761,5590,3789,3984,11512,5002,9017,4588,10289,10238,12781,15507,13534,11100,9195,11798
"spr0481",91474,91847,60356,75640,156575,74978,124796,86754,190860,159434,194987,225518,188551,183233,140896,175177
"spr0482",7311,7173,5329,6667,14170,6959,10915,6661,17407,13898,19009,20053,16256,15524,12777,14827
"spr0483",64,74,48,93,97,48,110,89,204,204,253,313,244,260,165,230
"spr0484",17,13,17,21,16,12,37,18,56,57,56,79,67,66,36,64
"spr0485",1549,1495,862,965,2676,1454,2032,1164,700,769,809,945,1109,676,630,810
"spr0486",7925,7965,5308,5853,13530,7650,9774,6282,4122,4043,4467,4920,6611,3814,3594,3690
"spr0487",997,895,593,633,1983,1139,1355,661,434,469,553,568,757,370,446,391
"spr0488",4019,4218,2289,2510,8088,4631,4626,3500,1097,919,1142,1099,1644,943,987,813
"spr0489",3065,2634,1733,1926,6912,3312,4781,3140,310,240,383,303,533,238,325,203
"spr0490",2593,2276,1615,1628,5362,2351,5243,3348,341,259,428,334,532,212,315,236
"spr0491",6774,6074,3698,4197,16559,7615,11158,7199,760,670,1005,813,1291,604,817,589
"spr0492",40354,37079,27066,34763,74478,34398,69266,45591,8833,7956,9685,10173,11090,7582,6940,7277
"spr0493",955,845,387,369,2118,1233,1397,952,335,577,482,509,766,475,385,434
"spr0494",1725,1766,836,865,3144,1734,2388,1660,699,813,851,944,1295,800,620,865
"spr0495",7,6,8,8,38,10,33,6,0,0,2,2,4,0,1,0
"spr0496",75,84,50,49,274,109,181,109,9,18,15,12,25,14,6,13
"spr0497",149,145,73,69,458,176,228,248,37,54,47,54,51,53,35,46
"spr0498",62,55,34,38,36,12,110,95,20,26,15,40,25,20,12,23
"spr0499",646,690,355,388,2932,1895,2026,1370,269,165,282,245,354,150,218,173
"spr0500",133,131,73,121,561,295,458,288,45,50,81,62,58,44,52,41
"spr0501",53,34,25,41,174,91,123,106,14,14,28,21,27,16,17,18
"spr0502",77,75,49,51,363,222,237,176,30,24,43,27,42,19,26,26
"spr0503",245,213,147,138,918,587,600,463,91,77,84,101,94,79,62,55
"spr0504",154,156,72,86,685,391,697,476,112,101,177,79,218,69,97,80
