"gene_id","T4delta_ccpA_CDMB_Exp_1","T4delta_ccpA_CDMB_Exp_2","T4delta_ccpA_CDMB_Exp_3","T4delta_ccpA_CDMN_Exp_1","T4delta_ccpA_CDMN_Exp_2","T4delta_ccpA_CDMN_Exp_3","T4WT_CDMN_Exp_4","T4WT_CDMN_Exp_5","T4WT_CDMB_Exp_4","T4WT_CDMB_Exp_5"
"SP_0927",3427,3217,2845,2832,3091,3246,1925,1872,2348,2844
"SP_0928",935,849,795,832,757,600,505,458,498,704
"SP_0929",4168,4027,3829,3816,3752,4137,2449,2043,2465,3377
"SP_0930",11122,10219,9527,8633,8378,10036,5971,5634,7300,9118
"SP_0931",2633,2655,2295,2434,2414,2800,1935,1721,2024,2674
"SP_0932",3804,3961,3433,3602,3803,3975,3066,2672,3027,3998
"SP_0933",2564,2682,2339,2607,2706,2673,2096,1947,2225,2747
"SP_0934",0,0,0,0,0,0,0,0,0,0
"SP_0935",717,775,687,747,728,755,531,469,508,739
"SP_0936",1277,1255,1009,1111,976,966,678,559,988,1027
"SP_0937",173,185,137,147,132,86,91,98,154,164
"SP_0938",2038,2069,1841,1808,1873,1655,1288,1146,1521,1855
"SP_0939",866,738,615,528,436,398,362,295,648,591
"SP_0941",31,42,49,35,36,63,57,39,43,53
"SP_0942",30,46,18,28,19,20,29,16,32,34
"SP_0943",3239,3469,3032,2957,2819,3016,2088,1660,1868,2348
"SP_0944",8025,8542,7121,7025,7133,7122,4567,3844,4835,6506
"SP_0945",6653,7209,5514,5572,5366,4337,3357,2658,3874,4502
"SP_0946",4736,4690,4041,3414,3944,3462,3501,3049,4141,5054
"SP_0947",227,231,211,182,167,105,177,185,311,270
"SP_0948",6874,6836,5754,5091,5197,5293,4903,4095,6310,7838
"SP_0950",4174,3698,2970,2573,2503,2270,2194,2059,3963,4566
"SP_0951",1741,1416,1283,1205,1145,945,1055,1144,2162,1872
"SP_0953",1734,1661,1306,920,759,916,839,726,1684,1826
"SP_0954",138,112,131,68,70,47,74,68,86,104
"SP_0955",616,464,462,258,271,289,291,287,463,580
"SP_0956",365,198,201,154,104,27,249,282,871,661
"SP_0957",955,550,718,569,655,523,976,1307,2048,2487
"SP_0958",1399,866,1023,995,984,974,1142,1571,3369,3726
"SP_0959",15622,14095,12102,10658,10275,8411,6088,5115,10814,12608
"SP_0960",2125,2030,2035,2397,1680,884,1214,939,2543,2092
"SP_0961",17324,15901,12556,12581,11174,7824,8054,6256,12224,14349
"SP_0962",5353,4644,3930,3090,3201,2157,2497,2105,4003,4441
"SP_0963",933,887,720,694,803,778,842,780,773,1086
"SP_0964",1021,945,886,731,832,749,933,938,939,1205
"SP_0965",7411,7465,6368,7538,6878,7716,5930,4871,4400,5370
"SP_0966",1958,2319,1690,1960,1762,1622,1180,933,1347,1599
"SP_0967",1886,1762,1408,1565,1540,1002,1437,1365,1882,1855
"SP_0968",631,510,499,543,530,281,433,442,556,610
"SP_0969",5043,4932,4476,5213,5399,6172,4172,3759,4362,5302
"SP_0970",3931,3727,3061,3430,3545,3567,3415,2936,3714,4588
"SP_0971",1784,1725,1576,1645,1530,1386,1756,1546,1950,2204
"SP_0972",4291,4029,3702,3148,3230,3108,3315,3145,4287,5406
"SP_0973",4,1,3,5,2,1,7,3,9,11
"SP_0974",1285,1077,916,853,588,230,441,399,1015,736
"SP_0975",13598,12739,10677,9367,8483,9718,8419,7025,10792,12755
"SP_0976",1747,1809,1408,1376,1140,1132,1158,924,1561,1548
"SP_0977",6901,5808,5468,4921,4724,5820,4202,3942,4891,5792
"SP_0978",198,133,180,77,81,79,80,55,85,117
"SP_0979",8404,8093,6586,4724,4599,4357,3482,2734,5835,7285
"SP_0980",3353,2842,2818,1885,2230,1834,1569,1599,2378,3108
"SP_0981",21132,20009,18170,13045,11233,11997,7059,6866,11201,12083
"SP_0984",2606,2775,2244,2371,2299,2064,1458,1363,1686,2057
"SP_0985",964,975,953,978,884,1070,622,544,662,790
"SP_0986",1662,1796,1438,1537,1400,1395,971,846,1124,1293
"SP_0987",1663,1840,1430,1534,1396,1221,1123,830,987,1071
"SP_0988",10727,11036,8651,9968,9411,10589,4899,4066,6223,7498
"SP_0989",3285,2988,2835,3169,3420,2441,1721,1569,2085,2205
"SP_0990",1319,1003,1285,1394,1536,943,746,872,842,945
"SP_0991",7336,6827,6475,7002,7722,7837,4218,4048,3921,5377
"SP_0992",4130,4728,3184,3761,2510,2780,1791,1212,2748,2755
"SP_0993",1532,1480,1329,1042,1119,1033,893,724,1064,1308
"SP_0994",4927,4239,3639,2879,2427,2342,2112,1809,3519,3675
"SP_0995",177,169,111,159,119,98,106,85,104,121
"SP_0997",217,227,197,281,262,213,173,169,129,147
"SP_0998",237,239,220,302,312,232,177,157,164,175
"SP_0999",1607,1489,1329,1652,1548,1176,1734,1505,1491,1452
"SP_1000",2520,2381,2040,2506,2298,2427,2564,2087,1855,1963
"SP_1001",3738,3484,2962,3482,3418,3486,4058,3720,3110,3815
"SP_1002",479,479,436,412,428,520,424,277,396,435
"SP_1003",1343,1412,1298,1503,1444,2083,1115,1013,1134,1306
"SP_1004",3172,2739,2565,3137,2906,3797,2044,1803,3051,3020
"SP_1006",81,74,68,59,38,45,66,58,78,100
"SP_1007",243,172,171,175,146,214,184,162,205,216
"SP_1008",4714,5055,4027,5094,4615,4637,2905,2274,2913,3743
"SP_1009",181,163,143,115,95,104,69,65,197,185
"SP_1010",2473,2641,2125,1691,1295,1188,1498,996,1381,1543
"SP_1011",58,71,45,25,29,15,13,15,27,34
"SP_1012",1870,1812,1653,1111,991,928,523,383,981,1130
"SP_1013",9882,9493,8368,6776,6534,5993,5119,4571,7331,8410
"SP_1014",7559,7027,6133,5460,5539,6272,4948,4775,7035,8215
"SP_1016",4449,4953,3586,3938,3536,3310,2802,2123,1944,2624
"SP_1017",171,210,176,249,153,135,155,115,171,143
"SP_1018",1325,1543,962,939,848,974,935,731,1144,1452
"SP_1019",551,514,390,302,251,202,240,194,510,399
"SP_1020",4367,4986,3707,3915,3798,3894,2367,1932,2789,3385
"SP_1021",1297,1331,1092,1228,938,673,1145,929,1744,1414
"SP_1022",3568,3505,3051,3068,3058,2530,3895,3616,3875,4781
"SP_1023",3369,3220,2966,3002,3012,2109,3713,3464,4370,4709
"SP_1024",11934,11523,9906,10022,10331,9207,11775,10786,13163,16520
"SP_1025",7199,6531,5494,5135,4669,4332,6065,5059,8027,8780
"SP_1026",2081,2128,1686,1357,1252,1094,1492,1366,2383,2586
"SP_1027",14187,12595,11475,13871,11387,11110,13623,13869,11647,12674
"SP_1028",0,0,0,0,0,0,0,0,0,0
"SP_1029",5501,4838,4599,3866,3845,3899,3368,3150,3591,4032
"SP_1030",27,33,19,20,14,12,8,7,19,12
"SP_1031",36,42,39,55,38,35,8,12,25,10
"SP_1032",8517,8484,6654,7431,6567,5646,2645,2114,3117,2680
"SP_1033",5590,5153,4072,3770,3544,2636,2541,1829,2580,2484
"SP_1034",3443,2758,2495,1786,1475,1061,1479,1075,1935,1748
"SP_1035",5416,4831,4228,3132,2997,2521,2574,2038,3496,3394
"SP_1036",0,0,4,1,0,3,0,0,1,1
"SP_1037",498,360,362,143,122,142,212,95,381,289
"SP_1038",129,186,72,56,23,59,38,28,109,59
"SP_1039",201,121,102,97,114,110,106,129,116,101
"SP_1040",1768,1354,1165,1072,876,947,766,700,1247,1141
"SP_1041",611,582,470,568,418,577,288,290,504,427
"SP_1042",236,175,183,172,128,152,83,96,245,179
"SP_1043",328,296,230,295,368,325,175,183,250,247
"SP_1044",508,478,437,477,558,554,336,327,329,384
"SP_1045",1142,1130,1007,997,982,889,1225,983,883,895
"SP_1047",121,113,80,81,36,45,101,50,100,72
"SP_1048",108,57,58,43,29,33,39,26,75,68
"SP_1049",79,67,77,56,31,17,47,37,63,60
"SP_1050",230,183,136,164,126,89,99,78,123,151
"SP_1051",625,579,517,612,483,547,276,220,317,300
"SP_1052",235,188,159,129,91,77,93,57,169,114
"SP_1053",194,183,135,142,88,77,99,60,123,93
"SP_1054",14,4,11,3,1,2,3,4,12,3
"SP_1055",0,2,1,0,1,0,1,3,0,2
"SP_1056",35,25,24,15,16,7,11,12,18,26
"SP_1057",4772,4396,3263,132,151,76,919,664,2034,1717
"SP_1058",23980,23481,27232,364,396,344,20766,20377,35241,34666
"SP_1059",79950,77507,45440,923,617,299,32207,24185,62965,42912
"SP_1060",3371,3046,2405,51,35,25,1593,1514,3845,2445
"SP_1061",18478,15707,13197,141,164,81,7653,6129,16424,11227
"SP_1062",12517,11157,9489,129,118,75,5694,4310,10448,8087
"SP_1063",12271,11044,10022,131,133,80,7207,5565,11468,9187
"SP_1064",1350,1340,971,16,22,9,520,434,986,966
"SP_1065",0,1,1,0,1,3,0,1,0,4
"SP_1067",6177,6912,5398,5214,5054,4275,3892,3228,4251,5412
"SP_1068",42315,41923,33862,32419,30989,31162,21956,18145,25467,31022
"SP_1069",1489,1566,1231,1202,1051,1123,625,460,1014,1287
"SP_1070",847,831,692,672,728,677,539,473,543,857
"SP_1071",848,854,676,637,643,561,491,416,696,846
"SP_1072",7751,7368,6757,5193,5366,5623,5358,4706,7362,8774
"SP_1073",7522,7126,6249,5499,5387,4986,4585,4136,6674,7547
"SP_1074",2341,2138,2138,1753,1638,1179,1318,1149,1848,2116
"SP_1075",3695,3620,3451,2916,2810,2911,2681,2547,3829,4622
"SP_1076",6610,6367,5538,4572,4565,4966,4057,3757,5948,7027
"SP_1077",95,103,49,77,46,76,30,28,137,88
"SP_1078",66,67,77,65,34,24,35,31,104,47
"SP_1079",9355,9387,8089,8164,8422,8483,4956,4653,6583,7939
"SP_1080",104,119,102,78,94,89,87,61,95,94
"SP_1081",9711,10265,7372,8548,7531,8013,5632,4643,8145,9082
"SP_1082",2444,2177,2085,2076,2024,1615,1418,1426,2387,2273
"SP_1083",11111,11030,9369,9564,9414,9796,7337,6414,8974,11101
"SP_1084",9338,9296,7769,7844,7647,7109,5597,5159,6916,8401
"SP_1086",766,659,690,526,524,510,586,484,605,714
"SP_1087",8487,8454,7576,7420,7538,7714,5245,4665,5417,6870
"SP_1088",191,147,134,146,124,128,102,92,86,123
"SP_1089",2159,1891,1520,1242,1121,1009,987,746,1793,2066
"SP_1090",1467,1393,1093,1021,877,725,784,713,1407,1517
"SP_1091",0,0,0,0,0,0,0,0,0,0
"SP_1092",71,54,43,56,76,18,50,41,104,57
"SP_1093",269,267,212,259,198,132,170,124,311,227
"SP_1094",5635,5877,4815,5196,4923,4379,3029,2149,3633,4202
"SP_1095",3751,3978,3062,3257,3093,2846,1696,1305,2334,2642
"SP_1096",262,285,239,221,160,153,121,108,279,253
"SP_1097",1042,1010,874,709,617,767,605,578,1602,1684
"SP_1098",1033,975,950,828,862,771,767,668,1469,1639
"SP_1099",1732,1485,1498,1419,1510,1925,1139,1056,2299,2746
"SP_1100",3146,2632,2550,3105,3181,3147,2267,2253,3669,4273
"SP_1102",2481,2337,1828,2070,1988,992,1889,1748,2325,2652
"SP_1103",0,0,0,0,0,1,0,0,0,0
"SP_1104",850,752,674,594,569,622,468,375,673,717
"SP_1105",12949,11250,9868,9128,8414,7034,8586,6746,12134,13118
"SP_1106",9130,8689,8154,8833,9108,7700,7290,7181,10530,9740
"SP_1107",10355,9985,7705,7534,6306,4446,6330,5294,10429,10167
"SP_1108",4,3,4,2,2,7,3,3,2,3
"SP_1109",3,2,0,2,0,1,2,2,3,6
"SP_1110",1702,1793,1296,1336,1083,1143,1004,803,1344,1273
"SP_1111",872,877,815,1069,1014,851,679,629,744,844
"SP_1112",3409,3100,2530,2870,2680,2668,2118,2071,3704,3593
"SP_1113",7439,7214,6074,6371,4941,2476,4517,3669,7491,6611
"SP_1114",8798,8760,7266,6257,6369,5808,5072,4487,6345,7638
"SP_1115",4126,3866,3449,2688,2570,2441,1935,1686,2973,3303
"SP_1116",1504,1308,1257,791,842,871,787,744,1159,1420
"SP_1117",3463,3483,3124,2435,2563,2474,1822,1528,2423,3083
"SP_1118",7426,7021,6174,4967,5167,5572,4045,3355,5908,7105
"SP_1119",9751,10761,8884,1988,1928,2401,856,532,5079,6725
"SP_1120",4,1,3,1,0,6,0,2,1,2
"SP_1121",5208,3294,3664,3671,3745,2953,3618,4032,6544,8286
"SP_1122",1876,1367,1371,2290,1878,1819,1488,1547,3092,3432
"SP_1123",1793,1330,1230,2263,2027,1709,1596,1564,2986,2809
"SP_1124",2357,2000,2060,4390,4309,4289,3064,3175,2969,3467
"SP_1126",156,178,179,291,283,321,294,306,206,226
"SP_1127",885,657,697,595,527,373,655,726,1136,1078
"SP_1128",69972,75615,58544,52430,52992,47569,22563,19444,39037,48751
"SP_1129",1322,1320,1062,1444,1226,1049,742,658,882,987
"SP_1130",605,455,387,531,377,317,249,204,461,399
"SP_1131",15,6,5,1,0,3,1,2,3,2
"SP_1132",1,0,1,0,0,0,1,0,0,1
"SP_1133",0,1,0,0,0,0,0,0,0,3
"SP_1134",2,2,4,4,0,1,0,1,4,5
"SP_1135",1,5,6,7,2,1,1,3,0,0
"SP_1136",0,1,5,3,0,4,2,0,1,1
"SP_1137",10,7,3,3,7,10,1,3,3,2
"SP_1138",0,1,1,1,0,1,2,0,2,2
"SP_1139",696,616,514,540,325,429,534,532,1336,1096
"SP_1140",269,292,222,223,202,224,170,150,282,293
"SP_1141",78,94,57,60,36,38,46,52,89,56
"SP_1142",899,734,666,649,637,439,387,406,767,806
"SP_1143",260,295,191,207,146,144,121,100,235,190
"SP_1144",137,123,83,119,97,93,80,61,98,90
"SP_1145",2379,2081,1891,2113,1795,1933,863,841,1559,1375
"SP_1146",398,345,302,324,270,140,147,122,296,272
"SP_1148",1076,1113,711,1132,692,540,804,573,849,753
"SP_1149",1271,1302,936,1219,942,723,782,655,1005,966
"SP_1150",1,0,2,1,0,0,1,0,2,1
"SP_1151",4091,4061,3607,3032,3238,3369,2885,2496,4009,4645
"SP_1152",5675,5880,5022,4744,4698,5199,3806,3277,5334,6257
"SP_1153",1473,1601,1273,1073,1068,1086,1199,1090,1737,1790
"SP_1154",19072,17522,14630,17837,16661,13703,14425,12475,15520,15825
"SP_1155",2618,2712,2098,2428,2423,2223,2108,1791,2103,2418
"SP_1156",2124,2132,1706,2185,2135,1715,1607,1437,1555,1750
"SP_1157",6264,5963,5390,5925,5606,5433,4750,3836,4752,5821
"SP_1158",18,13,15,13,6,16,18,26,30,20
"SP_1159",769,810,689,725,647,687,413,275,364,393
"SP_1160",6953,6727,5618,6224,5931,4843,4641,4213,4802,5753
"SP_1161",11875,11941,10368,11970,12981,12687,8281,7889,7324,9897
"SP_1162",7052,7254,5851,7270,7157,6224,4582,3735,4060,5228
"SP_1163",5435,5362,4376,6155,6565,6324,3277,3144,2668,3637
"SP_1164",3128,3414,2697,3538,3704,3586,1823,1503,1718,2335
"SP_1165",0,1,0,0,0,0,0,0,0,0
"SP_1166",3992,3835,3629,3773,3814,3840,3244,3246,3464,4382
"SP_1167",3029,3366,2929,3283,3492,3289,2904,2575,2674,3352
"SP_1168",406,460,425,475,415,406,407,378,415,465
"SP_1169",724,793,629,681,660,625,686,533,598,812
"SP_1170",271,260,221,217,172,109,145,62,170,122
"SP_1171",445,628,388,671,531,508,294,159,264,287
"SP_1172",0,0,0,0,0,0,0,0,0,0
"SP_1173",0,4,6,1,0,6,2,5,7,1
"SP_1174",1351,1437,1294,1722,1689,2191,1272,1197,1231,1408
"SP_1175",2373,2401,2125,2775,2659,3024,2327,2048,2357,2870
"SP_1176",86620,84652,69199,83852,82848,71258,42878,38918,75215,89424
"SP_1177",12755,13723,9938,13214,8733,5312,5285,4082,14026,12530
"SP_1178",642,670,428,360,234,162,327,222,1161,726
"SP_1179",15930,15665,12277,9043,9501,9111,12533,9120,18087,20622
"SP_1180",8400,7922,6322,4146,4161,4078,5714,3943,8204,9370
"SP_1181",5,0,2,1,0,3,1,0,1,3
"SP_1182",1819,1561,1309,8086,6492,5393,3124,2537,1464,1366
"SP_1183",36,20,28,39,25,27,32,38,50,35
"SP_1184",232,151,202,348,368,290,328,457,351,303
"SP_1185",593,422,411,922,937,669,1169,1178,812,807
"SP_1186",22,13,16,36,19,16,67,57,38,34
"SP_1187",313,192,199,509,466,341,614,574,274,318
"SP_1188",11,6,8,389,446,242,347,451,25,7
"SP_1189",265,204,184,17762,18514,16393,14621,15266,410,367
"SP_1190",450,469,346,44080,44203,34271,40262,33141,549,550
"SP_1191",252,238,183,23544,25076,18629,21177,17875,271,329
"SP_1192",117,149,122,13472,14407,10759,11241,10190,161,180
"SP_1193",136,103,91,6467,5385,3223,6035,4641,132,83
"SP_1195",132,88,98,266,297,266,220,168,96,105
"SP_1197",109,64,81,1089,753,459,813,730,108,121
"SP_1198",27,11,11,67,58,17,62,46,14,15
"SP_1199",4,0,1,2,2,3,4,6,3,1
"SP_1200",13381,13378,11185,12726,13266,13284,7940,7319,9530,12025
"SP_1201",2041,1976,1691,1575,1607,1453,1342,1192,2270,2356
"SP_1202",5831,5479,4952,4175,4317,4547,4052,3507,5886,6755
"SP_1203",1037,903,889,661,839,642,950,812,1095,1209
"SP_1204",2093,1919,1973,1694,2021,2081,2037,2052,1955,2772
"SP_1205",2583,2656,2115,2127,2249,2105,2301,2167,2758,3196
"SP_1206",5,3,4,6,6,5,8,10,3,12
"SP_1207",2338,2514,1936,2392,2129,2300,2072,1842,2492,2678
"SP_1208",1082,1277,904,934,746,854,493,349,559,720
"SP_1209",0,0,0,1,0,0,0,0,0,0
"SP_1210",579,485,474,530,381,264,492,362,576,537
"SP_1211",201,173,160,193,194,169,140,152,235,190
"SP_1212",1851,1943,1651,2009,1896,2112,1353,1303,1356,1620
"SP_1213",1556,1654,1274,1541,1324,1607,862,685,926,1093
"SP_1215",1221,958,903,591,506,599,533,554,1505,1463
"SP_1216",0,1,1,0,3,0,0,1,1,1
"SP_1217",2,0,2,2,0,2,0,2,0,0
"SP_1218",3682,3526,2799,3251,2666,3323,1756,1620,2664,2305
"SP_1219",29162,28484,23283,26711,25524,26500,18344,16845,21085,24978
"SP_1220",32628,35587,26012,30471,29279,24185,16589,12439,16682,20693
"SP_1221",12997,12398,10776,13235,11946,11145,8879,7640,9944,10658
"SP_1222",3878,3548,3266,3957,3552,3658,2265,2106,3027,3163
"SP_1223",57,59,30,45,40,15,24,23,80,38
"SP_1224",70,95,58,80,43,15,60,34,91,62
"SP_1225",5621,5117,4511,4136,4080,3632,4895,4435,4899,5557
"SP_1226",9797,9083,7558,7304,6710,6188,8096,6940,8117,9319
"SP_1227",4181,4048,3377,3438,3370,2490,3750,3313,3379,3866
"SP_1228",5230,4857,4571,4682,4761,4608,5323,4621,4266,4877
"SP_1229",9326,9782,7847,8173,8541,7927,5857,5257,6127,8099
"SP_1230",922,1010,824,1008,979,1037,357,306,286,376
"SP_1231",682,756,606,837,679,595,236,184,210,226
"SP_1232",2220,2161,1959,2465,2400,1924,1046,740,756,870
"SP_1233",453,515,381,340,276,235,239,174,284,348
"SP_1234",1370,1454,1201,1265,1131,1168,841,691,972,1219
"SP_1235",934,855,669,633,774,589,821,682,918,998
"SP_1236",187,222,140,172,94,155,125,136,257,156
"SP_1237",416,274,303,261,282,214,240,259,400,355
"SP_1238",2725,2768,2373,2416,2519,2739,2424,2326,2287,3024
"SP_1240",136,134,155,119,115,114,77,80,121,149
"SP_1241",25318,24197,20685,13307,12761,10646,5343,4836,9331,11272
"SP_1242",9108,9049,7381,5503,5404,4185,2625,2447,4225,5433
"SP_1243",21453,20527,16438,14995,13758,11304,11176,8587,13121,15197
"SP_1244",3911,3848,3333,3812,3891,3996,3278,3108,4228,4998
"SP_1245",1900,1795,1564,1632,1733,1528,1445,1427,2084,2348
"SP_1246",2146,1936,1860,2057,2282,2370,1898,1985,2306,2968
"SP_1247",6928,7408,6054,6867,6944,7373,6784,5762,7920,9286
"SP_1248",277,341,253,345,331,306,286,241,422,404
"SP_1249",10887,10881,8118,6637,6885,6792,5857,4543,7990,10748
"SP_1250",933,923,767,742,696,655,620,418,655,649
"SP_1251",1130,978,921,971,791,736,614,516,836,822
"SP_1252",22,25,25,24,30,8,11,11,21,15
"SP_1253",7,9,7,16,7,9,6,9,17,7
"SP_1254",510,446,391,376,457,319,395,486,439,499
"SP_1255",383,398,382,379,430,417,310,304,396,418
"SP_1256",209,214,194,170,180,205,162,188,194,215
"SP_1258",1175,1140,988,1027,1033,1013,950,962,917,1171
"SP_1259",409,403,314,322,351,280,335,270,284,345
"SP_1260",1420,1570,1297,1791,1875,1986,1179,1220,1045,1452
"SP_1261",361,425,284,383,362,278,281,276,272,403
"SP_1262",2,0,1,0,0,0,1,0,0,0
"SP_1263",16587,17875,14080,12629,12128,12029,8501,7158,8546,10785
"SP_1264",3180,3028,2597,2071,1901,1722,1354,1254,1703,1883
"SP_1265",14,10,11,4,3,2,7,8,10,3
"SP_1266",563,602,495,248,247,272,283,248,432,450
"SP_1267",9337,8224,7286,5542,4489,4454,3436,2749,5258,5571
"SP_1268",10572,9499,9556,7616,7660,8592,5225,4821,6496,7939
"SP_1269",8436,6934,6746,4949,4312,3759,3222,2987,5619,5649
"SP_1270",15926,14106,13746,11164,11653,11424,8093,8271,9587,11479
"SP_1271",7947,7355,7022,6099,5587,6123,4006,4043,4855,5506
"SP_1272",3269,3065,2518,2371,1935,1922,1485,1121,2657,2752
"SP_1273",1823,1523,1375,1256,1010,822,839,651,1407,1400
"SP_1274",2506,2246,1843,1740,1493,1305,1179,1031,1875,2040
"SP_1275",9255,9073,7801,9503,9524,9095,6673,6278,7825,10332
"SP_1276",2702,2703,2321,2583,2529,2398,1747,1579,2008,2728
"SP_1277",2047,2013,1764,1888,2122,1776,1392,1182,1392,2017
"SP_1278",862,924,776,863,796,799,593,552,586,864
"SP_1279",2228,2332,1976,2166,2106,1825,1703,1450,1789,1843
"SP_1280",1179,1209,874,851,655,593,751,625,936,969
"SP_1281",9,5,11,14,8,7,8,5,5,5
"SP_1282",4136,3925,3295,3503,3515,3383,321,249,815,880
"SP_1283",7138,6549,6163,7078,7065,6793,5730,5238,4507,6291
"SP_1284",4018,3812,3309,3652,3212,2578,2881,2537,3126,3321
"SP_1285",2304,2263,1848,1967,1842,1824,836,722,1395,1431
"SP_1286",2209,2158,1859,1269,1281,1581,611,526,1338,1788
"SP_1287",9028,9502,7679,8307,8383,8829,5675,4864,5937,7225
"SP_1288",505,435,445,407,371,309,223,208,364,310
"SP_1289",741,627,658,710,765,884,721,764,743,930
"SP_1290",2097,2194,1803,1845,1533,1535,1225,1009,1573,1734
"SP_1291",1454,1368,1214,1321,1218,1239,826,709,842,1204
"SP_1292",1369,1097,824,847,572,655,557,364,1074,806
"SP_1293",32673,33750,25003,24291,21068,16834,13530,10245,21218,24841
"SP_1294",1069,1107,986,1071,903,663,816,687,1268,1249
"SP_1295",117,169,94,134,94,49,75,65,161,131
"SP_1296",18,60,14,27,12,15,12,11,44,27
"SP_1297",3909,3835,3218,3222,3571,3037,2488,2301,2547,3935
"SP_1298",2006,2079,1551,1642,1608,1584,1275,1050,1443,1865
"SP_1299",7209,7020,5270,5798,3476,2458,4748,3219,9669,7155
"SP_1300",30,39,19,32,32,23,41,23,54,35
"SP_1302",25,27,26,32,41,30,30,42,50,43
"SP_1303",0,0,0,0,0,0,0,0,0,0
"SP_1304",0,0,2,0,0,3,0,0,2,2
"SP_1305",8,5,4,4,5,2,0,3,3,3
"SP_1306",20236,18511,16452,14798,14124,12677,9435,8812,15068,17986
"SP_1307",283,233,191,227,172,194,106,95,263,190
"SP_1310",774,777,579,679,570,602,448,412,716,669
"SP_1314",1,0,0,0,2,0,0,0,1,0
"SP_1315",11,5,6,12,6,5,5,6,5,10
"SP_1316",36,41,29,34,23,35,16,29,24,35
"SP_1317",48,49,52,70,48,28,24,54,31,17
"SP_1318",3,1,1,1,4,2,1,0,4,1
"SP_1319",7,5,3,9,10,13,14,5,4,8
"SP_1320",2,5,3,3,3,4,2,1,2,3
"SP_1321",3,5,4,7,9,10,6,9,2,1
"SP_1322",17,13,15,17,20,20,10,13,18,13
"SP_1323",0,1,0,2,0,0,0,0,2,0
"SP_1324",2,4,2,8,6,6,3,5,1,3
"SP_1325",17,20,13,33,28,38,28,23,15,14
"SP_1326",31,35,21,40,32,32,21,30,28,13
"SP_1327",2,2,1,2,7,1,2,5,3,3
"SP_1328",28,23,13,30,17,16,23,15,26,18
"SP_1329",7,16,11,8,11,11,15,17,4,8
"SP_1330",3,3,1,5,0,1,3,3,8,8
"SP_1331",7,5,3,9,5,6,5,2,10,6
"SP_1332",6,5,1,15,0,5,9,5,9,4
"SP_1333",1,0,1,0,0,0,0,0,1,1
"SP_1334",3,3,2,1,4,4,7,8,13,3
"SP_1335",2,9,3,3,2,1,0,0,5,6
"SP_1336",37,21,26,30,18,39,31,25,37,35
"SP_1337",86,107,69,91,102,92,115,98,75,98
"SP_1338",2,12,9,13,1,7,5,9,6,6
"SP_1339",136,106,70,180,106,48,130,111,114,75
"SP_1340",463,436,329,680,531,446,484,439,388,343
"SP_1341",267,273,252,496,485,308,292,291,241,214
"SP_1342",362,382,289,557,484,391,355,305,393,323
"SP_1343",446,491,411,824,766,768,587,543,432,392
"SP_1344",408,442,418,972,876,881,634,531,388,341
"SP_1345",876,1053,522,2522,1128,660,2018,1932,1534,1175
"SP_1346",14,9,10,6,15,10,14,11,8,11
"SP_1347",0,1,2,1,0,0,1,0,0,0
"SP_1348",3,2,2,5,2,0,1,11,2,4
"SP_1349",0,1,0,0,0,0,0,0,1,0
"SP_1350",0,0,0,1,0,0,1,0,0,0
"SP_1351",0,0,0,2,1,1,2,0,2,4
"SP_1352",61,79,49,77,78,62,109,77,73,83
"SP_1353",0,1,2,1,0,0,0,0,0,0
"SP_1354",32720,31555,19314,16980,13507,7192,11411,7802,25234,21180
"SP_1355",63757,57313,45768,37942,37724,31782,24825,21561,38184,46958
"SP_1356",6798,7131,5774,5262,5047,5046,4196,3404,4510,5337
"SP_1357",6953,6159,5425,3201,3499,2967,4257,4043,6920,8091
"SP_1358",6328,5775,5105,3099,3320,3102,4522,3759,6181,7025
"SP_1359",14486,14512,12775,12786,13218,13532,10607,9755,12586,15048
"SP_1360",10341,10216,8746,8570,8719,7947,7513,6815,8590,10180
"SP_1361",10432,9819,8398,8958,8550,8410,8050,7131,8922,10238
"SP_1362",5206,5191,4254,4396,4316,3657,3060,2835,3385,3666
"SP_1363",7560,6839,5555,4990,4212,4368,2734,2488,5541,5440
"SP_1364",9490,8699,7647,6522,5753,6129,3944,3520,6528,7619
"SP_1365",5244,4777,4408,3842,3917,3923,2607,2279,3693,4082
"SP_1366",3645,3555,2873,2651,2473,2656,1724,1648,2793,2821
"SP_1367",3291,3238,2643,2437,2340,2206,2100,1719,2983,3212
"SP_1368",8710,8858,6921,7296,6308,6276,4934,4332,7217,7986
"SP_1369",6257,5966,5462,5643,5888,5896,4212,3739,5121,6102
"SP_1370",2459,2375,2110,2421,2193,2493,1675,1418,2093,2313
"SP_1371",8370,8082,7085,7334,7538,8007,5695,5641,6145,8142
"SP_1372",2983,2938,2645,2653,2278,2237,2011,1730,2492,2437
"SP_1373",7974,8084,6890,6441,6242,6601,5730,5035,6396,8428
"SP_1374",8103,7818,7203,7020,7359,7146,6739,6775,6918,9017
"SP_1375",5484,5219,4734,4412,4324,4462,4717,4226,4458,5905
"SP_1376",3339,3226,2892,2757,2789,2584,2527,2382,2813,3306
"SP_1377",2817,2732,2599,2314,2290,2248,2065,1711,2394,2868
"SP_1378",5981,5709,5424,4734,5072,5568,4767,4474,4936,6471
"SP_1379",46,66,39,34,16,33,23,18,51,48
"SP_1380",521,505,445,696,684,724,512,410,322,340
"SP_1381",151,157,149,151,191,188,141,116,112,132
