"gene_id","Sal-marker2-LE-rep-2_S6_R1_001 (GE) - Total counts","Sal-marker2-LE-rep-3_S7_R1_001 (GE) - Total counts","Sal-marker2-LE-rep-4_S8_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-1_S13_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-2_S14_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-3_S15_R1_001 (GE) - Total counts","Sal-sip-LE-rep-1_S9_R1_001 (GE) - Total counts","Sal-sip-LE-rep-2_S10_R1_001 (GE) - Total counts","Sal-sip-LE-rep-3_S11_R1_001 (GE) - Total counts"
"RSSL_00469",6641,5894,6270,7434,6797,7791,7020,6497,5203
"RSSL_00468",1537,1274,1338,1565,1457,1739,1536,1254,1196
"RSSL_00467",9063,8173,8113,9359,9082,10052,9072,8137,6877
"RSSL_00466",5127,4602,4709,5397,5272,5682,4883,4475,3776
"RSSL_00465",1631,1390,1200,1428,1297,1523,1661,1293,1105
"RSSL_00464",25504,29936,21945,24031,18539,23856,22849,18357,15713
"RSSL_00463",11978,10947,9309,12018,11690,12477,11524,9788,8335
"RSSL_00462",944,862,961,1111,1050,1118,1003,821,719
"RSSL_00461",144,141,123,175,159,163,166,111,110
"RSSL_00460",74,82,54,87,82,82,93,55,68
"RSSL_00459",308,295,393,496,397,458,366,301,260
"RSSL_00458",1275,1194,1327,1727,1570,1773,1359,1237,1008
"RSSL_00457",429,424,423,543,476,508,463,396,315
"RSSL_00456",1364,1303,1542,1772,1573,1784,1475,1351,1008
"RSSL_00455",19723,16049,14663,19064,18882,21371,16968,14782,12599
"RSSL_00454",4326,3717,3093,4161,4026,4500,3916,3173,2645
"RSSL_00453",455,379,372,469,481,522,433,414,326
"RSSL_00452",5514,4968,5043,6276,5860,6532,5521,4844,3976
"RSSL_00451",780,700,770,814,698,873,767,768,551
"RSSL_00450",636,570,749,820,717,846,741,678,555
"RSSL_00449",876,779,1012,1148,1035,1243,972,981,794
"RSSL_00448",335,290,385,410,343,393,372,337,251
"RSSL_00447",315,345,359,365,316,387,358,315,252
"RSSL_00446",777,979,789,981,934,1040,805,650,551
"RSSL_00445",1342,1117,1243,1607,1537,1678,1091,941,854
"RSSL_00444",623,554,559,630,628,681,611,472,443
"RSSL_00443",1512,1353,1478,1662,1589,1801,1548,1308,1200
"RSSL_00442",1202,1348,1374,1766,1567,1757,1382,1278,1128
"RSSL_00441",737,792,837,1086,948,1004,860,724,694
"RSSL_00440",1331,1370,1541,2075,1752,2035,1591,1494,1290
"RSSL_00439",7931,8064,9576,11771,10436,11800,10284,9307,7636
"RSSL_00438",832,867,1014,1022,965,1012,1071,993,760
"RSSL_00437",34001,30221,28851,35571,34484,38886,31158,28090,23500
"RSSL_00436",5774,5390,5688,6800,6340,7048,5903,5145,4487
"RSSL_00435",1430,1458,1396,1590,1388,1623,1426,1299,994
"RSSL_00434",784,799,1239,1421,1206,1322,1250,1108,886
"RSSL_00433",460,518,812,875,847,871,771,693,606
"RSSL_00432",199,201,204,204,223,254,235,174,171
"RSSL_00431",333,303,300,379,323,370,377,327,284
"RSSL_00430",3754,3360,4928,4351,3891,4517,4886,4621,3645
"RSSL_00429",2121,1986,2920,2520,2414,2516,3051,2829,2106
"RSSL_00428",3393,3133,4740,4004,3663,4047,4895,4665,3595
"RSSL_00427",410,424,514,486,445,512,481,436,376
"RSSL_00426",2530,2616,3035,3495,3018,3499,3321,2902,2278
"RSSL_00425",6102,6295,7242,7255,6774,7723,7566,6866,5668
"RSSL_00424",3293,2935,2796,3845,3709,4241,2965,2635,2284
"RSSL_00423",2466,2301,2084,2998,2783,3229,2213,2139,1753
"RSSL_00422",1250,1171,1096,1507,1381,1708,1204,1067,913
"RSSL_00421",2901,2573,2635,3570,3437,3876,2864,2716,2136
"RSSL_00420",1864,1716,1722,2108,2002,2334,1734,1607,1305
"RSSL_00419",1462,1345,1529,1869,1750,1905,1671,1460,1175
"RSSL_00418",1369,1280,1466,1676,1608,1779,1553,1413,1215
"RSSL_00417",4157,4051,4426,5033,4675,5170,4738,4192,3410
"RSSL_00416",2245,2058,2265,2527,2434,2633,2415,2003,1658
"RSSL_00415",2551,2581,2614,2930,2891,3089,2748,2494,2017
"RSSL_00414",4584,4582,5543,7118,6434,7340,5584,4766,4103
"RSSL_00413",1938,1891,1938,2337,2187,2373,2104,1911,1603
"RSSL_00412",10392,9419,6695,8720,9122,9984,8866,6351,6162
"RSSL_00411",24453,24296,16536,21724,21695,25302,21019,17833,16371
"RSSL_00410",4902,4609,4050,5182,5083,5419,4720,4020,3489
"RSSL_00409",7290,6823,5985,7686,7380,8257,6838,5886,5132
"RSSL_00408",2472,2280,2359,2769,2567,3003,2535,2234,1946
"RSSL_00407",1635,1424,1352,2286,2128,2273,1256,1108,971
"RSSL_00406",3689,3274,3464,3959,3932,4247,3916,3538,2791
"RSSL_00405",884,861,924,1088,954,1080,945,814,691
"RSSL_00404",1131,1186,1569,1692,1629,1804,1479,1314,1041
"RSSL_00403",245,272,343,392,394,415,352,320,234
"RSSL_00402",2118,1891,2096,2562,2239,2569,2251,2034,1563
"RSSL_00401",348,267,321,411,358,405,353,278,272
"RSSL_00400",9152,9403,9432,11482,10231,12120,9736,8772,7246
"RSSL_00399",1988,1822,1626,2051,1818,2201,1751,1462,1258
"RSSL_00398",2456,2339,2393,2755,2559,2948,2495,2176,1729
"RSSL_00397",1716,1624,1617,2101,1881,2222,1771,1509,1390
"RSSL_00396",6677,6040,6703,7836,7367,8351,6921,6121,4974
"RSSL_00395",236,228,266,290,299,324,240,238,188
"RSSL_00394",18,13,7,15,11,12,20,16,16
"RSSL_02242",325,284,382,426,350,450,352,362,249
"RSSL_02243",286,269,318,346,338,395,293,276,247
"RSSL_00823",233,231,208,302,272,244,206,174,155
"RSSL_00822",21,25,30,43,46,33,25,16,27
"RSSL_00821",5661,5788,7894,13262,11538,12269,7699,6526,6040
"RSSL_00820",10717,10365,13483,22176,18731,19832,13347,11643,10125
"RSSL_00819",431,356,384,553,524,551,417,335,330
"RSSL_00818",1812,1487,1635,1785,1804,2042,1661,1439,1178
"RSSL_00817",4323,3569,4063,4750,4646,5255,4226,3721,3033
"RSSL_00816",2652,2403,2656,3103,3053,3202,2821,2607,1945
"RSSL_00815",1945,1787,1948,2113,1853,2162,1897,1639,1406
"RSSL_00814",9246,8728,8332,10199,9948,10813,9011,7752,6639
"RSSL_00813",99,72,99,131,99,114,91,90,85
"RSSL_00812",24,24,33,37,32,44,31,31,25
"RSSL_00811",1099,1082,990,1120,1045,1212,1077,842,797
"RSSL_00810",6250,5601,5908,7238,6642,7738,6144,5348,4804
"RSSL_00809",889,841,908,981,892,1069,905,803,626
"RSSL_00808",282,254,257,286,266,340,251,235,210
"RSSL_00807",6759,5733,5116,6872,6818,7387,5838,4983,4190
"RSSL_00806",805,800,869,1027,961,1054,914,747,707
"RSSL_00805",353,341,376,397,361,456,393,325,255
"RSSL_00804",195,189,166,202,161,210,161,185,110
"RSSL_00803",498,598,576,759,694,745,644,537,442
"RSSL_00802",527,447,566,712,588,688,556,482,413
"RSSL_00801",5780,4962,5143,6182,5970,6683,5463,5045,3997
"RSSL_00800",362,335,338,390,333,411,365,279,254
"RSSL_00799",2710,2546,2885,3351,3084,3378,2924,2559,2123
"RSSL_00798",370,380,364,465,432,464,334,327,291
"RSSL_00797",521,490,474,651,584,680,509,412,365
"RSSL_00796",614,625,678,867,817,853,614,546,438
"RSSL_00795",333,249,371,343,190,207,370,330,232
"RSSL_00794",130,102,148,160,98,89,167,139,114
"RSSL_00793",295,238,378,320,166,219,317,349,230
"RSSL_00792",163,110,172,141,121,119,163,153,114
"RSSL_00791",3926,3776,3722,4566,4372,4940,4118,3626,3101
"RSSL_00790",8385,8029,7576,9981,9501,10268,7855,6733,6181
"RSSL_00789",8527,8023,8139,11499,10628,11608,8663,7687,6656
"RSSL_00788",1250,1362,2293,4087,3316,3539,2081,1874,1495
"RSSL_00787",116,99,97,124,103,108,109,92,94
"RSSL_00786",1289,1185,1411,1535,1410,1566,1484,1292,1074
"RSSL_00785",205,237,254,251,231,272,259,230,209
"RSSL_00784",3,0,1,4,5,2,3,1,1
"RSSL_00783",859,762,826,952,927,1041,822,745,659
"RSSL_00782",1672,1428,1746,1982,1851,2119,1752,1541,1337
"RSSL_00781",1574,1383,1726,1986,1852,2052,1665,1613,1285
"RSSL_00780",466,440,570,549,546,635,512,481,393
"RSSL_00779",1323,1149,1443,1639,1496,1832,1467,1239,1067
"RSSL_00778",469,425,539,616,597,631,517,467,411
"RSSL_00777",2706,2313,2959,3142,3042,3429,2915,2614,2163
"RSSL_00776",307,244,327,337,325,356,332,252,244
"RSSL_00775",198,200,193,251,213,241,225,189,149
"RSSL_00774",6191,5596,5865,7087,6650,7503,6159,5204,4533
"RSSL_00773",267,209,217,285,253,321,293,206,207
"RSSL_00772",396,403,333,430,392,474,379,299,299
"RSSL_00771",42,54,53,55,53,60,60,50,41
"RSSL_02244",44,41,49,59,36,45,40,53,27
"RSSL_02245",12,1,6,17,9,9,9,5,5
"RSSL_00770",40,23,33,37,26,43,35,22,21
"RSSL_00769",75,65,100,96,87,110,80,71,60
"RSSL_00768",812,673,711,842,670,909,586,610,439
"RSSL_00767",105,94,111,124,87,115,83,79,75
"RSSL_00766",1359,1161,1221,1553,1284,1580,1108,952,876
"RSSL_00765",92,78,83,96,75,104,67,63,62
"RSSL_00764",1918,1606,1583,2125,1905,2177,1433,1346,1157
"RSSL_00763",3571,2865,2774,3347,3159,3775,2476,2165,2013
"RSSL_00762",2882,2628,2520,3088,2696,3281,2267,1950,1825
"RSSL_00761",213,184,225,317,282,306,247,222,164
"RSSL_00760",519,555,650,836,742,844,593,611,488
"RSSL_00759",115,94,152,163,143,178,132,119,119
"RSSL_00758",771,765,1028,1322,1033,1179,918,834,699
"RSSL_00757",880,950,1103,1354,1036,1158,971,865,825
"RSSL_00756",660,699,908,1332,1159,1203,870,688,640
"RSSL_00755",367,383,469,691,552,566,418,378,347
"RSSL_00754",168,172,115,189,152,179,174,129,90
"RSSL_00753",417,432,321,533,442,481,356,300,289
"RSSL_00752",2860,3353,2468,3051,2655,3011,2997,2242,2069
"RSSL_00751",1140,1141,1046,1406,1334,1386,1219,1099,860
"RSSL_00750",1751,1740,1649,1925,1884,2104,1821,1526,1318
"RSSL_00749",8271,7022,7599,9491,9309,10431,8409,7233,6326
"RSSL_00748",652,590,533,719,737,838,570,458,431
"RSSL_00747",1004,752,756,1016,1056,1103,809,658,612
"RSSL_00746",5082,5484,4866,5744,5193,5969,5469,4558,3687
"RSSL_00745",87,111,94,102,87,96,92,78,62
"RSSL_00744",3018,2799,2836,3007,2806,3231,3048,2889,2231
"RSSL_00743",9725,9102,9659,11731,11506,12168,10601,9169,7512
"RSSL_00742",499,384,437,477,447,552,460,394,312
"RSSL_00741",6266,5912,5477,6531,6203,6882,5916,5142,4318
"RSSL_00740",6295,5961,5327,6484,6334,7022,6167,5507,4477
"RSSL_00739",2059,1897,1964,2468,2212,2545,2070,1931,1536
"RSSL_00738",1654,1530,1616,1942,1778,2029,1707,1529,1230
"RSSL_00737",661,673,748,864,782,845,867,724,598
"RSSL_00736",962,828,949,986,961,1122,1041,763,752
"RSSL_00735",4356,5768,5587,8105,6987,7392,5897,4995,4301
"RSSL_00734",314,420,355,475,423,462,445,340,312
"RSSL_00733",2462,2396,3131,2544,1284,1981,3361,2261,2839
"RSSL_00732",126,139,123,132,146,135,109,103,104
"RSSL_00731",483,530,379,505,409,521,461,344,345
"RSSL_00730",1573,1102,1109,1766,1742,1943,1109,1021,836
"RSSL_00729",1317,1036,1039,1630,1622,1766,1042,936,818
"RSSL_00728",3664,3541,3124,3918,3823,4324,3473,3037,2486
"RSSL_00727",4136,3628,3712,4746,4546,5074,4031,3553,3146
"RSSL_00726",2144,1913,2021,2523,2238,2644,2006,1750,1483
"RSSL_00725",1796,1592,1644,2056,2004,2104,1819,1510,1263
"RSSL_00724",2135,1838,1982,2380,2281,2460,2007,1810,1632
"RSSL_00723",2972,2533,2728,3225,3060,3364,2800,2543,2141
"RSSL_00722",2837,2632,2603,2906,2814,3013,2718,2392,1975
"RSSL_00721",504,487,587,587,536,591,574,509,443
"RSSL_00720",5441,7763,8844,12065,10635,12512,8998,7826,6062
"RSSL_00719",179,162,170,224,194,232,171,158,154
"RSSL_00718",11028,9135,10110,12371,12264,13301,10914,9798,8145
"RSSL_00717",7700,6439,7111,8853,8397,9261,7639,6678,5785
"RSSL_00716",3983,3422,3891,4414,4424,4809,4223,3735,3128
"RSSL_00715",89,103,133,132,149,147,124,99,91
"RSSL_00714",1014,1117,1307,1654,1510,1703,1324,1271,964
"RSSL_00713",4551,4326,4485,4548,4470,4707,5331,4231,3762
"RSSL_00712",20222,18845,18951,20871,20409,22383,22118,19246,15011
"RSSL_00711",5382,4870,5403,6648,6319,6926,5961,5030,4317
"RSSL_00710",4069,4411,4431,5290,4954,5391,4928,4308,3648
"RSSL_00709",6089,6511,5114,5842,5228,6117,5768,4707,4073
"RSSL_00708",1531,1430,1618,2038,1943,2225,1533,1417,1060
"RSSL_00707",7971,7526,8401,9253,8794,9848,8898,7789,6214
"RSSL_00706",8013,7546,8174,8539,8501,9135,8605,7522,6277
"RSSL_00705",1419,1274,1430,1560,1542,1743,1479,1372,1114
"RSSL_00704",407,427,451,585,565,592,400,354,338
"RSSL_00703",16,6,11,24,14,17,11,8,9
"RSSL_00702",3476,3103,3499,4487,4279,4675,3592,3089,2575
"RSSL_00701",1043,929,1159,1476,1406,1522,1160,1036,846
"RSSL_00700",436,347,427,546,556,551,411,364,316
"RSSL_00699",1620,1410,1640,1980,1970,2147,1698,1614,1199
"RSSL_00698",2176,1828,1964,2386,2232,2672,1987,1719,1484
"RSSL_00697",1799,1408,1578,2020,1920,2124,1618,1440,1279
"RSSL_00696",1946,1709,1720,2171,2166,2284,1845,1671,1339
"RSSL_00695",2782,2306,2331,3039,2458,2786,2430,2068,1694
"RSSL_00694",378,306,270,308,256,323,266,245,178
"RSSL_00693",1586,1344,1616,1472,847,863,1562,1506,1091
"RSSL_00692",1035,924,1063,936,576,521,1009,888,685
"RSSL_00691",1852,1677,1752,1673,1367,1551,1874,1669,1290
"RSSL_00690",153,171,191,177,188,198,152,138,143
"RSSL_00689",618,578,620,716,613,669,626,558,484
"RSSL_00688",129,95,94,107,116,118,103,106,85
"RSSL_00687",2366,2120,2362,2707,2402,2868,2339,2167,1748
"RSSL_00686",271,243,237,277,260,297,237,246,191
"RSSL_00685",34931,40155,50959,88519,67571,96196,52172,47079,29619
"RSSL_00684",3481,3444,4100,4004,4145,3628,4478,3527,3396
"RSSL_00683",705,572,610,621,599,648,631,537,494
"RSSL_00682",1143,997,926,1164,1107,1208,1061,918,806
"RSSL_00681",1219,1083,1039,1246,1270,1250,1166,1001,902
"RSSL_00680",7560,7288,7624,8052,7536,7936,8489,7546,6129
"RSSL_00679",1904,1797,1911,2287,2129,2376,2001,1650,1450
"RSSL_00678",11129,10069,9522,11030,10686,12078,10630,8882,7602
"RSSL_00677",2528,2246,2492,2673,2645,2943,2572,2297,1933
"RSSL_00676",1127,1020,1018,1133,1239,1185,1207,888,929
"RSSL_02246",799,754,756,888,782,821,942,764,628
"RSSL_00675",167,157,160,148,142,203,149,154,113
"RSSL_00674",258,275,267,297,292,308,321,282,231
"RSSL_00673",24,14,22,19,20,30,20,13,16
"RSSL_00672",6,8,2,2,3,4,3,4,2
"RSSL_00671",8,4,13,8,6,4,5,7,7
"RSSL_00670",0,4,4,4,1,2,3,3,2
"RSSL_00669",23,24,19,27,15,14,30,21,18
"RSSL_00668",40,36,45,40,49,60,47,35,26
"RSSL_00667",3801,3147,2538,4234,4139,4788,3272,2875,2511
"RSSL_00666",3505,2884,2380,3989,3822,4371,3059,2470,2229
"RSSL_00665",1373,1142,917,1553,1507,1743,1295,1041,847
"RSSL_00664",1075,936,841,1220,1139,1289,1078,870,796
"RSSL_00663",8696,7747,7085,9940,9394,10660,8338,7415,6094
"RSSL_00662",9974,8653,8264,11302,11383,12185,9601,8840,7042
"RSSL_00661",4033,3812,3934,5009,4520,4986,4115,3901,3238
"RSSL_00660",15,20,26,13,13,23,23,19,13
"RSSL_00659",1710,1702,1868,2325,2045,2306,1867,1579,1402
"RSSL_00658",7192,6572,6177,7501,7531,7985,6660,5910,4803
"RSSL_00657",14168,13280,13029,15781,15266,16835,13352,12323,10011
"RSSL_00656",1406,1423,1324,1509,1439,1600,1364,1208,1044
"RSSL_00655",4375,4138,3950,4490,4152,4635,4080,3685,2911
"RSSL_00654",2970,2598,2576,3131,2971,3173,2934,2597,2102
"RSSL_00653",647,623,536,679,623,753,638,597,480
"RSSL_00652",551,401,380,527,519,566,412,299,315
"RSSL_00651",3950,3495,3008,3595,3607,4089,3581,2789,2798
"RSSL_00650",218,211,174,274,188,247,193,181,149
"RSSL_00649",162,132,135,175,137,168,137,117,111
"RSSL_00648",2579,2338,2384,2871,2766,3023,2595,2294,1990
"RSSL_00647",2430,2224,2232,2649,2627,3001,2459,2162,1778
"RSSL_00646",1936,1756,2002,2466,2377,2604,2098,1740,1467
"RSSL_00645",1160,1190,1229,1534,1403,1709,1269,1157,942
"RSSL_00644",449,383,463,461,488,521,508,409,308
"RSSL_00643",7011,6562,7925,8478,7306,8127,7923,7154,6007
"RSSL_00642",5217,4844,6038,6107,5164,5882,5996,5189,4298
"RSSL_00641",2540,2178,2221,3058,2882,3096,2320,2074,1700
"RSSL_00640",3083,2783,2680,3446,3227,3595,2815,2512,2032
"RSSL_00639",5422,4991,4901,5861,5558,6302,5242,4756,3830
"RSSL_00638",552,471,523,574,561,670,544,428,429
"RSSL_00637",1563,1299,1466,1705,1680,1948,1521,1309,1149
"RSSL_00636",1453,1308,1338,1629,1485,1724,1410,1317,1131
"RSSL_00635",1346,1175,1248,1491,1455,1594,1290,1271,1018
"RSSL_00634",3639,3239,3472,4027,3791,4153,3528,3363,2623
"RSSL_00633",1271,1100,1420,1404,1248,1422,1419,1245,1035
"RSSL_00632",1632,1631,1780,1780,1797,1916,1864,1483,1364
"RSSL_00631",292,335,410,392,368,381,368,263,278
"RSSL_00630",198,176,274,290,250,275,264,206,204
"RSSL_00629",246,263,394,409,363,359,391,320,256
"RSSL_00628",20678,17870,20021,23362,22610,25606,21035,18991,15841
"RSSL_00627",7869,7152,7777,8744,8551,9884,8284,7560,6341
"RSSL_00626",3472,3259,3443,4122,3904,4418,3651,3369,2518
"RSSL_00625",752,716,746,843,807,978,742,660,506
"RSSL_00624",30,22,41,37,40,40,33,22,15
"RSSL_00623",342,312,313,393,364,369,335,299,247
"RSSL_00622",1580,1406,1393,1717,1750,1833,1576,1477,1278
"RSSL_00621",133,110,85,119,103,142,124,106,80
"RSSL_00620",497,456,542,636,603,676,524,493,433
"RSSL_00619",1224,1116,1237,1458,1421,1583,1359,1191,970
"RSSL_00618",2,1,0,2,1,0,2,0,0
"RSSL_00617",2887,2384,2642,3374,3211,3635,2759,2382,2004
"RSSL_00616",1468,1252,1409,1673,1570,1856,1486,1345,1066
"RSSL_00615",2629,2077,2355,3048,2986,3406,2563,2193,2013
"RSSL_00614",6755,6132,6421,7331,6906,7912,6996,6042,5085
"RSSL_00613",18621,16381,17429,20876,19344,21617,19305,16767,13992
"RSSL_00612",268,248,262,348,253,369,264,230,224
"RSSL_00611",1525,1410,1571,1861,1630,1852,1605,1493,1211
"RSSL_00610",2336,2103,2237,2665,2471,2911,2353,2054,1780
"RSSL_00609",4350,4241,4432,5466,4823,5389,4496,4013,3602
"RSSL_00608",3393,2952,3361,3495,3235,3802,3669,3217,2770
"RSSL_00607",1002,945,982,1106,1017,1087,1080,927,869
"RSSL_00606",9788,8846,9303,10351,9633,11237,9962,8641,7091
"RSSL_00605",5306,4944,5080,5601,5286,6082,5440,4603,3819
"RSSL_00604",7297,6935,6639,7438,7193,8202,7224,6467,5492
"RSSL_00603",817,796,914,992,970,1061,995,876,730
"RSSL_00602",2278,2125,2404,2691,2576,2793,2639,2329,2077
"RSSL_00601",16,8,13,16,11,9,13,6,6
"RSSL_00600",35,35,28,30,40,39,38,28,24
"RSSL_00599",11,15,9,15,11,18,23,16,5
"RSSL_00598",23,28,22,44,33,50,33,23,26
"RSSL_00597",2528,2272,2739,3463,3105,3547,2801,2403,2014
"RSSL_00596",3417,2856,3074,3988,3887,4262,3391,3038,2494
"RSSL_00595",1882,1598,1650,2145,2120,2377,1716,1539,1353
"RSSL_00594",1344,1124,1344,2180,1895,2115,1309,1192,946
"RSSL_00593",2862,2649,1852,2729,2728,2904,2487,1725,1862
"RSSL_00592",47305,44328,33727,44498,41720,47402,40037,35001,27341
"RSSL_00591",40196,36920,27818,36509,35775,40090,33084,27876,24145
"RSSL_00590",604,532,779,1010,911,1043,652,540,511
"RSSL_00589",486,456,457,552,472,607,445,394,314
"RSSL_00588",2,2,0,1,0,2,0,0,0
"RSSL_00587",98,110,82,102,100,104,88,71,76
"RSSL_02247",715,707,681,899,767,829,722,653,568
"RSSL_00586",19,15,16,34,24,26,28,13,23
"RSSL_00585",3960,3699,4180,4788,4464,5029,4106,3606,2958
"RSSL_00584",913,821,926,1045,980,1070,903,780,697
"RSSL_00583",2008,1872,2066,2314,2040,2414,1996,1838,1608
"RSSL_00582",836,860,1034,1456,1335,1444,1063,881,809
"RSSL_00580",674,646,882,1159,1043,1223,885,768,623
"RSSL_00579",243,189,330,464,416,420,313,231,213
"RSSL_00578",3033,2622,3427,4161,3839,4207,3190,3003,2468
"RSSL_00577",909,783,734,834,841,892,845,676,600
"RSSL_00576",1207,1143,1172,1396,1377,1529,1209,1073,1004
"RSSL_00575",3317,3218,3392,3839,3658,4168,3636,3240,2660
"RSSL_00574",1699,1693,1778,2082,1966,2187,1837,1558,1319
"RSSL_00573",2380,2094,2411,2918,2823,3112,2525,2175,1876
"RSSL_00572",67,57,60,98,71,77,50,63,38
"RSSL_00571",716,702,838,960,940,1030,857,762,642
"RSSL_00570",1994,1722,1964,2204,2227,2478,2036,1740,1402
"RSSL_00569",1318,1097,1226,1465,1357,1430,1194,1229,982
"RSSL_00568",1602,1422,1434,1683,1646,1762,1583,1341,1134
"RSSL_00567",1603,1537,1659,1809,1693,1922,1714,1472,1276
"RSSL_00566",8348,7411,8113,9619,9331,10253,8758,7791,6523
"RSSL_00565",1613,1506,1373,1715,1680,1876,1409,1153,961
"RSSL_00564",17779,18661,24383,23739,22014,24584,23360,20804,17749
"RSSL_00563",5862,6650,7713,7657,6647,7769,7740,6740,5258
"RSSL_00562",704,658,610,713,693,705,641,578,475
"RSSL_00561",48462,42741,48064,58278,55458,61857,54635,45484,40448
"RSSL_00560",624,540,586,871,762,858,609,574,557
"RSSL_00559",171834,157774,164943,198732,194430,214307,187970,155999,141318
"RSSL_00558",122103,99428,99735,131780,127279,143658,116854,100224,86977
"RSSL_00557",15550,13798,11350,15434,15216,16109,14124,11882,10534
"RSSL_00556",52926,44468,38641,51702,49996,54792,46550,42500,33782
"RSSL_00554",3103,3252,3532,3672,3310,3879,3968,3410,2743
"RSSL_00553",2070,1936,2301,2600,2454,2740,2204,1933,1731
"RSSL_00552",4836,4129,5065,5730,5486,6131,5109,4601,3761
"RSSL_00551",1473,1328,1658,1756,1721,1980,1621,1469,1211
"RSSL_00550",818,770,902,965,874,986,882,796,631
"RSSL_00549",4022,3614,4299,4559,4621,5271,4131,3676,3297
"RSSL_00548",3877,3532,3617,4340,4216,4831,3711,3266,2943
"RSSL_00547",2427,2041,2425,2746,2750,2966,2335,2190,1794
"RSSL_00546",4458,3969,4402,5018,4632,5632,4402,4008,3300
"RSSL_00545",4640,4397,4548,5338,4707,5532,5019,3928,3323
"RSSL_00544",2865,2944,2827,3413,2715,3071,3157,2672,2145
"RSSL_00543",4740,4849,8143,13158,10624,11469,7229,6336,5357
"RSSL_02248",261,176,251,315,256,301,255,195,195
"RSSL_02249",34,44,25,27,23,44,44,24,23
"RSSL_02250",25,78,37,35,44,73,47,23,23
"RSSL_02251",16,87,27,36,56,88,65,26,17
"RSSL_02252",89,364,110,148,164,444,333,150,103
"RSSL_02253",43,106,31,44,53,97,89,50,36
"RSSL_02254",21,60,30,24,25,67,43,24,14
"RSSL_02255",33,34,15,19,24,31,35,21,19
"RSSL_00537",6128,5639,4979,6815,6468,7207,5886,4904,4198
"RSSL_00536",324,320,263,345,308,305,328,199,206
"RSSL_00535",1454,1428,1792,1744,1642,1823,2016,1809,1517
"RSSL_00534",989,1001,1203,1113,1038,1135,1341,1141,963
"RSSL_00533",8425,7874,8030,9442,8970,9845,7995,7206,5906
"RSSL_00532",3248,2936,2988,3454,3452,3847,3230,2892,2446
"RSSL_00531",700,775,691,786,725,744,707,618,515
"RSSL_00530",616,452,285,578,552,652,343,329,266
"RSSL_00529",586,465,407,582,523,565,449,399,357
"RSSL_02256",283,360,402,440,371,431,402,370,297
"RSSL_02257",245,282,303,382,347,421,340,267,254
"RSSL_01904",2314,1998,1862,3388,3036,3246,1893,1641,1347
"RSSL_01903",1104,1043,1008,1297,1247,1391,1028,934,817
"RSSL_01902",3184,2738,2913,3793,3594,3941,2850,2726,2316
"RSSL_01901",3031,2827,2877,3615,3384,3911,2967,2715,2372
"RSSL_01900",2529,2214,2333,2894,2752,3046,2547,2141,1852
"RSSL_01899",4093,3879,3627,4487,4087,4739,3917,3521,2793
"RSSL_01898",12534,11464,12177,14720,13914,15576,12906,11482,9523
"RSSL_01897",27988,25654,24466,28360,27771,30450,28159,23927,20743
"RSSL_01896",48325,42978,34162,45389,44314,49758,40562,35131,31081
"RSSL_01895",24116,23007,17536,23523,21755,25107,21188,19678,15230
"RSSL_01894",657,597,615,828,739,785,555,546,455
"RSSL_01893",2518,2472,2966,3179,2904,3297,3223,2567,2036
"RSSL_01892",656,628,724,832,777,927,729,610,529
"RSSL_01891",837,738,842,1034,954,1123,858,739,605
"RSSL_01890",609,513,594,747,676,717,634,576,496
"RSSL_01889",642,554,699,727,719,829,673,653,493
"RSSL_01888",3652,3813,4146,5732,5322,6256,4285,3856,3451
"RSSL_01887",6351,7497,7780,10900,10080,11830,8303,7106,6202
"RSSL_01886",498,620,773,926,749,967,836,691,582
"RSSL_01885",344,519,645,719,593,739,634,549,436
"RSSL_01884",9202,8497,9856,11258,10056,11342,10440,9462,7384
"RSSL_01883",8824,7704,9000,9981,9638,10353,9427,8524,7098
"RSSL_01882",557,475,570,599,575,615,576,472,391
"RSSL_01881",726,746,779,882,776,920,844,715,610
"RSSL_01880",2670,2529,3312,3130,2982,3328,3387,3038,2702
"RSSL_01879",18146,16928,17340,18321,17779,20364,19226,17907,15437
"RSSL_01878",415,447,500,590,507,570,533,393,375
"RSSL_01877",1598,1478,1522,1848,1839,1930,1760,1441,1329
"RSSL_01876",20,20,22,20,21,19,16,10,18
"RSSL_01875",21,15,19,12,17,16,23,14,6
"RSSL_01874",9,15,8,13,14,14,13,9,5
"RSSL_01873",324,328,310,347,312,374,334,296,247
"RSSL_01872",4,4,1,4,1,2,2,2,0
"RSSL_01871",64,93,100,109,92,79,85,82,68
"RSSL_01870",5366,5081,4906,5728,5466,6170,5236,4512,3797
"RSSL_01869",2708,2579,2518,2820,2587,3103,2365,2137,1945
"RSSL_01868",966,1007,996,1126,1029,1075,1078,975,704
"RSSL_01867",3360,3335,3387,3694,3572,3999,3552,3150,2546
"RSSL_01866",2163,1787,2280,2574,2272,2614,2534,2190,1837
"RSSL_01865",1321,1129,1451,1487,1453,1755,1377,1437,1138
"RSSL_01864",5150,4948,5145,5943,5778,6206,5427,4487,3801
"RSSL_01863",178,187,197,244,186,263,244,179,158
"RSSL_01862",363,308,321,380,334,395,353,319,256
