"gene_id","Spn.wt..1.","Spn.wt..2.","Spn.wt..3.","Spn.delta.lctO.delta.spxB..1.","Spn.delta.lctO.delta.spxB..2.","Spn.delta.lctO.delta.spxB..3.","Spn.delta.lctO..1.","Spn.delta.lctO..2.","Spn.delta.spxB..1.","Spn.delta.spxB..2."
"accB",4485,3025,12660,1641,1794,1679,9709,9377,7443,4629
"accC",12602,9078,42661,5217,5453,5380,27291,26170,22038,14847
"accD",7006,5891,27282,3460,3896,3396,18217,18231,15548,9567
"acpS",898,513,497,485,420,458,773,856,1172,750
"adcA",2318,2562,2771,3749,3946,3461,3714,4061,9575,6720
"adcAII",632,661,1083,553,687,564,1384,1531,1139,749
"adcR",374,295,318,406,358,394,572,578,733,557
"addA",5055,5922,6214,8314,6714,7109,7993,9538,12433,8415
"adhE",17999,11389,6445,4036,3650,3624,4287,5575,19770,14760
"adhP",24860,7171,4382,2241,1418,1738,2697,3225,11466,8714
"aguA",1905,1256,1223,1001,908,976,2035,2001,2433,1779
"aguB",1466,1089,1249,933,850,720,1770,1604,2066,1469
"alaS",9641,12061,12936,21490,19870,20787,19325,22838,37134,24848
"alr",3967,2509,2627,2528,2298,2612,4429,4875,6230,4274
"amaP",3442,3621,4456,3461,2627,2869,5957,5905,30830,27574
"arcC",2283,1501,1053,1104,841,823,1109,1155,6034,4537
"argF",10948,5484,3675,4750,3354,3735,5522,5967,17907,13041
"argH",398,368,376,342,340,358,403,535,595,437
"argR",826,803,1011,1351,1499,1157,1022,1114,1281,1030
"argS",9231,8301,7483,6347,5504,6150,8522,9170,5168,3317
"aroA",5205,3674,3162,4299,3811,3950,4848,5307,5464,3763
"aroB",4286,2538,2352,3481,2377,2829,3901,4528,5013,3326
"aroC",7085,4505,3789,5674,4156,4587,6023,6615,8044,5162
"aroD",3153,2489,2574,2449,2123,2193,2892,3270,3486,2321
"asnA",12547,11823,10046,10231,10357,11076,10569,11841,9155,6004
"asnS",6012,6005,6648,8848,8498,8744,9490,10680,15065,10336
"aspS",16063,12322,9899,11981,10333,11384,11755,13239,15631,10675
"atpA",48355,51917,57989,65074,62583,62316,55269,64780,74403,49542
"atpB",22835,24585,28710,29816,30019,28850,28264,31225,23855,16363
"atpD",47066,53469,59826,67250,64087,62980,56090,66268,105948,70791
"atpF",14670,15287,19354,17287,19193,16587,15366,17565,16612,11963
"bgaA",6234,4316,4433,7783,6222,6176,3426,4477,40205,30702
"bglA",866,584,478,2852,2795,2793,3823,4080,706,483
"birA",877,470,411,256,261,232,235,232,742,526
"blpC",595,395,315,276,213,207,291,270,457,287
"blpU",1392,1233,727,466,357,376,559,677,1302,1119
"briC",159,118,364,143,137,117,903,750,96,108
"brnQ",11536,12154,15609,2625,2953,3095,14617,14317,3154,2137
"budA",3303,2033,1791,1927,1584,1715,2257,2426,3301,2252
"carB",5116,13435,24503,245553,226128,241011,231166,269582,12560,8841
"cbpA",10068,8614,9304,6776,7109,6552,10215,9556,15957,12105
"cbpC",2492,2491,2718,4224,4098,3923,2973,3181,4190,3244
"cbpD",113,134,150,440,640,503,1148,995,204,144
"cbpE",5307,5285,5621,5531,5063,4942,3351,4030,10935,8506
"ccdA2",7689,4680,3894,1828,1572,1766,3185,3425,8624,6019
"ccpA",15980,6039,4558,9644,5859,7280,8299,8664,9568,7312
"cdaA",9036,5205,4700,4974,4202,4690,8421,8683,6075,4075
"celB",344,219,157,209,193,200,94,82,216,182
"ciaH",31596,19335,10563,6728,7265,6966,8600,8901,33293,24418
"ciaR",26381,11941,5719,3434,3568,3644,5256,5465,13893,10205
"cibA",1,3,4,4,4,1,18,7,6,7
"cibB",4,2,2,1,2,3,11,4,12,10
"clpP",6771,8130,9879,9584,10357,9833,11968,13086,8147,5300
"clpX",18379,13917,11596,11046,9695,10310,12243,14515,17510,11851
"cls",3212,2494,1877,1562,1538,1459,1409,1558,2611,1786
"cmk",2800,2843,3260,5419,5599,5535,4600,4983,5969,3926
"coaA",663,476,537,584,558,590,935,925,411,295
"coaB",2800,2673,2788,1461,1602,1391,1624,1830,4445,2874
"coaC",1737,2155,2007,1294,1455,1222,1238,1305,4814,3049
"coaD",1765,1280,1045,1216,1002,1101,1312,1402,2728,1877
"coaE",1448,1299,1380,831,642,671,1487,1688,3113,2021
"codY",2927,1714,1920,2480,2127,2310,3753,3720,3550,2520
"coiA",12,11,14,5,12,13,122,111,11,3
"comA",587,289,255,192,163,157,578,603,314,246
"comB",324,150,133,97,97,117,340,364,220,167
"comC",3,7,8,10,24,17,20,30,20,26
"comD",152,132,170,160,197,174,229,206,215,180
"comE",53,55,106,96,114,88,98,127,152,109
"comGC",7,4,5,3,1,0,6,5,9,11
"comW",122,52,43,24,19,35,58,44,47,39
"cozE",4998,2851,2737,2410,2306,2182,1777,1861,2919,2315
"cpoA",10180,6196,5658,8371,6476,7388,10226,11290,12211,8779
"cps4A",19335,15607,17253,19521,19830,17614,28043,28587,28486,20353
"cps4B",9738,7814,8091,9584,9723,8771,12694,13561,15402,10605
"crcB",2385,1366,914,1385,1436,1543,1700,1836,811,605
"cvfB",2762,3246,3327,8901,9236,9639,13413,14819,6446,4339
"cysE",3946,2223,2400,2858,2847,2863,5961,6931,2939,1898
"cysK",3620,9487,20222,15020,13873,13189,5363,6884,9052,5705
"cysS",7769,4573,5458,6285,5624,5926,10139,11263,9313,6389
"czcD",1222,337,185,3872,2159,2347,133,131,2742,2173
"dapA",1903,1240,1326,1364,1484,1497,2700,3052,1635,1053
"dapB",13066,8010,6907,7183,6163,6708,6847,7867,12223,8400
"dapD",6822,3456,2947,2391,2388,2598,3390,3549,3213,2076
"def",11604,8878,7666,9019,7383,7953,9232,10314,17445,10726
"deoC",6970,4273,3680,4840,4105,4279,3851,4658,10369,7202
"deoD",3637,3232,2544,4721,3555,3821,4147,4860,4282,3356
"der",13424,10132,8839,8483,7297,7698,7892,9078,11967,8181
"dinB",1077,1267,1174,2332,1947,2026,1454,1548,5010,3474
"divIB",8467,7106,7474,7092,6691,6293,5773,7219,8967,6713
"divIVA",15783,13631,16414,17842,18193,16341,15166,18074,38298,26482
"dltA",14787,14919,10349,11539,12019,11559,11801,12077,34166,21474
"dltB",13870,12297,8434,10431,10108,10222,8279,8810,33710,23116
"dltC",1890,1471,1043,1262,1276,1193,802,942,4143,3135
"dltD",9839,10345,7481,9347,9317,8637,5469,6558,32326,22678
"dnaA",4890,2815,3003,2610,2703,2480,2942,3034,3130,2280
"dnaB",13020,6925,7042,12712,11778,11732,10563,12274,16665,11844
"dnaG",12187,5200,4715,7199,7818,8037,12852,13029,9404,6629
"dnaI",6630,4010,3479,3868,3200,3448,3557,3920,7412,5333
"dnaJ",5489,4231,2108,5346,3417,3645,1240,1562,14893,11572
"dnaK",27308,22646,11818,30276,24281,21812,5674,7425,107509,84315
"dnaN",3030,1955,2302,2066,2101,1856,1488,1732,3404,2423
"dnaX",6185,5526,6286,5964,5203,5279,5898,6329,11656,7643
"dprA",150,127,159,140,189,151,365,386,373,248
"dtd",1116,1249,1147,1281,1064,1111,1125,1296,2394,1689
"dusB",6316,7853,8705,11203,9785,10924,24689,25295,19802,11822
"efp",3722,4740,7266,5130,5548,5676,8301,8649,4516,2982
"eloR",3695,3295,3380,4045,4167,3579,3495,3884,6868,4760
"endA",2118,2402,2603,2994,3311,2973,4223,4619,5280,3378
"eno",122868,146496,158059,132735,116348,130531,139566,165037,99610,68175
"era",5631,4167,3882,3596,3030,3019,4057,4659,10327,6794
"ezrA",11563,13959,15727,15654,16779,14221,10946,12334,25448,19500
"fabD",4620,3800,19036,2990,3423,3175,25295,22161,13426,8097
"fabF",12703,9036,42171,5404,6269,5761,36916,33456,25452,16035
"fabG",5143,3515,19336,2436,2849,2618,19218,17477,11671,7728
"fabK",3966,3329,15310,2167,2520,2319,20703,18675,9274,6383
"fabZ",3979,2604,10912,1678,1796,1624,7738,7903,6302,4170
"ffh",10888,6430,5578,4936,4852,4720,5464,6011,10435,7109
"ffs",2,3,5,1,3,1,4,3,1,3
"fmt",1868,1130,907,1580,1445,1361,2416,2498,3583,2342
"fni",2583,2429,2605,3822,3404,3507,3828,4202,6009,4189
"folE",1513,1397,1259,896,804,862,1238,1227,1667,1110
"folK",4700,3365,2662,2153,2013,2142,3133,3239,4019,2602
"folP",4310,2658,2047,1696,1159,1433,2432,2673,2344,1464
"frr",5092,5306,5389,8103,7921,7918,9121,10349,11361,7563
"ftsA",39779,22086,20861,18911,17641,18142,24562,27303,28775,19852
"ftsE",5836,4437,4707,5931,5585,5968,6049,6587,7199,5183
"ftsH",29623,38103,41998,36869,44805,40032,34791,39898,30828,20709
"ftsL",572,609,554,593,674,597,637,707,750,618
"ftsX",10685,7811,9245,11564,11569,11180,11238,12428,15638,11895
"ftsY",3664,3225,3553,3849,3681,3602,3591,4106,6362,4302
"ftsZ",49576,28478,26501,27517,25223,26214,30770,35487,50848,34516
"fusA",62075,66438,81253,57541,55818,59246,94013,103004,71616,47435
"galE",16838,14192,11343,15826,15902,16027,11792,12668,14776,10318
"galR",1516,758,492,514,346,414,336,304,4314,2959
"galT",191,145,121,101,88,92,68,87,40,47
"galU",14921,11509,9034,9724,8119,8511,8271,9097,16112,10883
"gap",259007,230005,253364,238407,209634,229793,217919,255681,155424,108906
"gatA",6386,6602,6400,7734,6717,7543,9908,10493,6100,3962
"gatB",10016,9552,8675,11058,9768,10465,12355,13908,10211,6329
"gatC",355,563,569,604,520,624,987,1083,370,227
"gdhA",13237,16409,19318,19660,21111,21830,28836,32976,18544,12129
"glgA",2615,1361,979,1131,864,1014,682,813,2487,1830
"glgB",1958,707,584,836,500,633,804,829,1963,1449
"glgD",1353,782,603,751,586,563,480,583,1655,1175
"glgP",21319,15893,10614,9872,18709,15980,32197,32709,52727,37773
"glmM",20614,10443,8154,9111,7102,7806,8999,10410,16153,10777
"glmS",14468,23592,24150,15280,18414,17849,34909,37939,15808,9939
"glmU",12042,7352,6636,4854,4294,4556,4814,5483,9445,6474
"glnA",7967,18306,29369,28132,42541,41327,47418,61334,90223,61164
"glnR",1521,4003,7464,5744,9746,8533,12443,15822,18279,11870
"glpK",488,433,287,246,229,247,818,863,1135,765
"glpO",681,667,393,407,366,374,919,870,1346,916
"gltX",5477,8981,10705,12762,17945,17478,32942,36672,5680,3991
"glyQ",1901,2956,3236,5187,4900,5048,4586,5199,4236,2988
"glyS",5246,8301,10303,14106,13606,12812,10154,12426,12945,9318
"gmk",3957,2974,3947,3309,3088,3244,4655,4911,3387,2310
"gndA",38821,39049,39130,32867,32278,32290,31854,35612,39144,25988
"gor",87088,53723,41522,16732,13040,14941,29879,35112,61467,39174
"gpsB",5356,3872,3627,3202,2961,3046,3246,3149,5212,4285
"greA",3066,3988,4949,4063,5446,4474,5424,5892,3475,2567
"groES",1187,1484,1042,1940,1786,1832,1580,2046,4246,2919
"groL",21883,22406,15913,31136,25812,27504,19286,23790,68276,50968
"grpE",8421,5220,2799,7085,5507,5372,1565,2127,30158,23307
"gtfA",5851,4048,1846,1232,709,755,201,230,2212,1697
"guaA",10982,15075,21405,13987,17457,17014,25849,26752,7369,4782
"guaB",12633,11300,11302,12960,14060,14132,12383,13129,9550,6533
"gyrA",28375,16474,13593,10716,10364,10672,12919,14045,18302,11673
"gyrB",11853,10283,10202,12369,11293,11169,11394,12824,22293,15742
"hemH",333,213,284,581,1065,959,5261,5140,476,391
"hemW",12589,9801,8308,7190,6450,6439,8397,9143,11053,7450
"hflX",4142,2820,2810,2793,1778,2117,3113,3472,11272,7084
"hisS",5332,5085,4492,4008,3521,3752,5784,6175,4012,2369
"hk06",2815,2355,2364,2309,2270,2153,2150,2223,5072,4017
"holA",26750,12660,9202,9591,8306,8734,7286,7785,13529,10731
"hprK",17613,9306,7322,6783,6243,6692,9123,9748,8387,5820
"hpt",4640,4606,6511,4104,5811,4372,6150,6892,3840,2674
"hrcA",10407,6994,3505,9030,7048,7239,2784,3374,29858,24775
"hslO",3427,4268,4981,5129,5230,5246,14284,14940,9812,5624
"htpX",35845,21550,17382,18180,18505,18936,16624,18104,13405,9097
"iga",24396,21945,31878,14686,17405,15941,22383,24637,20021,14141
"ileS",5165,9482,12430,21739,20460,20758,12804,15045,17410,12209
"ilvA",448,371,490,452,521,566,1176,1056,467,323
"ilvC",1736,1224,1456,961,993,1069,1617,1663,1440,947
"ilvD",9892,6303,4875,7245,6577,7477,10509,10603,17731,11672
"ilvN",570,448,525,364,340,366,721,695,539,307
"infA",3569,4618,8071,2877,2936,3347,13066,13037,2344,1990
"infB",14361,11047,10251,9435,7622,8664,17928,19856,23349,15850
"infC",1868,3057,6152,3482,4121,4034,8956,9102,4229,2973
"kphA",416,1193,2691,1971,2553,2181,3303,3305,1107,744
"lacA",693,710,646,852,698,765,871,980,1434,1001
"lacB",1743,1295,1105,1496,1152,1303,1321,1528,2408,1863
"lacD",2032,2238,2040,2640,2252,2173,2072,2658,4959,3546
"lacG",387,358,205,216,181,229,306,311,465,362
"lanM",433,172,118,89,70,57,85,96,194,113
"lctO",68490,30840,20014,46227,37894,41094,34578,38349,44616,31794
"lepA",11942,10440,10475,13349,11004,11425,10437,12462,23914,16554
"lepB",3764,2545,2281,3032,2929,2865,3603,3955,4689,3037
"leuB",392,314,396,623,620,594,803,835,1740,1264
"leuD",263,188,191,294,301,314,421,379,1028,815
"leuS",14036,12648,11948,9889,9008,9581,10973,12096,16508,10349
"lgt",16430,9353,7348,6746,6412,6403,6690,7231,8985,6387
"liaF",2007,1956,2125,1197,1106,1020,1437,1591,3008,2146
"licA",4488,3699,5513,2481,2804,2521,2881,3168,6653,4366
"ligA",4335,5058,5553,5895,4795,5342,5864,6394,10041,7387
"lpdA",1867,1520,1721,3225,2409,2892,1572,1452,12414,8602
"lspA",1403,963,677,874,719,744,629,754,1600,1232
"lysS",13022,11846,14332,10669,11580,11888,20776,22164,11159,7694
"lytA",24669,13039,11021,12473,11032,11065,13734,14805,34326,22642
"lytB",28277,7632,8133,72126,81682,80068,86816,96427,6123,4140
"lytC",31047,34582,37245,41826,39795,40831,47901,54629,37265,27696
"macP",1795,1242,1301,974,818,839,629,785,2516,1745
"malQ",15324,10666,6420,4191,8982,7266,26591,24790,22069,15390
"manA",1469,1284,1212,1382,1073,1225,757,888,1228,788
"mapZ",4731,4227,5221,8659,9730,8930,7711,8979,13026,9065
"mecA",4709,3134,3343,3759,4389,3511,3250,3700,3741,2443
"metA",3595,3870,4812,4485,4393,4403,7952,8235,8678,6038
"metE",279,264,288,137,167,177,392,434,254,145
"metF",156,113,99,78,96,76,148,166,132,63
"metG",14338,12603,12677,11961,11097,11560,14906,16280,21867,15378
"metK",13380,8662,8331,6953,7226,7315,12803,13552,8989,5869
"mfd",1540,2436,4345,4512,5083,4412,3115,3809,2574,1861
"mgaSpn",268,397,788,642,758,693,1717,1904,1176,813
"miaA",2200,1247,1216,1252,824,943,1517,1740,4568,2857
"mltG",13019,14787,17411,14156,18216,15549,20579,22194,14637,10041
"mnmA",9184,6428,6117,3763,3806,3862,10878,10449,12620,8680
"mnmE",3668,4404,4882,3729,3842,3997,6238,6452,8011,5059
"mnmG",5511,4044,4433,4034,3102,3322,7327,7510,9937,6767
"mntE",4514,3478,3847,1322,1667,1466,3481,3658,2232,1466
"mraY",7188,5304,4774,7260,6357,7193,4943,5926,9481,6717
"mreC",1405,1774,2396,1972,1747,1551,1157,1371,2383,1695
"mreD",749,875,1117,910,822,747,515,619,1081,827
"mscL",3411,4847,6556,5732,8642,7132,16148,17664,4510,3181
"msrB",17247,9777,8877,8535,7129,7468,10437,11626,20697,14002
"murA",12734,9504,7836,8769,7425,7923,10473,11966,17925,11954
"murB",2316,2096,2046,2509,2372,2486,3527,3800,2207,1379
"murC",7798,6513,6497,7819,7849,7616,7401,8440,18878,13287
"murD",9572,7731,7152,8170,7934,7652,8445,9814,8173,5519
"murM",7281,6456,6899,8339,7582,7817,8168,9061,9843,6972
"murN",3134,4143,5370,6511,6795,6285,6091,6985,9200,6764
"mutL",6817,4942,3380,3020,2704,2956,3347,3640,4590,2906
"mutM",2827,2152,2150,1368,1023,1117,2411,2626,5809,3943
"mutS",6880,5418,5088,9865,8844,9385,10993,12589,15728,9815
"mutY",9731,6539,7129,6812,5701,6117,8861,9417,22347,15234
"mvaD",1897,1792,1830,2503,2255,2397,2813,3059,3617,2478
"mvk",1154,1106,995,1324,1187,1356,1677,1828,1945,1262
"nadC",523,421,524,376,367,393,913,891,647,451
"nadE",4908,4945,3655,2821,2202,2154,2341,3014,5477,3661
"nagA",52135,28341,21268,34144,23218,28724,26393,32465,162973,114450
"nanA",8172,3292,1735,431,312,261,577,665,7519,5509
"nanB",36,24,32,19,19,17,43,32,80,76
"NAT60_RS00005",596,447,352,241,171,186,167,199,352,362
"NAT60_RS00010",4279,2527,2272,1761,1216,1333,1161,1513,3184,2551
"NAT60_RS00015",11942,5727,4538,4846,3676,4107,4541,5139,7659,5606
"NAT60_RS00020",70,34,35,52,50,55,65,71,47,31
"NAT60_RS00040",3302,2421,1486,3610,2303,2384,542,727,10949,11259
"NAT60_RS00050",1538,1210,1004,694,697,700,715,846,871,560
"NAT60_RS00055",2701,1493,1447,901,919,908,1114,1285,1178,635
"NAT60_RS00060",5547,3558,3039,2382,2351,2445,2997,3586,3923,2623
"NAT60_RS00065",8615,6365,5067,4688,4506,4717,5102,5507,8904,5970
"NAT60_RS00070",1804,826,414,132,101,119,287,327,366,234
"NAT60_RS00075",1495,847,993,620,628,602,881,1031,801,542
"NAT60_RS00080",4975,2506,2057,1721,1685,1607,2365,2576,2881,1872
"NAT60_RS00085",7775,3849,2962,2566,2203,2331,2657,2765,4099,2845
"NAT60_RS00105",1219,430,385,94,66,102,134,176,502,449
"NAT60_RS00110",9386,2429,1387,514,378,440,681,715,3517,2531
"NAT60_RS00115",3752,902,459,168,161,138,201,282,1321,931
"NAT60_RS00120",10098,2038,1042,466,301,367,526,632,3058,2171
"NAT60_RS00125",2909,2783,3279,1402,1743,1651,3314,3138,1118,785
"NAT60_RS00145",1037,743,609,517,455,451,994,1156,1173,823
"NAT60_RS00150",513,383,439,388,286,311,689,779,858,640
"NAT60_RS00165",5,5,2,10,7,13,24,14,19,16
"NAT60_RS00170",0,0,0,2,2,1,1,2,2,0
"NAT60_RS00175",1,3,0,2,2,5,2,5,4,1
"NAT60_RS00180",55,45,65,60,39,45,62,57,59,53
"NAT60_RS00185",535,225,223,238,178,252,282,311,398,239
"NAT60_RS00190",4412,2777,2161,2731,2219,2523,2736,2806,3754,2448
"NAT60_RS00195",405,372,263,340,240,300,284,348,341,227
"NAT60_RS00200",782,821,1404,970,1158,1146,1758,1896,765,526
"NAT60_RS00205",276,545,670,825,791,864,891,975,615,456
"NAT60_RS00210",330,555,701,1066,1078,1119,1021,1199,913,564
"NAT60_RS00215",329,621,1183,1518,1348,1395,1247,1357,1189,940
"NAT60_RS00220",3902,6231,8388,13704,12252,12428,10065,11536,13920,8827
"NAT60_RS00225",688,508,522,460,455,423,604,613,578,412
"NAT60_RS00230",1422,897,805,809,754,722,708,803,1328,987
"NAT60_RS00245",112,42,26,25,20,23,14,19,32,34
"NAT60_RS00250",96,52,47,34,43,30,30,21,80,54
"NAT60_RS00255",415,201,124,119,118,105,93,122,406,319
"NAT60_RS00260",210,102,99,61,53,43,23,25,23,13
"NAT60_RS00265",843,503,294,216,173,155,59,48,181,132
"NAT60_RS00270",943,645,402,249,188,156,99,110,369,317
"NAT60_RS00280",292,412,507,479,401,437,630,685,242,168
"NAT60_RS00290",2037,2459,3452,4090,5082,4282,6522,6631,3633,2579
"NAT60_RS00300",6,3,9,14,23,26,54,76,16,20
"NAT60_RS00325",4433,2760,3922,4022,3743,3909,7402,8529,4653,3351
"NAT60_RS00335",1191,886,1110,1205,1028,1189,1882,2221,2198,1401
"NAT60_RS00340",6194,3278,3875,4312,3765,3842,6464,7292,8531,5900
"NAT60_RS00345",118,78,192,164,174,171,536,532,292,221
"NAT60_RS00355",453,443,819,2081,2478,2245,1466,1571,3621,2565
"NAT60_RS00385",71134,91004,94694,82560,83118,85143,77391,92064,53813,37400
"NAT60_RS00390",275,160,193,75,88,74,219,239,250,192
"NAT60_RS00395",634,348,212,159,109,127,150,160,870,568
"NAT60_RS00400",823,379,244,161,129,119,145,168,842,646
"NAT60_RS00405",639,392,180,150,123,119,139,157,610,375
"NAT60_RS00420",22379,14378,12069,13526,12402,13382,16404,17739,15336,9915
"NAT60_RS00425",2277,1658,1776,2017,2149,2220,4066,4381,1699,1150
"NAT60_RS00450",3854,2652,1978,1841,1250,1478,1900,2160,4806,3385
"NAT60_RS00455",2427,1981,2609,1391,938,1051,1711,1812,3083,2293
"NAT60_RS00460",5869,4454,4382,4851,3289,4118,5828,6228,7080,5268
"NAT60_RS00470",2044,2158,1850,3866,3345,3634,5027,5181,4052,3028
"NAT60_RS00485",6893,6701,5215,5847,5045,5547,5558,6375,7353,5275
"NAT60_RS00490",2325,2209,1621,1960,1576,1794,1702,2066,2832,1942
"NAT60_RS00495",5140,4804,3861,4085,3468,3524,3175,3755,5608,4192
"NAT60_RS00500",546,613,418,574,468,462,436,505,734,506
"NAT60_RS00515",32,35,48,99,128,112,340,366,49,30
"NAT60_RS00520",21,30,46,109,101,101,297,314,31,14
"NAT60_RS00525",18601,15392,13131,16869,15235,16052,23464,25312,24572,15646
"NAT60_RS00530",13794,12015,11061,14855,12600,13708,17571,20211,21405,14217
"NAT60_RS00535",15745,15166,14992,16913,15192,15532,17521,20643,25067,16514
"NAT60_RS00540",8229,7347,7634,8215,6878,7241,7260,8581,11812,8191
"NAT60_RS00545",87,124,123,135,129,109,177,157,222,138
"NAT60_RS00550",48522,87589,81795,107184,108946,97445,44088,60000,262774,229651
"NAT60_RS00555",119,111,134,312,277,236,135,183,880,731
"NAT60_RS00560",50,66,61,167,157,115,80,82,559,376
"NAT60_RS00565",911,571,555,1356,1038,1094,593,798,5247,3973
"NAT60_RS00575",5,4,3,4,2,2,2,4,22,13
"NAT60_RS00580",47,57,47,41,59,54,48,53,84,65
"NAT60_RS00585",14,34,34,38,35,31,30,26,69,48
"NAT60_RS00590",254,232,270,405,440,358,590,545,430,300
"NAT60_RS00600",1043,646,523,676,649,620,792,899,1795,1134
"NAT60_RS00605",260,185,168,173,168,162,163,193,504,354
"NAT60_RS00610",5819,3292,2678,3012,2354,2465,2387,2557,9024,6276
"NAT60_RS00615",2604,1579,1071,1294,907,902,892,958,4186,2985
"NAT60_RS00625",371,249,115,142,127,104,75,94,449,255
"NAT60_RS00635",2261,1788,1667,1779,1609,1585,2043,2452,4056,2781
"NAT60_RS00640",4221,4021,3692,3842,3751,3611,4306,4840,10765,7040
"NAT60_RS00645",15119,8049,7175,6721,5612,6303,10945,11578,13735,10300
"NAT60_RS00665",4316,3412,3052,3391,3064,3116,3224,3437,6477,4974
"NAT60_RS00670",4098,2990,3368,3949,4493,4296,6576,6979,6694,4861
"NAT60_RS00675",2203,2271,2284,2763,2659,2917,5624,5609,2465,1616
"NAT60_RS00680",2891,2925,2004,1836,1665,1604,2319,2352,1418,935
"NAT60_RS00695",1366,1082,1171,1037,684,810,1135,1194,3954,2609
"NAT60_RS00705",2789,2504,2647,2051,1709,1804,2380,2630,8350,5493
"NAT60_RS00710",1135,967,941,892,831,855,1348,1376,2293,1488
"NAT60_RS00715",498,447,566,413,510,383,462,455,467,330
"NAT60_RS00720",4697,3012,2432,3105,3420,3104,2282,2671,3828,2413
"NAT60_RS00725",1154,893,950,1149,1012,1056,623,712,1277,1024
"NAT60_RS00730",31,28,40,53,74,73,130,144,54,24
"NAT60_RS00740",2156,2854,3309,2687,3001,2840,3439,3865,3750,2860
"NAT60_RS00745",184,68,44,101,85,81,87,87,163,133
"NAT60_RS00750",1015,418,314,533,464,442,503,573,1318,991
"NAT60_RS00755",273,145,66,136,103,91,109,122,349,273
"NAT60_RS00765",5234,4517,4144,4793,4169,4397,4133,4726,5271,3748
"NAT60_RS00775",916,681,800,765,713,582,543,609,1035,843
"NAT60_RS00780",965,768,957,895,653,703,545,618,1231,1054
"NAT60_RS00790",577,424,534,521,447,406,270,387,960,787
"NAT60_RS00810",1445,472,640,2913,2962,3229,3330,3580,4507,3653
"NAT60_RS00815",597,294,380,1476,1595,1509,2450,2783,3697,2626
"NAT60_RS00820",374,157,148,645,570,635,802,864,2190,1786
"NAT60_RS00825",640,290,366,1171,1067,1034,1132,1381,4012,3132
"NAT60_RS00830",637,290,305,1047,989,926,962,1080,3139,2571
"NAT60_RS00835",235,301,500,238,200,203,294,333,1129,841
"NAT60_RS00840",60,69,131,69,71,61,79,96,367,265
"NAT60_RS00845",383,415,633,268,253,253,299,358,1367,961
"NAT60_RS00850",176,208,305,122,97,104,90,164,585,447
"NAT60_RS00855",185,252,281,123,104,112,126,143,744,443
"NAT60_RS00860",182,183,177,173,90,124,73,118,512,382
"NAT60_RS00875",1252,808,1027,494,374,433,1051,1031,592,420
"NAT60_RS00890",183,84,69,54,41,53,82,77,252,201
"NAT60_RS00895",506,247,181,198,133,152,253,253,1006,765
"NAT60_RS00900",158,63,49,61,53,67,99,105,463,348
"NAT60_RS00915",307,104,115,89,69,72,185,174,650,540
"NAT60_RS00930",145,68,43,52,52,53,58,89,189,165
"NAT60_RS00935",116,67,56,38,41,56,64,65,242,178
"NAT60_RS00940",1525,869,604,633,575,662,547,648,5117,3843
"NAT60_RS00950",1723,1826,2507,6274,6759,6728,11222,11554,1517,1192
"NAT60_RS00970",381,245,199,304,384,345,568,556,654,453
"NAT60_RS00980",985,762,751,804,817,768,1418,1340,1749,1287
"NAT60_RS00985",2245,1667,1722,1738,1586,1781,3357,3398,3404,2287
"NAT60_RS00990",2509,1825,2794,1769,1926,1688,2384,2225,2609,1687
"NAT60_RS00995",235,233,254,250,243,250,217,248,289,205
"NAT60_RS01000",404,325,269,293,323,313,243,279,329,234
"NAT60_RS01015",470,505,660,596,848,701,1587,1684,532,354
"NAT60_RS01020",2358,1994,2462,2811,3375,3364,6135,6188,2999,2151
"NAT60_RS01025",936,628,639,1089,1296,1332,2809,2864,536,410
"NAT60_RS01030",1051,762,691,1276,1412,1524,2699,2751,739,513
"NAT60_RS01035",632,448,546,770,819,871,1492,1699,522,346
"NAT60_RS01040",876,659,785,1001,1144,1101,1787,1925,621,471
"NAT60_RS01045",1409,613,265,367,236,279,174,199,464,368
"NAT60_RS01065",3671,1689,1816,6375,9686,8883,13681,14237,3223,2295
"NAT60_RS01070",231,143,134,1487,2328,2185,3331,3495,423,275
"NAT60_RS01075",8980,6555,7172,7246,7018,7075,9021,9618,10295,7240
"NAT60_RS01085",17103,10224,7600,8354,7963,8064,8181,8765,10297,7325
"NAT60_RS01100",1329,1056,951,709,625,649,971,989,1683,1299
"NAT60_RS01110",461,471,482,435,377,410,639,701,1304,957
"NAT60_RS01115",2933,3105,3350,2940,2709,2813,4578,4796,9104,5894
"NAT60_RS01120",5128,4582,4844,3687,4223,4212,6499,7081,3755,2463
"NAT60_RS01125",20,17,19,16,15,15,23,26,54,28
"NAT60_RS01165",2152,1629,1619,1969,1744,1800,1427,1560,3161,2336
"NAT60_RS01170",1704,1102,945,962,796,889,863,934,2753,2099
"NAT60_RS01175",427,304,379,437,488,389,463,504,534,439
"NAT60_RS01180",55,47,45,67,57,59,50,68,68,41
"NAT60_RS01185",783,748,1262,1103,1330,1350,7133,6141,1938,1325
"NAT60_RS01195",830,608,1382,2130,2366,2261,3523,3865,8156,5304
"NAT60_RS01200",468,371,855,1428,1717,1580,1820,2084,5823,3912
"NAT60_RS01205",1591,1311,2556,3890,4589,4098,4135,4738,15424,11138
"NAT60_RS01215",4,7,5,16,14,13,43,61,18,16
"NAT60_RS01220",717,222,165,132,125,144,314,332,344,279
