gene_id,WT1,WT2,A1,A2
PA14_RS29485,1,1,1,1
PA14_RS29490,0,0,3,2
PA14_RS29495,6,1,11,9
PA14_RS29500,0,0,8,6
PA14_RS29505,102,94,472,476
PA14_RS29510,8,7,42,42
PA14_RS29515,415,263,1211,1585
PA14_RS29520,844,580,1784,1802
PA14_RS29525,5,6,20,17
PA14_RS29530,5,1,17,18
PA14_RS29535,4,1,7,13
PA14_RS29540,36,28,141,177
PA14_RS29545,25,25,98,93
PA14_RS29550,21,12,57,53
PA14_RS29555,13,4,31,38
PA14_RS29560,33,30,334,307
PA14_RS29565,27,22,536,542
PA14_RS29570,474,292,1232,1249
PA14_RS29575,1,1,11,15
PA14_RS29580,1,5,26,20
PA14_RS29585,3,1,11,12
PA14_RS29590,0,3,6,10
PA14_RS29595,20,8,12,21
PA14_RS29600,0,4,8,5
PA14_RS29605,9,5,57,60
PA14_RS29610,10,18,41,51
PA14_RS29615,13,10,37,74
PA14_RS29620,3,0,3,1
PA14_RS29625,31,20,150,147
PA14_RS29630,9,4,22,36
PA14_RS29635,3,1,13,11
PA14_RS29640,34,16,71,73
PA14_RS29645,17,8,52,58
PA14_RS29650,7,2,43,36
PA14_RS29655,3,2,8,10
PA14_RS29660,7,1,12,16
PA14_RS29665,42,35,117,149
PA14_RS29670,40,26,84,82
PA14_RS29675,9,3,20,4
PA14_RS29680,0,0,7,1
PA14_RS29685,4,2,30,22
PA14_RS29690,55,38,241,234
PA14_RS29695,5,1,14,19
PA14_RS29700,0,1,2,4
PA14_RS29705,4,2,2,3
PA14_RS29710,2,2,67,50
PA14_RS29715,3,1,15,22
PA14_RS29720,3,0,4,6
PA14_RS29725,0,0,1,0
PA14_RS29730,2,4,23,31
PA14_RS29735,4,0,9,17
PA14_RS29740,6,4,20,31
PA14_RS29745,3,5,5,6
PA14_RS29750,3,0,8,8
PA14_RS29755,0,0,3,0
PA14_RS29760,1,1,1,0
PA14_RS29765,11,9,31,42
PA14_RS29770,1,1,14,19
PA14_RS29775,12,2,48,26
PA14_RS29780,52,30,198,193
PA14_RS29785,1,4,10,10
PA14_RS29790,2,1,10,12
PA14_RS29795,0,0,4,6
PA14_RS29800,0,0,8,5
PA14_RS29805,1,1,8,11
PA14_RS29810,0,0,2,0
PA14_RS29815,6,6,51,38
PA14_RS29820,8,1,29,15
PA14_RS29825,4,2,17,24
PA14_RS29830,1,0,6,7
PA14_RS29835,0,0,5,6
PA14_RS29840,4,1,3,3
PA14_RS29845,49,22,47,67
PA14_RS29850,12,7,13,11
PA14_RS29855,7,3,13,31
PA14_RS29860,10,6,22,20
PA14_RS29865,5,2,9,5
PA14_RS29870,2,6,30,34
PA14_RS29880,0,3,17,16
PA14_RS29885,16,4,21,27
PA14_RS29890,2,5,17,8
PA14_RS29895,4,3,6,12
PA14_RS29910,773,631,1735,1954
PA14_RS29915,2233,1363,2208,2579
PA14_RS29920,2295,1432,3414,3309
PA14_RS29940,1,4,7,7
PA14_RS29980,18,18,75,52
PA14_RS29985,9,10,39,58
PA14_RS30070,3,2,7,6
PA14_RS30075,1,0,0,7
PA14_RS30125,0,0,1,6
PA14_RS30135,393,288,869,1073
PA14_RS30145,30,31,58,68
PA14_RS30150,140,97,262,260
PA14_RS30155,4,7,28,36
PA14_RS30160,4,6,11,21
PA14_RS30210,0,0,0,2
PA14_RS30215,330,235,1193,1269
PA14_RS30250,226,136,516,472
PA14_RS30260,2,3,10,11
PA14_RS30265,14,11,41,35
PA14_RS30270,10,5,60,63
PA14_RS30280,17,2,61,66
PA14_RS30285,13,4,53,52
PA14_RS30290,3,2,6,9
PA14_RS30295,36,31,68,75
PA14_RS30345,41,24,1428,1258
PA14_RS30445,6,3,27,50
PA14_RS30455,7,9,155,134
PA14_RS30465,157,98,746,909
PA14_RS30470,97,58,497,621
PA14_RS30505,78,57,168,206
PA14_RS30515,35,27,71,97
PA14_RS30595,432,327,660,799
PA14_RS30605,8,9,62,48
PA14_RS30640,4,2,345,354
PA14_RS30650,61,47,184,191
PA14_RS30665,0,0,1,2
PA14_RS30675,1,8,10,20
PA14_RS30680,3,2,0,2
PA14_RS30690,2,4,9,7
PA14_RS30715,0,0,9,1
PA14_RS30740,0,0,1,0
PA14_RS30760,401,315,1320,1509
PA14_RS30770,1320,792,2622,2413
PA14_RS30775,7,8,33,35
PA14_RS30825,182,122,481,606
PA14_RS30830,46581,33649,79016,87721
PA14_RS30840,1146,809,1647,1795
PA14_RS30845,263,199,294,317
PA14_RS30850,134,91,278,256
PA14_RS30855,217,138,245,285
PA14_RS30865,7,12,550,510
PA14_RS30890,2,0,2,20
PA14_RS30905,11,13,18,20
PA14_RS30910,156,92,415,497
PA14_RS30930,242,186,1251,1125
PA14_RS30935,0,0,28,12
PA14_RS30940,231,133,640,677
PA14_RS30945,4,3,43,72
PA14_RS30950,2,1,16,17
PA14_RS30955,18,20,162,139
PA14_RS30960,34,23,122,97
PA14_RS30970,86,39,247,254
PA14_RS30975,9,4,64,64
PA14_RS30990,111,71,69,60
PA14_RS30995,0,3,28,25
PA14_RS31050,4,1,21,16
PA14_RS31055,9,8,42,45
PA14_RS31070,1610,1800,3114,3376
PA14_RS31075,0,3,0,3
PA14_RS31150,1053,775,2428,2818
PA14_RS31155,0,0,4,1
PA14_RS31160,208,141,468,583
PA14_RS31165,404,309,850,1059
PA14_RS31175,0,0,17,8
PA14_RS31185,122,91,209,204
PA14_RS31195,14,13,67,75
PA14_RS31200,44,22,87,129
PA14_RS31205,11,10,24,40
PA14_RS31215,5,1,6,9
PA14_RS31220,5,5,49,36
PA14_RS31225,0,0,19,19
PA14_RS31230,8,8,50,63
PA14_RS31235,3,5,34,40
PA14_RS31265,20,15,89,93
PA14_RS31275,12,9,31,29
PA14_RS31290,9,8,32,22
PA14_RS31295,8,7,10,9
PA14_RS31315,8,14,40,49
PA14_RS31320,858,574,1157,1463
PA14_RS31325,46,36,136,84
PA14_RS31330,5,4,15,29
PA14_RS31340,3,0,16,5
PA14_RS31345,5,6,91,85
PA14_RS31350,11,9,21,43
PA14_RS31355,0,0,2,2
PA14_RS31360,119,102,240,237
PA14_RS31370,4,3,5,4
PA14_RS31375,1,0,22,20
PA14_RS31380,21,12,19,18
PA14_RS31395,0,0,0,3
PA14_RS31400,52,45,360,399
PA14_RS31405,0,3,2,4
PA14_RS31410,0,0,2,1
PA14_RS31420,5,1,1,0
PA14_RS31425,0,0,4,4
PA14_RS31430,5,2,15,15
PA14_RS31435,0,0,0,1
PA14_RS31440,0,1,0,2
PA14_RS31445,0,0,2,1
PA14_RS31455,25,22,384,448
PA14_RS31465,16,11,53,62
PA14_RS31470,219,133,142,138
PA14_RS31475,3939,2824,8467,9299
PA14_RS31480,6,2,27,30
PA14_RS31485,3,3,41,41
PA14_RS31490,6,3,30,25
PA14_RS31500,5,6,63,51
PA14_RS31505,8,11,7,12
PA14_RS31510,5,5,3,3
PA14_RS31515,1,0,2,2
PA14_RS31520,584,416,937,1131
PA14_RS31525,22,14,209,261
PA14_RS31535,0,0,0,1
PA14_RS31540,112,58,789,857
PA14_RS31545,9,7,98,110
PA14_RS31550,18,7,75,81
PA14_RS31560,2290,1720,6103,5174
PA14_RS31565,0,0,1,0
PA14_RS31570,37,42,351,308
PA14_RS31575,0,1,5,18
PA14_RS31580,30,18,626,647
PA14_RS31585,2,5,24,19
PA14_RS31590,20,9,73,67
PA14_RS31595,72,61,316,278
PA14_RS31605,158,89,42,71
PA14_RS31610,107,63,61,40
PA14_RS31620,0,1,32,11
PA14_RS31625,0,0,2,1
PA14_RS31630,23,14,9,21
PA14_RS31635,10,7,18,23
PA14_RS31640,9,9,11,8
PA14_RS31645,7,6,16,18
PA14_RS31650,95,69,266,343
PA14_RS31660,68,30,222,186
PA14_RS31665,0,0,2,0
PA14_RS31670,83,71,43,54
PA14_RS31675,1,0,3,0
PA14_RS31680,47,40,303,298
PA14_RS31685,0,0,2,1
