"gene_id","AllFR1_S28_L001","AllFR2_S99","AllFR3_S34_L001","F1R1_S25_L001","F1R2_S96","F1R3_S31_L001","F2R1_S26_L001","F2R2_S97","F2R3_S32_L001","F3R1_S27_L001","F3R2_S98","F3R3_S33_L001","FAR1_S29_L001","FAR2_S94","FAR3_S35_L001","P1R1_S30_L001","P1R2_S95","P1R3_S36_L001"
"PA14_10530",310,1762,4479,3418,13229,3706,3629,10589,5910,3645,6845,6011,15061,11726,13914,12648,12984,13156
"PA14_10540",247,1177,2278,2370,9593,2420,2585,7206,4084,2634,4423,3412,12231,9574,10989,13667,10756,12476
"PA14_10550",427,2909,5948,7026,25653,6613,7124,17344,10346,6749,12362,10124,20320,21128,21690,18109,20046,18774
"PA14_10560",238,1035,2727,3511,9591,2840,3957,7445,4247,3494,5816,4995,9745,8533,9659,8820,8477,9969
"PA14_10570",0,16,12,14,88,24,51,67,34,18,55,29,102,88,94,87,122,105
"PA14_10590",0,0,0,0,23,5,2,12,9,7,7,3,25,10,19,27,19,27
"PA14_10600",2,9,20,41,90,14,23,56,23,16,48,23,53,43,41,48,40,34
"PA14_10610",0,6,4,4,15,4,0,26,7,11,12,8,62,19,46,40,42,44
"PA14_10620",0,15,20,15,56,9,13,45,21,10,36,43,116,79,91,87,80,82
"PA14_10630",0,15,17,29,104,41,35,74,45,29,43,31,140,73,83,124,98,111
"PA14_10640",2,11,6,4,25,0,5,21,20,17,22,5,40,28,29,38,29,31
"PA14_10650",0,9,5,5,9,4,26,23,14,10,2,5,22,15,15,29,18,18
"PA14_10660",8,15,64,17,66,33,53,104,59,43,78,62,100,83,80,116,80,106
"PA14_10670",0,12,17,22,77,22,37,103,30,51,54,37,90,94,81,138,139,108
"PA14_10680",7,49,153,78,256,107,109,276,163,84,202,191,461,394,459,345,408,315
"PA14_10700",181,896,2035,2188,6925,1895,1604,4648,2411,1839,3333,2718,9245,6223,7648,7964,8311,6760
"PA14_10710",10,121,249,295,1142,251,182,829,398,278,506,400,2385,1725,2277,1833,1976,1465
"PA14_10730",36,158,234,277,1233,249,221,718,385,312,573,406,1451,1026,1160,1302,1198,991
"PA14_10740",1,31,45,56,149,36,56,187,49,36,131,69,412,166,321,560,474,452
"PA14_10750",5,12,51,42,93,44,15,103,50,54,68,48,142,122,85,136,103,127
"PA14_10770",134,510,1351,1830,5190,1303,1258,3175,1553,1401,2929,2294,4614,3902,4089,3504,4149,3275
"PA14_10780",11,64,197,185,464,134,148,392,249,160,248,270,384,473,337,287,408,236
"PA14_10790",0,13,27,36,142,23,13,76,27,34,58,47,183,138,121,250,199,179
"PA14_10800",14,94,147,277,639,184,316,621,275,232,392,247,437,432,347,634,497,508
"PA14_10820",25,186,423,314,1151,398,365,915,572,301,610,645,1235,979,1071,840,1167,681
"PA14_10830",29,127,252,286,810,221,246,600,366,160,446,384,671,580,527,643,594,502
"PA14_10840",3,29,60,93,328,83,89,256,115,110,125,156,219,167,158,197,200,146
"PA14_10850",1,32,19,43,107,20,94,104,41,76,83,37,495,151,135,475,169,156
"PA14_10870",0,2,5,3,7,2,0,11,4,1,15,2,15,15,25,17,8,18
"PA14_10890",0,1,1,1,5,0,0,2,0,0,0,4,8,3,1,3,0,3
"PA14_10900",0,0,6,0,7,1,0,3,0,0,1,2,5,2,3,4,5,3
"PA14_10910",2,0,17,5,9,4,0,15,6,11,8,9,63,26,67,28,61,28
"PA14_10920",0,0,0,0,6,1,0,5,1,1,4,0,5,5,2,2,4,3
"PA14_10940",5,38,128,94,317,99,111,288,161,125,198,163,301,287,283,267,270,209
"PA14_10950",0,0,3,5,43,3,25,19,20,7,10,15,62,41,47,71,41,41
"PA14_10960",0,1,13,11,41,3,20,27,8,6,10,5,56,34,32,44,43,20
"PA14_10970",0,4,6,4,18,8,3,23,11,21,12,9,32,23,25,33,20,14
"PA14_10980",7,10,36,20,84,52,22,99,47,28,57,53,119,104,117,111,148,107
"PA14_10990",0,0,4,7,10,1,6,5,3,14,11,6,54,13,9,42,14,15
"PA14_11000",4,6,10,15,26,17,28,28,9,27,20,10,125,42,45,119,58,40
"PA14_11010",0,3,12,24,76,15,22,35,19,17,34,20,200,70,92,277,209,141
"PA14_11020",0,1,0,10,6,2,0,5,2,3,0,7,12,6,5,9,9,13
"PA14_11030",0,2,2,7,17,2,8,13,6,7,3,7,22,20,17,21,15,17
"PA14_11050",0,3,6,1,3,3,0,12,0,3,5,2,5,5,7,17,7,12
"PA14_11060",0,0,1,1,55,10,17,41,13,13,21,15,67,28,62,90,96,69
"PA14_11070",0,4,0,4,23,5,4,21,3,13,15,11,22,13,28,31,26,21
"PA14_11080",0,17,17,26,48,15,11,45,35,19,46,32,86,63,75,50,87,52
"PA14_11090",0,1,0,0,8,0,3,5,0,0,6,2,6,10,11,5,7,5
"PA14_11100",0,22,21,64,236,24,33,151,53,38,121,53,165,150,123,178,190,145
"PA14_11110",0,9,20,26,73,16,22,35,14,15,25,16,62,62,61,67,65,59
"PA14_11120",6,70,136,73,389,139,159,358,271,105,260,202,313,261,252,332,266,263
"PA14_11130",115,1222,1379,2841,11151,1931,1965,5711,2502,2774,4540,2927,8063,8213,6508,7069,7605,6752
"PA14_11140",515,4767,5270,10754,48854,7700,7355,22790,8648,11981,18890,11653,48482,48624,37770,48375,50213,45453
"PA14_11150",5,10,26,12,96,12,40,82,16,27,43,36,66,80,43,71,48,52
"PA14_11160",0,7,16,18,80,7,33,65,16,20,40,25,78,59,48,89,66,48
"PA14_11170",23,109,225,427,1098,263,397,792,372,293,623,389,557,679,494,670,656,769
"PA14_11180",1,12,40,18,86,27,32,62,31,14,37,46,123,77,84,138,110,107
"PA14_11190",11,67,85,205,403,55,426,380,169,286,200,160,778,258,264,702,287,266
"PA14_11210",9,13,22,75,148,28,148,150,47,100,82,61,244,123,98,181,108,79
"PA14_11230",0,9,21,25,74,16,71,72,27,35,37,27,86,47,49,59,46,29
"PA14_11240",3,38,105,86,269,101,108,267,142,79,198,152,324,254,251,234,260,275
"PA14_11250",38,109,124,170,642,182,158,484,202,238,288,233,1301,717,883,1363,961,756
"PA14_11260",7,101,200,217,689,187,207,514,227,240,431,321,776,493,573,712,621,630
"PA14_11270",109,1882,1865,2030,15808,2652,1962,9580,4486,3293,8009,5875,21829,13313,23580,19876,22470,15713
"PA14_11280",3,9,26,35,144,28,16,77,45,21,82,30,145,128,106,168,135,128
"PA14_11290",0,20,26,35,98,24,28,74,53,32,72,43,186,121,112,174,138,154
"PA14_11310",3,7,7,13,57,5,25,41,12,12,42,21,124,71,68,120,82,63
"PA14_11320",0,13,5,13,68,5,5,42,13,11,18,14,113,76,84,113,87,39
"PA14_11330",2,27,24,69,303,32,76,188,68,67,126,79,210,175,157,166,168,175
"PA14_11340",18,95,153,157,789,161,183,550,243,134,357,300,1220,917,1155,1312,1101,878
"PA14_11350",4,40,62,110,226,51,115,158,74,127,163,100,313,234,243,421,276,370
"PA14_11370",6,22,63,66,196,62,58,139,69,57,122,115,290,211,218,496,292,380
"PA14_11380",10,25,62,83,273,46,117,215,89,75,115,90,626,355,319,912,510,518
"PA14_11400",55,238,517,820,1927,516,891,1734,803,736,1184,806,2380,1769,1685,2168,2022,2145
"PA14_11410",5,26,34,57,164,43,31,115,65,56,89,77,250,165,195,284,206,265
"PA14_11420",10,31,86,84,296,66,42,251,106,110,154,136,436,348,356,500,359,441
"PA14_11430",5,113,291,187,810,235,276,643,362,287,491,350,1325,747,860,1825,1095,1242
"PA14_11450",39,71,244,178,742,197,238,491,278,216,416,329,1131,690,797,1372,922,1080
"PA14_11460",6,48,126,165,428,121,160,320,144,112,233,220,610,464,471,689,496,495
"PA14_11470",8,39,127,207,439,143,156,309,193,129,273,169,323,248,237,294,251,229
"PA14_11480",24,131,241,388,873,266,235,563,321,200,443,344,851,671,755,656,729,595
"PA14_11490",9,129,218,290,1113,231,254,730,385,236,497,371,833,873,758,447,718,453
"PA14_11510",19,82,183,244,826,184,244,628,405,192,312,253,1185,822,911,1075,777,626
"PA14_11520",24,67,196,187,416,144,194,383,253,126,248,206,555,343,384,472,280,391
"PA14_11530",24,46,137,117,291,97,138,272,174,92,170,154,347,257,301,284,236,265
"PA14_11550",40,152,339,381,1199,264,341,962,464,373,718,477,1985,1128,1382,2151,1705,1886
"PA14_11560",3,24,58,64,193,60,62,180,66,72,113,105,332,222,253,661,279,501
"PA14_11570",1,12,25,35,113,26,30,102,35,37,64,49,189,153,114,440,146,249
"PA14_11580",29,95,310,594,1350,360,325,732,370,405,579,536,1136,951,819,993,1055,1005
"PA14_11590",6,10,8,3,34,5,8,15,15,12,30,27,48,27,33,37,32,32
"PA14_11600",2,5,8,8,13,7,7,12,21,3,24,10,35,20,17,27,21,13
"PA14_11610",0,1,1,0,2,4,1,0,0,0,2,1,11,2,7,7,4,3
"PA14_11620",1,3,32,18,48,6,10,51,33,4,46,34,44,49,41,25,48,16
"PA14_11630",14,36,90,77,241,58,81,232,116,52,165,134,382,263,322,280,329,298
"PA14_11650",21,25,71,46,196,54,93,164,92,73,166,96,353,179,212,543,353,440
"PA14_11660",0,8,35,35,69,26,39,73,24,47,48,55,76,77,71,97,78,80
"PA14_11670",1,7,7,7,26,17,13,22,20,2,24,17,36,37,33,33,29,19
"PA14_11680",20,125,162,239,900,147,257,746,381,176,395,347,710,594,574,780,612,598
"PA14_11690",1,26,24,49,204,37,106,130,51,80,123,55,732,252,369,1536,633,728
"PA14_11700",6,14,51,61,157,53,33,142,44,40,78,70,381,172,254,449,320,410
"PA14_11720",7,45,71,95,292,103,75,242,104,74,98,130,554,267,333,629,456,441
"PA14_11730",5,37,90,97,278,84,80,215,99,73,164,122,234,217,193,250,217,232
"PA14_11740",11,68,244,132,589,196,190,458,284,173,319,332,949,644,802,774,828,670
"PA14_11750",16,41,61,122,422,81,109,308,170,144,214,142,776,290,392,936,604,663
"PA14_11760",13,41,156,156,522,148,130,336,186,171,325,225,529,485,442,535,545,518
"PA14_11770",7,35,114,116,404,77,81,246,127,103,203,160,652,377,467,739,553,564
"PA14_11790",0,7,29,32,89,15,25,89,40,21,44,51,146,102,134,131,149,108
"PA14_11810",36,197,238,309,1446,241,361,929,484,425,779,536,2328,1385,1790,2887,2366,2995
"PA14_11830",26,149,391,375,1206,334,454,1051,598,391,715,565,1519,1233,1487,1352,1577,1394
"PA14_11845",35,212,372,510,1530,350,679,1098,519,479,805,638,1649,1198,1115,1774,1306,1511
"PA14_11860",13,105,241,248,874,196,361,684,359,274,535,402,1019,700,756,790,807,838
"PA14_11880",2,28,100,92,259,63,92,192,95,65,179,130,355,255,262,216,254,237
"PA14_11890",74,420,1088,861,3685,974,615,1951,1044,681,1590,1322,2391,2319,2215,1954,2438,1841
"PA14_11900",16,88,118,180,522,150,149,339,187,140,260,214,567,428,444,623,591,477
"PA14_11910",2,143,128,177,1091,154,173,607,202,281,470,307,1263,816,697,1703,1028,949
"PA14_11920",15,45,82,175,421,121,130,240,115,185,206,162,302,258,159,336,234,250
"PA14_11930",18,47,167,325,659,149,254,403,209,302,377,266,666,476,422,706,540,586
"PA14_11940",47,276,505,802,1982,467,570,1363,668,743,1267,835,1482,1309,1115,1324,1246,1173
"PA14_11960",15,34,140,147,358,99,108,242,148,118,256,188,604,506,553,573,533,543
"PA14_11970",3,103,168,158,457,83,177,364,193,230,286,201,369,306,223,421,321,257
"PA14_11980",14,41,101,175,362,110,101,264,167,119,244,163,207,202,189,168,214,166
"PA14_11990",2,7,39,19,65,22,3,54,11,13,32,23,82,80,131,64,120,87
"PA14_12010",54,207,481,564,1409,386,542,848,490,548,775,610,2660,1137,1555,3055,1721,1777
"PA14_12020",42,159,359,706,1430,436,620,954,550,675,797,658,2286,1550,1365,2016,1466,1274
"PA14_12030",7,95,110,203,801,141,172,476,168,257,384,267,1235,641,866,1183,967,689
"PA14_12050",32,90,154,307,793,223,330,513,252,384,422,383,988,607,628,763,505,458
"PA14_12060",23,134,253,287,790,269,312,508,262,297,483,394,1117,545,708,793,637,539
"PA14_12070",35,200,284,483,1574,325,447,1064,544,422,784,527,1060,624,554,792,712,391
"PA14_12080",67,361,587,980,3023,704,835,1862,1115,746,1433,1043,2087,1393,1240,1937,1405,1228
"PA14_12090",42,234,311,490,1492,317,347,1084,485,468,832,666,2292,1118,1623,2117,2066,1794
"PA14_12100",73,462,610,919,4071,760,799,2391,1307,1054,1709,1481,4835,3101,3661,4059,3883,3170
"PA14_12110",23,142,248,320,1325,266,297,869,471,382,640,484,1944,966,1469,1556,1351,1112
"PA14_12120",79,451,638,878,3871,733,779,2399,1079,965,1781,1220,3209,2616,2203,2610,2336,1826
"PA14_12130",78,679,964,1318,5849,1064,1099,3689,1554,1443,2881,1858,4761,4469,3554,3735,3287,2919
"PA14_12140",18,95,188,178,675,130,246,485,247,204,312,252,901,825,741,523,776,627
"PA14_12150",1,15,23,34,83,27,16,65,30,18,67,44,102,49,74,84,85,85
"PA14_12160",4,137,205,306,983,216,279,588,290,240,419,281,1173,974,840,1517,1065,1077
"PA14_12170",0,0,0,0,2,0,3,1,1,0,1,3,2,2,1,3,2,5
"PA14_12180",0,2,2,1,17,0,6,21,3,7,9,4,48,17,30,73,56,55
"PA14_12200",22,100,248,271,654,213,211,407,220,301,459,385,1242,637,803,1163,775,994
"PA14_12210",14,126,216,274,1228,268,197,710,319,357,614,450,1372,926,890,1248,952,756
"PA14_12230",42,527,876,1144,3632,823,1221,2533,1106,1354,2169,1444,5306,2820,3166,6062,3816,4353
"PA14_12260",64,976,921,2753,7906,1598,1865,5566,1960,1684,3668,2005,3778,3917,2896,1891,3772,1583
"PA14_12270",14,23,82,163,342,89,93,232,89,100,168,114,373,343,324,405,305,379
"PA14_12280",12,51,71,73,300,77,98,242,108,139,156,137,548,360,361,671,400,489
"PA14_12300",28,240,276,305,2080,337,358,1277,605,375,851,585,2134,1228,1594,1429,1501,1072
"PA14_12310",32,259,322,327,2082,358,338,1263,615,353,843,613,2227,1371,1556,1378,1466,918
"PA14_12330",90,545,924,806,4482,903,735,2859,1420,791,1874,1545,5332,3438,4001,3029,3943,2374
"PA14_12350",19,67,133,283,620,164,152,410,242,242,365,283,812,463,539,1513,731,878
"PA14_12360",0,26,44,94,216,57,42,129,77,60,80,101,207,165,122,200,139,109
"PA14_12370",25,210,519,348,1554,369,302,1191,726,379,841,766,1592,2014,1606,907,1879,616
"PA14_12390",37,134,155,260,992,182,318,584,227,379,448,258,1462,884,862,1619,987,1228
"PA14_12400",4,22,48,56,160,30,48,100,49,41,94,56,446,194,281,469,316,320
"PA14_12410",5,72,133,158,387,77,183,333,143,169,177,136,559,497,434,947,531,706
"PA14_12420",94,499,961,928,3272,916,963,2679,1788,883,2081,1709,2912,2062,2415,2155,2438,1895
"PA14_12430",115,486,1025,850,3230,929,866,2554,1614,820,2219,1613,2416,1769,2173,1733,2166,1622
"PA14_12440",3,62,89,127,507,106,141,338,152,87,207,158,453,537,614,329,598,337
"PA14_12450",13,123,137,190,948,150,186,530,252,207,366,294,1136,1046,1110,1045,1124,960
"PA14_12470",11,42,30,88,386,86,88,235,108,78,152,94,257,281,210,198,263,174
"PA14_12490",12,113,157,214,839,184,178,544,260,260,328,240,1099,694,785,1081,926,901
"PA14_12530",7,17,66,31,182,45,39,172,72,37,122,73,342,218,318,390,377,349
"PA14_12540",9,35,71,104,336,64,98,280,139,119,222,135,319,241,253,451,350,449
"PA14_12550",0,8,10,10,46,14,8,32,21,11,19,13,54,49,62,33,43,35
"PA14_12560",29,100,124,151,701,151,128,585,230,100,363,228,699,877,507,334,537,149
"PA14_12570",1,29,43,44,202,25,51,134,60,68,82,86,277,117,167,319,245,242
"PA14_12590",14,10,54,60,143,31,84,129,91,27,72,90,202,193,182,135,204,167
"PA14_12610",18,27,73,115,275,80,113,201,114,77,129,111,406,268,311,441,356,323
"PA14_12620",24,84,90,136,360,87,90,228,130,91,172,113,731,327,447,1117,532,629
"PA14_12630",39,235,610,574,1695,519,638,1250,706,598,979,814,1339,1224,1147,1296,1319,1256
"PA14_12640",0,2,7,12,20,2,18,43,10,8,14,14,24,21,10,34,20,26
"PA14_12650",0,7,6,2,17,0,9,17,9,9,15,9,42,29,39,58,42,51
"PA14_12670",7,47,91,76,194,61,59,151,98,87,132,116,428,252,232,531,269,319
"PA14_12680",41,259,774,1219,2555,812,938,1738,936,927,1416,1308,1857,1547,1679,1490,1565,1424
"PA14_12690",2,42,133,87,406,118,79,280,123,128,203,168,627,544,434,660,572,413
"PA14_12700",1,3,11,13,43,22,16,27,15,16,29,22,91,66,37,148,63,91
"PA14_12710",0,4,21,17,35,9,8,29,8,1,19,25,47,34,45,58,38,35
"PA14_12730",1,1,1,1,24,4,21,10,4,1,6,11,37,25,36,80,26,30
"PA14_12740",17,98,209,248,1135,277,222,743,454,173,469,376,993,1254,1346,946,1131,769
"PA14_12750",3,46,105,110,375,116,97,250,182,61,201,164,434,349,452,287,387,232
"PA14_12760",49,140,298,473,1155,366,544,875,568,469,716,553,858,722,628,956,790,873
"PA14_12770",18,25,63,81,238,78,92,165,64,64,140,117,328,249,301,466,324,464
"PA14_12780",14,41,101,94,377,92,85,262,159,54,131,131,422,251,369,309,290,224
"PA14_12810",10,54,85,111,424,117,133,377,183,111,225,142,256,193,167,269,180,157
"PA14_12820",4,31,60,94,216,116,67,213,124,64,183,157,200,198,163,147,138,148
"PA14_12840",144,596,1447,1387,4212,1596,1222,3248,2006,1315,2573,2298,2544,3248,2547,2228,2941,2074
"PA14_12850",20,105,255,247,898,263,253,584,401,221,384,390,974,735,899,841,861,772
"PA14_12860",31,133,284,322,1037,264,362,796,497,335,606,448,951,892,899,849,927,823
"PA14_12870",18,20,73,45,240,57,29,138,121,72,122,113,262,199,234,268,298,205
"PA14_12890",1,3,18,20,54,17,11,70,33,33,52,45,92,70,118,130,86,102
"PA14_12900",35,333,466,796,2515,472,478,1770,599,737,1259,741,4082,1529,2239,6923,3982,3339
"PA14_12910",0,2,2,0,9,7,7,29,17,5,20,15,34,28,20,32,40,19
"PA14_12920",0,6,26,20,37,6,15,32,28,22,32,38,65,61,45,126,84,122
"PA14_12940",0,7,12,14,31,16,16,16,22,21,8,30,86,33,47,80,29,78
"PA14_12960",3,2,5,30,32,20,14,7,19,27,9,37,88,28,67,65,28,79
"PA14_12970",3,7,1,3,8,5,8,6,6,4,4,8,28,6,39,28,11,48
"PA14_12980",49,211,369,610,1608,353,384,1030,424,553,872,530,1690,1194,1159,2161,1632,1763
"PA14_12990",29,24,56,160,112,59,305,113,137,146,84,120,727,139,335,641,138,203
"PA14_13000",2,27,37,40,141,25,67,98,51,45,107,67,261,326,202,222,298,186
"PA14_13010",11,57,30,68,311,53,77,259,87,65,233,48,311,396,181,600,772,310
"PA14_13030",119,881,1657,2089,8195,2039,1818,5489,3112,1717,3532,2805,7907,5682,6334,6768,6537,5490
"PA14_13040",190,706,1429,1907,6571,1718,1756,4333,2130,1687,2844,2615,6496,4510,4969,5753,5338,5139
"PA14_13050",20,73,114,191,662,181,159,430,252,148,264,281,1226,597,900,1293,1185,1031
"PA14_13060",2,16,56,27,127,32,54,110,42,30,47,46,177,115,159,174,196,127
"PA14_13070",3,5,26,63,82,17,11,67,30,25,60,31,97,72,66,90,67,91
"PA14_13090",6,54,115,101,463,68,156,387,156,149,280,183,572,435,380,839,553,682
"PA14_13110",23,195,301,572,1699,273,454,1082,328,662,909,493,2317,1057,939,2598,1596,1654
"PA14_13130",91,453,497,926,3393,515,1005,2425,711,1191,1838,1012,4843,2555,2305,5732,3837,3633
"PA14_13140",49,253,278,425,2250,258,440,1417,405,560,1065,561,3843,2088,2305,3977,3022,2542
"PA14_13150",170,884,2038,2074,7189,2009,1947,4752,2724,1955,3818,3307,5418,5663,5079,5023,6018,5216
"PA14_13170",5,116,101,303,762,173,244,440,220,241,351,295,1266,883,982,1131,889,876
"PA14_13190",31,306,441,416,2905,576,647,2177,1072,397,966,881,3422,2865,3218,2797,3533,2555
"PA14_13200",3,31,55,81,216,65,107,185,119,48,109,100,285,200,247,245,254,227
"PA14_13210",12,117,185,189,472,184,99,361,123,150,316,222,733,619,485,329,485,251
"PA14_13220",2,11,14,19,53,9,23,48,29,29,47,31,95,41,66,150,111,104
"PA14_13230",6,74,72,131,653,132,178,406,190,136,295,177,706,405,422,718,584,472
"PA14_13240",11,93,110,187,803,147,227,526,251,204,383,254,614,358,388,560,402,489
"PA14_13250",1,62,54,113,510,110,104,323,164,117,262,154,548,313,366,485,359,461
"PA14_13260",1,17,12,11,47,23,18,32,32,18,38,14,71,61,61,49,65,47
"PA14_13280",1,4,1,3,35,9,6,34,9,9,15,3,45,38,38,22,50,35
"PA14_13290",0,2,1,27,47,9,19,26,17,33,17,26,158,85,96,177,80,106
"PA14_13300",0,9,27,51,104,27,44,44,22,55,56,70,300,163,197,273,145,182
"PA14_13320",3,6,22,55,121,34,39,46,42,57,77,75,177,123,178,163,130,113
"PA14_13330",1,16,48,33,96,30,28,71,30,33,82,49,168,96,89,165,140,86
"PA14_13340",1,37,61,85,326,49,30,191,70,73,179,114,443,364,306,532,368,372
"PA14_13350",35,228,528,476,1528,414,481,1189,782,494,768,781,1201,982,929,1231,1137,1057
"PA14_13360",30,164,329,313,1185,317,311,890,590,372,588,525,1316,1123,1035,1218,1250,1050
"PA14_13370",20,128,230,239,776,206,239,614,342,227,402,353,1020,749,768,952,858,762
"PA14_13380",31,155,267,351,990,221,362,785,385,283,526,410,1315,1105,1016,1330,1263,1150
"PA14_13390",51,131,313,253,588,180,235,584,284,202,352,326,1195,1020,1104,1622,1387,1610
"PA14_13410",44,122,312,364,843,265,395,629,372,316,626,469,929,510,417,1212,689,819
"PA14_13420",3,44,54,93,388,56,75,258,127,75,155,88,551,308,380,670,473,519
"PA14_13430",1,0,3,5,19,6,7,21,7,13,24,12,42,31,26,37,49,22
"PA14_13450",0,1,1,5,23,7,7,17,8,3,28,14,46,26,30,36,34,28
"PA14_13460",0,4,8,22,40,6,11,41,16,18,34,19,51,29,33,63,51,34
"PA14_13470",10,22,49,41,155,45,72,107,50,39,75,53,209,157,153,217,201,196
"PA14_13490",0,4,10,18,33,8,14,32,16,11,24,10,42,28,28,52,40,31
"PA14_13500",9,13,56,47,143,46,41,81,41,61,100,86,195,123,145,240,157,201
"PA14_13510",7,23,34,45,206,47,50,110,69,57,99,71,188,150,149,245,204,159
"PA14_13520",1,10,53,34,102,33,75,99,67,53,56,49,112,83,81,120,98,88
"PA14_13530",0,7,32,12,29,18,15,19,20,28,14,13,62,41,47,49,48,34
"PA14_13560",0,1,3,11,27,2,12,20,13,9,20,10,24,19,33,25,26,23
"PA14_13580",38,183,279,421,1752,384,146,684,300,203,479,343,1275,1057,1164,1240,1326,1312
"PA14_13590",12,79,106,195,745,201,117,265,151,111,177,154,594,480,626,655,683,677
"PA14_13600",24,79,193,168,788,242,73,348,197,105,228,135,628,558,647,657,655,766
"PA14_13610",13,52,150,135,519,164,88,239,147,64,123,147,528,365,472,498,503,507
"PA14_13620",7,31,44,67,130,33,42,117,60,52,88,88,152,99,99,192,102,173
"PA14_13630",1,16,29,62,276,31,60,167,51,58,84,56,222,148,168,305,216,224
"PA14_13650",10,42,52,86,226,66,105,170,60,97,151,121,266,223,187,407,228,301
"PA14_13660",0,6,1,0,5,1,0,7,2,1,4,6,11,10,6,17,17,8
"PA14_13670",0,7,9,6,27,2,3,23,0,10,21,13,54,33,37,66,42,34
"PA14_13680",8,11,78,61,236,84,69,143,88,82,185,126,365,274,295,419,351,285
"PA14_13690",13,43,91,136,390,97,77,249,78,146,234,196,662,433,470,767,635,678
"PA14_13710",3,25,90,104,233,75,54,143,56,93,145,113,449,216,281,565,413,371
"PA14_13720",10,33,125,110,261,70,161,225,110,114,168,130,459,326,347,614,364,364
"PA14_13730",15,92,239,162,589,220,183,379,255,136,329,370,659,661,787,552,711,477
"PA14_13740",28,123,286,265,738,344,182,564,405,190,331,418,992,918,889,789,794,512
"PA14_13750",2,17,13,17,24,5,2,7,8,3,10,14,20,14,22,28,18,17
"PA14_13770",0,10,0,5,13,0,4,6,3,11,11,2,30,18,34,43,17,26
"PA14_13780",3,24,27,38,91,29,17,64,42,28,57,45,161,107,119,139,113,131
"PA14_13800",3,20,30,29,157,32,63,111,66,54,122,58,155,130,102,122,99,125
"PA14_13810",0,2,2,16,25,3,17,29,24,23,25,13,65,26,34,37,38,44
"PA14_13830",0,3,9,9,16,4,0,17,15,11,14,13,46,19,37,35,22,27
"PA14_13840",2,1,17,13,78,13,9,38,21,51,49,37,63,54,60,70,56,31
"PA14_13850",0,10,27,9,58,9,18,36,26,39,27,18,58,45,47,57,53,46
"PA14_13860",3,14,75,68,177,57,37,148,133,70,116,103,151,130,128,161,106,134
"PA14_13870",1,12,41,34,106,28,24,90,52,29,63,49,69,52,42,92,65,68
"PA14_13880",1,0,0,2,8,8,0,5,2,4,3,3,11,6,12,10,10,5
"PA14_13890",2,10,24,23,74,27,15,83,50,37,39,45,87,51,65,79,76,51
"PA14_13900",0,10,35,30,148,34,38,106,67,51,61,68,133,102,132,170,115,122
"PA14_13910",0,1,4,2,49,16,10,33,13,16,36,32,64,39,64,90,59,65
"PA14_13920",0,0,1,5,12,2,2,19,6,3,14,1,14,9,11,5,6,5
"PA14_13940",4,96,74,113,709,119,170,520,263,131,237,196,455,269,326,526,573,351
"PA14_13950",1,120,76,100,708,135,148,646,287,125,258,189,295,160,223,237,284,134
"PA14_13960",0,4,19,15,32,14,8,52,26,21,41,31,29,25,27,11,39,15
"PA14_13970",0,17,30,33,51,23,10,82,41,26,69,31,55,47,50,24,69,18
"PA14_13990",35,109,261,267,950,229,368,821,516,424,509,474,803,561,523,797,662,577
"PA14_14000",3,10,19,27,97,28,23,95,30,37,79,39,215,104,138,264,163,196
"PA14_14010",4,66,30,42,227,45,78,181,81,80,132,60,571,272,268,590,362,374
