gene_id,LawnControl1,LawnControl2,LawnControl3,PhoenixColony1,PhoenixColony2,PhoenixColony3,Edge1,Edge2,Edge3,Outer1,Outer2,Outer3,VBNC1,VBNC2,VBNC3
PA2896,7,13,12,2,15,0,6,21,7,1,11,7,7,16,2
PA2897,12,10,12,4,14,8,0,24,1,1,4,5,4,0,0
PA2898,2,7,4,15,0,3,0,8,0,0,1,3,6,0,0
PA2899,27,12,14,20,45,2,4,46,9,0,2,2,13,1,23
PA2900,92,41,70,51,96,11,6,86,11,6,12,7,74,0,16
PA2901,25,9,22,21,0,12,0,40,6,0,0,0,8,0,0
PA2902,9,3,4,0,25,0,0,23,0,1,3,12,10,13,19
PA2903,36,3,14,8,11,7,1,103,15,0,0,1,22,26,9
PA2904,18,45,24,23,23,17,7,55,15,23,56,52,24,12,15
PA2905,24,6,4,0,0,11,1,26,12,0,0,1,25,0,1
PA2906,38,16,15,50,53,23,11,48,10,14,64,72,65,0,21
PA2907,68,27,29,40,4,19,4,48,11,7,27,23,74,3,35
PA2908,6,0,2,9,0,1,0,7,0,0,0,0,0,23,0
PA2909,59,87,34,65,59,59,41,141,37,68,369,254,121,59,35
PA2910,10,7,11,24,35,17,1,36,2,2,3,1,3,0,7
PA2911,22,6,19,0,34,13,0,40,8,1,1,2,18,46,6
PA2912,24,10,6,24,0,4,0,28,5,0,1,3,24,17,6
PA2913,31,7,24,0,55,24,0,37,11,1,0,1,12,28,7
PA2914,10,2,16,0,0,30,0,30,12,0,3,3,27,5,12
PA2915,42,19,21,16,65,27,2,73,8,0,5,2,32,30,11
PA2916,34,17,43,22,91,37,4,67,9,4,24,7,33,28,9
PA2917,16,3,4,14,0,15,1,28,2,0,4,6,14,18,9
PA2918,10,10,10,15,23,1,2,32,2,1,7,1,13,2,0
PA2919,19,38,12,24,15,10,9,85,13,6,33,26,50,55,17
PA2920,79,57,56,45,63,14,19,34,7,13,47,23,44,20,24
PA2921,41,19,23,21,82,20,3,72,8,5,12,7,17,21,26
PA2922,32,17,19,45,4,28,1,52,4,0,1,0,37,0,18
PA2923,40,13,20,9,25,15,5,55,9,7,3,2,34,16,5
PA2924,70,45,34,35,7,19,2,31,10,5,8,6,40,29,11
PA2925,43,19,15,8,9,9,0,77,19,0,5,3,27,57,23
PA2926,186,178,183,1132,1673,724,1377,3618,1527,1887,7801,2318,1365,1433,649
PA2927,57,12,33,23,16,21,3,77,26,6,17,8,54,19,24
PA2928,116,73,85,115,85,57,13,139,18,18,171,161,90,106,37
PA2929,16,10,17,32,38,8,12,50,6,7,5,10,9,35,13
PA2930,9,3,4,15,1,6,0,15,5,0,1,9,0,24,0
PA2931,7,9,7,13,16,28,6,42,8,11,35,39,26,24,11
PA2932,27,16,11,12,35,4,5,25,2,4,19,25,21,13,13
PA2933,58,46,49,29,8,21,6,42,11,2,6,6,7,0,45
PA2934,75,39,63,90,59,59,6,179,16,18,40,54,86,8,39
PA2935,36,20,34,27,25,13,4,47,5,6,24,43,19,31,17
PA2936,21,10,16,3,4,16,3,33,3,4,11,10,19,0,20
PA2937,3,5,0,9,17,11,1,15,2,0,0,1,7,0,11
PA2938,55,11,38,25,37,30,4,61,2,2,3,3,41,5,28
PA2939,26,15,28,19,52,11,6,70,10,5,53,55,32,26,26
PA2940,103,125,103,88,51,80,18,150,33,41,118,219,127,15,64
PA2941,61,85,33,117,13,43,37,132,58,51,169,175,51,56,18
PA2942,84,154,43,38,52,36,17,122,39,37,132,164,62,7,23
PA2942.1,133,105,81,89,122,91,49,254,81,37,181,235,149,86,74
PA2943,19,7,11,7,13,12,2,43,1,1,3,7,8,11,4
PA2944,32,22,33,30,17,17,0,56,13,1,8,9,28,20,54
PA2945,75,32,31,74,70,19,10,98,21,14,29,38,67,28,36
PA2946,57,67,43,16,25,43,20,99,35,29,118,201,70,78,46
PA2947,58,44,32,27,31,25,18,98,16,9,51,35,65,42,16
PA2948,134,142,79,345,551,345,204,493,318,977,2402,1123,570,499,312
PA2949,21,25,22,38,50,32,2,47,3,3,6,15,21,12,19
PA2950,94,95,52,74,189,95,93,163,103,98,369,598,136,130,67
PA2951,6,13,8,1,11,10,9,37,9,1,27,23,36,1,1
PA2952,12,0,8,0,0,4,3,19,1,0,27,14,20,0,0
PA2953,51,91,44,50,105,34,39,120,35,23,77,102,61,93,44
PA2954,15,16,10,5,39,9,1,28,7,5,14,6,22,20,17
PA2955,74,91,42,12,43,53,13,145,27,9,67,64,58,22,19
PA2956,134,541,131,368,562,299,461,792,535,687,3127,4217,675,552,219
PA2957,25,41,22,64,51,16,11,76,17,22,103,148,60,13,17
PA2958,26,32,18,39,21,24,7,53,11,7,31,43,45,25,18
PA2958.1,35,31,30,65,35,13,6,82,14,6,12,15,71,20,27
PA2959,1,1,3,0,0,5,0,3,0,6,12,32,0,0,0
PA2960,15,26,8,55,14,42,23,88,23,24,135,239,38,38,12
PA2961,27,27,35,14,43,33,1,40,4,2,4,20,41,14,16
PA2962,67,44,53,58,69,44,17,133,27,22,78,58,118,69,50
PA2963,20,18,17,18,21,23,11,86,23,11,37,36,84,14,32
PA2964,77,62,38,105,16,53,31,200,45,38,116,121,123,104,33
PA2965,288,242,204,480,326,194,108,612,190,151,471,447,408,211,194
PA2966,65,36,20,106,70,42,15,194,25,10,19,34,50,76,43
PA2967,6,6,2,0,30,0,0,5,1,1,2,4,0,0,0
PA2968,24,5,12,5,52,5,4,24,11,4,13,16,28,18,4
PA2969,9,5,1,0,0,0,2,2,0,1,6,5,5,0,2
PA2970,13,11,11,12,42,5,6,24,5,0,17,18,9,0,20
PA2971,15,5,5,22,0,5,0,20,4,4,11,34,30,0,1
PA2972,31,30,4,12,22,38,7,60,12,9,74,75,35,1,19
PA2973,69,25,28,11,51,52,10,217,35,21,54,56,123,22,77
PA2974,50,71,42,70,70,41,17,73,24,28,91,63,86,35,47
PA2975,82,37,70,55,139,62,10,148,52,13,35,40,102,59,53
PA2976,26,4,6,23,0,10,2,24,2,0,2,9,48,0,4
PA2977,65,33,73,42,62,26,11,78,18,3,24,57,83,40,40
PA2978,40,30,22,50,70,22,23,65,19,32,123,108,56,55,18
PA2979,55,20,69,41,56,39,6,115,14,17,74,85,124,52,23
PA2980,161,116,72,85,127,135,28,169,52,31,123,204,127,143,51
PA2981,14,9,35,5,17,16,6,33,9,3,31,42,54,0,21
PA2982,16,10,19,34,18,1,5,21,11,6,20,29,11,14,9
PA2983,62,23,31,12,44,42,16,102,31,11,68,50,74,10,40
PA2984,29,25,10,14,18,17,3,79,7,6,19,15,19,16,5
PA2985,37,12,20,20,0,22,3,39,10,7,8,9,37,22,11
PA2986,29,7,30,26,29,23,5,46,4,6,23,26,35,22,21
PA2987,51,31,35,61,39,44,10,82,24,7,34,49,44,28,19
PA2988,95,55,58,89,35,76,9,148,32,13,44,79,95,78,46
PA2989,99,67,74,36,47,36,7,160,26,10,31,37,103,35,26
PA2990,145,141,122,223,173,120,92,314,134,113,408,758,194,285,67
PA2991,160,81,118,129,129,99,32,217,42,26,96,130,100,131,79
PA2992,33,10,18,16,16,11,6,44,8,8,52,38,51,27,18
PA2993,59,26,32,70,89,77,28,127,56,43,241,188,67,72,29
PA2994,44,33,9,57,46,37,15,100,22,18,81,103,22,44,25
PA2995,127,66,65,74,86,53,27,75,43,19,97,149,122,53,50
PA2996,129,62,58,65,116,38,12,34,12,20,79,37,74,38,21
PA2997,21,18,7,12,0,12,8,25,0,3,22,12,35,33,4
PA2998,34,62,39,84,40,60,28,114,65,32,122,188,58,21,2
PA2999,50,21,28,55,91,43,17,122,40,21,103,100,82,44,41
PA3000,162,129,110,133,172,69,34,308,73,63,315,410,166,122,88
PA3001,70,47,44,65,50,67,10,110,22,30,180,159,83,41,37
PA3002,45,42,21,46,45,21,21,128,29,44,142,116,121,89,29
PA3003,87,36,93,62,73,48,10,135,28,34,117,178,78,84,58
PA3004,70,54,39,27,62,46,31,65,32,17,94,108,80,46,71
PA3005,17,11,19,22,52,11,0,40,3,1,6,9,24,1,5
PA3006,26,19,11,39,12,15,12,63,20,24,123,64,17,3,18
PA3007,52,26,44,14,54,55,4,70,10,1,12,8,43,25,9
PA3008,105,49,54,21,68,43,20,155,33,4,42,51,90,46,81
PA3009,113,60,76,155,186,56,17,151,30,34,148,115,116,78,42
PA3010,50,22,18,25,12,47,5,36,5,5,23,28,20,36,17
PA3011,33,24,25,43,39,24,2,61,5,6,40,64,44,6,0
PA3012,35,25,17,13,20,27,17,67,12,30,157,126,48,22,19
PA3013,27,16,15,11,55,12,7,56,10,1,36,19,73,21,17
PA3014,26,7,6,13,9,19,4,52,8,3,20,29,1,34,8
PA3015,126,38,67,78,106,26,8,167,36,9,31,44,94,49,30
PA3016,38,20,27,14,43,26,8,58,7,3,11,22,40,42,8
PA3017,15,38,7,31,26,14,3,40,12,4,23,28,24,10,9
PA3018,38,4,11,30,0,11,13,36,6,8,37,66,37,9,30
PA3019,43,31,38,4,34,23,10,58,5,3,13,21,25,40,5
PA3020,75,140,56,173,187,122,71,164,99,144,1654,1324,223,210,76
PA3021,6,5,7,0,0,0,1,4,2,3,2,4,6,14,0
PA3022,89,61,70,33,55,45,22,115,16,79,310,137,135,113,21
PA3023,6,24,15,12,34,14,16,43,16,20,57,62,7,33,10
PA3024,20,11,9,14,16,8,11,21,4,11,37,31,22,10,4
PA3025,70,33,35,39,23,41,8,55,15,6,26,25,48,15,18
PA3026,22,6,6,15,1,6,0,17,0,0,0,0,13,0,21
PA3027,20,8,16,11,15,26,3,36,4,3,1,0,4,22,15
PA3028,116,63,84,70,121,45,10,117,34,6,48,81,111,0,51
PA3029,111,46,91,68,156,72,12,313,37,6,11,6,158,49,140
PA3030,56,53,69,54,61,34,25,78,29,58,709,437,94,84,33
PA3031,3,5,1,4,0,6,1,30,3,5,28,30,24,0,19
PA3031.1,5,4,0,0,0,0,0,2,4,5,23,17,2,4,3
PA3032,104,39,69,88,25,73,10,111,26,20,75,73,89,73,24
PA3033,82,31,50,87,40,33,7,157,24,5,12,17,93,21,26
PA3034,69,20,66,33,56,32,6,68,19,2,8,14,78,12,31
PA3035,19,20,14,17,23,11,10,36,20,10,43,41,45,28,15
PA3036,107,57,113,98,53,66,7,91,33,17,45,32,98,38,39
PA3037,84,46,59,134,23,68,21,132,24,21,98,73,93,37,31
PA3038,1171,1890,1228,17183,21828,11490,23057,44757,21544,39333,152922,115822,24023,23259,9981
PA3039,22,39,20,53,7,18,4,93,20,7,34,60,34,34,9
PA3040,5,0,2,6,32,0,2,18,1,3,9,5,0,13,2
PA3041,30,26,18,39,28,13,4,40,7,5,22,26,31,9,9
PA3042,75,43,65,42,85,47,29,110,22,29,82,90,53,50,18
PA3043,56,36,53,42,44,48,5,87,21,5,15,13,46,55,42
PA3044,67,52,47,26,95,30,6,72,13,42,121,89,67,60,28
PA3045,67,76,52,34,106,22,40,123,35,54,287,129,83,65,11
PA3046,32,30,18,13,18,9,2,21,9,2,12,14,15,30,28
PA3047,126,46,104,106,97,72,12,209,66,1,7,3,172,84,73
PA3048,146,57,84,63,68,47,8,184,19,4,6,6,100,48,43
PA3049,28,8,21,2,39,8,0,38,7,1,2,1,30,7,7
PA3050,27,7,14,11,34,8,3,43,6,0,0,0,20,10,11
PA3051,1,2,2,11,0,0,0,4,6,3,1,1,0,0,0
PA3052,108,47,76,37,76,42,7,149,30,3,8,7,65,83,9
PA3053,73,22,60,116,54,11,5,94,15,0,13,13,53,16,53
PA3054,17,9,11,8,22,13,3,40,9,0,0,5,18,21,5
PA3055,48,22,52,20,98,38,12,160,22,6,51,24,67,0,23
PA3056,43,32,33,24,23,26,9,72,14,8,43,30,64,59,36
PA3057,205,112,152,264,130,106,11,353,42,55,300,429,151,195,91
PA3058,63,46,38,15,114,37,7,47,12,3,30,43,49,32,24
PA3059,105,86,93,93,71,77,22,106,38,20,75,82,115,61,62
PA3060,9,8,5,31,0,2,1,16,2,3,9,10,22,0,9
PA3061,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0
PA3062,10,7,18,0,0,3,1,23,3,3,2,0,20,13,5
PA3063,38,8,19,30,57,11,1,48,10,6,15,19,29,43,7
PA3064,46,24,19,28,34,16,4,94,4,0,3,3,34,29,8
PA3065,19,10,26,27,6,9,6,50,27,9,45,55,30,28,10
PA3066,11,6,8,0,0,23,3,41,8,1,7,6,18,14,13
PA3067,83,20,30,15,55,32,2,82,13,2,17,22,38,23,22
PA3068,211,80,138,158,156,117,13,211,45,17,113,79,173,158,99
PA3069,45,12,34,38,20,33,11,57,15,13,79,87,50,48,6
PA3070,64,18,42,17,53,41,2,47,18,10,24,18,62,8,27
PA3071,220,63,120,116,126,84,5,139,35,11,31,26,106,88,51
PA3072,114,117,92,132,122,85,16,163,26,28,117,90,119,90,24
PA3073,69,33,32,58,36,19,4,70,20,11,64,42,101,12,27
PA3074,56,52,48,122,172,71,50,120,45,60,231,160,85,131,50
PA3075,27,13,36,22,40,13,1,76,2,4,8,8,12,0,11
PA3076,20,5,19,26,28,3,5,32,6,0,15,21,30,0,16
PA3077,69,29,30,20,29,27,19,76,12,16,67,40,61,17,16
PA3078,30,14,9,22,70,11,0,37,7,6,39,17,24,0,20
PA3079,6,5,6,13,7,6,0,11,0,0,2,1,8,9,12
PA3080,46,28,37,117,179,32,62,190,70,141,697,424,151,159,96
PA3081,109,55,89,100,93,63,8,176,17,6,23,14,178,35,38
PA3082,23,12,19,26,15,22,8,71,10,11,45,57,50,6,16
PA3083,24,29,35,22,49,19,11,77,25,3,40,9,19,13,6
PA3084,9,0,0,0,0,1,3,14,6,1,20,10,22,0,1
PA3085,8,9,3,1,5,5,5,6,1,1,17,26,4,31,1
PA3086,10,1,1,0,0,4,2,8,2,0,4,0,3,0,0
PA3087,4,4,2,0,0,0,0,8,8,0,8,8,3,3,6
PA3088,21,25,14,5,33,19,6,47,6,8,27,17,54,1,34
PA3089,53,26,30,16,71,17,2,70,14,4,36,35,20,2,36
PA3089a,10,1,5,3,15,7,3,21,7,0,14,19,11,16,0
PA3091,7,2,6,15,0,0,2,7,0,1,2,9,0,11,0
PA3092,1,1,0,20,0,1,0,2,5,0,8,4,0,0,0
PA3093,14,15,21,0,35,10,0,19,1,0,19,24,11,1,8
PA3094,58,12,16,71,62,26,7,67,18,8,41,12,26,31,16
PA3094.1,47,34,12,114,72,50,18,86,29,29,167,125,68,67,26
PA3094.2,74,43,67,50,35,62,37,134,45,95,340,444,100,101,46
PA3094.3,172,67,112,124,77,101,12,115,35,12,82,93,158,98,48
PA3095,31,15,35,46,67,17,15,113,29,19,50,49,55,28,24
PA3096,37,18,11,43,32,33,9,86,14,9,59,42,79,14,27
PA3097,104,127,84,91,100,67,28,161,39,50,134,148,96,36,43
PA3098,31,24,22,35,70,34,23,117,34,15,91,126,99,9,4
PA3099,30,26,20,32,55,26,6,94,9,12,54,73,21,8,9
PA3100,45,35,22,102,37,43,9,147,30,47,126,112,43,81,43
PA3101,79,33,41,31,77,19,4,81,18,5,23,30,100,43,21
PA3102,21,21,6,47,28,21,11,79,15,11,30,77,31,0,12
PA3103,22,13,10,24,56,9,6,52,10,2,10,9,59,23,13
PA3104,268,208,182,334,405,147,100,594,219,221,846,574,381,250,170
PA3105,85,79,47,69,64,51,34,141,32,26,102,70,49,27,33
PA3106,89,59,65,95,88,54,4,128,10,19,56,90,83,31,74
PA3107,30,13,23,31,0,15,4,47,11,11,42,33,29,39,14
PA3108,34,35,14,48,47,7,2,97,4,16,54,38,44,12,13
PA3109,27,33,29,31,33,32,8,72,12,20,48,47,64,67,36
PA3110,90,119,54,133,71,66,31,215,73,48,256,170,143,67,59
PA3111,34,33,30,32,106,28,1,66,6,2,2,1,57,20,18
PA3112,75,72,55,92,75,57,35,220,34,45,267,169,132,43,43
PA3113,78,135,53,75,85,42,24,94,35,17,102,70,41,34,36
PA3114,60,26,27,51,73,43,5,48,8,6,27,30,46,32,24
PA3115,380,1390,249,126,120,102,13,62,28,17,703,386,205,206,73
PA3116,16,14,26,0,13,14,5,26,5,2,16,18,4,0,11
PA3117,15,4,10,10,16,13,0,47,2,4,11,11,0,12,3
PA3118,52,16,35,29,33,11,1,63,12,2,9,9,13,43,48
PA3119,10,7,6,3,23,3,2,13,1,1,3,2,6,0,10
PA3120,30,9,18,31,7,45,1,66,13,5,20,12,12,19,7
PA3121,23,27,19,20,5,22,3,63,4,7,27,27,22,38,5
PA3122,40,31,21,20,0,14,3,64,4,3,19,8,68,0,6
PA3123,8,9,9,6,0,5,0,10,2,0,0,4,0,1,5
PA3124,16,11,0,0,10,22,9,31,26,9,40,55,19,0,10
PA3125,3,1,0,8,0,1,3,12,3,3,21,27,0,17,0
PA3126,20,15,11,2,41,32,34,59,37,10,59,105,48,42,19
PA3127,74,41,65,64,79,37,8,109,24,9,48,67,108,17,12
PA3128,30,32,52,32,20,29,17,83,17,5,42,49,28,29,15
PA3129,41,18,27,25,22,9,1,33,1,1,1,1,22,31,13
PA3130,90,37,66,64,65,58,10,157,27,6,5,12,83,49,48
PA3131,88,75,77,131,213,56,30,210,45,61,194,180,82,46,78
PA3132,84,65,57,78,44,43,13,107,28,28,88,199,91,80,66
PA3133,40,11,16,14,67,5,1,13,4,3,5,2,9,0,0
PA3133.1,14,2,19,26,10,15,8,38,13,8,32,30,8,50,2
PA3133.2,175,125,130,208,262,184,84,411,106,133,668,602,179,174,90
PA3133.3,28,22,20,19,85,33,17,72,22,28,96,109,40,62,21
PA3133.4,13,7,6,5,7,15,13,23,6,21,92,44,21,26,16
PA3134,249,128,158,292,290,173,51,614,115,43,253,216,250,174,175
PA3135,215,105,91,56,153,116,28,224,60,30,103,80,110,121,55
PA3136,250,95,215,193,418,185,56,492,99,34,174,178,244,180,187
PA3137,79,31,57,80,117,58,20,156,39,20,110,96,69,55,32
PA3138,300,175,227,238,347,209,138,521,185,70,391,397,291,229,141
PA3139,163,135,170,271,305,122,157,392,210,98,747,668,303,201,74
PA3139.1,165,103,144,164,169,70,54,222,67,32,247,174,221,147,24
PA3140,75,54,64,66,11,70,13,104,47,8,81,70,70,99,13
PA3141,390,231,245,256,371,247,30,523,117,21,113,115,412,211,150
PA3142,403,217,310,326,335,167,88,671,227,39,186,275,352,237,222
PA3143,112,85,116,147,195,109,42,242,75,36,414,284,149,80,97
PA3145,97,48,54,105,110,102,40,221,64,43,356,300,190,59,70
PA3146,340,204,248,249,515,166,87,582,220,91,496,480,385,137,121
PA3147,176,158,139,231,297,150,46,337,65,49,369,391,189,107,45
PA3148,300,350,162,448,464,263,137,591,187,172,837,822,489,345,143
PA3149,624,1333,611,677,703,390,304,1060,374,325,1503,1620,668,504,266
PA3150,178,352,116,175,404,111,246,398,179,195,856,572,248,225,70
PA3151,228,734,235,793,668,332,301,1042,329,472,1884,3013,643,513,238
PA3152,20,17,14,40,6,13,3,55,9,3,7,13,28,4,12
PA3153,56,15,48,78,74,31,6,182,12,5,13,15,79,16,46
PA3154,82,40,50,116,46,40,10,72,10,11,33,53,116,54,14
PA3155,65,49,38,27,43,48,13,111,20,20,69,86,63,34,25
PA3156,179,147,104,162,153,117,41,306,54,52,213,307,121,92,116
PA3157,50,19,35,40,24,38,8,106,15,6,57,62,60,44,44
PA3158,59,29,22,64,16,43,13,84,36,12,63,71,34,12,22
PA3159,42,23,12,34,42,25,5,55,15,10,63,84,74,37,16
PA3160,18,2,3,17,0,11,1,25,0,2,17,14,19,10,7
PA3161,52,18,19,25,60,34,3,48,18,4,24,36,29,2,19
PA3162,44,12,58,17,45,30,0,31,2,0,10,5,27,19,15
PA3163,50,31,54,35,17,36,1,66,11,2,5,9,52,54,10
PA3164,44,20,38,30,14,42,5,78,5,0,4,4,30,6,25
PA3165,53,15,26,23,1,12,1,47,5,2,15,20,71,28,9
PA3166,3,0,10,7,25,0,7,14,3,4,7,19,24,3,3
PA3167,42,48,37,77,14,43,17,105,27,20,136,248,83,14,21
PA3168,18,15,19,27,18,14,1,31,7,2,17,25,17,0,9
PA3169,11,8,9,2,29,5,3,13,3,2,8,10,8,24,1
PA3170,18,11,18,15,17,5,2,45,6,6,11,9,19,12,4
PA3171,69,94,50,73,42,46,12,131,30,15,51,52,72,73,37
PA3172,65,49,53,57,46,36,12,90,20,8,27,41,104,20,19
PA3173,34,37,18,36,58,37,15,116,27,21,141,94,58,54,28
PA3174,39,17,13,13,33,2,2,54,8,8,30,28,74,14,20
PA3175,43,10,33,31,27,19,6,70,6,2,6,17,53,29,76
PA3176,29,16,28,4,26,14,3,32,13,0,1,6,9,24,7
PA3177,43,6,25,63,20,34,10,124,14,0,7,4,24,37,28
PA3178,78,26,48,26,85,37,4,86,7,10,59,76,58,13,39
PA3179,19,9,37,32,49,14,7,70,4,0,15,11,21,33,12
PA3180,19,4,11,19,30,5,8,27,2,4,6,9,31,47,14
PA3181,29,39,5,27,22,18,14,67,5,10,32,35,14,10,14
PA3182,85,92,42,53,90,38,7,142,36,16,47,33,81,82,28
PA3183,51,72,44,54,84,23,10,85,18,20,66,29,43,73,28
PA3184,48,7,34,21,29,22,1,34,14,1,6,10,16,24,20
PA3185,78,54,85,31,86,34,17,120,29,13,77,70,94,101,28
PA3186,46,36,19,25,31,18,12,78,26,4,34,47,51,8,26
PA3187,18,10,32,26,8,4,8,35,6,3,23,17,30,28,9
PA3188,21,24,17,27,30,17,7,33,10,6,32,40,18,10,11
PA3189,56,40,68,96,54,37,12,106,34,29,93,98,56,46,47
PA3190,12,11,9,21,46,17,7,32,10,6,48,34,13,0,19
PA3191,16,31,9,3,16,1,2,26,4,8,23,27,0,25,7
PA3192,24,19,22,11,18,11,2,24,1,0,5,12,21,0,7
PA3193,57,32,33,12,26,22,7,44,6,7,42,17,28,51,16
PA3194,41,19,22,25,39,6,2,61,15,1,8,16,26,7,6
PA3195,12,9,11,0,0,4,1,9,6,2,7,14,0,0,3
PA3196,14,8,7,1,17,0,1,22,6,4,9,25,25,0,4
PA3197,32,12,16,14,26,17,3,60,18,0,1,2,16,2,14
PA3198,92,47,76,62,117,51,6,131,29,2,7,25,110,39,71
PA3199,46,22,45,22,60,15,10,109,16,3,64,42,54,21,18
PA3200,29,12,3,9,63,26,0,37,3,4,19,22,5,18,13
PA3201,47,15,16,52,63,25,12,50,14,8,29,24,82,28,42
PA3202,3,2,2,4,9,9,1,14,2,1,20,24,25,25,15
PA3203,52,32,32,19,80,36,10,115,22,15,59,78,102,44,34
PA3204,33,6,32,53,12,25,5,31,4,11,69,28,18,13,6
PA3205,59,46,51,40,44,31,18,78,14,18,51,60,74,35,28
PA3206,28,3,7,11,0,10,3,27,6,1,1,3,38,21,0
PA3207,38,68,35,125,94,66,51,170,64,98,291,293,91,75,40
PA3208,14,8,6,17,0,5,1,10,6,5,26,38,14,5,3
PA3209,11,11,4,11,70,8,1,32,10,0,2,3,19,11,7
PA3210,69,11,41,55,26,39,7,97,10,2,12,16,75,33,40
PA3211,100,41,80,79,56,45,5,98,14,16,58,64,74,44,31
PA3212,42,25,42,64,39,13,11,69,19,25,87,54,60,17,23
PA3213,14,4,14,8,19,9,3,40,13,3,27,23,23,18,0
PA3214,25,0,10,13,41,7,3,18,7,2,20,14,19,8,21
PA3215,84,33,63,63,120,52,12,146,25,14,83,64,121,36,53
PA3216,24,50,18,40,61,60,9,117,20,162,696,563,78,140,24
PA3217,29,27,17,7,16,17,4,45,13,6,26,27,16,45,2
PA3219,42,15,25,6,16,25,1,108,18,4,75,42,47,39,15
PA3220,50,28,14,3,30,17,12,51,16,3,19,8,31,19,14
PA3221,65,38,27,41,26,61,11,104,19,2,20,17,88,51,37
PA3222,104,64,59,69,135,25,4,160,21,4,33,31,100,26,45
PA3223,20,114,46,61,30,14,7,29,9,7,50,78,53,2,25
PA3224,67,40,51,14,53,63,14,137,22,8,49,60,98,40,24
PA3225,26,9,22,4,12,14,0,24,3,2,1,1,16,16,2
PA3226,142,66,113,42,114,71,10,118,28,9,48,54,112,120,62
PA3227,59,28,36,40,43,44,5,87,21,13,69,51,78,17,8
PA3228,44,19,22,51,18,5,8,60,25,11,43,30,30,46,27
PA3229,94,44,70,91,105,71,8,180,23,17,119,77,95,42,60
PA3230,50,22,18,32,69,25,6,78,20,3,26,62,65,39,13
PA3231,35,35,38,69,67,48,15,106,40,10,94,138,54,23,13
PA3232,70,97,87,157,168,73,80,247,84,66,336,516,142,70,55
PA3233,23,22,10,19,8,26,5,35,15,23,88,125,12,12,19
PA3234,53,49,35,31,24,35,4,100,18,4,5,7,61,61,21
PA3235,81,57,63,47,35,22,13,94,27,15,89,91,58,39,32
PA3236,9,8,16,22,1,19,26,41,18,12,48,39,34,0,10
PA3237,11,10,19,16,34,2,1,15,1,4,18,20,6,0,0
PA3238,51,39,35,4,53,24,2,57,8,5,39,42,31,44,10
PA3239,13,14,9,9,23,12,0,39,4,0,8,6,24,0,17
PA3240,17,5,14,13,10,5,3,33,8,1,0,5,31,1,15
PA3241,25,12,29,14,35,24,2,67,15,0,12,8,31,6,36
PA3242,28,9,24,31,27,11,3,55,12,2,15,23,19,10,10
PA3243,17,0,11,3,31,1,0,35,1,0,2,22,10,13,8
PA3244,46,24,26,42,47,24,20,92,34,22,80,75,26,47,36
PA3245,264,272,160,202,289,168,90,413,133,229,949,887,355,163,150
PA3246,98,45,69,43,109,40,1,101,10,2,12,16,26,26,3
PA3247,7,10,7,21,44,8,0,37,12,9,50,27,28,41,25
PA3248,82,74,37,198,160,68,97,328,128,226,786,384,157,165,73
PA3249,66,29,47,60,56,54,46,233,67,38,200,388,98,42,75
PA3250,95,83,63,97,44,82,33,160,27,49,249,306,146,99,77
PA3251,9,13,11,24,0,5,1,12,0,2,5,12,2,0,12
PA3252,14,12,9,0,0,1,0,12,6,0,0,1,0,14,0
PA3253,65,27,28,59,65,53,9,82,12,3,12,20,46,9,22
PA3254,44,11,30,0,34,17,2,87,18,7,6,11,18,9,33
PA3255,17,5,11,5,0,10,0,19,4,0,2,7,7,0,1
PA3256,36,422,66,397,261,256,132,344,172,125,626,1325,408,152,61
PA3257,131,25,91,84,183,92,11,153,28,7,59,52,87,61,87
PA3258,103,27,57,34,46,33,8,89,13,4,17,16,83,27,21
PA3259,51,34,36,27,81,22,16,84,25,7,45,42,62,27,18
PA3260,17,16,20,38,19,12,14,41,12,6,69,56,28,27,11
PA3261,135,64,92,130,104,59,34,281,64,23,106,90,169,88,41
PA3262,78,58,45,58,69,20,14,160,26,20,90,100,66,107,29
PA3262.1,12,18,3,0,0,3,3,13,8,5,37,20,8,13,2
PA3262.2,32,32,23,15,27,12,6,25,2,3,77,40,20,20,2
PA3263,6,1,6,7,8,2,1,14,1,1,10,8,0,0,0
PA3264,28,7,18,28,38,13,2,40,6,1,16,22,30,31,35
PA3265,65,20,27,55,85,19,9,118,19,13,42,42,72,44,17
PA3266,30,7,15,27,33,15,5,57,14,7,15,19,38,33,30
PA3267,67,18,36,31,81,35,7,118,15,1,3,2,70,39,7
PA3268,54,37,72,28,47,22,2,41,11,3,20,16,71,56,10
PA3269,23,6,24,0,16,10,2,22,7,3,3,2,26,20,13
PA3270,20,3,2,0,0,3,0,43,9,0,6,2,4,1,0
PA3271,18,23,18,0,7,25,3,44,5,0,4,12,19,11,17
PA3272,13,2,9,14,0,7,0,6,2,1,54,190,32,0,0
PA3273,2,6,14,17,11,12,7,32,4,4,24,22,28,9,9
PA3274,73,12,35,34,52,22,4,49,17,7,39,39,50,63,8
PA3275,31,9,12,7,13,0,1,26,11,4,13,11,0,16,7
PA3276,35,17,4,7,10,7,3,55,14,1,13,5,37,0,12
PA3277,8,0,8,15,61,0,11,33,6,13,49,27,6,6,15
PA3278,228,188,192,258,310,262,105,477,129,92,503,308,289,195,108
PA3279,181,92,140,55,97,62,14,106,26,11,47,38,89,114,74
