"gene_id","empty_NI_1","empty_NI_2","empty_NI_3","pit4_NI_1","pit4_NI_2","pit4_NI_3","empty_I_1","empty_I_2","empty_I_3","pit4_I_1","pit4_I_2","pit4_I_3"
"PA1346",11,20,38,40,10,31,31,23,21,12,45,29
"PA1345",311,530,559,333,296,524,501,520,395,240,691,594
"PA1344",1255,2034,2292,1777,1326,1823,1755,1592,1512,1002,2481,2064
"PA1343",110,184,211,122,104,185,240,131,144,66,242,161
"PA1342",18786,18277,24883,13528,11523,19597,24092,18530,15356,6984,18426,16958
"PA1341",1636,2629,3048,1715,1392,2372,2433,2393,1717,865,2350,2278
"PA1340",1540,2110,2575,1221,1092,1739,1661,1818,1585,750,2043,1655
"PA1339",3563,4171,5660,2829,2639,4324,4297,4421,3234,1760,4352,3865
"PA1338",2984,4352,5855,2869,2299,4339,4597,4128,3438,1635,3841,3850
"PA1337",14321,19780,27524,14830,12914,21551,25635,19117,14841,6990,19537,18432
"PA1336",996,1505,1886,993,924,1425,1526,1325,1081,605,1256,1145
"PA1335",305,501,457,341,248,309,269,321,269,181,439,382
"PA1334",71,54,54,25,29,43,42,38,28,21,42,37
"PA1333",67,219,208,201,97,160,261,185,157,64,164,174
"Name=tam",240,540,604,388,311,441,411,343,310,201,494,493
"PA1331",485,745,954,684,453,690,503,523,356,205,818,677
"PA1330",116,101,115,85,45,65,82,107,65,34,95,84
"PA1329",12,7,25,11,11,14,11,15,16,7,20,23
"PA1328",99,136,150,128,86,132,175,119,69,31,146,126
"PA1327",1147,1706,2160,1465,1156,1783,2155,2132,1609,1004,2788,2551
"PA1326",120,220,256,175,127,198,144,209,124,74,268,216
"PA1325",68,93,128,60,60,93,75,88,53,39,73,91
"PA1324",5208,6660,9135,6224,4817,7957,4008,3231,2941,2064,4818,4626
"PA1323",1763,4669,5745,4338,3720,5401,1905,2178,1328,1366,3857,3486
"PA1322",143,50,63,50,21,41,79,52,42,26,45,43
"PA1321",51,82,69,30,24,47,75,62,53,23,42,60
"PA1320",22,20,29,2,5,5,16,24,12,3,11,12
"PA1319",57,53,90,36,26,23,68,67,33,29,35,34
"PA1318",406,178,225,84,42,77,152,140,89,34,104,111
"PA1317",179,61,123,36,22,48,103,64,59,18,39,39
"PA1316",349,138,126,86,45,116,73,90,80,48,97,81
"PA1315",185,274,385,327,189,309,361,189,206,76,294,247
"PA1314",38,100,106,59,52,66,97,96,48,38,114,100
"PA1313",54,86,68,53,51,59,74,53,48,16,77,65
"PA1312",95,197,256,134,113,175,126,142,104,51,148,142
"PA1311",114,127,139,94,67,111,124,137,90,35,159,112
"PA1310",102,88,106,50,53,87,95,107,76,37,128,84
"PA1309",172,213,301,158,124,179,236,202,166,80,234,220
"PA1308",285,792,894,538,397,639,494,598,516,270,736,592
"PA1307",739,986,1181,808,553,897,951,673,679,443,992,771
"PA1306",316,573,742,517,417,532,529,545,390,260,673,494
"PA1305",493,618,757,554,421,613,558,346,320,253,503,475
"PA1304",1160,1613,1962,1291,1094,1825,1516,1209,1084,684,1925,1648
"PA1303",99,154,181,119,89,137,86,106,112,46,124,114
"PA1302",231,175,297,140,126,184,198,134,188,76,169,143
"PA1301",51,84,122,79,85,87,61,58,50,8,64,53
"PA1300",48,59,92,55,48,52,55,42,34,17,42,48
"PA1299",204,243,301,202,176,265,202,239,152,86,222,238
"PA1298",95,164,263,204,167,248,254,165,103,57,186,165
"PA1297",285,260,307,331,205,360,258,210,152,108,261,246
"PA1296",779,1235,1447,1005,728,1155,975,846,725,311,901,753
"PA1295",160,205,259,146,116,188,187,156,130,102,192,196
"PA1294",631,1063,1278,848,680,951,788,783,619,365,1189,990
"PA1293",2031,2776,3664,2255,1820,3170,2675,2085,1771,1340,3136,2849
"PA1292",1165,1490,1707,1080,842,1350,1205,1208,926,644,1612,1427
"PA1291",208,267,349,213,189,304,263,277,201,123,357,321
"PA1290",108,111,151,63,52,90,145,126,118,41,139,131
"PA1289",448,703,827,612,486,713,792,522,429,343,635,704
"locus_tag=BPMHFNII_04432",2100,128,193,118,73,99,138,82,61,68,136,121
"PA1287",886,1162,1705,1129,982,1340,1259,1105,787,509,1399,1138
"PA1286",48,57,77,58,32,65,51,29,36,23,77,45
"PA1285",153,266,244,242,158,219,190,143,148,55,204,153
"PA1284",200,148,182,118,75,135,161,110,114,65,190,175
"PA1283",150,297,406,271,207,294,285,233,236,119,337,268
"PA1282",46,47,58,51,26,46,42,18,25,7,41,20
"PA1281",23,49,63,43,33,33,28,41,28,32,64,60
"PA1280",32,56,91,26,25,59,48,39,24,6,55,57
"PA1279",26,71,91,58,43,64,33,39,28,19,80,69
"PA1278",40,90,155,78,71,81,124,94,73,56,145,126
"PA1277",115,288,328,160,142,208,195,205,119,122,287,289
"PA1276",37,77,116,66,68,63,43,57,33,25,93,114
"PA1275",24,48,49,40,32,50,34,48,16,17,45,46
"PA1274",25,66,72,35,36,63,31,44,35,16,64,51
"PA1273",99,220,251,131,173,212,134,167,125,67,252,269
"PA1272",307,470,604,309,258,367,466,351,328,201,587,513
"PA1271",760,1120,1478,825,727,1073,878,841,701,461,1199,1013
"PA1270",35,37,55,34,13,23,33,34,21,19,68,54
"PA1269",401,523,600,423,276,397,394,388,350,254,463,377
"PA1268",17,50,58,47,23,60,66,27,28,41,79,69
"PA1267",12,24,18,6,11,26,22,16,10,7,37,35
"PA1266.1",0,0,0,0,0,1,1,2,2,0,0,0
"PA1266",17,23,21,23,23,18,25,22,11,19,23,39
"PA1265",8,15,13,16,19,6,13,13,9,2,13,7
"PA1264",39,69,57,72,38,76,44,72,46,29,79,55
"PA1263",246,476,583,362,256,414,362,372,277,166,498,390
"PA1262",26,13,17,6,11,11,24,21,9,12,12,3
"PA1261",77,89,82,61,58,82,69,58,34,12,70,58
"PA1260",46,12,42,22,29,36,34,26,11,6,24,26
"PA1259",37,17,16,20,13,12,16,7,8,4,11,5
"PA1258",17,6,23,3,7,4,4,3,3,3,5,4
"PA1257",24,3,3,6,1,5,10,7,4,0,1,7
"PA1256",46,38,58,42,29,48,74,86,56,69,59,74
"PA1255",12,30,24,19,25,34,32,31,17,13,40,35
"PA1254",48,11,37,11,22,33,20,25,19,18,29,17
"PA1253",63,20,15,19,10,18,20,12,10,1,10,23
"PA1252",246,486,546,398,292,492,328,341,270,152,564,524
"PA1251",280,57,100,59,57,81,61,68,24,11,68,46
"PA1250",703,1489,1680,1423,1075,1356,886,1011,768,540,1396,1297
"PA1249",26453,30662,39388,27934,23357,37537,28238,25018,21577,21237,48584,45893
"PA1248",469,674,886,663,529,812,1271,806,744,584,1390,1118
"PA1247",454,859,1062,831,647,1040,1319,1057,846,763,1809,1578
"PA1246",523,821,888,764,570,844,1046,897,752,623,1540,1364
"PA1245",3659,4672,5798,4665,3248,4718,4937,4194,3903,2539,7683,5854
"PA1244",4311,5550,6706,5180,3662,6088,8542,5211,5210,4265,8918,7810
"PA1243",1268,1962,2718,1730,1340,2224,2002,2106,1582,1217,3839,3404
"PA1242",209,298,329,256,241,340,238,200,154,88,324,294
"PA1241",283,377,514,330,222,361,313,281,277,141,357,263
"PA1240",45,113,125,114,74,87,106,95,69,50,146,142
"PA1239",51,31,47,35,40,37,33,34,34,25,35,41
"locus_tag=BPMHFNII_04483",20,8,19,9,3,5,5,3,4,0,3,6
"PA1238",6,6,14,4,12,21,4,11,5,2,14,9
"PA1237",6,3,4,3,9,3,4,5,0,0,3,4
"PA1236",54,10,20,13,5,16,11,9,18,5,16,13
"PA1235",58,185,203,174,90,182,93,136,90,36,135,149
"PA1234",203,421,590,370,239,435,295,346,295,201,479,421
"PA1233",62,6,7,2,5,8,9,5,6,1,4,6
"PA1232",60,40,39,36,13,26,21,23,15,14,24,29
"PA1231",4,7,4,5,7,10,3,2,1,1,12,11
"PA1230",5,10,5,11,0,6,13,1,8,2,3,3
"PA1229",93,94,97,77,94,88,63,67,47,19,110,74
"PA1228",43,52,84,49,53,72,84,45,39,24,48,48
"PA1227",64,72,110,66,78,97,76,86,73,43,92,103
"PA1226",110,220,239,159,129,209,161,160,123,56,219,223
"PA1225",106,59,70,67,47,66,81,55,45,21,101,94
"PA1224",273,258,404,197,187,231,230,287,181,119,379,314
"PA1223",88,73,136,66,48,50,37,65,50,53,60,80
"PA1222",611,848,953,757,603,860,661,607,511,371,727,900
"PA1221",80,20,34,15,9,29,38,33,23,4,59,58
"PA1220",17,20,17,15,13,15,17,17,7,28,27,24
"PA1219",8,6,6,6,2,12,3,1,3,4,12,17
"PA1218",65,24,41,17,24,23,22,39,14,12,72,57
"PA1217",168,89,139,89,51,114,90,54,58,52,242,223
"PA1216",92,86,135,51,58,101,130,96,91,77,211,156
"PA1215",64,63,73,58,48,61,68,42,48,50,87,122
"PA1214",32,24,15,19,18,26,20,13,7,5,46,44
"PA1213",25,38,37,23,19,26,13,15,11,25,29,43
"PA1212",61,51,38,31,12,27,32,36,13,15,34,42
"PA1211",21,23,22,25,8,25,12,15,14,7,27,24
"PA1210",96,179,196,147,124,148,189,137,140,81,151,173
"PA1209",101,117,110,126,76,94,105,113,79,59,142,109
"PA1208",308,326,359,205,187,316,261,290,251,143,430,292
"PA1207",825,1114,1413,851,729,1100,892,896,765,489,1417,1260
"PA1206",323,491,523,367,290,429,296,325,338,211,584,457
"PA1205",559,976,1315,742,659,1038,1162,957,761,465,1223,1189
"PA1204",218,450,586,300,325,432,405,429,334,130,589,538
"PA1203",397,664,1017,525,494,806,937,874,557,438,1050,924
"PA1202",3264,3947,5146,3236,2383,3901,3821,3797,3188,1785,5532,4534
"PA1201",462,473,524,401,323,442,429,439,394,278,618,496
"PA1200",697,1275,1529,903,679,957,632,795,642,516,1066,939
"PA1199",1931,3024,3563,2395,1783,2442,1481,1554,1305,825,2257,1882
"PA1198",7020,9827,12496,8507,5973,9413,10924,6442,5632,3437,7827,6531
"PA1197",464,641,787,352,382,510,596,482,354,154,464,403
"PA1196",416,734,907,370,293,375,466,482,330,161,449,462
"PA1195",181,195,191,132,100,141,145,163,148,59,143,116
"PA1194",136,51,71,39,46,51,55,59,44,19,60,54
"PA1193",553,812,1106,650,524,877,557,588,459,289,765,655
"PA1192",1534,1734,2366,1540,1168,1837,1604,1256,1146,723,1817,1544
"PA1191",289,285,424,208,168,269,337,249,244,114,313,211
"PA1190",315,246,282,188,127,201,262,233,211,392,954,753
"PA1189",329,262,388,282,209,305,356,181,204,131,320,256
"PA1188",154,352,365,323,229,299,284,229,156,122,288,360
"PA1187",129,133,144,78,70,98,136,76,83,42,130,123
"PA1186",25,29,23,21,8,33,25,11,18,8,30,23
"PA1185",34,38,33,28,11,21,35,37,33,15,40,24
"PA1184",150,247,285,240,133,197,161,235,162,129,274,184
"PA1183",722,812,1052,1301,1122,1747,397,371,265,38,60,57
"PA1182",146,140,200,148,91,201,169,135,127,60,176,181
"PA1181",703,1095,1398,935,651,926,1015,906,863,509,1381,1063
"PA1180",802,1216,1490,1258,856,1460,1180,1054,874,610,1730,1442
"PA1179",2024,2685,3135,2407,1941,2962,2374,2553,2177,1353,4032,3479
"PA1178",9432,12021,16068,14129,11093,18276,21357,13259,12254,7840,19196,16757
"PA1177",279,792,790,683,453,690,847,794,643,347,987,895
"PA1176",43,173,197,161,106,140,164,165,105,80,246,243
"PA1175",282,375,537,347,243,502,708,504,419,292,662,624
"PA1174",5318,7527,10236,6305,4925,8364,10959,9612,7676,5594,12546,12170
"PA1173",269,522,684,407,338,652,781,644,557,419,826,789
"PA1172",1004,918,1249,891,685,1172,1907,1363,1060,669,1530,1526
"PA1171",1290,1911,2166,1341,1141,1635,1302,1245,1167,573,1740,1589
"PA1170",132,194,225,156,142,166,117,93,117,85,159,157
"PA1169",248,209,262,179,144,209,218,194,204,86,247,200
"PA1168",51,57,91,30,22,60,74,54,61,32,42,70
"PA1167",621,735,868,602,477,582,716,713,607,276,928,817
"PA1166",632,1234,1524,1183,901,1234,1463,1307,1100,665,1809,1582
"PA1165",88,108,117,117,61,82,123,62,60,39,73,96
"PA1164",499,668,934,550,468,705,596,671,505,386,762,654
"PA1163",411,492,538,436,295,420,519,424,308,231,600,502
"PA1162",642,1060,1353,847,691,1108,791,805,572,447,1101,1065
"PA1161",82,228,299,234,204,215,139,140,101,84,309,286
"PA1160",176,339,373,347,252,270,285,151,111,94,284,266
"PA1159",12980,11889,14350,10553,7633,10906,10836,10480,7393,6475,10955,9549
"PA1158",409,594,731,482,353,536,488,439,411,260,598,578
"PA1157",349,606,672,509,412,543,505,496,292,205,554,501
"PA1156",29742,32898,46363,21946,20980,36851,36657,27373,21804,16677,40314,38541
"PA1155",20732,22491,29999,14700,12651,22017,24863,19456,15863,10176,27486,25356
"PA1154",107,39,43,21,31,35,43,21,19,20,34,19
"PA1153",106,39,70,37,37,53,72,33,35,33,83,47
"PA1151",5527,4155,5826,3752,2768,4421,5677,3950,3127,2348,5315,4455
"PA1150",7105,6190,8949,5340,4516,8008,7483,5175,4479,2268,6117,5273
"PA1149",44,64,49,29,37,56,35,12,22,16,49,39
"PA1148",91,112,97,56,57,81,105,63,67,40,99,84
"PA1147",79,125,119,85,62,97,61,104,74,52,118,91
"PA1146",58,21,41,35,29,17,15,15,25,14,30,9
"PA1145",249,414,402,357,288,350,335,225,240,177,380,301
"PA1144",42,30,31,34,38,33,28,18,13,6,20,24
"PA1143",25,13,24,16,14,12,18,19,4,5,23,22
"PA1142",157,269,316,249,183,245,202,211,176,94,221,270
"PA1141",157,252,308,214,152,195,192,176,140,89,257,236
"PA1140",1231,1693,2241,1137,960,1589,1611,1517,1330,792,1829,1774
"PA1139",139,197,218,193,152,243,130,147,109,71,146,210
"PA1138",54,68,134,83,48,94,97,57,67,25,118,86
"PA1137",69,66,109,173,115,180,67,74,61,53,99,102
"PA1136",120,220,208,182,108,173,122,153,111,80,145,158
"PA1135",987,1114,1285,897,700,1139,1222,978,923,475,1346,1106
"PA1134",20,12,15,14,8,13,8,14,3,0,8,4
"PA1133",61,58,76,63,41,51,45,20,39,9,40,30
"PA1132",538,576,807,518,365,583,618,369,337,89,215,151
"PA1131",44,95,90,80,66,96,70,42,51,34,81,79
"PA1130",131,182,242,180,187,208,183,141,93,66,179,159
"PA1129",89,128,174,112,72,131,106,86,68,64,126,141
"PA1128",150,268,387,194,175,242,260,216,161,94,318,250
"PA1127",856,1490,1828,1220,973,1309,1288,1282,1117,634,1828,1604
"PA1126",428,570,656,530,367,547,461,379,372,186,542,395
"PA1125",214,401,475,319,247,403,495,309,231,148,373,352
"PA1124",1552,2103,2494,1475,1308,1909,1860,1655,1552,823,2123,1932
"PA1123",3343,3673,4400,2913,2045,3186,2704,2137,1942,465,1162,1061
"locus_tag=BPMHFNII_04599",341,1053,1370,758,564,854,677,619,587,165,470,368
"PA1122",1294,1006,1392,873,646,972,1048,908,842,497,1288,982
"PA1121",494,978,1127,769,483,864,779,915,797,448,1112,1025
"PA1120",655,956,1369,915,612,941,1203,1116,932,592,1509,1339
"PA1119",1717,2371,2881,1831,1381,2349,3211,2381,1954,1456,3237,2941
"PA1118",445,533,550,396,344,461,478,493,465,203,602,566
"PA1117",151,292,367,233,159,256,200,207,217,85,368,291
"PA1116",382,332,514,359,264,387,356,226,211,169,379,299
"PA1115",944,1325,1643,1094,840,1194,1217,1009,893,466,1239,1176
"PA1114",75,240,263,242,153,311,162,188,106,70,222,173
"PA1113",294,222,251,144,115,220,185,150,114,74,193,190
"locus_tag=BPMHFNII_04610",1765,3551,3895,3694,2037,3071,2284,2216,1639,881,2874,2590
"inference=ab initio prediction:Prodigal:002006",304,332,418,260,212,348,239,288,200,116,299,257
"PA1112",1214,1761,2356,1523,1137,1810,1520,1606,1380,821,2406,2152
"PA1111",60,106,117,96,78,98,80,42,66,23,107,61
"PA1110",236,379,478,383,285,337,339,272,180,149,419,372
"PA1109",79,153,172,113,111,148,105,87,67,54,154,143
"PA1108",37,17,29,24,17,18,24,11,12,3,20,14
"PA1107",328,297,339,205,151,221,310,246,221,33,192,199
"PA1106",1009,1249,1531,1089,793,1197,1120,894,849,587,1180,1022
"PA1105",200,526,731,365,319,507,597,481,426,199,526,500
"PA1104",1356,2129,2463,1506,1200,1729,1452,1623,1231,835,2004,1728
"PA1103",997,1697,1997,1341,943,1421,1207,1293,1129,620,1678,1430
"PA1102",2797,4068,5317,3147,2441,4013,3926,3768,3107,1817,4618,3955
"PA1101",2369,3774,4809,3030,2440,3575,3712,3042,2391,1305,3650,3297
"PA1100",488,885,1307,744,589,794,830,713,629,323,876,704
"PA1099",1188,2118,2454,1478,1248,1875,1334,1543,1214,865,2236,1916
"PA1098",1707,2856,3640,2259,1729,2461,2059,2073,1826,1184,3289,2593
"PA1097",6240,8694,11224,6671,4904,7718,8686,8088,6450,3430,9029,7461
"PA1096",5073,4628,5633,3587,3124,4526,4599,4365,3435,1174,2380,2243
"PA1095",4780,5759,7569,4775,3945,6113,5967,5224,4319,1293,3279,2932
"PA1094",30445,30606,42351,21955,19498,33855,34192,31556,25394,8890,20983,19687
"PA1093",6396,8201,11309,5991,4901,8759,7633,8078,6265,1466,4004,3846
"PA1092",96997,109509,145218,81989,70275,118441,119493,109426,93902,24515,56437,52590
"PA1091",5916,8629,10687,7122,5519,8346,7849,7514,6140,3208,8860,8210
"PA1090",705,1131,1329,866,701,1006,1031,874,854,356,928,853
"PA1089",736,1114,1355,853,638,948,1018,964,844,319,1154,796
"PA1088",1805,2307,2802,1733,1175,2127,2507,2210,1956,776,2063,1689
"PA1087",3709,4834,6626,3642,2952,4667,6142,5076,4442,1571,3622,3268
"PA1086",4922,6898,8692,4860,3755,6366,8224,6811,6036,1944,4649,4198
"PA1085",1549,2406,3018,1832,1481,2357,2935,2263,1962,556,1685,1454
"PA1084",1348,2369,3044,1775,1280,1974,2335,2103,1719,575,1340,1206
"PA1083",1548,2247,2799,1651,1243,2092,2469,2149,1750,478,1211,1006
"PA1082",2895,3890,5019,2593,2109,3405,4135,3204,3082,725,1941,1578
"PA1081",1075,1566,1961,1205,934,1222,1475,1294,965,108,333,259
"PA1080",8942,11348,16133,7944,6605,11282,15959,12506,10302,1387,3046,2823
"PA1079",2235,2290,3120,1611,1416,2446,3294,2179,1954,212,554,472
"PA1078",1089,1612,2028,898,823,1409,1755,1231,1134,170,298,286
"PA1077",1883,2583,3216,1907,1524,2419,3438,2026,2035,230,423,422
"PA1076",2572,3222,3846,2017,1606,2400,3633,3090,2552,1376,3491,2839
"PA1075",187,364,501,294,244,351,245,203,225,216,414,311
"PA1074",15372,18985,26051,15440,12043,20579,23324,17628,15621,10410,25394,22617
"PA1073",2027,2260,3073,1675,1453,2321,2505,2376,1941,1399,3380,3299
"PA1072",1232,1779,2133,1161,918,1472,1489,1797,1510,1110,2923,2502
"PA1071",1351,1786,2481,1250,1202,1909,2348,2237,1951,1340,3117,2811
"PA1070",1084,1367,1807,936,778,1337,1385,1620,1171,915,2442,2062
"PA1069",3156,4894,6850,3577,2995,5506,5048,3299,2791,1540,5030,4385
"PA1068",1348,2046,2513,1559,1270,1980,1431,1391,1205,732,1901,1716
"PA1067",101,114,152,120,90,106,99,137,91,54,103,116
"PA1066",263,302,436,244,204,281,345,318,230,164,396,373
"PA1065",452,784,1065,630,504,830,1053,884,777,420,1107,965
"PA1064",1088,1542,1933,1185,987,1440,1330,1046,914,507,1350,1085
"PA1063",134,196,237,143,119,168,186,161,183,92,256,233
"PA1062",204,437,527,313,267,324,348,305,274,182,537,390
"PA1061",657,1043,1258,735,544,951,960,991,766,376,1488,1276
"PA1060",319,501,533,371,266,412,397,395,346,214,473,370
"PA1059",155,192,251,177,103,206,207,183,187,80,272,187
"PA1058",20,137,204,143,75,127,147,144,79,80,158,169
"PA1057",172,324,335,239,135,264,271,323,227,227,347,294
"PA1056",343,579,686,411,349,502,408,431,367,235,672,597
"PA1055",49,132,161,119,93,112,141,131,113,74,204,124
"PA1054",823,1410,1486,945,644,1037,927,977,757,530,1452,1213
"PA1053",3429,4009,5217,4102,3303,5104,6431,3819,3125,2874,5397,5119
"locus_tag=BPMHFNII_04672",144,296,329,239,131,210,289,247,234,103,281,223
"PA1052",27,46,63,51,38,36,41,54,26,24,63,55
"PA1051",147,101,184,94,77,133,157,144,98,66,148,160
"PA1050",430,767,957,539,430,593,708,788,562,285,895,943
"PA1049",1815,2833,3470,1908,1357,2366,2981,2786,2263,1174,2815,2857
"PA1048",12643,16222,21259,13345,10407,16624,10146,9167,7693,5888,14015,12837
"PA1047",819,1145,1347,1020,818,1109,844,763,577,386,956,879
"PA1046",585,806,997,690,466,722,649,677,539,325,886,808
"PA1045",1162,1602,2117,1336,1167,1677,1266,1191,995,633,1681,1554
"PA1044",177,263,325,246,150,194,136,156,127,84,233,223
"PA1043",507,865,1125,794,578,982,832,701,672,365,1214,990
"PA1042",256,365,400,265,212,260,255,304,218,167,380,366
"PA1041",4989,7467,9280,7396,5494,8409,10218,8927,6988,3881,10043,10017
"PA1040",210,468,631,399,330,555,604,463,369,264,501,399
"PA1039",254,411,507,327,289,335,258,309,267,196,516,337
"PA1038",101,116,138,100,72,93,98,126,84,49,98,101
"PA1037",423,113,148,72,51,92,95,89,70,31,117,69
"PA1036",473,1007,1139,875,650,875,1076,784,609,386,969,985
"PA1035",745,633,905,484,307,559,519,486,433,323,565,435
"PA1034",377,314,370,178,116,287,552,214,175,104,359,243
"PA1033",1007,1269,1494,939,825,1168,1112,924,857,593,1464,1117
"PA1032",1939,1945,2388,1530,1251,1955,1568,1496,1276,808,2299,1893
"PA1031",1880,2833,3595,2213,1716,2648,2447,2420,2123,1191,3422,2847
"PA1030",1058,1352,1755,1055,748,1196,1109,1121,942,530,1382,1085
"PA1029",520,653,1024,550,481,721,890,686,497,240,739,620
"PA1028",261,185,258,165,167,190,238,206,130,104,295,274
"PA1027",375,556,601,429,306,503,597,411,426,174,730,719
"PA1026",149,178,231,209,146,236,164,129,103,56,189,175
"PA1025",60,89,105,59,38,57,67,70,52,48,86,85
"PA1024",154,211,289,171,139,224,236,220,163,128,379,382
"PA1023",297,382,557,238,233,370,470,417,346,236,608,591
"PA1022",242,327,411,251,193,321,483,329,277,181,514,453
"PA1021",42,115,160,105,78,156,122,117,81,65,190,176
"PA1020",107,194,248,136,119,174,164,146,114,85,250,242
"PA5202",19,7,11,15,7,14,20,8,7,7,37,13
"PA1019",54,47,70,49,18,40,35,40,44,14,44,22
"PA1018",59,64,82,36,35,57,50,53,35,15,70,58
"PA1017",145,196,271,121,129,157,155,138,130,82,226,243
"PA1016",279,380,447,301,203,331,348,393,253,184,450,447
"locus_tag=BPMHFNII_04711",98,162,182,103,79,162,108,141,91,57,189,147
"PA1015",492,536,633,375,312,519,453,326,368,192,489,458
"PA1014",1856,1983,2327,1510,1226,1827,1882,1504,1319,776,2103,1745
"locus_tag=BPMHFNII_04714",318,166,209,148,93,150,239,130,128,107,331,168
"PA1013",3976,3716,4859,2769,2503,3833,3714,3485,2617,2241,5069,4270
"PA1012",878,1224,1504,777,619,1018,863,891,700,462,1160,1011
"PA1011",2786,4916,5626,3773,2974,4285,3369,3502,2596,2059,5061,4661
"PA1010",4047,6687,8129,5731,4780,6758,5263,4664,3305,3024,6777,6673
"PA1009",1798,2408,3234,1717,1353,2457,2881,1667,1434,1365,2561,1982
"PA1008",1957,2361,3098,1921,1502,2358,2287,1574,1294,931,2564,2027
"PA1007",442,364,455,330,199,313,259,254,207,146,365,278
"PA1006",123,234,363,209,140,192,187,168,145,84,239,214
"PA1005",2354,3481,4365,2951,2349,3424,3448,3142,2429,1594,3971,3675
"PA1004",1633,2045,2785,1657,1255,1905,1795,1616,1317,851,2160,1999
"PA1003",3127,2689,3507,2213,1752,2835,2830,2268,2016,1213,2597,2482
"PA1002",1626,2600,3172,1585,1387,1961,1846,1534,1065,420,1227,1195
"PA1001",12332,19128,24755,10302,8926,14946,12870,11441,9286,2991,10659,8975
"PA1000",12882,19105,25628,9994,8264,14215,12728,10284,9352,3233,10666,8441
"PA0999",22264,33864,41598,16224,14427,23352,18126,19869,16805,6013,18277,15380
"PA0998",21632,29003,40347,14598,13349,21814,20490,20006,15544,5102,16878,14664
"PA0997",17232,27771,39239,15867,13911,23300,21202,19454,14001,5380,15721,14933
"PA0996",18540,28348,34111,14557,11798,18908,13756,15974,12404,4450,12347,11392
"PA0995",503,461,575,390,266,434,488,387,342,194,511,329
"PA0994",623,244,308,223,155,240,302,195,206,99,255,205
"PA0993",26,12,7,6,6,12,18,5,8,3,5,13
"PA0992",490,172,208,133,90,164,210,157,123,69,223,142
"locus_tag=BPMHFNII_04737",359,89,104,56,56,105,102,88,55,18,61,84
"PA0990",268,152,203,138,113,162,207,104,131,60,150,153
"PA0989",279,100,160,80,78,96,95,43,49,23,102,61
"PA0988",537,514,559,379,285,449,546,318,329,197,444,360
"PA0987",107,32,40,7,7,17,31,14,17,13,26,17
"PA0986",23,23,21,44,26,14,26,20,8,3,19,14
"PA0985",8826,6388,9347,5720,5201,9501,12092,5784,4904,2103,6254,5335
"PA0983",436,426,495,374,225,405,553,352,357,221,466,325
"PA0982",349,254,357,210,148,198,441,178,238,108,338,189
"locus_tag=BPMHFNII_04746",134,155,239,120,114,134,241,187,129,48,154,115
"PA0981",774,549,836,450,414,616,1086,547,473,218,822,637
"PA0979",167,110,112,104,56,124,158,91,74,22,91,109
"PA0978",284,66,68,57,32,83,58,51,56,24,55,63
"locus_tag=BPMHFNII_04750",326,339,542,316,153,168,408,109,164,185,644,269
"PA0976",807,177,215,83,94,152,154,114,124,88,166,160
"PA0975",360,199,252,119,96,197,174,142,100,104,186,149
"PA0974",3244,3753,5069,2655,2148,3614,2991,3029,2523,1752,4271,3737
"PA0973",13999,19361,23480,14022,11142,17054,15591,16008,12582,8137,20165,17628
"PA0972",9497,10169,12869,7605,6263,10668,11475,7515,6928,4352,10274,9679
"PA0971",4325,4776,6405,3327,2787,4936,4948,3543,3312,1953,5920,5029
"PA0970",1631,1821,2561,1372,1150,2000,2193,1760,1443,1004,2730,2207
"PA0969",4221,5292,6825,3556,2926,4967,4303,4309,3574,2293,6216,5388
"PA0968",1646,2175,3026,1426,1197,1897,1678,1532,1170,767,2372,1686
"PA0967",1781,2217,2865,1899,1365,2104,1915,1654,1551,838,2436,1974
"PA0966",876,1057,1368,747,602,866,698,699,646,421,1099,880
"PA0965",801,1118,1553,776,684,1054,1186,840,780,498,1200,1065
"PA0964",5376,5744,7874,4627,3588,6050,6306,5073,4047,3157,6856,6296
"PA0963",8721,11610,15158,8601,6746,10965,9675,9161,7741,5254,14000,11949
"PA0962",7141,9554,11695,6312,4584,7389,13042,8234,7908,3279,10324,7695
"locus_tag=BPMHFNII_04766",918,847,1089,624,523,775,918,544,419,359,719,632
"PA0960",269,242,243,171,110,230,325,219,170,133,312,251
"PA0959",826,1078,1382,944,708,1039,1194,1224,960,636,1557,1261
"PA0958",24420,24298,33021,17744,15297,25449,33536,24728,20800,15816,37795,35217
"PA0957",165,108,185,122,96,122,129,88,91,65,142,119
"PA0956",7378,9056,12374,7592,6042,10120,9845,7766,6155,4409,11184,9980
"PA0955",1598,1820,2338,1437,1145,1846,1541,1450,1381,821,2096,1883
"PA0954",250,383,445,274,196,323,351,223,247,89,369,271
"PA0953",526,621,883,561,459,677,614,445,436,235,763,576
"PA0952",605,391,478,257,194,281,412,269,268,109,408,296
"locus_tag=BPMHFNII_04776",193,678,933,522,451,461,581,541,527,98,307,215
"PA0951",1098,773,928,596,405,684,659,527,517,325,801,619
"PA0950",571,1291,1581,1015,783,1092,890,881,782,477,1279,954
"PA0949",1073,1758,2145,1287,1167,1725,1318,1555,1170,968,2150,1755
"PA0948",317,501,673,410,297,411,297,315,344,195,589,446
"PA0947",1360,1198,1456,1057,691,1096,888,781,664,482,1180,851
