"gene_id","BF0285BR1_S16","BF0285BR2_S17","BF0285BR3_S18","BioFWTBR1_S10","BioFWTBR2_S11","BioFWTBR3_S12","Pla0285BR1_S7","Pla0285BR2_S8","Pla0285BR3_S9","PlankWTBR1_S1","PlankWTBR2_S2","PlankWTBR3_S3"
"PA3387",147,114,146,86,98,97,206,233,173,267,264,311
"PA3388",368,256,213,242,204,182,269,331,318,274,306,259
"PA3390",133,67,64,64,63,59,68,83,56,89,88,88
"PA3389",156,71,68,64,70,86,84,88,79,104,93,107
"PA3391",1252,1408,3755,929,1246,1111,1922,2421,3181,3805,3358,3447
"PA3392",2540,1221,2127,1655,1801,1613,7686,8562,10131,13445,12171,11525
"PA3393",599,320,404,362,401,348,1505,1696,1655,2561,2126,2350
"PA3394",158,63,74,72,67,60,411,419,225,590,482,429
"PA3395",169,83,90,59,70,59,390,434,364,657,590,498
"PA3396",147,90,65,50,61,53,357,310,217,463,440,342
"PA3397",32394,20587,15950,18177,19240,17920,13692,15283,17673,11393,13256,9017
"PA3398",1408,642,614,711,729,659,634,618,379,731,482,716
"PA3399",2002,980,1068,967,1013,824,1064,1359,818,1378,1058,1470
"PA3400",706,438,420,381,445,374,386,499,402,443,389,417
"PA3401",653,354,333,326,339,369,385,444,348,353,386,357
"PA3402",855,473,367,438,441,372,511,582,498,449,443,365
"PA3403",243,156,156,139,175,160,138,153,113,157,118,154
"PA3404",308,135,237,169,184,215,169,142,119,181,151,164
"PA3405",229,90,62,95,57,85,79,55,38,91,53,59
"PA3406",308,121,81,133,65,106,103,71,35,83,74,47
"PA3407",9428,2862,2708,4159,3315,4584,1737,1479,969,1990,1619,1923
"PA3408",1778,612,641,869,633,807,510,381,270,414,406,406
"PA3409",571,190,198,217,216,270,500,335,200,320,265,274
"PA3410",659,279,468,290,220,334,444,350,305,278,351,186
"PA3411",102,57,41,46,48,38,53,54,22,43,37,46
"PA3412",142,60,79,91,95,111,78,73,73,112,81,138
"PA3413",1637,940,1282,1563,2003,1566,657,582,562,567,517,664
"PA3414",1737,930,1023,1531,1669,1233,429,402,398,418,400,523
"PA3415",6737,3137,2818,4255,4724,3262,700,661,208,828,602,1105
"PA3416",6867,3503,3170,5470,6404,4555,678,719,256,950,676,1432
"PA3417",9058,4705,3342,6665,7536,5223,563,709,207,890,614,1317
"PA3418",10030,4865,4535,8324,9732,6852,3211,3961,2282,4976,3977,6310
"PA3419",788,392,369,417,396,354,402,419,276,485,384,403
"PA3420",223,101,100,114,109,101,204,236,94,323,218,344
"PA3421",244,132,158,150,148,153,129,180,118,162,148,180
"PA3422",568,317,289,369,402,420,187,231,186,266,213,348
"PA3423",763,463,525,398,492,428,320,402,398,381,353,384
"PA3424",332,196,182,171,168,148,243,250,165,269,197,181
"PA3425",433,215,224,181,203,228,389,403,234,375,334,359
"PA3426",818,418,381,358,387,366,739,640,309,663,488,640
"PA3427",899,421,592,451,440,427,1015,1290,970,1764,1164,1657
"PA3428",120,78,84,71,84,85,134,129,84,187,127,263
"PA3429",403,237,298,229,206,179,381,377,205,523,392,577
"PA3430",1555,692,1019,903,900,933,716,843,852,1412,1225,1508
"PA3431",3373,1040,1088,1336,1423,1502,729,591,675,1150,1070,612
"PA3432",1600,609,519,699,823,882,523,522,567,734,733,371
"PA3433",706,378,365,318,374,367,331,426,286,512,355,537
"PA3434",4094,2372,2428,2267,2705,2677,2667,2781,2041,2996,2210,3683
"PA3435",2212,1165,882,1069,1105,1076,950,1174,1299,824,993,678
"PA3436",115,79,58,62,69,61,94,74,54,85,89,46
"PA3437",1159,714,796,602,657,589,713,856,865,815,847,730
"PA3438",2166,1394,1628,1341,1341,1373,1779,2016,2116,2157,2037,2112
"PA3439",1886,1051,1232,991,1039,1039,1576,1713,1678,1979,1888,2023
"PA3440",2578,1396,1632,1577,1561,1599,1168,1474,1789,1231,1307,1017
"PA3441",14771,6139,7010,5621,5869,6952,1282,1327,959,961,786,1009
"PA3442",5407,2670,3090,2247,2130,2355,492,622,367,442,371,383
"PA3443",2726,1317,1517,1049,1203,1029,220,222,187,164,158,96
"PA3444",4268,1715,1895,1146,1140,909,245,278,169,210,149,97
"PA3445",5196,2767,2745,1923,2121,1814,278,366,274,242,199,143
"PA3446",3448,2148,1770,1272,1646,1416,239,235,224,179,179,118
"PA3447",450,290,232,175,160,151,61,68,37,64,52,61
"PA3448",545,357,258,210,183,200,67,75,38,41,46,30
"PA3449",850,567,506,364,407,413,41,53,54,46,38,29
"PA3450",14926,9628,8668,6815,8092,7713,1267,1357,1607,758,815,624
"PA3451",2443,1354,1590,1782,1841,1945,1197,1457,998,2223,1630,3098
"PA3452",3978,2321,2554,2293,1616,1960,1755,2019,1619,1989,1874,1873
"PA3453",973,422,338,437,399,375,705,672,636,421,446,335
"PA3454",691,397,516,324,412,367,810,926,729,1079,885,959
"PA3455",3263,2173,2616,1937,2122,2052,3651,3486,3008,4194,3195,4066
"PA3456",628,299,287,273,255,241,432,489,258,345,326,208
"PA3457",990,494,722,444,463,476,835,805,748,1117,887,1020
"PA3458",3474,1782,2742,1461,1426,1576,2748,2208,2306,3723,2785,3082
"PA3459",4949,2944,5038,2873,3398,3229,4602,4805,4044,5619,3803,5349
"PA3460",2047,1104,1220,1388,1728,1376,2307,2549,1779,2443,2100,2482
"PA3461",1558,790,823,1024,1304,1014,1338,1599,1022,1568,1399,1727
"PA3462",746,391,510,466,450,433,751,733,523,1032,796,1229
"PA3463",280,152,155,175,149,135,186,282,208,237,215,333
"PA3464",411,197,178,163,174,193,240,257,239,321,263,239
"PA3465",4012,2030,2805,1811,1662,1599,5240,6110,3330,7967,5769,8061
"PA3466",1733,1019,905,778,778,708,1564,1598,1313,1459,1345,1173
"PA3467",192,98,94,101,101,104,109,104,65,125,95,138
"PA3468",1367,741,787,726,666,596,916,1105,955,745,840,628
"PA3469",878,425,463,433,423,422,517,681,466,550,495,372
"PA3470",559,268,258,234,219,215,352,426,264,339,289,240
"PA3471",6413,3618,3500,3629,3329,3194,4364,4792,4645,3996,4283,3132
"PA3472",8439,6192,5884,5263,5866,6093,1872,2853,3863,1562,1999,1523
"PA3473",1359,812,802,638,612,554,405,561,418,380,411,323
"PA3474",525,290,271,278,281,248,271,342,282,270,254,233
"PA3475",2136,1055,1053,1162,1292,1208,1184,1484,1293,1333,1331,1339
"PA3476",23916,13339,11192,14985,16191,15392,7292,9079,9441,7655,7236,9125
"PA3477",17362,9906,8493,10734,12440,13813,10362,9521,11841,8707,9047,10330
"PA3478",12493,5729,5357,7082,8819,8615,1518,1365,1084,1357,1094,1240
"PA3479",27581,13124,11092,16914,20039,19899,2701,1877,1836,2111,1614,1929
"PA3480",3664,2029,1980,2341,2303,2352,1769,2281,2642,1339,1657,1325
"PA3481",3375,1838,2144,1545,1360,1240,2825,2798,1917,2479,2245,1991
"PA3482",10425,6763,6413,6661,6536,6566,5495,6710,7649,5163,6192,4804
"PA3483",2471,1530,1390,1483,1584,1589,1611,1750,1710,1317,1398,1280
"PA3484",1473,885,754,826,890,797,1250,1649,1340,1061,1146,1002
"PA3485",435,260,208,241,249,231,389,478,380,333,323,302
"PA3486",3525,2247,1627,2284,2463,1979,1057,1209,1044,894,865,857
"PA3487",3978,2687,2409,2669,2912,2370,1446,1590,1436,1362,1323,1357
"PA3488",1240,920,796,786,766,731,385,598,361,509,333,502
"PA3489",653,397,383,403,420,414,248,302,275,256,239,231
"PA3490",315,152,109,141,129,133,170,188,92,152,152,123
"PA3491",797,439,351,351,336,315,456,557,431,400,443,326
"PA3492",390,207,229,155,160,136,225,250,182,294,224,211
"PA3493",242,134,133,112,129,79,170,169,125,152,140,149
"PA3494",468,304,295,248,265,245,236,239,232,262,240,240
"PA3495",716,487,501,429,449,445,372,463,569,457,459,492
"PA3496",1271,508,466,857,1516,1312,206,244,319,253,177,289
"PA3497",688,258,216,347,501,473,99,123,134,147,146,167
"PA3498",484,297,304,319,266,296,220,240,159,301,247,309
"PA3499",215,125,123,144,98,89,94,123,70,153,152,159
"PA3500",468,245,281,249,175,213,182,202,141,313,250,283
"PA3501",158,69,99,60,48,49,56,93,40,148,94,94
"PA3502",181,102,145,101,68,89,73,103,52,146,104,128
"PA3503",305,151,173,191,105,135,86,128,67,183,147,190
"PA3504",589,290,256,255,219,263,161,238,149,250,208,244
"PA3505",295,125,128,122,106,151,90,93,50,117,103,107
"PA3506",372,172,184,188,128,190,122,190,117,210,181,223
"PA3507",229,96,95,130,82,86,82,111,48,125,76,117
"PA3508",374,177,178,214,153,174,131,185,96,213,149,285
"PA3509",223,109,104,136,79,114,83,117,75,130,94,166
"PA3510",296,177,165,214,151,182,94,191,120,181,161,247
"PA3511",136,84,83,104,85,95,54,98,45,91,70,122
"PA3512",241,122,130,120,140,137,96,136,71,159,133,168
"PA3513",307,143,187,153,156,165,147,174,82,161,158,216
"PA3514",409,231,342,256,228,263,199,286,150,332,227,473
"PA3515",665,348,334,338,308,298,228,252,173,294,221,322
"PA3516",415,188,241,224,196,178,131,149,108,148,101,148
"PA3517",371,186,284,190,180,141,183,163,99,178,187,190
"PA3518",215,151,446,157,115,77,51,48,45,48,60,60
"PA3519",353,477,1608,183,177,174,59,62,34,61,76,66
"PA3520",583,553,539,494,484,569,138,104,94,111,82,174
"PA3521",103,65,55,45,66,63,45,39,34,49,45,50
"PA3522",634,378,900,338,342,318,207,241,184,262,246,281
"PA3523",297,233,740,146,160,120,109,108,71,139,102,130
"PA3524",2436,1779,1744,1407,1701,1630,2155,2300,3207,1967,2061,1817
"PA3525",12352,7116,5515,6406,6471,6218,7846,7679,8552,6302,6588,4419
"PA3526",2657,1627,3216,1129,1011,1039,1554,1616,900,2132,1650,2021
"PA3527",2278,1384,1492,1114,1026,987,2296,2822,2596,1977,2560,1766
"PA3528",2917,1937,2086,1436,1398,1412,2714,3650,3136,3070,3333,2774
"PA3529",29122,12312,11165,14420,16678,15157,9414,9025,11094,9802,9340,8121
"PA3530",6896,4323,9857,3721,4536,6476,2951,2649,3362,2733,2205,2358
"PA3531",6962,5459,5239,5932,8421,6551,4198,5539,5973,4917,4654,6094
"PA3532",494,467,418,371,476,361,504,542,597,541,505,503
"PA3533",7024,4598,5876,4252,4147,4880,5314,5296,7396,6753,6213,6685
"PA3534",400,219,256,191,200,190,379,425,316,544,410,549
"PA3535",1342,626,633,542,454,443,2369,2830,1749,2023,1904,1632
"PA3536",944,514,518,456,504,437,429,522,283,467,322,409
"PA3537",3097,1781,1518,1820,1617,1644,1101,1477,1800,1009,1252,873
"PA3538",4210,2375,2446,2084,2083,2038,1985,2916,2991,2219,2523,1955
"PA3539",984,580,544,556,567,534,609,631,975,439,600,453
"PA3540",350,213,197,193,248,268,115,129,105,168,140,172
"PA3541",348,230,238,252,281,296,172,160,126,217,141,242
"PA3542",170,98,88,95,109,126,52,57,43,67,62,62
"PA3543",119,57,47,61,53,55,44,44,33,46,49,35
"PA3544",223,103,134,150,168,165,86,75,45,126,84,109
"PA3545",1587,954,1049,951,1203,1172,801,744,596,913,687,1168
"PA3546",122,55,57,52,84,67,43,54,38,62,47,101
"PA3547",132,55,51,58,62,62,40,53,43,75,45,36
"PA3548",326,204,188,185,205,249,155,168,159,191,145,183
"PA3549",107,62,42,55,40,50,36,40,27,42,36,46
"PA3550",225,95,91,86,114,105,85,102,54,123,103,112
"PA3551",897,334,353,437,534,462,306,341,247,423,308,408
"PA3552",3476,1756,2361,1393,755,1263,1811,2094,1415,1945,1860,1852
"PA3553",2855,1288,1753,1142,615,1005,1604,1845,1332,1769,1654,1638
"PA3554",6113,2493,2916,2210,1368,2139,3388,3524,2541,3333,3124,2901
"PA3555",1360,471,498,424,245,336,753,791,317,874,593,579
"PA3556",2222,821,817,763,416,722,1132,1191,770,1115,929,931
"PA3557",501,164,161,145,99,128,328,291,142,294,265,229
"PA3558",947,354,405,430,240,439,454,439,374,452,370,426
"PA3559",6450,2313,2500,2433,1464,2464,2857,3113,2425,3464,2793,3657
"PA3560",957,371,378,345,279,328,464,506,269,546,431,554
"PA3561",298,141,134,126,108,118,217,204,110,214,182,222
"PA3562",601,289,297,278,270,246,446,418,224,425,357,387
"PA3563",696,419,414,342,309,279,733,733,473,593,663,474
"PA3564",274,134,114,97,115,67,272,288,102,284,220,187
"PA3565",364,170,161,157,184,144,265,267,153,249,185,225
"PA3566",271,172,200,169,137,117,265,330,251,305,318,315
"PA3567",930,485,574,495,432,426,1147,1587,746,1445,1191,2051
"PA3568",1191,579,685,752,808,796,4139,5659,2164,5193,4155,8250
"PA3569",232,72,134,118,112,93,284,368,261,339,292,259
"PA3570",864,388,431,402,493,472,1006,1182,1079,881,988,846
"PA3571",386,196,223,188,232,185,230,269,201,274,234,268
"PA3572",17994,6214,6971,7835,8580,8140,3657,3661,3590,5812,4494,5453
"PA3573",9981,2681,3075,3349,3258,2890,1834,1431,686,2348,1424,1470
"PA3574",2947,2946,8113,1700,1933,1615,743,950,835,823,739,888
"PA3575",386,186,268,198,200,204,118,160,171,125,138,95
"PA3576",910,464,631,625,502,513,778,862,492,1056,766,1071
"PA3577",381,259,298,573,669,954,228,220,253,389,350,620
"PA3578",2672,1837,1819,6273,4941,7654,1699,1684,1330,3002,2264,3040
"PA3579",686,416,371,375,385,361,1090,1029,1325,756,833,570
"PA3580",536,374,374,311,355,338,636,679,1329,518,598,479
"PA3581",1016,802,1122,703,528,585,2625,3399,5684,3000,3372,3695
"PA3582",2777,1609,2200,2026,1268,1535,9080,11716,15167,11597,11671,15265
"PA3583",1534,815,776,848,888,898,1380,1748,2356,1341,1428,1665
"PA3584",1430,949,1214,813,905,825,2787,3179,11177,3551,3547,3129
"PA3585",307,189,125,179,193,223,134,178,239,133,158,114
"PA3586",215,121,91,104,124,129,113,133,90,126,107,112
"PA3587",2355,1908,2399,1531,1795,1008,2964,2971,2468,3091,2651,2550
"PA3588",837,701,877,521,647,379,964,1120,900,1231,922,1080
"PA3589",59,34,34,25,37,31,30,34,18,31,32,28
"PA3590",265,166,145,136,152,121,126,152,73,174,113,152
"PA3591",20,14,9,12,12,13,11,11,10,15,17,12
"PA3592",92,38,27,32,32,33,35,38,30,37,22,37
"PA3593",198,102,212,112,113,120,97,106,59,80,72,81
"PA3594",319,211,227,185,199,220,166,176,137,188,160,210
"PA3595",376,197,189,185,203,226,158,188,129,217,152,205
"PA3596",346,140,115,148,111,193,126,130,79,140,100,122
"PA3597",997,344,363,337,292,519,231,284,188,292,256,361
"PA3598",828,277,425,272,197,380,229,267,175,196,199,252
"PA3599",15910,3716,3966,3497,1161,5631,799,743,687,902,745,850
"PA3600",27809,6238,6766,5385,1201,10568,572,567,482,815,692,803
"PA3601",37572,8228,8786,6485,1507,14046,732,663,586,909,825,923
"PA3602",2433,1259,1180,1112,1050,1178,817,1117,1400,896,939,817
"PA3603",1028,504,449,484,424,529,577,839,902,388,462,363
"PA3604",2261,1075,1035,1219,1166,1323,1049,1112,1129,889,836,885
"PA3605",1258,768,870,701,752,745,650,788,670,746,533,605
"PA3606",608,348,345,306,287,277,498,474,293,473,399,396
"PA3607",685,344,410,407,409,378,444,667,303,720,463,873
"PA3608",208,115,102,109,131,123,79,141,117,117,104,105
"PA3609",129,64,71,69,58,68,58,77,60,67,60,63
"PA3610",727,395,534,358,433,503,418,402,345,520,312,455
"PA3611",3092,1909,2403,1641,1697,1704,2352,2745,2807,2010,1863,1764
"PA3612",2191,1171,1666,1144,1058,1134,1505,1713,1551,1572,1217,1269
"PA3613",30639,9960,14928,11095,10277,9980,15915,13997,12290,16555,12886,13142
"PA3614",10310,4296,6732,4553,4803,4335,11650,11801,9832,14419,11787,14405
"PA3615",10492,4819,7039,5307,5714,5611,8550,8538,7483,9968,8083,11543
"PA3616",2641,1387,1967,1138,1180,1245,2263,2539,1791,3060,2311,3304
"PA3617",9845,5722,7057,4863,4901,4810,8406,9636,8583,9054,8545,8627
"PA3618",1346,784,687,695,807,780,516,602,427,544,465,575
"PA3619",927,574,531,498,548,501,473,598,498,542,485,566
"PA3620",5830,3664,3221,3068,3071,3009,3759,4329,3969,3513,3660,2770
"PA3621",2015,1306,1218,1136,1368,1340,578,1000,972,537,535,372
"PA3622",47507,21729,28047,27132,29465,30693,37754,48673,41146,49976,41813,69995
"PA3623",39326,24546,27968,20472,24697,26087,31413,37291,28052,42648,30379,62218
"PA3624",4668,2982,2963,2898,3243,3228,2158,2616,2666,2238,2203,2063
"PA3625",4247,2518,2136,2592,2646,2530,1631,1957,2192,1413,1653,1209
"PA3626",3265,2018,1721,1863,1984,1900,1523,1655,1375,1393,1286,1120
"PA3627",2145,1199,1084,999,1063,993,1469,1489,1059,1226,1105,1036
"PA3628",1497,945,942,1089,1024,831,1386,1524,1158,1517,1497,1611
"PA3629",3109,2012,2063,2323,2462,2082,2854,2940,2897,3108,2874,3433
"PA3630",377,254,313,235,295,278,263,309,301,294,305,325
"PA3631",1628,1133,1011,944,932,891,2284,2291,2488,1762,1956,1461
"PA3632",732,583,543,419,428,445,1251,1231,1583,997,1041,819
"PA3633",1249,863,816,664,759,690,689,839,787,679,707,582
"PA3634",2176,1384,1579,1205,1447,1485,1105,1319,1684,1111,1072,1052
"PA3635",20672,10914,11374,9216,8971,8606,10532,12893,11327,9968,9882,7585
"PA3636",9845,5667,5647,5187,5574,5497,4762,5603,5637,4250,4314,3256
"PA3637",22181,11830,10905,11363,11938,11743,10164,12268,12453,8919,10075,7557
"PA3638",742,415,394,348,371,353,571,657,381,610,574,451
"PA3639",7467,4451,3775,3805,3826,3596,4724,5432,4947,4415,4540,3713
"PA3640",11192,7131,6900,6073,6101,6258,6448,7711,7318,6510,6537,5507
"PA3641",2763,1285,1099,1365,1571,1446,957,1140,1005,890,842,770
"PA3642",1110,732,568,505,465,503,700,854,510,861,701,721
"PA3643",3085,1838,1550,1588,1585,1584,1650,1747,1644,1660,1543,1558
"PA3644",8461,5118,4355,4743,4781,5247,4333,4838,4674,4480,4164,3870
"PA3645",6626,4035,3437,3653,3599,3825,2310,3268,3893,2215,2409,2008
"PA3646",10979,6079,5278,5718,6097,5748,4229,5222,4985,4362,4150,3739
"PA3647",8784,5001,4686,4875,5304,5070,4491,4806,5218,3775,3810,3315
"PA3648",24154,13737,12216,14270,14560,14447,10274,14190,17010,9677,11516,8383
"PA3649",15170,8807,7852,8231,8265,8844,3530,4200,2905,3777,2826,3264
"PA3650",4285,2487,2270,1854,1966,1940,2042,2434,1506,2103,1766,1658
"PA3651",3131,1662,1431,1394,1253,1187,1249,1508,942,1138,1052,838
"PA3652",5854,2960,3051,2666,2813,2566,2450,2784,2237,2314,2072,1765
"PA3653",8763,4558,4596,4080,4177,4015,4099,4813,4584,3550,3434,2954
"PA3654",6212,3242,2879,3080,3209,3103,2219,2441,2557,1792,1824,1437
"PA3655",17905,9097,8467,8378,8446,7798,10267,12638,14667,7838,8893,5945
"PA3656",41056,21775,19934,21585,22350,21770,23212,31042,39072,17503,22715,13961
"PA3657",5911,3979,3764,3720,3722,3703,4575,5018,5812,3780,4450,3614
"PA3658",3615,2511,2563,2084,2162,2211,2810,3311,3573,2745,2929,2354
"PA3659",1306,709,712,586,581,581,1399,1569,1343,1511,1415,1269
"PA3660",1319,874,943,695,802,743,1509,1679,1329,1656,1282,1667
"PA3661",327,160,145,295,317,240,97,114,132,76,118,106
"PA3662",3424,1971,3144,1870,1854,2208,2033,2200,2346,2952,2294,3019
"PA3663",1767,1050,1309,944,831,920,933,1127,871,1471,1092,1412
"PA3664",1683,906,773,863,880,771,847,1120,982,772,863,563
"PA3665",1219,584,481,510,511,385,711,866,545,535,667,410
"PA3666",3400,1778,1777,1590,1572,1278,3287,3585,3469,2836,3451,2337
"PA3667",1517,800,782,881,928,812,1205,1332,898,1453,1364,1568
"PA3668",596,316,277,289,311,261,490,519,239,594,455,675
"PA3669",1003,470,379,471,521,475,503,451,200,529,384,471
"PA3670",908,422,345,472,582,522,254,326,230,225,247,224
"PA3671",549,270,249,313,400,343,197,187,179,185,160,201
"PA3672",687,280,270,429,496,403,196,249,264,183,205,211
"PA3673",3330,1856,1952,1718,1861,1807,1888,2584,2377,1720,2024,1510
"PA3674",2498,1102,1181,1256,1387,1274,1916,1919,2085,1889,1935,2020
"PA3675",1508,786,590,732,705,642,876,1101,812,698,797,556
"PA3676",3808,2260,2105,2055,2139,2247,1244,1356,1120,1396,1269,1282
"PA3677",1096,579,535,545,567,456,201,202,157,229,223,182
"PA3678",1864,1329,1301,1008,1177,1123,589,615,670,731,652,546
"PA3679",999,474,394,442,404,403,603,548,306,476,502,423
"PA3680",618,301,199,251,249,239,301,305,253,235,246,196
"PA3681",706,376,291,380,437,368,331,384,191,387,346,354
"PA3682",467,227,214,207,190,155,320,445,290,359,367,306
"PA3683",993,665,529,555,639,598,595,656,568,616,562,551
"PA3684",613,372,306,295,340,330,398,374,257,320,232,250
"PA3685",851,515,349,362,344,332,549,585,515,320,360,280
"PA3686",8395,5336,4342,4476,4600,4458,6258,8473,11151,4717,6236,4492
"PA3687",4046,1934,2255,2103,2152,1925,3230,3367,2015,3747,2860,3801
"PA3688",3055,1393,1685,2062,1913,1847,2564,2809,1511,4340,3104,6153
"PA3689",2340,1113,1331,1357,1250,1303,1927,1828,1150,2590,1604,2966
"PA3690",1337,753,821,799,797,607,1419,1320,866,1266,1005,1125
"PA3691",6752,4110,7747,6112,8430,6861,15588,14268,11289,9174,8945,15521
"PA3692",13666,7787,9755,13157,16969,14202,20967,21789,14504,16131,13421,24584
"PA3693",1146,640,536,497,591,592,827,796,684,756,661,828
"PA3694",1492,934,831,795,923,895,1137,1169,1130,1044,928,1124
"PA3695",1953,1214,1075,1043,1130,1029,1446,1675,1483,1644,1344,1481
"PA3696",2023,1152,1266,949,1069,1007,1754,1789,1508,2040,1682,1994
"PA3697",2969,1795,1881,1750,1913,1798,2138,2595,2356,2773,2371,2782
"PA3698",2260,1383,1371,1224,1515,1544,1119,1195,895,1296,995,1315
"PA3699",1966,1092,1133,988,1150,1128,842,956,708,926,728,907
"PA3700",5936,3598,3619,3227,3032,2967,5101,6415,6921,4327,5215,3234
"PA3701",7471,4845,3965,4418,4404,4344,5236,6227,7211,4390,5465,4025
"PA3702",1890,1193,1111,1159,1294,1157,1346,1480,1054,1790,1474,1958
"PA3703",2119,1401,1215,1313,1412,1363,1319,1369,917,1564,1256,1884
"PA3704",2447,1696,1344,1329,1452,1412,1911,1719,835,2124,1535,2049
"PA3705",687,525,389,459,555,478,579,509,423,559,507,552
"PA3706",1732,1294,996,1136,1289,1145,1246,1322,873,1584,1279,1495
"PA3707",1633,1251,924,1125,1123,1125,1145,1211,885,1579,1321,1661
"PA3708",4695,3603,3213,3503,3807,3652,3332,3673,3131,4324,3773,4677
"PA3709",715,425,499,449,455,470,550,735,446,729,603,1016
"PA3710",742,406,440,392,403,432,480,620,384,598,527,672
"PA3711",1151,574,761,565,572,594,692,770,662,878,712,844
"PA3712",1361,564,810,560,433,450,1166,1019,554,1229,811,1078
"PA3713",875,471,466,459,408,413,443,494,402,474,448,479
"PA3714",185,112,125,105,159,123,86,127,107,101,108,144
"PA3715",877,515,409,456,538,451,668,777,683,645,682,629
"PA3716",5390,3034,2381,2999,3003,2715,3757,4911,4621,2705,3295,2255
"PA3717",503,307,254,282,297,325,298,331,324,263,246,223
"PA3718",432,200,211,199,238,195,128,116,76,130,114,109
"PA3719",253,232,229,166,143,137,85,67,40,95,88,66
"PA3720",890,705,754,539,482,477,286,220,149,231,194,221
"PA3721",1695,1184,1130,730,733,633,1578,2052,1630,1538,1450,1727
"PA3722",1701,1129,1098,663,604,607,2556,3262,3673,2132,2727,2773
"PA3723",9536,3976,4392,5580,6045,4992,7188,7443,3788,9388,7493,14377
"PA3724",25822,12301,10654,15239,14213,15175,4584,4599,3767,4179,3635,4262
"PA3725",2299,1378,1195,1081,1109,1111,1622,1832,1573,1188,1383,1081
