gene_id,PAO1SDS_433,PAO1SDS_434,PAO1SDS_435,PAO1day4_400,PAO1day4_401,PAO1day4_402,PAO1day5_403,PAO1day5_404,PAO1day5_405,PAO1day6_406,PAO1day6_407,PAO1day6_408
PA4283,19,13,62,11,10,12,6,10,4,6,22,11
PA4284,57,28,134,36,28,27,17,24,36,18,52,34
PA4285,66,38,140,42,24,30,16,25,38,19,71,23
PA4286,29,17,49,7,6,10,5,4,10,7,19,12
PA4287,3,1,5,1,2,1,0,2,0,3,1,5
PA4288,2,0,7,4,0,2,0,3,3,3,5,3
PA4289,6,9,23,2,5,0,2,3,1,1,6,2
PA4290,14,12,42,2,6,2,3,1,2,1,4,10
PA4291,47,50,48,41,23,23,14,15,29,28,34,16
PA4292,136,87,118,59,39,29,31,24,45,37,48,31
PA4293,18,13,15,38,32,44,19,40,40,30,86,46
PA4294,3,8,8,9,22,5,9,10,7,10,25,10
PA4295,3,1,4,7,1,4,2,3,7,7,3,5
PA4296,59,59,98,128,128,135,73,96,119,118,226,113
PA4297,27,16,38,53,58,41,31,34,51,43,93,44
PA4298,0,1,0,0,0,0,1,0,1,1,4,0
PA4299,8,4,4,2,1,3,1,3,5,5,4,5
PA4300,7,3,4,10,4,2,5,2,1,2,9,6
PA4301,1,2,1,6,5,6,3,4,6,2,7,1
PA4302,6,6,4,19,10,9,8,9,10,10,14,5
PA4303,9,5,8,17,12,6,2,2,6,6,11,4
PA4304,5,4,8,17,7,14,7,10,17,12,22,11
PA4305,10,3,14,14,16,20,5,17,23,20,33,17
PA4306,18,16,9,48,37,30,16,31,25,34,57,27
PA4307,23,14,25,26,17,18,7,18,15,19,20,21
PA4308,49,27,58,38,33,27,17,20,28,25,56,34
PA4309,35,29,75,81,34,40,30,28,45,35,64,39
PA4310,37,35,64,70,33,37,29,30,36,30,66,36
PA4311,78,54,78,124,149,162,104,190,160,184,473,214
PA4312,43,28,50,28,42,67,47,66,94,85,135,80
PA4313,50,26,56,29,27,24,19,14,37,28,57,30
PA4314,67,45,113,63,35,24,16,23,29,32,52,32
PA4315,488,357,578,654,309,385,327,317,494,496,702,586
PA4316,74,45,111,64,33,38,20,24,46,30,61,39
PA4317,31,28,75,23,22,20,10,8,14,16,31,17
PA4318,17,14,42,16,5,6,4,8,16,10,17,13
PA4319,13,13,27,13,6,8,2,2,5,4,7,5
PA4320,23,24,39,15,10,6,3,9,11,9,10,13
PA4321,17,16,46,14,17,9,3,11,14,15,24,15
PA4322,14,12,30,8,7,5,5,8,16,3,18,11
PA4323,35,16,70,32,12,17,9,24,20,15,27,13
PA4324,37,15,48,31,14,9,9,16,16,11,26,14
PA4325,32,30,64,14,13,10,9,8,19,14,16,16
PA4326,3,7,15,8,4,5,5,5,2,7,16,6
PA4327,11,5,30,10,8,7,9,7,9,9,20,20
PA4328,65,41,247,52,53,52,31,63,74,81,140,70
PA4329,296,152,536,221,135,157,98,86,192,162,256,190
PA4330,34,18,66,27,24,10,12,12,24,11,35,11
PA4331,10,0,17,4,5,3,6,5,14,6,14,10
PA4332,9,10,25,11,7,13,10,10,21,14,20,14
PA4333,82,58,113,53,23,25,12,18,24,35,49,24
PA4334,5,4,22,3,3,4,0,3,1,3,10,6
PA4335,5,1,7,3,2,1,0,1,3,1,7,4
PA4336,20,9,14,8,6,4,1,6,9,8,17,12
PA4337,3,4,5,3,3,2,6,1,6,5,6,4
PA4338,10,18,14,16,12,9,4,11,14,14,25,8
PA4339,16,12,29,5,4,6,2,4,8,5,4,9
PA4340,6,8,35,17,10,17,4,7,7,6,14,6
PA4341,0,0,2,2,0,0,0,0,1,2,0,0
PA4342,6,1,7,1,0,3,1,1,7,6,4,2
PA4343,3,2,5,2,0,1,1,0,0,0,4,2
PA4344,8,8,9,6,6,9,4,16,13,9,25,13
PA4345,20,18,31,24,21,29,16,28,35,32,53,26
PA4346,7,3,12,0,0,4,1,2,5,4,6,5
PA4347,19,14,64,17,10,15,12,8,16,14,19,19
PA4348,48,31,324,47,92,80,47,63,72,84,156,92
PA4349,25,13,45,9,12,8,7,5,11,12,21,10
PA4350,29,13,41,24,12,24,9,12,28,14,38,12
PA4351,72,67,315,52,70,91,52,95,117,69,175,81
PA4352,197,149,593,138,198,207,127,206,235,227,531,282
PA4353,10,7,24,5,4,8,4,4,7,6,7,4
PA4354,3,2,7,3,4,1,6,5,11,2,20,8
PA4355,11,7,15,8,0,4,2,1,3,8,18,7
PA4356,55,28,62,30,26,19,10,17,26,21,33,25
PA4357,8,4,8,6,3,2,3,4,6,2,3,1
PA4358,122,49,172,93,60,62,20,37,81,85,93,43
PA4359,19,10,35,17,18,16,3,9,16,16,28,14
PA4360,38,19,71,38,26,21,19,18,21,23,44,28
PA4361,22,13,46,12,6,5,4,3,9,12,12,14
PA4362,13,11,36,12,17,11,8,15,12,17,36,9
PA4363,15,7,41,5,5,6,5,5,7,5,22,5
PA4364,44,19,65,54,36,45,36,54,55,66,116,57
PA4365,86,33,74,36,27,16,19,19,41,22,47,24
PA4366,303,166,511,208,198,196,97,147,216,169,375,205
PA4367,61,35,114,49,47,53,40,25,55,51,88,72
PA4368,31,37,58,39,25,29,27,13,35,39,50,42
PA4369,8,8,30,7,11,10,3,9,11,9,16,12
PA4370,177,107,192,150,52,76,36,53,72,79,94,73
PA4371,28,13,25,20,5,5,8,9,6,6,18,8
PA4372,39,18,54,25,13,19,12,12,23,23,27,21
PA4373,19,10,42,18,13,10,3,11,15,12,10,9
PA4374,26,21,56,18,13,8,5,7,17,12,23,9
PA4375,41,21,54,32,14,14,8,9,19,15,26,15
PA4376,35,19,62,30,10,17,13,5,15,12,32,23
PA4377,8,2,9,3,1,2,2,2,3,6,7,4
PA4378,21,19,28,20,20,18,4,20,13,13,34,12
PA4379,26,29,49,22,14,17,14,3,8,13,31,17
PA4380,26,14,22,20,11,9,7,4,17,9,16,11
PA4381,15,15,51,23,14,14,6,9,14,12,25,21
PA4382,10,10,17,10,9,9,9,5,14,6,15,6
PA4383,6,6,14,3,4,4,3,4,2,4,9,4
PA4384,4,2,9,2,6,3,5,0,6,4,12,2
PA4385,1109,755,2144,839,525,610,377,455,674,667,992,709
PA4386,267,276,467,218,124,128,84,125,182,147,301,149
PA4387,53,38,107,35,24,24,13,27,27,31,74,27
PA4388,19,20,56,22,15,7,8,10,16,11,21,7
PA4389,82,55,155,45,39,26,21,12,28,24,53,32
PA4390,42,29,29,45,28,20,18,11,17,28,29,28
PA4391,7,9,21,15,5,10,3,3,12,16,16,19
PA4392,6,0,8,0,3,4,4,1,5,2,1,4
PA4393,49,38,67,22,13,14,7,10,13,14,22,12
PA4394,43,26,60,50,29,44,25,23,51,37,69,24
PA4395,100,54,146,69,47,48,40,36,64,55,70,79
PA4396,36,24,62,20,9,15,11,10,21,19,31,14
PA4397,12,5,24,4,7,7,2,3,5,5,7,3
PA4398,58,36,70,41,14,18,13,10,31,16,30,23
PA4399,7,7,10,5,7,4,0,3,6,4,8,6
PA4400,20,9,25,5,10,8,0,6,4,7,10,8
PA4401,18,16,25,15,8,6,5,4,14,12,29,9
PA4402,47,32,81,30,16,23,15,17,17,24,45,30
PA4403,576,366,933,414,248,314,173,201,325,286,457,353
PA4404,16,14,37,21,17,5,3,3,6,12,13,12
PA4405,39,35,61,36,17,26,14,10,32,28,26,30
PA4406,271,171,434,199,134,129,77,114,146,115,215,130
PA4407,375,248,477,377,201,255,177,173,312,288,438,311
PA4408,210,106,246,243,90,162,108,89,156,175,209,219
PA4409,88,58,145,83,58,69,47,45,89,86,109,96
PA4410,81,64,139,68,40,43,34,42,67,49,98,61
PA4411,109,66,166,74,42,64,34,46,75,62,124,60
PA4412,38,42,87,44,35,38,12,19,47,43,67,41
PA4413,56,44,96,57,24,30,25,31,52,35,65,38
PA4414,76,54,151,97,58,75,45,46,78,78,143,89
PA4415,58,56,106,65,31,38,30,29,42,39,57,38
PA4416,131,82,164,117,81,99,45,67,84,68,145,102
PA4417,112,82,209,111,76,78,38,71,94,90,164,79
PA4418,137,97,226,124,94,101,60,79,109,107,194,127
PA4419,6,4,13,11,6,10,7,6,5,7,9,7
PA4420,70,52,158,83,65,65,46,56,80,76,128,79
PA4421,106,72,176,146,73,95,71,80,89,104,184,103
PA4422,19,20,14,17,6,10,4,6,6,11,12,8
PA4423,211,123,270,132,59,76,51,59,102,95,150,109
PA4424,36,41,75,42,17,18,9,13,26,23,36,24
PA4425,74,35,104,37,12,24,20,14,32,23,40,25
PA4426,71,34,78,31,15,15,10,11,32,24,40,34
PA4427,43,13,60,24,22,22,15,16,26,21,26,22
PA4428,47,32,95,37,29,23,15,16,29,22,36,30
PA4429,148,120,425,77,120,75,45,74,99,69,143,74
PA4430,421,267,743,283,189,197,106,142,206,186,322,211
PA4431,569,392,655,473,247,250,180,166,301,347,428,385
PA4432,206,85,355,134,74,64,34,47,85,55,109,66
PA4433,452,256,571,328,138,148,112,98,196,164,234,193
PA4434,40,25,58,32,20,22,13,16,24,15,35,20
PA4435,13,10,27,15,11,3,7,7,11,9,15,10
PA4436,17,6,27,5,6,5,7,4,4,2,8,9
PA4437,3,0,9,2,2,0,0,1,0,5,1,1
PA4438,72,50,72,35,24,22,12,16,23,20,33,25
PA4439,100,60,193,62,30,39,12,24,41,27,63,42
PA4440,45,18,69,25,8,13,14,9,12,14,18,20
PA4441,70,66,130,54,40,44,27,25,44,49,79,42
PA4442,54,35,77,33,19,20,12,18,12,12,40,21
PA4443,55,29,75,58,22,27,14,13,24,24,38,31
PA4444,38,22,55,19,14,27,15,13,25,9,33,24
PA4445,20,14,39,11,8,7,3,3,13,6,13,15
PA4446,48,29,80,38,22,30,12,19,26,25,48,37
PA4447,31,25,65,18,17,16,4,11,17,15,30,19
PA4448,90,50,113,28,32,25,14,17,28,26,55,34
PA4449,73,33,67,34,16,9,7,11,14,18,10,14
PA4450,277,140,362,138,58,56,33,39,71,62,125,83
PA4451,150,87,124,119,35,61,33,30,55,54,77,40
PA4452,13,7,26,3,3,2,1,6,1,3,2,5
PA4453,254,139,195,128,41,65,46,31,66,67,91,80
PA4454,125,87,98,57,20,19,16,12,35,31,18,39
PA4455,82,66,113,67,18,14,19,15,30,18,41,29
PA4456,226,161,302,163,63,70,56,71,119,81,151,93
PA4457,187,131,290,104,79,76,46,71,87,78,167,104
PA4458,51,46,87,45,23,19,16,18,34,33,40,32
PA4459,132,96,124,93,37,64,32,32,53,40,60,62
PA4460,166,106,186,102,43,55,44,36,85,60,77,94
PA4461,113,61,154,76,35,43,36,39,42,40,62,41
PA4462,407,248,616,328,184,198,152,161,264,241,390,263
PA4463,815,521,1247,822,527,654,450,548,784,957,1299,908
PA4464,148,85,347,148,107,110,77,107,116,144,237,155
PA4465,202,106,371,166,71,128,75,77,134,123,215,167
PA4466,43,19,68,37,13,19,11,6,31,18,19,28
PA4467,9,12,9,9,5,1,2,2,4,3,4,4
PA4468,19,24,6,28,4,2,4,3,5,6,4,4
PA4469,11,36,3,17,1,2,2,3,4,10,7,1
PA4470,38,52,25,58,9,10,6,8,14,27,24,8
PA4471,11,5,2,5,0,4,3,2,5,12,4,5
PA4472,31,28,61,23,17,14,13,10,18,19,40,27
PA4473,97,81,131,83,47,44,39,36,56,63,90,80
PA4474,56,41,113,59,45,27,31,41,59,61,91,52
PA4475,43,26,78,24,38,29,14,32,36,36,73,40
PA4476,111,82,199,86,52,55,37,41,68,42,102,65
PA4477,106,47,150,89,42,42,38,32,55,50,84,63
PA4478,19,11,36,11,5,10,6,4,11,10,17,11
PA4479,15,9,21,7,6,1,2,1,6,2,8,3
PA4480,47,39,45,21,8,10,8,6,13,14,12,10
PA4481,177,145,166,132,53,61,51,49,90,80,95,85
PA4482,51,32,48,30,10,15,13,16,21,27,41,23
PA4483,190,107,206,98,46,45,36,27,56,50,76,68
PA4484,107,62,141,33,32,32,14,10,28,27,47,31
PA4485,20,9,28,8,6,5,3,0,10,6,14,5
PA4486,18,12,21,10,1,5,5,3,5,4,9,6
PA4487,20,7,19,15,5,3,3,6,12,11,20,13
PA4488,23,9,36,22,10,10,13,10,12,8,22,9
PA4489,91,58,160,73,67,51,35,49,75,38,123,78
PA4490,23,10,21,21,13,12,5,8,22,8,27,14
PA4491,43,25,88,28,23,20,15,26,32,31,69,49
PA4492,62,49,78,53,25,37,32,28,40,45,86,50
PA4493,58,39,127,57,27,31,15,20,29,32,62,34
PA4494,131,79,274,116,84,96,45,64,114,91,198,90
PA4495,71,98,112,86,72,71,70,75,94,114,191,118
PA4496,28,26,66,24,16,33,14,17,27,29,46,30
PA4497,40,29,56,43,16,20,17,17,22,11,28,23
PA4498,11,9,28,6,2,4,1,6,6,5,8,3
PA4499,34,13,54,24,28,23,12,20,32,22,38,24
PA4500,14,12,44,27,5,6,2,8,9,11,23,8
PA4501,3,5,12,3,3,1,3,1,10,4,6,1
PA4502,20,18,66,25,15,27,13,15,26,28,55,28
PA4503,34,14,60,25,22,24,20,16,30,21,51,32
PA4504,13,8,20,8,9,7,5,7,13,8,9,15
PA4505,15,16,24,11,13,15,8,5,11,9,30,8
PA4506,15,14,28,11,9,11,4,6,13,12,20,17
PA4507,8,8,22,4,4,9,4,6,8,6,17,6
PA4508,3,5,5,4,0,4,2,2,3,1,2,0
PA4509,3,3,5,6,0,1,1,2,4,1,2,3
PA4510,6,4,9,3,0,0,2,6,7,1,2,4
PA4511,19,14,37,7,9,6,7,10,12,5,23,4
PA4512,69,38,83,34,23,25,20,18,30,22,51,27
PA4513,6,6,16,8,4,3,4,2,5,7,5,3
PA4514,20,21,28,10,13,11,4,11,12,8,17,10
PA4515,8,5,14,11,4,6,3,6,7,8,12,7
PA4516,15,6,18,9,4,4,1,4,4,3,8,5
PA4517,12,6,16,6,3,5,3,4,5,12,13,6
PA4518,5,5,2,0,0,1,1,1,1,2,1,4
PA4519,73,37,102,59,37,29,23,33,44,38,58,38
PA4520,35,28,53,24,23,17,18,14,19,12,26,23
PA4521,18,10,35,16,9,5,5,12,9,17,16,9
PA4522,12,15,30,15,10,14,3,7,13,4,22,9
PA4523,151,97,429,234,303,281,182,256,306,352,651,311
PA4524,19,14,36,20,9,11,14,10,15,11,24,11
PA4525,2652,2336,4680,2543,1825,1746,911,1082,1798,1454,1880,1652
PA4526,513,306,589,452,218,229,150,148,232,223,353,208
PA4528,59,46,122,52,38,40,25,25,41,22,51,29
PA4529,57,41,94,49,26,14,20,33,29,43,50,34
PA4530,8,6,10,3,6,3,2,7,2,4,11,1
PA4531,15,7,13,8,12,4,1,8,4,7,12,3
PA4532,21,10,25,17,14,23,9,7,16,17,25,19
PA4533,9,5,15,11,6,7,1,7,10,12,13,3
PA4534,24,15,43,21,14,17,11,22,18,19,42,23
PA4535,10,14,49,22,18,26,14,10,26,23,35,16
PA4536,13,6,20,10,8,23,4,8,5,12,17,10
PA4537,5,10,10,10,4,4,1,3,6,12,11,8
PA4538,49,31,67,33,24,19,14,11,28,24,40,31
PA4539,17,14,36,16,12,11,9,9,13,21,21,20
PA4540,2,1,6,4,0,0,1,0,3,2,3,0
PA4541,30,12,44,17,9,14,8,13,14,10,17,16
PA4542,284,212,661,237,283,256,166,369,351,402,878,394
PA4543,12,11,21,1,5,1,1,3,2,6,5,3
PA4544,60,54,112,46,29,22,17,22,32,25,65,24
PA4545,225,134,255,194,76,108,82,62,144,115,161,142
PA4546,38,30,72,31,20,22,11,14,30,30,22,25
PA4547,41,30,62,24,12,18,12,8,24,19,23,22
PA4548,53,26,90,24,39,38,11,28,40,35,44,38
PA4549,2,3,5,1,1,2,1,2,2,3,3,0
PA4550,222,84,351,60,62,53,23,30,48,51,65,54
PA4551,147,61,283,42,34,27,23,27,55,34,58,57
PA4552,327,131,365,99,38,68,41,47,76,55,104,73
PA4553,154,67,210,48,26,47,18,23,29,31,56,33
PA4554,1415,677,2124,373,240,332,161,192,312,281,452,365
PA4555,66,39,117,32,11,17,13,8,25,14,22,17
PA4556,97,46,183,31,20,31,10,19,29,15,30,30
PA4557,62,35,113,19,18,6,11,11,24,16,27,20
PA4558,41,14,93,15,16,8,3,9,14,9,26,6
PA4559,15,11,65,11,11,12,6,11,10,8,15,7
PA4560,344,207,557,152,112,109,69,82,118,84,211,124
PA4561,139,79,190,133,68,61,47,53,90,69,112,72
PA4562,27,20,29,10,4,7,6,8,11,15,16,9
PA4563,59,31,48,26,15,5,8,10,14,21,28,23
PA4564,37,26,36,24,7,11,8,7,9,13,17,8
PA4565,86,45,127,34,23,23,22,24,34,44,52,49
PA4566,126,65,203,84,37,45,28,43,44,51,86,63
PA4567,122,57,148,34,29,22,26,37,48,32,51,37
PA4568,805,467,883,635,210,308,249,189,346,314,420,423
PA4569,155,120,175,128,54,52,51,48,68,73,105,80
PA4570,6,11,10,5,4,6,1,1,5,4,6,3
PA4571,139,89,594,163,163,193,106,141,190,165,321,198
PA4572,79,52,157,36,33,24,18,31,29,46,57,27
PA4573,4,7,12,9,11,7,6,7,8,6,17,2
PA4574,30,12,22,21,16,15,15,14,17,11,27,23
PA4575,12,6,20,14,11,9,9,23,21,25,49,18
PA4576,179,105,286,142,92,92,52,67,116,91,169,118
PA4577,45,21,117,24,60,57,31,70,82,91,154,84
PA4578,378,309,667,329,228,270,135,157,328,272,444,332
PA4579,89,55,127,52,20,30,14,20,41,17,53,34
PA4580,11,10,24,12,5,8,5,7,8,8,14,7
PA4581,9,10,29,6,2,7,4,6,5,5,18,7
PA4582,9,5,11,9,7,3,3,2,8,4,13,7
PA4583,7,7,12,5,0,1,4,1,7,3,1,3
PA4584,4,8,12,4,4,2,3,3,6,2,5,7
PA4585,8,2,20,2,0,2,1,0,2,1,1,3
PA4586,1,3,16,3,3,1,0,0,3,1,6,2
PA4587,434,260,999,269,381,383,237,361,483,466,811,631
PA4588,62,43,152,54,55,42,25,42,59,39,85,49
PA4589,8,7,14,8,4,1,5,2,4,4,4,9
PA4590,7,10,15,6,5,2,1,0,7,3,5,6
PA4591,8,5,12,2,9,2,5,2,2,3,2,0
PA4592,11,8,4,2,1,2,3,4,4,3,5,4
PA4593,3,5,6,1,0,3,0,2,5,2,4,1
PA4594,6,2,12,2,5,2,2,5,6,2,3,3
PA4595,161,67,297,118,68,59,27,45,92,52,133,83
PA4596,5,2,3,2,2,0,0,2,3,2,2,3
PA4597,5,3,7,2,1,0,2,2,3,4,4,0
PA4598,5,2,12,4,5,3,1,2,11,4,2,6
PA4599,0,0,1,1,0,1,0,0,0,0,1,2
PA4600,25,20,32,9,10,3,5,4,10,6,15,10
PA4601,120,78,123,90,44,38,37,38,42,56,65,50
PA4602,203,112,173,110,50,54,42,35,88,62,109,62
PA4603,4,3,6,9,3,5,1,4,5,2,4,3
PA4604,73,32,72,69,36,56,36,31,56,46,104,57
PA4605,20,22,35,24,22,27,13,14,17,14,30,10
PA4606,124,114,383,205,231,217,112,205,197,213,569,202
PA4607,327,256,411,526,581,538,342,487,619,655,1250,665
PA4608,16,21,49,18,19,32,13,16,36,40,77,37
PA4609,25,13,43,15,21,11,10,18,28,18,33,27
PA4610,10,13,39,11,33,30,24,54,35,50,95,48
PA4611,53,46,132,57,64,50,38,65,76,80,116,77
PA4612,7,6,18,1,6,4,3,1,2,6,8,6
PA4613,17,21,64,6,7,3,0,4,9,2,5,5
PA4614,55,30,59,50,30,32,25,19,40,34,55,41
PA4615,23,14,43,18,18,13,8,13,14,16,24,25
PA4616,25,10,46,23,9,19,6,7,19,16,24,29
PA4617,15,14,59,11,13,6,11,12,16,22,16,14
PA4618,4,10,44,7,9,11,0,9,11,6,14,7
PA4619,20,16,39,13,9,15,6,8,10,18,27,18
PA4620,3,1,4,0,1,1,0,1,1,5,7,1
PA4621,42,20,101,25,17,20,10,19,23,13,23,25
PA4622,1,2,12,9,9,4,2,4,4,6,10,7
PA4623,5,1,7,2,1,3,5,2,5,6,20,10
PA4624,41,16,41,26,16,14,8,19,16,20,41,17
PA4625,76,52,84,12,11,13,10,8,13,16,24,10
PA4626,23,18,41,6,7,12,6,8,12,11,19,15
PA4627,47,40,51,17,5,10,6,5,16,10,19,13
PA4628,48,32,55,31,22,24,10,3,17,13,20,20
PA4629,11,8,13,3,3,5,5,4,1,5,6,7
PA4630,4,9,12,4,4,2,2,1,3,4,8,3
PA4631,25,30,61,23,25,18,10,9,19,12,38,18
PA4632,43,50,46,49,19,19,21,18,23,28,41,33
PA4633,96,57,112,146,70,81,53,54,94,78,128,99
PA4634,19,19,30,11,5,19,7,8,15,10,15,16
PA4635,8,3,8,2,3,6,3,6,6,6,14,9
PA4636,83,39,77,52,29,24,32,16,36,44,43,36
PA4637,15,10,18,3,2,2,0,1,7,4,9,0
PA4639,35,34,59,37,20,19,14,18,21,27,53,28
PA4640,128,76,163,82,34,51,29,32,51,53,71,53
PA4642,4,4,14,5,1,2,0,3,3,3,6,3
PA4643,25,10,46,26,11,15,3,8,18,9,38,21
PA4644,11,3,6,3,1,2,1,0,2,5,7,7
PA4645,28,22,36,22,6,12,9,5,11,11,27,16
PA4646,55,49,71,36,27,18,13,18,32,33,50,31
PA4647,53,29,54,36,24,21,13,12,16,14,27,22
PA4648,15,11,15,59,41,37,27,22,47,54,81,49
PA4649,6,5,6,14,7,2,3,4,6,8,28,10
PA4650,4,4,2,8,6,4,3,9,3,7,11,3
PA4651,5,4,8,9,12,5,2,10,14,4,26,3
PA4652,12,8,11,20,9,9,10,6,7,8,23,7
PA4653,6,4,4,18,4,3,4,8,3,1,7,4
PA4654,9,3,6,4,5,6,1,1,3,1,4,4
PA4655,115,98,126,75,32,62,34,39,51,53,98,59
PA4656,98,75,108,54,50,58,40,45,75,58,100,59
PA4657,101,79,103,105,83,94,74,109,132,125,253,118
PA4658,160,72,149,116,56,88,72,62,114,109,165,121
PA4659,113,91,81,60,25,34,23,28,60,36,57,56
PA4660,115,81,104,71,38,52,24,32,49,38,102,64
PA4661,91,81,164,118,117,124,67,102,129,108,228,131
PA4662,25,20,63,35,8,14,10,6,17,17,26,18
PA4663,8,7,45,13,11,4,2,4,6,6,12,7
PA4664,24,16,45,8,5,5,4,5,6,3,11,7
PA4665,60,43,72,31,19,19,7,5,18,16,25,15
PA4666,49,35,96,47,11,21,16,5,26,23,41,28
PA4667,227,114,385,153,85,93,63,72,144,87,159,128
PA4668,47,32,61,29,9,10,12,5,8,14,24,15
PA4669,368,314,260,410,115,130,144,104,185,232,206,215
PA4670,400,354,482,251,129,144,97,106,157,143,241,171
PA4671,686,395,1110,392,202,201,172,171,244,226,297,298
PA4672,43,20,70,34,13,14,9,16,10,13,19,17
PA4673,37,27,67,15,15,17,7,11,15,15,22,13
PA4674,0,4,11,4,2,4,4,3,4,5,7,4
PA4675,43,23,54,28,11,15,10,14,23,19,32,13
PA4676,54,29,83,33,13,23,11,16,26,17,43,16
PA4677,30,13,74,29,16,12,10,17,16,20,32,16
PA4678,14,6,20,7,13,1,5,1,6,6,5,7
PA4679,33,27,69,13,6,11,9,7,18,11,15,15
PA4680,4,0,4,5,2,0,1,0,0,0,2,1
PA4681,6,4,8,7,2,4,0,6,6,5,14,8
PA4682,16,6,8,14,6,6,4,8,5,9,19,14
PA4683,58,37,56,48,22,12,17,16,12,26,23,11
PA4684,86,64,59,46,16,20,13,8,22,17,26,26
PA4685,27,8,22,10,9,6,6,6,6,2,11,5
PA4686,73,36,177,47,16,28,15,15,33,33,38,43
PA4687,35,23,65,46,33,29,25,21,43,43,51,28
PA4688,24,8,34,15,6,15,2,6,13,12,10,7
PA4689,108,55,189,59,41,39,21,28,39,42,57,37
PA4691,54,40,79,69,72,80,46,85,89,79,171,89
PA4692,164,87,223,222,196,227,175,223,343,374,598,448
PA4693,105,69,179,72,56,31,25,28,57,38,75,54
PA4694,149,85,236,88,47,59,33,55,63,60,103,66
PA4695,64,44,92,24,15,25,12,14,34,35,37,33
PA4696,230,168,334,149,63,80,52,49,85,79,129,114
PA4697,29,11,43,15,18,14,10,16,19,28,34,26
PA4698,6,8,26,2,2,2,3,2,4,6,5,3
PA4699,49,19,112,11,15,13,7,17,19,13,15,12
PA4700,108,108,165,109,47,31,27,32,41,44,96,37
PA4701,129,87,191,109,51,55,25,43,58,49,64,54
PA4702,11,25,31,18,26,35,13,31,19,41,78,20
PA4703,5,4,18,21,23,17,10,23,17,18,40,11
PA4704,21,20,51,25,25,36,16,35,42,35,69,50
PA4705,6,2,13,9,1,2,1,3,8,6,8,1
PA4706,4,5,7,4,0,0,2,0,2,2,1,0
PA4707,8,3,12,7,3,1,2,3,3,6,5,4
PA4708,6,2,9,4,2,4,1,4,3,3,3,4
PA4709,10,3,6,3,1,3,2,1,2,4,1,4
PA4710,23,10,15,17,7,6,7,4,11,17,10,6
PA4711,0,6,5,4,2,3,4,0,2,7,3,6
PA4712,2,5,11,4,6,0,0,1,2,3,2,4
PA4713,5,3,7,6,6,1,3,2,2,2,6,4
PA4714,87,73,137,43,45,28,34,34,78,52,116,54
PA4715,137,103,170,153,104,93,59,98,129,116,246,155
PA4716,30,13,65,20,12,16,13,7,17,20,24,19
PA4717,36,28,53,33,25,28,26,26,32,25,68,32
PA4718,32,16,42,26,16,23,19,17,16,20,50,21
PA4719,38,27,38,29,8,15,5,8,22,9,22,10
PA4720,39,24,57,22,16,12,10,13,25,15,32,21
PA4721,14,15,32,7,11,7,2,3,9,8,13,8
PA4722,41,25,71,4,18,13,11,16,20,16,45,17
PA4723,181,98,197,138,91,85,55,68,115,97,117,129
PA4724,16,24,29,9,0,4,1,1,8,3,9,3
PA4724.1,5,4,10,2,6,2,3,1,6,2,12,3
PA4725,89,52,129,50,26,40,23,21,32,35,57,47
PA4726,136,83,280,136,85,114,94,94,154,149,288,161
PA4727,140,105,225,92,57,52,36,47,86,66,110,73
PA4728,18,17,25,10,2,4,7,4,3,6,10,3
PA4729,55,52,120,39,23,16,11,23,36,17,52,32
PA4730,39,43,63,12,13,14,13,5,18,13,33,8
PA4731,18,24,26,12,5,7,2,6,6,5,14,7
PA4732,107,51,171,78,48,42,28,45,66,66,110,50
PA4733,22,15,69,16,19,10,8,5,14,15,30,10
PA4734,23,19,63,32,16,13,7,15,17,11,33,18
PA4735,196,151,317,231,163,148,103,128,209,170,294,167
PA4736,17,4,20,8,12,11,3,6,14,7,15,8
PA4737,9,7,13,8,8,8,4,9,7,8,10,5
PA4738,51,49,41,59,50,51,29,37,62,40,56,59
PA4739,467,561,361,573,444,524,252,332,477,366,651,546
PA4740,703,498,1588,336,206,221,118,147,255,185,379,242
PA4741,273,110,519,140,103,104,63,67,116,82,136,102
PA4742,272,140,307,218,74,108,97,49,147,122,138,155
PA4743,74,41,117,37,19,14,10,10,25,15,23,26
PA4744,823,375,1852,423,276,278,164,210,338,316,443,347
PA4745,648,344,864,370,189,195,171,135,250,228,301,287
PA4746,308,175,224,205,81,117,84,76,132,120,168,154
PA4747,469,484,438,445,197,232,191,177,286,234,303,280
PA4748,549,345,507,390,185,199,139,99,243,258,342,277
PA4749,138,78,156,80,30,31,29,29,50,36,69,46
PA4750,154,108,102,97,29,48,32,16,53,53,48,41
PA4751,640,376,1079,442,306,297,208,257,424,365,658,414
PA4752,57,64,110,51,36,50,27,31,49,43,60,43
PA4753,114,95,137,78,52,66,52,54,84,83,121,81
PA4754,62,33,73,42,29,22,22,38,36,41,54,32
PA4755,31,23,76,15,19,10,9,8,18,10,22,13
PA4756,310,222,632,170,132,112,75,106,138,114,216,138
PA4757,87,75,105,60,28,35,27,16,58,42,49,38
PA4758,222,144,216,165,87,84,71,70,125,107,192,107
PA4759,67,49,109,39,24,30,26,22,36,35,50,32
PA4760,96,76,190,52,44,44,50,31,65,56,133,75
PA4761,617,495,1121,420,350,351,258,360,461,462,834,457
PA4762,155,104,197,139,67,89,89,69,118,140,175,146
