locusid,BioFWTBR1_S10,BioFWTBR2_S11,BioFWTBR3_S12,PlankWTBR1_S1,PlankWTBR2_S2,PlankWTBR3_S3
PA0719,122,189,149,268,265,300
PA0720,132,148,147,321,244,313
PA0721,81,84,91,157,110,152
PA0722,660,780,801,1390,1214,1694
PA0723,1150,1375,1431,2327,1881,2824
PA0724,221,254,297,244,184,307
PA0725,95,99,104,87,69,93
PA0726,305,356,362,338,226,383
PA0727,410,508,529,294,242,302
PA0728,282,354,353,187,145,173
PA0729,2039,2517,2466,2041,1995,2014
PA0730,1196,1180,1151,1625,1814,1273
PA0731,990,1072,1030,1011,1094,1059
PA0732,1322,1514,1441,2605,2403,3438
PA0733,470,378,426,304,336,253
PA0734,394,379,460,236,256,210
PA0735,373,362,327,633,656,548
PA0736,661,641,614,881,924,862
PA0737,195,177,196,293,273,398
PA0738,86,91,94,157,141,189
PA0739,132,130,146,192,193,154
PA0740,185,220,209,300,330,359
PA0741,188,181,176,476,492,576
PA0742,144,154,153,392,388,496
PA0743,2143,2592,2095,2225,1516,2868
PA0744,649,677,550,910,839,721
PA0745,812,844,696,1211,1207,1061
PA0746,710,800,664,857,842,821
PA0747,1308,1575,1396,1030,940,1068
PA0749,409,429,431,332,327,325
PA0750,1043,1270,1110,708,809,706
PA0751,248,296,301,242,217,242
PA0752,259,187,232,301,258,314
PA0753,74,75,72,122,91,131
PA0754,270,240,219,420,423,649
PA0755,210,177,206,337,325,555
PA0756,243,246,237,178,194,161
PA0757,828,729,785,743,803,606
PA0758,4452,50310,5061,2669,3130,2714
PA0759,781,822,753,1003,995,893
PA0760,950,1035,1078,729,568,623
PA0761,3216,3567,3440,4096,3583,4295
PA0762,7884,8963,10155,8408,6586,9777
PA0763,13793,17890,16983,15906,12506,17429
PA0764,5385,6753,6486,9006,8139,9295
PA0765,1809,1840,1822,2936,2635,2599
PA0766,6685,6523,6512,13427,11895,11926
PA0767,5981,5994,6197,4443,5127,4044
PA0768,3523,3537,3514,3224,2826,3180
PA0769,3788,4394,4011,3453,2735,5148
PA0770,3504,4065,3530,3080,2596,4053
PA0771,2550,2910,2627,2918,2571,2893
PA0772,360,412,341,600,513,508
PA0773,757,846,727,1815,1421,1338
PA0774,510,581,528,477,515,408
PA0775,600,660,609,247,372,222
PA0776,704,779,862,379,279,607
PA0777,139,157,141,218,239,185
PA0778,604,652,682,478,601,487
PA0779,8346,5285,8489,2840,2351,2965
PA0780,952,605,1335,443,414,418
PA0781,2620,489,4285,174,162,157
PA0782,1502,1374,1520,1848,1560,1905
PA0783,1785,1471,1509,3022,2818,2937
PA0784,1664,1886,1541,3790,3272,3594
PA0785,62,78,63,96,79,77
PA0786,52,48,64,57,28,39
PA0787,447,491,453,663,540,914
PA0788,2431,2812,2538,3839,2832,6765
PA0789,1238,1230,1370,1119,1429,916
PA0790,60,51,55,70,50,52
PA0791,322,286,270,485,325,466
PA0792,906,887,806,1832,1474,1779
PA0793,490,491,455,1070,1006,1078
PA0794,970,862,803,1971,1878,1977
PA0795,2119,1940,1768,4697,4355,5007
PA0796,887,897,770,2607,2637,2494
PA0797,409,382,381,750,718,690
PA0798,414,415,403,532,433,412
PA0799,601,527,527,811,835,596
PA0800,103,90,84,99,127,63
PA0801,368,345,363,639,652,487
PA0802,122,130,128,273,254,221
PA0803,349,343,310,570,460,620
PA0804,1066,1130,1153,1275,1059,1268
PA0805,2895,3439,4504,6787,5887,7348
PA0806,209,303,313,121,78,137
PA0807,472,454,377,283,302,303
PA0808,415,466,457,451,354,508
PA0809,261,242,232,247,170,221
PA0810,328,343,364,457,367,462
PA0811,317,335,329,415,330,446
PA0812,288,318,343,267,226,273
PA0813,132,118,90,190,114,155
PA0814,37,50,35,54,54,50
PA0815,1185,1286,1115,1673,1229,1533
PA0816,201,170,154,239,159,208
PA0817,311,273,348,98,98,105
PA0818,341,325,384,120,86,112
PA0819,124,148,145,74,55,86
PA0820,2401,2655,2708,2895,2316,3376
PA0821,1946,2222,2202,2159,1779,2467
PA0822,957,1293,1238,1086,885,1221
PA0823,541,664,689,717,604,758
PA0824,292,300,286,337,252,312
PA0825,115,129,122,76,64,85
PA0826,552,685,583,942,747,1394
PA0826.1;partial=true,959323,884630,1003379,553201,449652,824580
PA0827,353,332,357,353,392,397
PA0828,100,93,97,117,90,95
PA0829,188,171,194,483,357,451
PA0830,1412,1570,1316,4566,4378,3489
PA0831,581,643,607,420,364,341
PA0832,645,600,618,651,750,587
PA0833,1286,1221,1308,3389,3325,3031
PA0834,522,592,631,1643,1705,1588
PA0835,3471,3174,3089,16948,14145,14060
PA0836,3460,3803,3488,8381,7287,6034
PA0837,4734,4321,4816,6250,7262,6411
PA0838,4865,5528,5684,7862,6422,9589
PA0839,158,144,166,372,321,365
PA0840,360,350,339,2037,1488,1729
PA0841,451,479,425,604,533,565
PA0842,184,185,163,263,201,228
PA0843,111,134,135,130,97,186
PA0844,201,284,261,235,189,226
PA0845,354,486,407,416,280,342
PA0846,1238,1337,1232,1289,1434,1293
PA0847,908,919,944,1547,1324,1752
PA0848,320,397,430,241,227,216
PA0849,690,768,666,617,446,561
PA0850,201,174,172,542,393,443
PA0851,526,525,437,1486,1209,1289
PA0852,9267,10741,7781,2660,2308,2711
PA0853,790,887,785,1385,1103,1593
PA0854,1900,1931,1667,3846,3297,4278
PA0855,306,290,246,569,469,529
PA0856,3797,3449,3690,3618,4490,3573
PA0857,2098,1977,2074,2252,2563,2078
PA0858,1592,1710,1698,1284,1278,1384
PA0859,436,382,368,572,372,582
PA0860,695,715,715,873,775,1101
PA0861,3450,3695,4017,6623,4958,8354
PA0862,2295,2415,2535,4757,4003,5698
PA0863,446,450,436,905,818,969
PA0864,177,156,125,183,155,139
PA0865,8310,8515,6903,479,353,600
PA0866,862,569,787,254,183,268
PA0867,3532,4462,4602,3782,3318,4179
PA0868,311,322,323,602,502,607
PA0869,777,792,856,2403,2228,2731
PA0870,1706,1783,1511,1679,1462,1562
PA0871,1358,1441,1140,1037,1014,1114
PA0872,3778,4770,3682,551,485,599
PA0873,585,519,552,628,496,607
PA0874,121,163,182,125,100,127
PA0875,505,570,606,643,267,413
PA0876,1446,1522,1440,1929,1778,2031
PA0877,293,343,342,529,449,474
PA0878,134,188,125,48,52,38
PA0879,353,449,345,108,112,129
PA0880,87,91,78,21,32,28
PA0881,117,123,94,29,36,31
PA0882,116,144,95,54,62,84
PA0883,96,90,98,38,26,36
PA0884,279,328,356,176,141,219
PA0885,89,75,97,73,65,105
PA0886,178,192,222,147,148,203
PA0887,14595,18461,15507,103598,89295,142837
PA0888,5091,5285,4761,5530,5897,5641
PA0889,1038,1249,1095,1001,1144,951
PA0890,873,980,909,1042,1084,1065
PA0891,923,931,791,1094,977,1025
PA0892,933,1017,957,1114,978,1111
PA0893,949,1007,966,1964,1625,2027
PA0894,292,289,292,580,376,535
PA0895,2524,2377,2362,4644,4170,5101
PA0896,1245,1181,1228,1948,1758,2231
PA0897,725,617,671,1387,1270,1339
PA0898,886,720,818,1567,1393,1549
PA0899,2111,1810,2034,3949,3395,5168
PA0900,1309,1397,1414,1540,1579,1809
PA0901,2337,2382,2474,3157,2917,3465
PA0902,542,564,499,508,524,372
PA0903,6683,7054,6602,4635,5281,3551
PA0904,6429,6464,6627,5178,5155,4034
PA0905,8521,14948,9206,5681,4277,8254
PA0906,368,375,395,482,440,524
PA0907,378,411,333,374,363,429
PA0908,91,90,77,172,164,161
PA0909,87,89,65,151,199,158
PA0910,193,199,171,422,409,400
PA0911,182,207,171,296,288,319
PA0912,130,135,137,197,206,238
PA0913,964,995,1154,2408,2011,2846
PA0914,134,132,98,202,172,197
PA0915,180,182,136,256,261,286
PA0916,1303,1512,1398,1138,1190,1319
PA0917,2675,2858,2731,2868,2265,3175
PA0918,1278,2093,1688,1506,1221,1672
PA0919,1063,1065,1029,1591,1309,1423
PA0920,874,918,854,1426,1304,1221
PA0921,1556,1373,1594,1127,790,773
PA0922,901,862,932,831,793,716
PA0923,468,559,543,592,522,494
PA0924,650,793,741,657,649,692
PA0925,626,709,665,573,660,578
PA0926,758,811,831,686,691,627
PA0927,619,573,587,859,738,769
PA0928,2296,2299,2251,2758,2425,2823
PA0929,649,674,886,1723,1640,1405
PA0930,418,506,607,1625,1419,1282
PA0931,939,902,1049,1507,1402,1362
PA0932,2853,2782,2944,2616,2834,2527
PA0933,3172,3449,3556,3801,3570,3819
PA0934,7212,7508,7549,10004,8904,9453
PA0935,1507,1365,1484,1244,1052,1302
PA0936,3800,3809,3865,3298,3630,3180
PA0937,2433,2771,2780,1623,1327,1815
PA0938,7052,5906,7956,11045,10735,11133
PA0939,291,437,390,213,186,216
PA0940,421,527,549,331,238,369
PA0941,355,427,432,267,186,331
PA0942,784,830,882,892,556,940
PA0943,2982,3135,3144,2808,2963,2677
PA0944,1784,1661,1679,1219,1413,1112
PA0945,2836,2768,2539,1744,2074,1521
PA0946,1903,1907,1751,2890,2778,2673
PA0947,1592,1792,1865,873,1095,849
PA0948,736,683,693,674,785,641
PA0949,2099,2119,1944,1582,1714,1528
PA0950,1846,1844,1831,1202,1182,1227
PA0951,2371,2784,2718,1478,1308,1425
PA0952,6820,9070,6634,4849,3915,6002
PA0953,1568,1598,1683,1040,750,1020
PA0954,1081,1037,1076,1031,634,897
PA0955,2637,2668,2620,2127,2470,1783
PA0956,7027,6773,6381,5888,7336,4834
PA0957,491,579,558,453,438,454
PA0958,50388,51636,43857,89772,80976,81827
PA0959,3867,5036,4576,4493,3163,6748
PA0960,1100,1374,1308,1821,1243,2433
PA0961,121,113,104,112,109,115
PA0962,16177,17066,16547,21252,19044,21085
PA0963,9355,9579,9266,6652,7601,5645
PA0964,3788,3926,4076,3947,3831,3445
PA0965,1351,1248,1288,1380,1230,1515
PA0966,2118,2283,2319,2004,1828,2046
PA0967,2005,2129,2170,1968,1680,1797
PA0968,2604,2472,2911,1398,1294,1291
PA0969,4915,4693,4934,5229,5448,4366
PA0970,3053,2677,3063,4064,4276,3353
PA0971,4757,4639,5091,4633,4415,4156
PA0972,12978,13392,13793,10786,12030,9362
PA0973,27237,26912,27773,22149,22190,20034
PA0974,11339,11029,11595,9278,7530,7780
PA0975,987,857,1035,1372,1231,1252
PA0976,2577,2571,2874,1912,1761,2038
PA0977,167,221,309,163,214,146
PA0978,346,399,445,539,581,544
PA0979,140,157,175,161,159,160
PA0980,61,50,65,46,34,55
PA0981,431,401,404,319,234,353
PA0982,577,762,794,759,551,1087
PA0983,576,610,690,923,660,1595
PA0984,1526,1630,1779,464,197,424
PA0985,1674,1575,1657,799,680,881
PA0986,57,79,62,40,53,27
PA0987,220,290,298,135,129,141
PA0988,873,1055,1093,1058,828,1096
PA0989,728,819,804,441,357,460
PA0990,367,436,461,354,257,439
PA0991,330,451,446,245,174,224
PA0992,800,1012,850,863,586,922
PA0993,25,36,29,15,13,17
PA0994,868,1183,1095,752,582,816
PA0995,825,1024,1011,1344,1152,1447
PA0996,5421,8791,6020,772,575,503
PA0997,3814,5511,3865,650,554,465
PA0998,3900,5823,4266,746,706,743
PA0999,6213,8787,6969,1612,1412,1519
PA1000,5330,7610,6291,1442,1169,1448
PA1001,5330,8092,6369,1853,1524,1717
PA1002,2317,3274,2610,1955,1401,1778
PA1003,3645,3732,3907,5842,4701,6822
PA1004,2219,2348,2496,2269,1969,2092
PA1005,2784,2731,2738,3368,3436,3125
PA1006,590,558,557,266,306,245
PA1007,1058,1019,1083,656,739,564
PA1008,2659,2696,2638,2587,2804,2218
PA1009,2163,2293,2151,1525,1894,1215
PA1010,5219,5647,5603,3979,4795,3458
PA1011,6032,6151,6100,6651,7278,5616
PA1012,3133,3009,3271,3147,3230,2819
PA1013,3202,3211,3581,5517,5414,5172
PA1014,2024,1994,2320,1134,1009,1121
PA1015,794,881,875,944,701,783
PA1016,247,275,255,312,258,252
PA1017,226,204,195,173,120,162
PA1018,95,122,100,105,91,118
PA1019,99,135,132,110,83,115
PA1020,175,169,163,188,160,155
PA1021,156,113,112,174,147,141
PA1022,357,392,316,431,502,422
PA1023,403,328,329,541,413,522
PA1024,224,186,189,363,246,267
PA1025,151,160,166,159,125,179
PA1026,217,247,219,206,197,167
PA1027,394,458,416,395,343,405
PA1028,337,429,389,332,248,357
PA1029,1124,1226,1088,1138,953,1035
PA1030,1178,1450,1444,1863,1584,1931
PA1031,1576,1674,1750,1157,1105,1121
PA1032,2296,2562,2433,2463,2243,2466
PA1033,1085,1110,1044,1512,1430,1540
PA1034,968,1238,1267,535,385,549
PA1035,1232,1624,1664,688,569,696
PA1036,1460,1610,1326,830,658,878
PA1037,1211,1447,1217,517,441,649
PA1038,489,565,525,703,573,762
PA1039,716,756,690,1176,1114,1133
PA1040,536,569,531,771,731,736
PA1041,9762,8883,8707,14855,10560,21028
PA1042,794,823,820,879,740,1064
PA1043,689,670,602,862,694,760
PA1044,297,291,293,296,309,241
PA1045,1320,1336,1313,1192,1273,1055
PA1046,845,827,788,1223,1032,1332
PA1047,912,992,862,1262,1130,1151
PA1048,3996,3666,3785,5871,4905,5283
PA1049,1675,1603,1636,3328,3256,2520
PA1050,823,762,730,1622,1154,1118
PA1051,691,716,601,608,565,542
PA1052,270,270,225,326,262,253
PA1053,6317,7170,6822,8439,7687,6402
PA1054,1627,1683,1613,3685,3030,3668
PA1055,500,626,590,1180,1069,1135
PA1056,803,820,774,1738,1421,1484
PA1057,540,553,577,1296,1156,1325
PA1058,295,300,289,815,751,853
PA1059,439,476,407,1049,858,1066
PA1060,765,825,797,1845,1666,1814
PA1061,707,623,778,3970,3550,3438
PA1062,625,520,585,2931,2380,2536
PA1063,548,508,507,1713,1404,1501
PA1064,1183,1252,1204,1847,1683,1597
PA1065,583,660,673,706,620,785
PA1066,445,566,463,551,414,544
PA1067,139,195,168,138,125,159
PA1068,1305,1480,1199,1117,1128,879
PA1069,2334,2455,2041,2458,2216,2048
PA1070,1021,1000,966,827,754,783
PA1071,1510,1511,1510,1350,1155,1332
PA1072,1828,1755,1768,1880,1703,1755
PA1073,1583,1542,1442,1214,1208,1146
PA1074,14826,14525,13481,15698,13236,17333
PA1075,591,571,616,640,554,626
PA1076,2703,3167,3334,12068,10810,11686
PA1077,1232,1351,1305,1847,1587,2197
PA1078,1020,1045,1051,1913,1688,1988
PA1079,1944,2092,1873,3885,3211,4370
PA1080,3503,3426,3130,11301,9896,11701
PA1081,987,1081,1052,1804,1460,1962
PA1082,2126,2462,2234,5080,4700,5712
PA1083,1284,1345,1191,3000,3070,3277
PA1084,1354,1374,1247,2597,2217,2740
PA1085,1344,1422,1293,2563,2246,2821
PA1086,3373,3590,3140,7027,6421,8095
PA1087,4046,3937,3915,5796,4903,6463
PA1088,2261,2354,2459,3293,2750,3825
PA1089,1436,1581,1576,2285,2018,2754
PA1090,892,874,872,1396,1109,1432
PA1091,4333,4128,4231,10675,8903,9984
PA1092,117280,114156,106801,322778,295331,377803
PA1093,6526,6282,5762,15959,12959,19323
PA1094,19077,19188,18160,37648,33514,45872
PA1095,8365,7825,8452,15201,11445,17931
PA1096,5933,6298,6522,11108,8584,13171
PA1097,5274,5574,5436,7888,6947,7393
PA1098,1461,1708,1462,2597,2259,2676
PA1099,1087,1219,1006,2166,1801,2110
PA1100,995,1103,1048,791,692,999
PA1101,2130,2304,2157,2574,2289,2638
PA1102,2766,3279,3070,2554,2505,2803
PA1103,1393,1528,1558,1434,1334,1521
PA1104,987,973,946,1381,1142,1263
PA1105,360,437,423,375,341,383
PA1106,1037,1157,1111,731,630,682
PA1107,341,360,363,778,639,823
PA1108,81,113,101,107,97,109
PA1109,251,279,243,357,330,384
PA1110,424,403,394,633,588,495
PA1111,169,225,217,252,165,322
PA1112,1023,1043,985,1557,1339,1591
PA1113,402,463,458,585,559,513
PA1114,199,198,201,361,278,339
PA1115,1774,1831,1749,2333,2101,2366
PA1116,689,580,696,549,656,453
PA1117,689,703,594,587,663,462
PA1118,12220,15840,13511,1752,1542,2097
PA1119,900,1098,949,1001,1108,962
PA1120,927,1153,1028,924,970,924
PA1121,714,715,679,657,558,684
PA1122,1432,1519,1484,1558,1212,1790
PA1123,1132,1493,1224,816,946,826
PA1124,1386,1514,1537,2448,2184,2496
PA1125,392,376,389,777,725,790
PA1126,586,679,699,792,815,746
PA1127,1445,1161,1047,2982,2751,3016
PA1128,421,484,506,235,239,242
PA1129,405,355,369,344,232,301
PA1130,1645,1380,1439,1879,1509,1829
PA1131,1477,1623,1643,1075,922,1093
PA1132,331,334,368,583,562,549
PA1133,182,180,147,249,200,221
PA1134,527,561,672,114,105,104
PA1135,1163,1260,1120,1187,936,1576
PA1136,279,291,294,403,372,455
PA1137,119,134,119,186,155,200
PA1138,69,80,77,105,79,85
PA1139,162,179,156,282,208,217
PA1140,518,512,496,995,976,1137
PA1141,163,211,206,151,153,131
PA1142,366,366,376,342,351,285
PA1143,28,33,27,44,20,24
PA1144,87,92,89,94,83,106
PA1145,338,363,390,350,337,278
PA1146,82,79,83,151,112,96
PA1147,208,285,297,173,169,161
PA1148,409,363,372,210,213,196
PA1149,50,47,29,62,76,96
PA1150,4424,5372,5929,6366,4455,7708
PA1151,4490,5591,5923,8229,5530,9916
PA1152,226,262,251,116,123,171
PA1153,93,106,97,78,69,65
PA1154,202,198,226,182,150,187
PA1155,8922,8884,8234,9442,8783,7545
PA1156,10766,9628,9228,14752,14723,12592
PA1157,436,419,428,276,287,232
PA1158,504,547,524,471,467,431
PA1159,14687,14634,17827,3487,3357,4026
PA1160,793,833,747,542,439,419
PA1161,378,340,347,397,503,278
PA1162,895,801,723,924,1042,633
PA1163,642,673,597,1022,819,1107
PA1164,588,651,582,539,470,448
PA1165,71,103,110,96,89,91
PA1166,595,698,478,400,343,378
PA1167,443,450,472,550,419,721
PA1168,473,357,445,185,203,205
PA1169,526,431,468,453,388,390
PA1170,229,213,199,443,462,351
PA1171,1309,1356,1054,1772,1602,1844
PA1172,1296,1557,1273,1986,1681,3076
PA1173,729,899,670,1011,929,1656
PA1174,6235,6733,5328,9412,8299,13296
PA1175,1148,1156,988,2350,2072,3291
PA1176,1306,1229,1126,2165,1605,2726
PA1177,1743,1772,1774,2336,1925,3474
PA1178,15818,14021,15061,10308,9645,10387
PA1179,3314,2846,2977,3345,3141,2962
PA1180,1394,1305,1304,1477,1298,1287
PA1181,1656,1694,1686,2839,2083,3511
PA1182,350,376,340,553,433,741
PA1183,157,182,196,15977,15963,17158
PA1184,218,220,213,224,195,185
PA1185,98,97,116,82,58,91
PA1186,95,86,88,76,46,61
PA1187,282,273,297,310,289,290
PA1188,386,395,358,667,516,570
PA1189,317,265,287,321,301,312
PA1190,10932,8588,13979,1610,1274,4317
PA1191,457,509,476,771,628,981
PA1192,2361,2344,2568,1030,1321,934
PA1193,822,928,928,604,791,504
PA1194,235,280,242,289,310,242
PA1195,255,296,214,222,218,225
PA1196,643,630,602,1564,986,1036
PA1197,795,733,751,1680,1545,1451
PA1198,10792,11741,11959,3372,3049,3084
PA1199,2579,3031,2862,3786,3613,3421
PA1200,710,632,633,1532,1214,1435
PA1201,572,594,598,785,552,767
PA1202,2338,2421,2158,4440,3777,5084
PA1203,327,333,298,849,737,836
PA1204,708,666,566,1502,1278,1700
PA1205,811,709,635,1906,1443,1794
PA1206,470,481,490,463,480,521
PA1207,806,810,877,1039,1176,1026
PA1208,673,777,728,931,779,1249
PA1209,224,197,207,354,272,368
PA1210,162,201,173,158,126,150
PA1211,96,110,76,117,94,100
PA1212,463,507,390,399,292,372
PA1213,295,247,210,204,137,206
PA1214,393,396,275,254,211,219
PA1215,520,524,369,390,350,384
PA1216,1200,1315,940,1112,959,1187
PA1217,1786,1852,1388,1177,889,1128
PA1218,1056,1212,923,471,385,438
PA1219,208,243,180,66,60,75
PA1220,367,408,283,78,74,65
PA1221,833,1063,797,264,182,341
PA1222,723,808,818,538,527,512
PA1223,202,246,226,303,218,280
PA1224,152,152,152,140,88,99
PA1225,72,71,75,91,67,57
PA1226,147,119,116,268,206,209
PA1227,153,144,137,273,222,226
PA1228,45,44,43,36,40,34
PA1229,106,123,100,99,81,88
PA1230,18,20,19,15,10,7
PA1231,13,19,26,20,11,11
PA1232,133,131,151,122,111,96
PA1233,116,119,92,123,135,107
PA1234,268,269,271,295,313,252
PA1235,189,192,173,282,186,174
PA1236,156,161,162,147,105,161
PA1237,44,39,33,33,28,48
PA1238,44,34,36,33,18,29
PA1239,77,115,88,59,67,64
PA1240,112,129,123,58,53,58
PA1241,365,434,401,293,376,254
PA1242,296,358,304,338,303,340
PA1243,1173,1513,1104,961,985,1060
PA1244,8014,10009,9049,6963,6255,8473
PA1245,3779,3860,5477,1141,821,1034
PA1246,814,823,1107,358,315,310
PA1247,831,859,1149,398,271,377
PA1248,1021,1061,1545,555,385,597
PA1249,9670,10178,14180,3766,2876,4092
PA1250,820,834,981,561,563,444
PA1251,321,330,369,304,211,229
PA1252,248,276,314,325,253,305
PA1253,178,119,128,125,93,114
PA1254,262,114,125,103,96,131
PA1255,254,171,148,191,167,271
PA1256,420,267,276,220,201,359
PA1257,248,151,171,125,94,185
PA1258,118,93,92,73,56,111
PA1259,234,157,140,199,164,212
PA1260,616,328,344,458,387,708
PA1261,174,134,139,162,132,111
PA1262,43,54,36,30,37,27
PA1263,475,560,489,172,140,145
PA1264,106,97,103,101,81,60
PA1265,35,33,27,23,18,26
PA1266,16,20,13,20,17,14
PA1267,14,6,15,22,17,13
PA1268,20,17,29,28,34,22
PA1269,396,337,373,500,512,483
PA1270,66,64,83,74,78,72
PA1271,1394,1469,1316,1252,1310,966
PA1272,780,844,764,867,870,809
PA1273,474,466,396,598,508,403
PA1274,208,171,175,239,198,144
PA1275,133,151,108,147,152,87
PA1276,161,150,152,264,217,172
PA1277,356,356,333,480,443,352
PA1278,133,135,145,298,239,204
PA1279,165,124,128,370,303,231
PA1280,151,91,121,233,177,156
PA1281,139,100,107,230,157,166
PA1282,79,74,73,118,82,85
PA1283,494,517,532,587,421,589
PA1284,383,396,449,560,506,465
PA1285,291,356,299,197,135,180
PA1286,79,80,80,42,49,38
PA1287,979,935,1071,2213,1667,2301
PA1288,6539,6394,6258,5595,5422,5882
PA1289,432,550,425,577,504,805
PA1290,617,716,602,252,215,241
PA1291,290,333,370,266,223,191
PA1292,1532,1487,1353,2440,2346,2128
PA1293,1745,1744,1659,1393,1562,1166
PA1294,1075,1095,1138,747,780,756
PA1295,343,289,308,250,299,223
PA1296,734,776,826,1258,1159,1246
PA1297,162,195,165,361,291,284
PA1298,97,88,120,95,78,87
PA1299,450,432,568,316,247,300
PA1300,1004,798,1303,1179,825,1025
PA1301,1022,813,1248,1762,1209,1338
PA1302,745,707,958,1353,1315,1299
PA1303,246,255,305,448,342,383
PA1304,985,989,937,1150,1401,931
PA1305,1094,1046,1066,804,1002,749
PA1306,626,616,623,946,874,917
PA1307,1980,2005,2023,2554,2221,2661
PA1308,1615,1839,1880,1933,1615,2017
PA1309,580,633,558,968,900,989
PA1310,140,155,124,94,106,123
PA1311,256,275,279,163,166,202
PA1312,203,219,207,247,239,269
PA1313,106,140,127,104,88,101
PA1314,145,170,171,143,125,146
PA1315,286,273,301,201,218,198
PA1316,282,357,328,612,478,594
PA1317,342,489,417,706,709,508
PA1318,776,915,867,1642,1439,1439
PA1319,174,189,210,467,445,489
PA1320,125,162,172,300,276,317
PA1321,169,191,221,498,359,414
PA1322,264,262,275,279,221,330
PA1323,2162,3103,2436,2816,2365,4016
PA1324,2426,3085,2584,3611,3187,5500
PA1325,291,252,313,369,386,322
PA1326,431,270,257,634,706,479
PA1327,2199,2341,1820,3693,2692,4856
PA1328,257,311,220,531,355,533
PA1329,6,8,13,20,8,14
PA1330,215,220,227,261,233,234
PA1331,225,211,216,350,375,297
PA1332,385,340,310,676,512,570
PA1333,580,613,478,1036,925,1276
PA1334,146,144,159,176,104,166
PA1335,633,619,600,1845,1631,1624
PA1336,1162,966,1004,2465,2520,2425
PA1337,4077,3473,3062,25039,21206,26598
PA1338,1605,1274,1204,12420,11515,14949
PA1339,1928,1764,1765,11054,10875,13032
PA1340,1622,1427,1401,9613,9309,10717
PA1341,1119,941,842,6806,6636,7091
PA1342,8494,7572,7069,43489,42912,53619
PA1343,407,378,404,226,205,163
PA1344,897,889,753,838,670,861
PA1345,242,294,287,258,220,221
PA1346,51,34,38,49,35,32
PA1347,128,123,159,93,62,113
PA1348,540,672,647,379,257,490
PA1349,278,335,267,176,142,264
PA1350,281,317,263,277,267,318
PA1351,96,89,78,170,107,118
PA1352,20,11,18,21,18,10
PA1353,408,451,363,429,472,519
PA1354,421,433,374,368,381,397
PA1355,46,49,60,70,63,68
PA1356,249,268,204,435,291,474
PA1357,480,520,459,787,654,755
PA1358,772,865,818,1198,1040,1303
PA1359,226,278,253,235,245,196
PA1360,126,124,121,161,174,140
PA1361,416,457,464,426,470,324
PA1362,186,206,199,198,160,211
PA1363,298,259,305,579,642,476
PA1364,147,127,155,591,606,382
PA1365,537,587,509,1652,1547,1458
PA1366,2405,2925,3053,5096,3347,6452
PA1367,154,166,185,170,136,135
PA1368,522,643,717,568,489,714
PA1369,1432,1608,1530,836,732,1041
PA1370,2307,2775,2621,1840,1621,2170
PA1371,2154,2334,2296,2582,2027,3005
PA1372,6634,6604,6218,12403,10763,13665
PA1373,175,196,233,374,254,297
PA1374,149,149,153,131,120,141
PA1375,416,453,450,716,673,658
PA1376,1664,1765,1768,2725,2451,2975
PA1377,303,310,309,430,334,385
PA1378,353,434,441,393,349,449
PA1379,118,141,141,110,98,111
PA1380,261,252,296,244,185,235
PA1381,72,87,76,36,42,49
PA1382,1858,2061,2119,1747,1346,1960
PA1383,1812,2106,2120,1503,1136,1921
PA1384,208,269,277,166,139,183
PA1385,308,359,368,277,214,321
PA1386,408,557,505,276,234,382
PA1387,845,982,994,902,725,1068
PA1388,197,190,251,194,153,241
PA1389,531,497,573,503,402,559
PA1390,362,446,525,356,227,397
PA1391,304,292,337,279,196,257
PA1392,589,677,739,699,492,837
PA1393,391,415,410,346,253,354
PA1394,111,101,108,80,60,42
PA1395,182,225,231,169,147,164
PA1396,523,572,555,420,464,403
PA1397,481,548,496,235,292,216
PA1398,435,484,501,392,355,326
PA1399,136,128,142,226,176,152
PA1400,216,237,205,272,225,248
PA1401,227,246,190,381,359,389
PA1402,256,306,292,303,237,391
PA1403,191,201,199,131,97,119
PA1404,575,893,717,348,299,560
PA1405,226,243,233,442,315,350
PA1406,146,152,135,334,278,333
PA1407,148,172,165,248,250,256
PA1408,693,800,673,1113,889,1147
PA1409,130,129,148,101,80,83
PA1410,163,211,240,137,110,139
PA1411,238,237,232,205,175,198
PA1412,27,37,32,56,28,31
PA1413,175,189,183,325,240,317
PA1414,51329,77145,73385,22461,14843,24376
PA1415,4453,4779,4245,2646,1788,2576
PA1416,321,355,344,280,177,257
PA1417,116,146,128,118,101,106
PA1418,183,214,230,191,140,193
PA1419,188,154,178,106,108,126
PA1420,159,161,166,111,81,138
PA1421,349,389,410,202,194,216
PA1422,522,549,535,390,451,433
PA1423,1426,1501,1316,732,685,959
PA1424,239,266,282,353,317,283
PA1425,253,253,261,206,181,166
PA1426,143,160,136,238,193,190
PA1427,198,208,193,260,241,212
PA1428,120,103,105,378,354,329
PA1429,3475,3203,3313,7863,5540,5638
PA1430,10900,11602,13595,15076,10769,17212
PA1431,4822,5815,6807,7484,5530,8157
PA1432,27234,26616,31117,17594,17014,19960
PA1433,3098,2962,3087,2239,1881,1952
PA1434,183,231,207,244,190,185
PA1435,99,108,103,163,134,107
PA1436,454,515,512,470,369,504
PA1437,355,351,365,373,299,367
PA1438,427,426,445,600,438,536
PA1439,1015,1111,1041,1667,1613,1582
PA1440,4374,4588,4472,5523,5925,4976
