gene_id,Ctrl1,Ctrl2,Ctrl3,P5A1_25,P5A2_25,P5A3_25
PA0704,1311,1422,7109,1448,1244,1033
PA0705,1507,1218,6691,2944,2751,2819
PA0706,563,427,2398,607,571,570
PA0707,1378,1115,6289,320,339,265
PA0708,18,10,56,69,80,79
PA0708.1,416,420,2094,807,877,709
PA0709,71,59,316,352,357,378
PA0710,129,110,654,736,707,656
PA0711,197,153,987,1589,1501,1485
PA0712,82,67,421,675,611,697
PA0713,97,110,460,67,46,61
PA0714,15,4,38,4,2,6
PA0714.1,75,61,350,65,59,49
PA0715,158,145,672,198,203,199
PA0716,204,126,879,266,184,244
PA0717,53,68,340,68,53,45
PA0718,93,72,418,97,66,79
PA0719,121,95,428,115,52,80
PA0720,128,92,502,73,60,75
PA0721,22,29,139,14,12,18
PA0722,217,170,893,56,44,65
PA0723,278,265,1286,45,47,45
PA0724,168,202,915,87,91,66
PA0725,52,53,328,52,44,39
PA0726,162,214,1086,140,139,139
PA0727,280,196,1087,186,170,191
PA0728,83,87,503,142,119,105
PA0729,15,7,56,38,27,33
PA0729.1,522,330,1865,899,781,1063
PA0730,549,524,2637,638,612,568
PA0731,320,296,1605,704,616,608
PA0732,870,805,4181,740,676,696
PA0733,881,836,4193,681,625,616
PA0734,173,199,898,202,180,182
PA0735,432,336,1963,578,518,427
PA0736,463,454,2255,638,555,513
PA0737,315,343,1785,801,693,632
PA0738,124,106,548,274,256,225
PA0739,373,308,1434,677,615,546
PA0740,505,468,2783,605,556,563
PA0741,384,342,1671,289,281,231
PA0742,213,161,829,148,126,127
PA0743,3146,2997,14796,1604,1500,1379
PA0744,6766,7004,34715,2470,2544,2102
PA0745,4802,4196,21320,1725,1724,1652
PA0746,4339,4285,20616,2378,2356,2123
PA0747,1673,1484,7907,2868,2632,2542
PA0748,264,276,1452,387,396,337
PA0749,257,166,1130,253,297,260
PA0750,1128,1018,5529,2735,2594,2553
PA0751,755,797,3731,2478,2443,2276
PA0752,1041,942,4923,1157,1151,1216
PA0753,451,403,2136,275,288,277
PA0754,1067,1058,5636,441,448,389
PA0755,669,668,3134,324,363,345
PA0756,327,488,2321,1544,1478,1341
PA0757,1764,1929,9011,7486,7265,6610
PA0758,12306,10869,55216,9911,9535,9786
PA0759,1049,1114,5625,1066,991,870
PA0760,181,165,819,699,590,581
PA0761,2174,2054,9981,6321,5864,5617
PA0762,10860,8433,45976,22477,23099,23534
PA0763,8511,8480,41873,17497,17020,15618
PA0764,7699,7667,37225,9469,9266,8470
PA0765,1132,1031,5296,1072,1062,977
PA0766,4126,4259,20424,1721,1712,1660
PA0767,4350,3992,19846,7701,7333,6856
PA0768,619,533,2824,1861,1685,1553
PA0769,782,556,3415,727,715,675
PA0770,1533,1167,6419,1115,1160,1126
PA0771,1500,1215,6782,1231,1061,1094
PA0772,441,403,1968,450,412,450
PA0773,1066,1118,5117,1517,1596,1355
PA0774,726,781,3776,2601,2483,2243
PA0775,556,585,2665,1688,1725,1546
PA0776,103,127,477,259,239,220
PA0777,323,283,1740,582,523,436
PA0778,282,238,1113,212,219,188
PA0779,10378,9164,45964,3535,3483,3425
PA0780,654,694,3286,1317,1148,1051
PA0781,524,591,2694,1742,1515,1396
PA0782,30666,29870,146420,6482,7076,6771
PA0783,6727,6153,31032,2879,2645,2471
PA0784,2123,2146,10399,1871,1737,1655
PA0785,156,168,779,242,277,226
PA0786,69,57,347,115,120,93
PA0787,652,660,3478,1400,1391,1245
PA0788,1237,1304,5968,2392,2307,2078
PA0789,2535,2178,11801,4417,4415,4456
PA0790,239,256,1323,943,910,794
PA0791,1522,1624,8006,1555,1424,1252
PA0792,7679,7207,36073,2778,2876,2666
PA0793,3566,3146,17286,1619,1511,1572
PA0794,14989,14646,73005,7617,7477,6846
PA0795,12051,11490,57486,5437,4958,4675
PA0796,8893,8725,41612,4783,4962,4430
PA0797,1010,1011,4454,2174,1985,1740
PA0798,707,666,3163,658,727,610
PA0799,3328,3385,16779,4057,4378,3501
PA0800,220,221,960,824,678,668
PA0801,1371,1307,6419,2550,2032,1895
PA0802,360,331,1621,397,292,274
PA0803,491,437,2638,527,496,427
PA0804,809,780,3947,901,847,811
PA0805,453,307,1556,2667,2380,2772
PA0806,40,44,168,37,13,26
PA0807,2594,2379,12031,298,291,281
PA0808,197,249,1149,211,160,193
PA0809,555,700,3171,467,453,483
PA0810,1138,902,4760,1152,1164,1114
PA0811,777,789,3778,638,591,425
PA0812,572,524,2771,395,404,356
PA0813,1139,1394,5936,703,714,533
PA0814,242,258,1144,114,120,105
PA0815,671,723,3618,926,898,837
PA0816,589,579,2890,643,589,498
PA0817,96,96,522,46,62,42
PA0818,67,46,288,32,40,28
PA0819,54,37,156,29,29,35
PA0820,224,150,891,330,264,341
PA0821,195,147,840,284,278,281
PA0822,51,37,171,69,67,58
PA0823,43,28,149,67,71,44
PA0824,48,50,277,102,89,99
PA0825,43,53,219,40,44,41
PA0826,0,0,0,0,0,0
PA0826.2,54725,30389,142139,9082,8076,8401
PA0826.1,77,51,351,60,77,66
PA0827,134,195,835,143,123,106
PA0828,134,205,787,244,142,158
PA0829,205,286,1183,340,301,323
PA0830,837,751,3926,346,450,422
PA0831,590,523,3168,964,938,957
PA0832,468,526,2622,894,794,773
PA0833,2142,2296,10761,4390,3378,3446
PA0834,1251,927,5133,1649,1671,1749
PA0835,7074,6604,33276,3404,3143,2937
PA0836,151,78,448,106,118,137
PA0836.1,3520,3518,16712,3963,3835,3394
PA0837,733,628,3309,728,711,808
PA0838,3043,2586,14121,3275,2891,2759
PA0839,127,147,598,571,579,587
PA0840,227,283,1019,389,384,297
PA0841,708,616,3147,759,790,642
PA0842,717,768,3752,949,857,829
PA0843,81,109,383,84,102,93
PA0844,361,431,1973,306,320,278
PA0845,221,201,1371,501,463,543
PA0846,1028,845,4441,881,799,863
PA0847,864,733,4089,629,709,604
PA0848,5633,4793,24361,97,97,126
PA0849,23051,24020,118989,214,276,209
PA0850,391,432,2219,182,199,178
PA0851,1220,1214,5682,524,478,422
PA0852,64,42,202,105,76,82
PA0852.1,21985,19558,102569,504,505,512
PA0853,900,879,4062,869,821,730
PA0854,3443,3778,17591,2740,2697,2257
PA0855,243,289,1349,266,243,190
PA0856,1477,1222,6351,1032,1073,1005
PA0857,841,665,3310,1055,911,925
PA0858,3016,2449,13687,4316,4066,4225
PA0859,1264,1349,6251,1789,1883,1592
PA0860,1536,1667,7518,2223,2122,1910
PA0861,2938,2792,13905,1379,1281,1178
PA0862,1029,952,4843,1137,1177,1029
PA0863,433,410,1977,1129,974,915
PA0864,306,222,1326,499,447,373
PA0865,57521,52261,272985,16267,15424,16012
PA0866,8585,8078,40885,4312,3946,4223
PA0867,351,461,2091,527,431,397
PA0868,287,269,1263,535,479,463
PA0869,661,634,3078,1038,902,904
PA0870,22574,24042,115783,16279,15895,14762
PA0871,6753,5672,30011,5813,5311,5234
PA0872,11142,9670,51145,5467,5021,4709
PA0873,950,869,4889,1535,1418,1234
PA0874,81,83,437,214,166,138
PA0875,300,368,1788,933,868,798
PA0876,1024,924,4682,1647,1435,1332
PA0877,408,466,2190,691,657,610
PA0878,166,139,618,228,181,165
PA0879,240,246,1192,329,241,234
PA0880,78,71,394,74,55,77
PA0881,232,272,1174,181,215,195
PA0882,262,282,1278,204,202,195
PA0883,155,158,704,90,95,101
PA0884,174,168,1055,179,198,205
PA0885,87,61,491,108,68,95
PA0886,166,174,845,195,151,172
PA0887,24,32,84,36,33,33
PA0887.1,4185,3741,18462,12396,11849,11206
PA0888,2803,2678,13285,2276,2009,2085
PA0889,614,579,3062,1060,1045,939
PA0890,537,425,2253,595,547,584
PA0891,1145,1238,5957,873,776,688
PA0892,1307,1112,5619,666,698,623
PA0893,847,819,4403,520,524,470
PA0894,96,119,577,77,99,104
PA0895,1929,1811,9276,2731,2538,2741
PA0896,1611,1467,7755,1484,1517,1410
PA0897,1189,1086,5467,666,658,543
PA0898,2327,2234,10864,801,793,708
PA0899,2209,1919,9691,745,723,721
PA0900,384,348,1862,329,337,334
PA0901,1317,1343,7223,1265,1107,1073
PA0902,592,651,3233,1486,1228,1170
PA0903,10968,10583,50666,17465,16504,15898
PA0904,3326,2860,15139,5148,5290,5275
PA0905,562,479,3093,137,169,175
PA0905.1,221,245,1505,101,53,87
PA0905.2,80,79,330,30,26,37
PA0905.3,474,379,1836,155,171,179
PA0906,220,240,1226,372,399,349
PA0907,531,478,2708,356,327,300
PA0908,468,516,2901,59,69,56
PA0909,667,681,3347,58,73,85
PA0910,1568,1640,8370,122,116,120
PA0911,1554,1414,7489,118,123,82
PA0912,707,540,2570,62,70,47
PA0913,621,634,2851,6038,5991,6036
PA0914,90,111,496,390,401,394
PA0915,207,204,1357,734,753,686
PA0916,1661,1491,7876,2554,2461,2491
PA0917,1153,1052,5374,1514,1540,1416
PA0918,241,199,1232,289,271,304
PA0919,1711,1623,8065,781,814,696
PA0920,1747,1528,8348,1006,1065,966
PA0921,233,165,741,816,661,730
PA0922,7,15,84,16,13,11
PA0922.1,132,103,583,582,473,544
PA0923,326,397,1961,977,948,911
PA0924,427,369,2081,1642,1571,1376
PA0925,349,244,1644,321,302,296
PA0926,364,293,1575,392,304,328
PA0927,1309,1287,6708,645,669,677
PA0928,3283,2870,15072,1554,1500,1442
PA0929,311,240,1349,1297,1238,1324
PA0930,883,788,3903,2614,2483,2439
PA0931,701,694,3152,1305,1102,1118
PA0932,1707,1486,8088,3260,2937,2711
PA0933,2591,2165,12007,5808,5253,5069
PA0934,6389,5585,28842,11025,10391,10560
PA0935,412,336,2157,1324,1312,1174
PA0936,880,816,3957,1029,816,835
PA0937,742,713,3206,1275,1148,1386
PA0938,2183,1933,10143,2216,2128,1996
PA0939,265,233,921,192,175,182
PA0940,208,198,1008,128,142,135
PA0941,206,149,803,111,90,110
PA0942,972,942,4711,426,384,421
PA0943,1681,1364,7534,1873,1635,1521
PA0944,1062,948,4862,2421,2160,2428
PA0945,2760,2715,13648,4280,4190,3965
PA0946,1645,1739,8771,1441,1463,1361
PA0947,813,748,4318,3529,3895,3395
PA0948,383,379,1679,1765,1690,1431
PA0949,1360,1083,5513,2993,2641,2598
PA0950,598,533,2498,1105,1023,1109
PA0951,579,463,2557,1089,1052,1146
PA0952,115,74,386,215,249,200
PA0953,252,250,1158,573,449,473
PA0954,200,195,1035,550,485,442
PA0955,1968,1788,8609,3147,2898,3037
PA0956,4829,4342,21306,5500,5144,4878
PA0957,182,190,934,221,202,200
PA0958,10551,8684,45665,7107,6168,6639
PA0959,625,627,3215,1227,1017,1287
PA0960,257,235,1198,354,330,341
PA0961,411,362,2052,101,111,94
PA0962,7621,5827,31264,2014,2022,2197
PA0963,8394,7504,40447,15445,14139,14303
PA0964,3650,3058,16467,5465,5156,5266
PA0965,429,324,1712,1197,991,1083
PA0966,963,807,4149,1496,1306,1424
PA0967,2014,1825,9651,1851,1660,1722
PA0968,606,382,2171,780,679,761
PA0969,1797,1327,7688,2210,2032,2264
PA0970,1282,932,4846,1602,1443,1488
PA0971,1225,1185,5987,1772,1702,1577
PA0972,5424,4903,24519,3275,3272,3122
PA0973,2981,2356,12286,4927,4382,4508
PA0974,3777,3328,16831,6404,6688,6595
PA0975,522,467,2329,1003,1053,999
PA0976,52,29,154,40,21,26
PA0976.1,687,510,2899,1016,924,907
PA0977,78,47,268,100,84,99
PA0978,47,37,202,47,61,56
PA0979,22,17,121,20,17,23
PA0980,2,10,70,8,8,9
PA0981,59,43,195,52,50,71
PA0982,191,74,513,198,134,143
PA0983,64,41,318,117,122,133
PA0984,35,28,167,36,23,32
PA0985,228,117,753,44,40,45
PA0986,24,16,108,14,14,15
PA0987,93,80,567,84,51,55
PA0988,89,86,540,207,183,186
PA0989,196,148,884,315,309,357
PA0990,113,103,491,253,230,243
PA0991,35,43,295,57,46,56
PA0992,85,114,545,135,108,111
PA0993,17,41,238,50,35,32
PA0994,401,340,1586,461,414,438
PA0995,131,123,564,227,201,229
PA0996,7775,7065,36406,5575,5334,5363
PA0997,6436,6168,30375,2780,2710,2537
PA0998,3864,3299,17182,1229,1158,1085
PA0999,13400,11443,55854,3161,2908,2979
PA1000,6970,6780,34370,2341,2088,1895
PA1001,14740,14117,71251,3739,3684,3790
PA1002,3369,3600,16910,580,625,463
PA1003,2147,2157,10601,700,810,767
PA1004,1362,1226,6380,5735,5523,5553
PA1005,1721,1648,9145,4046,4066,3596
PA1006,70,88,384,434,380,360
PA1007,709,685,3298,2414,2038,2123
PA1008,1095,883,4718,1072,1049,865
PA1009,1402,1213,6136,1284,1090,953
PA1010,5360,5217,25229,4388,4428,4060
PA1011,5736,6544,30204,6244,5922,5247
PA1012,1395,1195,6179,2708,2612,2818
PA1013,102,112,403,65,93,90
PA1013.1,1242,1156,5465,1191,1238,1227
PA1014,511,492,2396,1874,1615,1715
PA1015,425,455,1944,1290,1050,1045
PA1016,348,470,2072,758,899,723
PA1017,572,624,3160,766,744,759
PA1018,260,304,1454,221,214,170
PA1019,285,316,1450,215,183,155
PA1020,740,776,3836,737,672,624
PA1021,397,409,2057,344,279,260
PA1022,452,401,2218,297,254,334
PA1023,416,390,2261,211,188,202
PA1024,489,431,2401,231,249,216
PA1025,247,351,1669,226,283,239
PA1026,708,826,3743,354,324,274
PA1027,1767,1629,8429,989,951,855
PA1028,816,760,3994,584,525,483
PA1029,1046,917,4679,706,645,616
PA1030,41,27,109,47,20,21
PA1030.1,1407,1165,5804,1479,1426,1509
PA1031,1168,1148,5459,3139,3314,3408
PA1032,2295,2160,11182,4094,3942,3673
PA1033,411,333,1863,476,434,349
PA1034,41,49,284,113,87,72
PA1035,99,107,489,195,216,209
PA1036,1013,1025,5056,2230,1807,1729
PA1037,822,622,3486,2190,2022,2076
PA1038,346,351,1748,718,754,568
PA1039,407,478,2448,689,678,515
PA1040,395,373,2169,572,607,479
PA1041,1558,1596,7620,522,457,428
PA1042,161,155,818,164,219,190
PA1043,593,610,2840,971,929,858
PA1044,272,231,1255,632,564,483
PA1045,2244,2229,11442,4177,3773,3745
PA1046,1363,1304,6375,2548,2416,2152
PA1047,1178,1046,5089,1292,1133,1085
PA1048,4196,3901,20403,1960,2186,2171
PA1049,1447,1304,6519,1114,1078,949
PA1050,2280,2515,12058,2000,1827,1518
PA1051,921,756,3974,921,925,885
PA1052,1447,1725,7361,2365,2289,2072
PA1053,1487,1529,8000,1409,1507,1226
PA1054,2348,2639,12756,2375,2088,2046
PA1055,200,193,855,172,145,147
PA1056,1536,1491,7445,682,699,653
PA1057,605,558,2894,216,217,239
PA1058,215,238,1043,82,99,85
PA1059,185,203,996,95,95,101
PA1060,410,471,2325,256,231,212
PA1061,851,881,4179,433,353,389
PA1062,330,401,1763,481,426,388
PA1063,260,208,1107,361,343,318
PA1064,802,727,3662,1076,1048,973
PA1065,324,327,1365,280,270,198
PA1066,241,258,1182,213,189,164
PA1067,213,271,1458,244,209,222
PA1068,1991,2035,9703,4029,3726,3506
PA1069,3088,2826,14845,6344,6658,6424
PA1070,857,773,4076,473,497,405
PA1071,1370,1197,5837,505,504,461
PA1072,2475,2246,11308,1254,1257,1073
PA1073,1886,1531,7534,1731,1576,1565
PA1074,8299,7386,39263,6750,6168,6716
PA1075,158,167,782,433,362,361
PA1076,288,212,1050,462,444,419
PA1077,376,320,1687,239,188,178
PA1078,717,502,2688,386,255,275
PA1079,953,770,3761,487,397,392
PA1080,3259,2475,14932,986,886,874
PA1081,786,661,3500,300,264,218
PA1082,2237,1956,10067,1259,1237,1211
PA1083,874,683,3458,475,492,404
PA1084,1854,1687,8646,699,754,556
PA1085,1890,1852,9406,647,665,596
PA1086,3309,2873,15025,1270,1090,1084
PA1087,1845,1466,8261,557,532,513
PA1088,861,959,4412,203,222,225
PA1089,321,330,1718,110,102,113
PA1090,313,330,1611,81,75,97
PA1091,7287,7659,36561,1305,1277,1094
PA1092,22087,21067,105944,3293,3145,2996
PA1093,1232,1211,6108,500,466,512
PA1094,6828,5932,30632,3754,3563,3595
PA1095,1032,857,4494,623,709,709
PA1096,326,313,1478,234,230,196
PA1097,2525,2344,11912,6976,6767,6519
PA1098,1372,1175,6290,4995,4741,4679
PA1099,3108,2840,14745,3560,3722,3305
PA1100,275,227,1124,378,354,377
PA1101,2519,2518,12253,2326,2288,2030
PA1102,2477,2608,12547,2463,2521,2524
PA1103,1462,1472,6718,1330,1368,1080
PA1104,1775,1823,8854,1007,919,824
PA1105,471,500,2212,424,298,383
PA1106,757,695,3849,818,650,637
PA1107,217,239,1035,253,236,215
PA1108,170,239,1190,241,247,233
PA1109,542,529,2609,685,687,636
PA1110,423,432,2135,591,592,577
PA1111,231,230,1260,427,423,374
PA1112,351,367,1656,352,376,335
PA1112.1,1518,1390,7497,2369,2259,2180
PA1113,609,745,3652,1345,1309,1157
PA1114,191,190,990,264,275,231
PA1115,1374,1360,7146,933,864,722
PA1116,792,708,3522,1000,864,948
PA1117,585,434,2233,608,602,579
PA1118,1303,1059,5952,985,1027,955
PA1119,919,745,4313,314,266,247
PA1120,1634,1658,8158,979,1015,918
PA1121,526,382,2121,436,432,435
PA1122,581,512,2846,673,680,604
PA1123,1030,883,5296,550,548,511
PA1124,1917,1746,8179,2033,2000,2058
PA1125,1128,1137,5769,1400,1491,1183
PA1126,688,542,2876,1045,986,888
PA1127,1706,1477,7353,1464,1316,1213
PA1128,530,559,2481,648,785,675
PA1129,525,619,2772,271,278,283
PA1130,3476,3475,17072,724,675,613
PA1131,1006,1013,4842,238,210,174
PA1132,137,149,670,212,131,158
PA1133,98,85,531,69,96,79
PA1134,174,247,1077,118,138,123
PA1135,731,738,3490,342,431,352
PA1136,486,460,1833,605,579,580
PA1137,614,682,3257,674,537,565
PA1138,235,274,1130,285,322,209
PA1139,537,483,2524,1129,1115,978
PA1140,764,724,3718,1079,947,952
PA1141,242,265,1501,695,726,667
PA1142,421,476,2386,1035,1080,1010
PA1143,140,128,698,221,180,183
PA1144,178,156,1031,373,346,365
PA1145,271,281,1116,381,363,296
PA1146,280,258,1620,592,591,465
PA1147,337,342,2020,764,654,755
PA1148,345,291,1746,293,255,234
PA1149,20,24,212,19,16,6
PA1150,960,701,3798,385,349,375
PA1151,88,73,366,169,91,112
PA1152,43,32,182,80,99,111
PA1153,142,76,445,185,175,166
PA1154,77,48,342,157,140,135
PA1155,5660,4819,25697,4789,4622,4811
PA1156,15568,12546,67552,12051,11561,11701
PA1157,628,550,2836,1909,1888,1705
PA1158,607,598,2806,2682,2655,2519
PA1159,1499,1216,7210,964,805,954
PA1160,335,305,1531,597,624,581
PA1161,1030,1113,5342,1176,1226,1137
PA1162,1659,1666,7901,1867,1877,1718
PA1163,949,904,4740,1951,1847,1847
PA1164,564,669,3147,3094,3175,2666
PA1165,562,557,2904,2771,2624,2085
PA1166,543,562,2782,341,279,277
PA1167,209,261,1038,200,189,163
PA1168,34,33,145,7,5,8
PA1169,361,384,1618,372,375,363
PA1170,887,821,4328,386,332,323
PA1171,1701,1615,8190,2382,2552,2266
PA1172,351,377,1851,844,849,831
PA1173,248,224,1244,400,357,341
PA1174,4038,3512,17310,2381,2252,2280
PA1175,566,498,2599,203,157,164
PA1176,782,899,4903,396,366,260
PA1177,89,107,511,79,93,79
PA1178,25591,24053,124870,27937,27340,23314
PA1179,17333,15637,75731,38356,40589,37577
PA1180,6629,6514,31024,22364,21376,18818
PA1181,1806,1680,8556,3142,2922,2773
PA1182,439,492,2139,455,474,397
PA1183,585,592,2755,822,665,545
PA1184,266,282,1373,521,555,473
PA1185,104,89,479,134,111,122
PA1186,222,216,1030,325,299,285
PA1187,634,525,2661,361,356,307
PA1188,1142,1186,5369,1206,1075,928
PA1189,240,246,1456,339,297,256
PA1190,764,723,3903,575,554,489
PA1191,339,270,1522,199,193,157
PA1192,1712,1649,7938,2589,2222,2305
PA1193,1418,1281,6646,2649,2774,2532
PA1194,386,431,1999,2382,2289,2087
PA1195,125,117,620,243,271,260
PA1196,2403,2848,12801,3144,3020,2569
PA1197,1446,1500,6569,1831,2057,1966
PA1198,3262,2871,15165,3875,3593,3693
PA1199,1483,1288,6259,3093,2889,2841
PA1200,1121,1007,4876,2786,2663,2394
PA1201,863,787,4382,1864,1709,1657
PA1202,635,565,2739,349,224,282
PA1203,441,438,1949,428,436,360
PA1204,756,797,3702,896,900,789
PA1205,1181,978,5360,1346,1197,1158
PA1206,405,411,2295,778,736,721
PA1207,1237,1070,6328,2359,2304,2086
PA1208,437,518,2453,913,811,818
PA1209,255,296,1279,353,330,273
PA1210,207,195,941,141,151,141
PA1211,210,228,1080,117,114,106
PA1212,357,307,1473,192,206,183
PA1213,242,321,1662,111,126,89
PA1214,604,702,3651,268,255,167
PA1215,719,774,3576,241,243,237
PA1216,451,488,2303,122,133,145
PA1217,839,1011,4618,432,350,353
PA1218,273,252,1200,176,142,142
PA1219,183,213,927,170,165,148
PA1220,487,457,2417,551,439,365
PA1221,600,630,2909,589,535,472
PA1222,1350,1311,6905,1717,1696,1465
PA1223,473,510,2253,770,761,727
PA1224,264,364,1596,596,636,621
PA1225,266,259,1226,489,528,472
PA1226,633,725,3176,1168,991,1020
PA1227,669,731,3475,1465,1386,1086
PA1228,93,121,606,297,352,286
PA1229,169,150,945,406,407,420
PA1230,36,40,172,26,25,40
PA1231,129,110,646,125,133,136
PA1232,419,432,2191,832,797,602
PA1233,161,155,767,293,252,215
PA1234,489,476,2347,441,543,514
PA1235,363,306,1555,326,312,283
PA1236,245,271,1389,415,359,400
PA1237,292,331,1899,342,361,236
PA1238,326,436,2180,504,396,360
PA1239,318,314,1688,332,348,298
PA1240,317,265,1445,182,186,149
PA1241,198,136,958,343,333,272
PA1242,1917,2006,9545,2628,2508,2309
PA1243,6289,6204,31678,7400,7197,6525
PA1244,7662,6449,36885,2612,2040,2358
PA1245,2048,2297,10665,640,540,498
PA1246,2467,2516,12915,663,672,555
PA1247,1765,1746,7982,294,291,258
PA1248,1230,1245,6266,152,163,101
PA1249,4997,4249,22272,372,295,318
PA1250,614,605,2925,315,282,326
PA1251,907,1001,4944,1002,953,902
PA1252,912,1018,4603,688,645,529
PA1253,632,629,2962,632,583,445
PA1254,120,134,671,135,141,88
PA1255,344,341,1658,107,97,128
PA1256,273,250,1143,95,70,104
PA1257,192,173,910,270,178,175
PA1258,185,133,782,227,177,208
PA1259,588,697,3272,650,611,589
PA1260,228,153,985,150,171,185
PA1261,284,345,1616,271,209,264
PA1262,259,301,1509,383,342,315
PA1263,1097,1246,5899,3148,3145,2424
PA1264,433,568,2649,1781,1897,1449
PA1265,140,117,795,772,624,629
PA1266,39,31,234,102,120,81
PA1266.1,286,373,2064,869,849,670
PA1267,211,271,1387,540,582,444
PA1268,163,194,803,336,349,241
PA1269,238,259,958,229,191,161
PA1270,453,420,1995,412,462,308
PA1271,744,599,3094,2546,2570,2445
PA1272,415,334,1765,1086,1052,1022
PA1273,603,640,3279,864,843,751
PA1274,180,183,878,115,102,120
PA1275,294,343,1543,231,219,203
PA1276,491,570,2933,311,310,223
PA1277,667,635,3134,318,384,324
PA1278,189,163,845,86,92,83
PA1279,712,781,3803,476,438,333
PA1280,270,339,1487,196,201,141
PA1281,258,326,1473,293,367,281
PA1282,460,564,2433,509,495,425
PA1283,556,458,2389,389,409,371
PA1284,1330,1044,5830,1314,1359,1326
PA1285,130,112,566,221,209,217
PA1286,264,282,1436,950,965,855
PA1287,297,269,1528,416,359,348
PA1288,6681,5266,28599,3858,3694,3828
PA1289,248,235,1148,138,196,144
PA1290,214,250,1098,246,224,211
PA1291,534,485,2545,2396,2186,1813
PA1292,787,861,4023,2555,2423,2124
PA1293,852,760,4173,617,610,543
PA1294,1021,982,4821,1066,1045,926
PA1295,285,225,1279,312,294,275
PA1296,1066,1251,5330,3104,2709,2408
PA1297,1393,1525,7629,1278,1146,935
PA1298,232,118,832,329,233,232
PA1299,235,256,1305,652,546,572
PA1300,848,1062,4736,2070,2029,1568
PA1301,1438,1429,6682,2715,2825,2457
PA1302,1481,1422,6971,1984,1729,1667
PA1303,360,276,1651,660,697,646
PA1304,2733,2529,12413,3772,3569,3341
PA1305,338,356,1696,591,538,549
PA1306,391,373,1799,942,865,848
PA1307,838,775,3662,1529,1459,1619
PA1308,691,621,3338,1296,1214,1123
PA1309,483,478,2430,917,945,809
PA1310,316,333,1600,397,341,296
PA1311,208,257,1196,290,291,232
PA1312,320,317,1770,479,485,408
PA1313,246,245,1261,355,347,383
PA1314,163,156,702,393,376,378
PA1315,254,215,1002,459,372,392
PA1316,489,539,2568,706,541,613
PA1317,248,192,1199,357,343,394
PA1318,380,341,1856,574,547,526
PA1319,87,137,498,117,110,110
PA1320,83,80,284,80,47,46
