"locus","SCV24_1","SCV24_2","REVa_1","REVa_2","REVb_1","REVb_2","SCV104357_1","SCV104357_2"
"PA14_06230",1,7,6,7,8,4,9,11
"PA14_06240",93,89,248,189,278,42,46,64
"PA14_06250",12,13,21,23,28,1,23,35
"PA14_06260",31,8,93,36,42,6,32,51
"PA14_06270,catD",4,2,5,2,10,1,5,6
"PA14_06280",39,29,86,72,80,9,35,45
"PA14_06290,glcB",4457,3654,15818,13835,13158,2691,3052,3763
"PA14_06300",179,140,493,325,417,55,45,69
"PA14_06310",203,176,569,466,543,52,131,277
"PA14_06320,rarD",21,33,39,59,33,9,35,55
"PA14_06330",60,71,181,95,117,21,198,252
"PA14_06340,modR",24,25,57,43,62,3,76,118
"PA14_06350,yfiM",2,5,1,3,4,1,12,16
"PA14_06360,comF",4,5,12,2,3,0,20,25
"PA14_06390",34,51,14,15,25,3,287,402
"PA14_06400",14,15,53,52,31,7,67,65
"PA14_06420",3,3,4,2,1,1,24,61
"PA14_06430",5,1,4,1,11,3,29,41
"PA14_06450,accC",11,6,30,16,30,2,39,63
"PA14_06460",14,13,52,42,62,8,87,125
"PA14_06480",3,9,36,23,36,5,140,150
"PA14_06500,bioB",2459,2395,4485,4726,5741,1380,2676,3345
"PA14_06510,bioF",175,232,509,529,673,105,326,326
"PA14_06530,bioH",65,84,165,188,233,23,145,217
"PA14_06540,bioC",311,428,809,1067,1374,212,439,466
"PA14_06570,bioD",24,29,80,103,81,20,82,113
"PA14_06580",51,62,150,259,175,20,770,531
"PA14_06600",319,255,468,642,737,151,455,545
"PA14_06620",17,10,43,41,30,9,47,65
"PA14_06640",102,54,169,152,114,27,258,226
"PA14_06650,nirN",69,273,4505,3192,3843,402,261,49
"PA14_06660,nirE",15,33,852,622,743,73,71,12
"PA14_06670,nirJ",37,219,3152,2262,3167,292,214,45
"PA14_06680,nirH",24,120,1320,972,1302,141,115,28
"PA14_06690,nirG",39,164,1598,1186,1410,186,125,22
"PA14_06700,nirL",19,160,1213,929,1309,159,112,25
"PA14_06710,nirD",12,185,1161,898,1143,97,111,22
"PA14_06720,nirF",44,622,3024,2179,2974,309,375,122
"PA14_06730,nirC",47,614,3010,2293,3153,450,366,120
"PA14_06740,nirM",9,166,1756,1166,1408,183,192,81
"PA14_06750,nirS",393,6856,86452,44160,58055,6609,2292,1675
"PA14_06770,nirQ",14,100,353,747,1296,145,104,101
"PA14_06790,nirO",2,56,242,497,858,66,15,10
"PA14_06800",0,21,51,111,214,16,3,6
"PA14_06810,norC",6,450,3270,6653,11209,1149,8,15
"PA14_06830,norB",11,926,5564,8948,19745,1619,16,25
"PA14_06840,norD",0,273,1206,938,2489,180,12,14
"PA14_06860",8,55,558,529,428,50,34,29
"PA14_06870,dnr",220,307,581,87,37,27,1410,2710
"PA14_06875,rsmY",29775,32462,860,800,334,74,1625,1887
"PA14_06880",12,13,38,26,29,5,39,69
"PA14_06890",18,24,70,164,147,34,121,156
"PA14_06900",13,19,43,90,80,21,78,167
"PA14_06920,argD",13,23,58,78,84,10,54,139
"PA14_06930",8,15,29,42,74,5,37,89
"PA14_06940",31,17,40,62,59,15,34,29
"PA14_06950",37,32,108,62,63,13,100,142
"PA14_06960",74,45,102,77,66,13,52,51
"PA14_06970",7,14,16,8,12,4,17,19
"PA14_06980",120,102,92,65,92,17,153,182
"PA14_06990",346,340,366,243,342,70,208,299
"PA14_07000,dsbB",47,47,77,46,69,10,54,57
"PA14_07010",4,6,8,12,13,1,25,41
"PA14_07020",21,21,32,15,33,4,13,11
"PA14_07030",51,110,145,149,144,23,180,209
"PA14_07040,yqjC",246,279,1059,560,396,102,956,1616
"PA14_07050",23,24,51,60,73,6,52,91
"PA14_07060",23,19,48,20,26,3,61,139
"PA14_07070",159,169,520,307,183,64,1033,742
"PA14_07090,metK",1176,1213,1060,1160,974,161,771,976
"PA14_07110",1519,2349,1189,935,816,129,629,598
"PA14_07130,tktA",1339,2091,2632,2097,1835,417,1854,1433
"PA14_07140",65,84,94,153,101,9,205,196
"PA14_07150,hyi",20,48,101,41,43,5,31,44
"PA14_07170,epd",210,339,296,297,321,46,462,564
"PA14_07190,pgk",351,425,574,558,528,138,1540,1632
"PA14_07200",52,45,60,66,72,9,193,234
"PA14_07210",371,560,397,388,385,63,1019,908
"PA14_07230,fda",1431,1295,1868,1413,1406,360,5752,6896
"PA14_07240",25,21,24,28,25,8,57,39
"PA14_07250",42,27,53,31,59,10,57,83
"PA14_07260",38,60,83,63,120,10,168,256
"PA14_07280,yhiN",37,60,40,43,43,3,77,62
"PA14_07290,ygjP",59,135,126,145,177,33,177,360
"PA14_07300",2,1,1,0,3,1,0,0
"PA14_07310",21,43,21,25,40,6,64,93
"PA14_07330",142,68,17,7,18,4,36,24
"PA14_07340",16,39,31,48,40,3,38,42
"PA14_07355",35,56,58,74,89,9,53,42
"PA14_07360",22,26,54,42,59,4,77,63
"PA14_07370",6,9,6,1,5,0,82,80
"PA14_07380",32,22,64,40,40,5,31,41
"PA14_07400",43,38,57,18,44,7,46,41
"PA14_07410",44,62,58,44,41,9,14,22
"PA14_07420",18,21,40,26,23,2,22,25
"PA14_07430",31,18,206,181,143,19,245,232
"PA14_07440",103,60,255,190,116,28,35,23
"PA14_07450",285,250,747,338,314,60,465,428
"PA14_07460",20,15,62,36,16,4,55,66
"PA14_07470",3,3,3,5,0,0,3,6
"PA14_07480",7,3,6,2,4,5,17,35
"PA14_07500",159,195,414,500,450,66,134,161
"PA14_07520,rpoD",3856,5586,6180,9430,10367,2318,11976,14652
"PA14_07530,dnaG",1492,714,2283,5080,3986,1158,2422,1948
"PA14_07550",39,72,27,19,52,2,109,130
"PA14_07560,rpsU",116,229,117,86,98,13,219,233
"PA14_07570,gcp",37,120,31,33,45,3,94,120
"PA14_07580",32,28,79,57,65,8,55,69
"PA14_07590,folB",16,21,12,21,10,3,40,50
"PA14_07600,folk",10,11,22,14,12,5,38,33
"PA14_07620,cca",98,68,193,140,171,12,164,254
"PA14_07630",29,33,61,93,128,19,16,17
"PA14_07650,ycgB",1323,2440,5900,5242,9366,1027,1859,1875
"PA14_07660",1642,3111,7667,8220,15581,1491,2929,2708
"PA14_07680,prkA",11438,9222,45520,53760,91263,10386,13189,13480
"PA14_07690,glpE",54,71,163,165,208,27,191,169
"PA14_07700,apaH",179,287,467,462,615,91,646,975
"PA14_07710,apaG",56,43,138,133,178,25,307,377
"PA14_07730,ksgA",153,391,210,214,287,43,239,296
"PA14_07740,pdxA",112,81,183,261,228,30,349,380
"PA14_07760,surA",1619,2107,3674,4584,3695,712,4390,5406
"PA14_07770,ostA",4503,6773,9574,7987,7323,1426,7300,5977
"PA14_07780",95,130,250,458,484,52,583,520
"PA14_07790",38,48,111,183,226,30,187,291
"PA14_07800,djlA",60,118,203,227,339,32,230,361
"PA14_07810",82,67,277,114,132,11,97,192
"PA14_07820",104,129,335,349,335,53,395,441
"PA14_07840,uhpA",53,75,256,301,383,45,212,225
"PA14_07850",64,66,290,293,300,43,205,252
"PA14_07860",254,173,478,289,350,72,106,140
"PA14_07870",270,139,656,547,597,99,197,306
"PA14_07890",116,75,192,206,195,33,101,119
"PA14_07900",14,6,23,41,42,2,15,27
"PA14_07910,rpe",28,82,48,43,65,8,98,182
"PA14_07930,gph",312,166,277,171,170,31,486,472
"PA14_07940,trpE",291,619,862,481,572,88,395,396
"PA14_07950,prtN",119,76,268,298,295,32,39,45
"PA14_07960,prtR",270,218,718,366,351,63,935,1079
"PA14_07970",34,75,99,111,82,9,7,13
"PA14_07980",38,111,123,157,74,9,20,16
"PA14_07990,hol",54,101,121,153,117,5,5,4
"PA14_08000",0,0,0,0,0,0,66,55
"PA14_08010,gpV",0,0,0,0,0,0,26,34
"PA14_08020,gpW",0,0,0,0,0,0,6,7
"PA14_08030",0,0,0,1,0,0,10,18
"PA14_08040,gpI",0,0,0,0,0,0,10,6
"PA14_08050",3,0,1,0,2,0,86,91
"PA14_08060",0,0,0,1,0,1,1,5
"PA14_08070,gpFI",0,0,0,0,0,1,28,22
"PA14_08090,gpFII",0,0,0,0,0,0,12,26
"PA14_08100",0,0,0,1,1,0,13,1
"PA14_08110",0,0,0,0,0,0,7,13
"PA14_08120",0,2,1,0,2,0,61,61
"PA14_08130,gpU",2,0,0,0,1,0,16,20
"PA14_08140,XR2",0,0,0,0,0,0,0,3
"PA14_08150,gpD",2,0,0,1,0,0,22,45
"PA14_08160,lys",20,49,33,52,35,5,10,15
"PA14_08180",8,12,17,21,29,2,4,4
"PA14_08190",5,14,10,29,14,1,3,2
"PA14_08200",284,707,1282,1812,1110,147,0,0
"PA14_08210",391,879,952,1358,850,134,0,0
"PA14_08220",229,575,823,1127,638,139,0,0
"PA14_08230",32,91,140,168,124,23,0,0
"PA14_08240",280,739,688,1099,653,88,2,2
"PA14_08250",28,53,78,133,105,7,0,0
"PA14_08260",39,115,84,172,122,15,0,0
"PA14_08270",131,345,470,832,546,79,0,1
"PA14_08280",123,271,324,452,284,46,0,0
"PA14_08300,JF1",360,818,974,1620,905,117,0,3
"PA14_08310",1,1,0,0,1,0,1,0
"PA14_08320",2,0,1,1,0,0,0,0
"PA14_08330",0,0,1,0,1,1,0,0
"PA14_08340,trpG",173,309,379,260,295,42,335,496
"PA14_08350,trpD",989,1407,2262,1692,1540,325,1208,1167
"PA14_08360,trpC",119,212,284,212,245,39,309,302
"PA14_08370,vfr",886,1045,3130,2255,2045,412,1537,2124
"PA14_08380",34,90,91,94,108,12,182,325
"PA14_08390,speD",571,669,907,1244,715,297,745,556
"PA14_08400",290,398,1053,1140,1345,157,431,890
"PA14_08420",18,16,89,82,131,13,72,107
"PA14_08430",145,164,571,434,455,75,250,305
"PA14_08440",108,120,104,62,84,18,106,177
"PA14_08450",456,323,541,342,296,60,241,323
"PA14_08460",153,133,524,258,323,44,397,385
"PA14_08470",132,124,493,282,321,27,255,248
"PA14_08480,argC",112,136,199,170,164,26,208,303
"PA14_08490",234,385,526,449,356,90,512,522
"PA14_08500",516,967,981,879,741,210,751,761
"PA14_08510,yadR",24,48,68,258,227,22,158,207
"PA14_08520,anmK",45,58,42,30,61,4,647,549
"PA14_08540",974,1348,1158,697,1168,161,2290,2517
"PA14_08560,tyrZ",1962,3817,4759,3998,3414,1074,2284,1999
"PA14_08570,16S-rRNA",637138,702793,7373,14358,8461,413794,42217,15469
"PA14_08580",207,780,235,267,221,46,688,436
"PA14_08590",171,297,106,139,70,24,503,587
"PA14_08600,23S-rRNA",745478,624254,25255,46902,34964,1260858,128727,39696
"PA14_08610,5S-rRNA",1,5,1,6,4,99,7,17
"PA14_08620,birA",116,215,194,184,202,21,356,407
"PA14_08630",107,171,169,150,122,32,213,168
"PA14_08640",179,276,323,319,260,61,602,626
"PA14_08650",402,924,458,473,711,183,598,449
"PA14_08660",105,252,129,104,228,38,427,676
"PA14_08670",49,108,67,67,114,8,182,209
"PA14_08680,tufB",9069,8759,19000,26243,23844,4340,30436,33308
"PA14_08690",130,230,205,196,175,41,432,618
"PA14_08695,secE",2155,5208,2952,3881,3138,694,3846,2717
"PA14_08710,nusG",2181,4171,2620,3382,2668,562,4534,5169
"PA14_08720,rplK",2956,3303,3810,6983,4931,1114,32687,28020
"PA14_08730,rplA",1382,1334,1890,4311,2844,741,11143,12951
"PA14_08740,rplJ",3617,3400,4560,8223,6781,1567,9242,11167
"PA14_08750,rplL",2239,1771,2920,4993,3843,633,8034,11306
"PA14_08760,rpoB",6247,4796,11030,17498,17187,3237,18317,20514
"PA14_08780,rpoC",8073,7846,16773,27614,32476,4944,25529,28777
"PA14_08790,rpsL",3248,4087,4699,5405,3929,1429,6941,7070
"PA14_08810,rpsG",1288,1466,2572,3107,2267,447,4062,4776
"PA14_08820,fusA1",13239,11207,26976,36556,26383,6212,37823,42174
"PA14_08830,tufA",8902,8447,18930,27148,24665,3930,30766,34652
"PA14_08840,rpsJ",1959,4507,2911,4917,3037,729,3201,2475
"PA14_08850,rplC",4516,6491,5634,8435,5504,1524,12708,13949
"PA14_08860,rplD",4513,5775,6171,8975,5921,2052,11004,9558
"PA14_08870,rplW",1110,1157,1504,2255,1435,379,4138,4568
"PA14_08880,rplB",1593,1455,2890,5790,3433,962,4621,5670
"PA14_08890,rpsS",5935,4663,9319,18082,10841,3437,12830,13803
"PA14_08900,rplV",4780,2976,6380,10994,7720,3107,12690,14349
"PA14_08910,rpsC",3790,1931,6110,12187,9282,2131,15416,20061
"PA14_08920,rplP",2080,1099,3718,8249,6412,1008,8829,11013
"PA14_08930,rpmC",780,408,1083,2428,1789,371,2355,2761
"PA14_08940,rpsQ",1306,766,2244,4664,4095,757,5747,8379
"PA14_08950,rplN",2275,1566,3916,8368,7627,1476,8619,11878
"PA14_08960,rplX",3807,2793,5910,11458,10377,2665,9160,9955
"PA14_08970,rplE",3106,2697,5399,11049,10512,1500,12861,16295
"PA14_08980,rpsN",253,126,328,554,402,118,1691,2937
"PA14_08990,rpsH",1251,2191,1644,1813,1703,321,3018,3748
"PA14_09000,rplF",2194,3243,3284,4407,2939,684,4080,3721
"PA14_09010,rplR",1376,1491,2032,2621,1721,409,3791,4152
"PA14_09020,rpsE",1807,2311,3118,4363,2750,603,5011,4641
"PA14_09030,rpmD",614,582,1128,1925,1188,192,2390,2729
"PA14_09040,rplO",1312,1456,2269,3912,2495,545,7689,8470
"PA14_09050,secY",6591,5979,10667,16095,11139,2479,21038,25759
"PA14_09070,rpmJ",1333,1211,2370,3967,3338,868,983,374
"PA14_09080,rpsM",2827,3119,4665,6555,6331,1463,10158,9224
"PA14_09090,rpsK",995,877,1696,2192,2154,373,4697,6183
"PA14_09100,rpsD",3334,2850,5595,8082,6391,1591,8355,7915
"PA14_09115,rpoA",5889,6560,10331,16358,13346,2570,17226,17934
"PA14_09130,rplQ",485,326,609,894,711,135,1662,2359
"PA14_09150,katA",1695,3687,13051,8477,10428,1652,4437,4370
"PA14_09160,bfrA",190,423,1679,1247,1666,217,752,1373
"PA14_09180,uvrA",657,995,1644,1504,1242,306,1908,1924
"PA14_09195,yajR",599,832,1210,905,884,141,521,570
"PA14_09200,ssb",455,580,916,606,613,87,1078,1297
"PA14_09210,pchA",8,5,12,6,16,0,16,18
"PA14_09220,pchB",4,2,2,3,2,0,7,6
"PA14_09230,pchC",11,2,19,10,15,0,12,16
"PA14_09240,pchD",9,1,11,7,8,3,12,12
"PA14_09260,pchR",21,2,6,6,26,0,30,34
"PA14_09270,pchE",12,6,10,6,12,6,20,14
"PA14_09280,pchF",30,11,30,18,31,3,34,39
"PA14_09290,pchG",3,1,2,4,1,0,5,10
"PA14_09300,pchH",6,2,6,4,1,0,9,7
"PA14_09320,pchI",21,17,24,11,19,8,18,12
"PA14_09340,fptA",29,17,34,40,32,7,36,33
"PA14_09350,fptB",0,0,3,1,0,0,1,4
"PA14_09370",3,0,0,0,2,0,6,5
"PA14_09380",5,4,7,6,9,2,7,6
"PA14_09400,phzS",4355,2836,2905,754,1488,190,49,45
"PA14_09410,phzG1",1232,814,970,361,723,82,9,12
"PA14_09420,phzF1",1613,994,1080,338,811,91,16,19
"PA14_09440,phzE1",2036,874,1504,471,924,124,32,46
"PA14_09450,phzD1",538,223,417,118,250,22,6,6
"PA14_09460,phzC1",1097,522,833,236,400,55,12,11
"PA14_09470,phzB1",4680,1874,3652,598,1244,170,6,5
"PA14_09480,phzA1",4914,1769,3065,559,834,164,12,6
"PA14_09490,phzM",1426,647,2560,517,1301,124,10,26
"PA14_09500,opmD",92,105,120,107,98,10,18,19
"PA14_09520,mexI",336,294,421,264,309,41,56,58
"PA14_09530,mexH",248,155,295,162,223,19,22,24
"PA14_09540,mexG",36,15,31,30,26,2,5,2
"PA14_09550",200,202,38,23,212,35,406,697
"PA14_09570",7,10,22,16,23,7,27,32
"PA14_09580",29,29,101,63,91,23,48,58
"PA14_09600,ddlA",60,64,135,114,129,24,123,140
"PA14_09610",17,29,43,35,42,6,647,1090
"PA14_09630",82,80,257,190,266,33,3181,4492
"PA14_09660",26,27,79,78,97,12,2339,3123
"PA14_09680",32,26,75,117,168,13,1031,1073
"PA14_09690",7,6,11,24,33,6,276,268
"PA14_09700,pqsL",34,25,77,93,59,10,93,122
"PA14_09710,aldH",16,20,51,59,47,5,53,67
"PA14_09730,dapA",9,10,50,32,37,3,28,36
"PA14_09740,yaaU",7,6,23,16,34,5,22,26
"PA14_09750",48,57,145,139,122,19,169,190
"PA14_09760",69,62,131,62,54,16,124,170
"PA14_09770",40,36,116,65,55,20,101,160
"PA14_09780",4,4,10,9,16,0,17,35
"PA14_09790",37,54,160,114,123,16,97,97
"PA14_09810",5,10,34,20,19,2,25,37
"PA14_09820",213,248,618,406,425,90,804,899
"PA14_09850,opdN",0,0,4,4,2,1,10,5
"PA14_09870",13,30,16,14,28,3,36,32
"PA14_09880",0,0,1,0,3,0,0,1
"PA14_09890,ppiC2",49,129,172,218,256,34,220,342
"PA14_09900,prpL",48,40,159,122,161,15,39,33
"PA14_09910,lysR",14,7,30,24,22,3,41,41
"PA14_09920",1,1,9,10,5,0,3,9
"PA14_09930",4,6,0,1,4,1,26,36
"PA14_09940,pfpI",38,24,6,6,20,5,118,131
"PA14_09950",6,10,26,16,21,2,60,88
"PA14_09960",5,9,7,3,10,0,31,52
"PA14_09970,fpvB",165,36,93,54,58,15,30,33
"PA14_09980,dkgB",9,1,4,4,8,1,2,5
"PA14_09990",23,10,30,27,23,2,11,13
"PA14_10010",9,9,27,24,24,4,30,32
"PA14_10020",13,18,39,35,31,8,76,65
"PA14_10040",132,95,424,378,308,71,336,266
"PA14_10050",0,0,0,0,0,0,0,0
"PA14_10070",0,0,0,0,0,0,0,0
"PA14_10080",0,0,0,0,0,0,0,0
"PA14_10090",1,0,0,0,1,0,0,0
"PA14_10110",0,0,0,0,0,0,0,0
"PA14_10120",0,0,0,0,0,0,0,0
"PA14_10130",12,7,34,29,29,1,51,65
"PA14_10140,fepG",2,2,2,2,1,1,3,6
"PA14_10160,fepD",0,0,3,2,7,0,0,0
"PA14_10170,fepB",1,4,6,18,30,1,5,9
"PA14_10180,fepC",25,11,19,25,77,1,13,20
"PA14_10190",14,20,34,27,13,1,54,94
"PA14_10200",49,26,79,54,122,11,55,51
"PA14_10210",7,3,14,8,13,2,32,42
"PA14_10220,ygiM",136,357,7,5,4,0,865,1138
"PA14_10230,adh",16,10,39,37,46,6,21,34
"PA14_10240,acoC",35,30,55,30,68,22,24,41
"PA14_10250,acoB",37,61,54,53,89,23,10,20
"PA14_10260,acoA",86,180,99,101,145,63,11,14
"PA14_10270,acoX",29,97,20,17,40,21,0,1
"PA14_10280",9,46,8,3,22,1,0,0
"PA14_10290,acoR",410,1626,872,842,1390,250,245,363
"PA14_10300",5,23,5,13,12,4,4,6
"PA14_10320",20,17,44,27,28,6,49,71
"PA14_10330,ompK",4,15,28,17,15,4,2,3
"PA14_10340,cvaB",32,69,62,43,43,3,16,17
"PA14_10350",24,33,64,38,41,11,6,12
"PA14_10360",294,404,375,156,364,38,36,56
"PA14_10370,choS",6,5,9,1,4,0,17,22
"PA14_10380",3,7,7,4,11,0,8,13
"PA14_10400",1,1,2,0,1,1,1,0
"PA14_10410",1,2,1,1,0,0,1,1
"PA14_10420,tyrS",6,6,11,21,8,2,18,19
"PA14_10440,opdL",8,16,22,9,14,2,5,10
"PA14_10470,bcr",7,3,15,14,10,3,6,11
"PA14_10480",152,179,192,143,183,36,178,190
"PA14_10490",17,29,6,3,4,0,2,3
"PA14_10500,ccoN",3283,6866,1674,1454,867,189,819,454
"PA14_10530",1250,1810,620,508,384,55,120,144
"PA14_10540,fixG",2412,3328,907,511,386,55,25,26
"PA14_10550,cysI",974,1421,550,306,292,44,66,85
"PA14_10560",195,314,116,91,83,8,14,8
"PA14_10570,hpcH",0,7,11,5,10,1,5,3
"PA14_10590,hpcG",7,6,10,11,17,4,8,6
"PA14_10600,hpaX",8,10,17,17,17,1,22,22
"PA14_10610,hpcD",14,20,35,33,28,5,22,21
"PA14_10620,hpcB",17,12,41,29,34,2,34,40
"PA14_10630,hpcC",19,9,43,44,60,5,61,39
"PA14_10640,hpaG2",12,8,27,18,23,4,19,11
"PA14_10650,hpaG1",13,7,11,10,9,1,7,4
"PA14_10660,hpaA",11,3,10,8,7,1,13,6
"PA14_10670,aph",10,17,10,7,12,0,22,23
"PA14_10680",13,35,21,38,46,6,69,83
"PA14_10700",260,767,1091,1440,1797,253,1254,1522
"PA14_10710",127,315,497,667,728,106,451,559
"PA14_10730",548,496,1233,1124,1398,201,966,1564
"PA14_10740",17,15,95,78,86,10,125,187
"PA14_10750,sotB",37,57,53,61,51,8,39,29
"PA14_10770",346,427,658,655,587,92,178,206
"PA14_10780",68,133,75,58,87,16,1491,1404
"PA14_10790,ampC",319,1232,231,204,244,38,9711,9814
"PA14_10800,ampR",42,26,47,26,32,2,74,101
"PA14_10820",45,45,106,205,256,29,236,298
"PA14_10830",0,0,0,0,0,0,0,0
"PA14_10840",0,0,1,0,0,0,0,0
"PA14_10850",1,2,4,5,4,0,9,11
"PA14_10870",3,0,4,2,2,0,4,4
"PA14_10890",0,0,1,1,3,0,1,2
"PA14_10900,ydjL",1,0,1,0,0,0,1,5
"PA14_10910,phlE",1,2,0,1,3,1,0,1
"PA14_10920,dad",1,0,5,2,2,0,2,2
"PA14_10940",92,52,368,212,252,38,54,67
"PA14_10950",7,4,24,26,25,4,10,19
"PA14_10960",0,1,0,0,0,1,0,0
"PA14_10970",0,0,0,0,0,0,0,0
"PA14_10980",0,0,0,0,0,0,0,0
"PA14_10990,hpaC",3,6,2,4,8,3,3,4
"PA14_11000,hpaA",12,31,30,17,42,5,16,17
"PA14_11010",54,56,97,80,95,12,116,209
"PA14_11020,fabG",0,0,0,0,0,0,1,1
"PA14_11030",4,0,1,3,5,0,2,1
"PA14_11050,moaF",0,0,3,1,2,0,3,2
"PA14_11060,cupB1",10,19,21,37,20,5,41,36
"PA14_11070,cupB2",4,3,4,3,4,0,6,6
"PA14_11080,cupB3",3,7,6,4,5,1,9,2
"PA14_11090,cupB4",2,0,0,9,7,2,1,1
"PA14_11100,cupB5",19,24,62,65,72,7,57,48
"PA14_11110,cupB6",3,4,6,7,8,1,15,8
"PA14_11120,rcsB",7,21,31,33,54,8,30,38
"PA14_11130",90,76,176,92,117,12,134,273
"PA14_11140",321,67,535,185,261,26,31,23
"PA14_11150",0,4,4,5,6,0,7,7
"PA14_11160",5,6,16,5,10,0,30,33
"PA14_11170",70,72,152,89,80,10,82,94
"PA14_11180",11,10,37,25,33,3,22,50
"PA14_11190,styD",9,21,32,25,33,6,47,44
"PA14_11210",6,11,14,10,11,1,13,20
"PA14_11230",0,0,6,0,2,0,3,1
"PA14_11240",22,10,26,30,29,5,24,14
"PA14_11250",108,134,225,139,134,27,208,262
"PA14_11260",111,151,240,160,157,34,335,313
"PA14_11270,oprG",2497,3512,13647,8780,8062,1511,9455,11792
"PA14_11280",34,72,88,62,63,12,56,69
"PA14_11290",35,40,68,44,42,5,40,60
"PA14_11310",7,33,25,14,16,5,15,38
"PA14_11320",61,155,122,133,167,20,70,116
"PA14_11330",7,23,30,18,21,6,67,128
"PA14_11340,trx-1",792,538,1149,1502,1470,388,1331,1718
"PA14_11350",33,30,78,39,31,5,21,44
"PA14_11370",30,16,51,32,30,4,22,23
"PA14_11380,nrdR",70,79,209,127,105,24,146,232
"PA14_11400,ribD",82,132,261,161,152,24,240,257
"PA14_11410,ribC",187,279,298,356,266,84,250,177
"PA14_11420,ribB",269,555,578,737,539,141,634,521
"PA14_11430,ribH",328,498,697,777,688,122,752,571
"PA14_11450,nusB",178,202,314,294,276,83,486,604
"PA14_11460,thiL",47,72,78,103,87,9,161,179
"PA14_11470,pgpA",68,89,112,130,120,13,135,154
"PA14_11480",30,51,97,111,114,15,82,66
"PA14_11490",42,69,115,149,146,13,66,92
"PA14_11510,ribA",137,337,224,279,311,60,329,583
"PA14_11520",9,18,12,11,12,0,28,35
"PA14_11530",27,95,34,56,62,8,46,38
"PA14_11550,dxs",494,890,1125,760,926,193,966,1375
"PA14_11560,ispA",23,58,42,44,66,8,62,95
"PA14_11570,xseB",22,59,43,30,43,2,70,154
"PA14_11580",31,30,113,84,89,13,39,34
"PA14_11590",4,1,3,4,3,2,5,8
"PA14_11600",9,3,4,5,10,1,15,21
"PA14_11610",1,4,6,6,4,1,2,3
"PA14_11620",2,5,8,26,19,2,6,13
"PA14_11630",19,37,107,60,47,10,76,74
"PA14_11650",96,67,146,83,70,12,121,135
"PA14_11660,aqpZ",3,2,6,5,7,2,13,14
"PA14_11670",5,4,19,12,6,2,4,1
"PA14_11680",79,75,131,100,100,12,174,248
"PA14_11690,ppa",1204,1293,2074,2493,1776,461,1298,1554
"PA14_11700",93,150,80,76,65,22,76,52
"PA14_11720",31,58,32,43,39,8,64,62
"PA14_11730",2,3,8,17,7,1,18,29
"PA14_11740",39,33,179,282,348,54,71,66
"PA14_11750",125,60,383,314,343,53,307,357
"PA14_11760,eutC",161,239,528,541,641,82,99,221
"PA14_11770,eutB",422,775,1484,1298,1553,248,180,275
"PA14_11790",209,475,617,465,640,161,124,211
"PA14_11810",655,1557,2490,2062,3002,438,1083,1537
"PA14_11830",711,872,2474,1481,2055,386,858,1023
"PA14_11845,mpl",185,273,347,247,252,41,402,492
"PA14_11860",57,69,112,114,77,10,84,111
"PA14_11880",6,10,10,11,9,0,19,5
"PA14_11890",123,115,309,423,630,87,408,585
"PA14_11900",551,647,1147,868,1189,258,1225,1262
"PA14_11910",213,179,468,292,346,46,219,261
"PA14_11920",27,37,33,32,27,2,74,98
"PA14_11930",48,39,110,94,102,9,125,109
"PA14_11940",62,58,155,130,121,15,255,360
"PA14_11960",76,129,184,156,152,24,140,100
"PA14_11970",186,240,227,170,123,37,209,358
"PA14_11980",36,16,77,62,62,7,40,52
"PA14_11990",7,8,8,6,8,0,13,18
"PA14_12010,proA",416,800,721,535,591,91,532,548
"PA14_12020,nadD",222,538,415,388,344,79,717,742
"PA14_12030",123,333,268,389,349,59,367,380
"PA14_12050",185,449,285,305,239,38,520,723
"PA14_12060,pbpA",222,417,343,380,244,43,550,747
"PA14_12070,rodA",797,1154,1143,1141,904,178,1053,1123
"PA14_12080,sltB1",351,507,432,455,406,70,790,816
"PA14_12090",1483,1611,3170,3393,2548,811,1954,1728
"PA14_12100,dacC",1502,1568,3008,4078,3346,710,2878,3016
"PA14_12110",137,168,294,446,401,49,297,284
"PA14_12120,lipB",2038,2453,2962,3527,3347,851,3485,4430
"PA14_12130,lis",626,981,1176,1447,1431,224,1741,2222
"PA14_12140",48,45,140,104,142,24,84,158
"PA14_12150",3,8,15,12,10,2,20,25
"PA14_12160",63,133,67,55,78,10,565,784
"PA14_12170",0,1,0,0,0,0,1,2
"PA14_12180",4,3,1,7,1,0,8,3
"PA14_12200,holA",235,255,518,414,388,90,1055,1490
"PA14_12210",420,484,1033,1063,892,160,1918,2377
"PA14_12230,leuS",1372,2356,3289,2558,2163,436,5717,6788
"PA14_12260",132,114,155,143,182,24,368,401
"PA14_12270",25,61,67,44,54,3,49,62
"PA14_12280,lnt",123,145,195,100,112,21,148,128
"PA14_12300",340,719,674,871,880,188,654,870
"PA14_12310",1264,1594,2717,2472,1979,556,2206,2953
"PA14_12330",1660,2250,3422,3397,3578,667,3834,4735
"PA14_12350,orf2",309,635,440,385,454,81,579,527
"PA14_12360",33,128,61,94,113,17,296,366
"PA14_12370",126,134,310,436,389,65,932,839
"PA14_12390,hemL",260,287,705,640,525,83,831,877
"PA14_12400,thiE",482,492,1109,679,479,187,545,475
"PA14_12410,thiD",128,265,281,230,240,37,293,405
"PA14_12420",290,438,627,432,437,44,211,248
"PA14_12430",121,177,345,294,265,29,115,77
