"gene_id","PA1","PA2","BSS_32","BSS","E1","E2","BE1","BE2"
"PA1850",82,66,117,24,239,175,241,137
"PA1851",189,129,270,56,224,178,784,613
"PA1852",751,545,614,166,2480,1773,2141,1530
"PA1853",94,88,172,35,347,261,583,455
"PA1854",13,15,29,3,23,10,18,12
"PA1855",1,0,2,0,1,2,2,0
"PA1856",496,414,332,62,217,150,228,170
"PA1857",228,209,377,70,503,396,646,398
"PA1858",120,94,123,31,59,35,62,36
"PA1859",111,60,104,27,181,145,210,106
"PA1860",110,54,213,45,104,82,194,101
"PA1861",164,157,242,52,119,102,172,107
"PA1862",218,178,213,44,312,216,330,217
"PA1863",158,109,115,51,345,251,359,230
"PA1864",35,34,50,10,101,82,100,83
"PA1865",214,192,376,85,381,309,441,321
"PA1866",170,124,306,47,399,281,447,328
"PA1867",8,9,11,0,21,14,25,19
"PA1868",82,84,141,23,193,114,231,133
"PA1869",440,385,430,85,71,42,63,47
"PA1870",51,52,113,12,21,11,31,21
"PA1871",2242,1717,2904,722,82,57,78,59
"PA1872",153,113,203,49,92,63,134,87
"PA1873",16,15,27,7,126,85,120,90
"PA1874",444,346,756,154,582,444,811,589
"PA1875",103,77,158,36,253,205,361,272
"PA1876",146,126,289,59,250,165,354,273
"PA1877",101,88,194,42,244,193,329,233
"PA1878",26,23,38,7,28,31,46,44
"PA1879",5,15,27,8,80,48,77,51
"PA1880",976,652,1850,318,221,173,270,178
"PA1881",117,77,217,35,81,69,113,66
"PA1882",33,42,85,13,728,591,1152,727
"PA1883",24,16,40,7,447,329,581,409
"PA1884",59,23,51,4,106,62,121,97
"PA1885",123,73,127,21,209,162,264,236
"PA1886",381,277,544,120,398,319,500,322
"PA1887",82,89,208,76,22,28,26,20
"PA1888",232,172,448,91,110,79,117,78
"PA1889",188,129,237,74,767,522,914,764
"PA1890",128,68,155,42,73,56,91,65
"PA1891",3,3,14,4,0,3,1,1
"PA1892",83,78,104,21,19,20,28,13
"PA1893",169,108,211,43,37,22,50,30
"PA1894",206,178,212,41,13,12,6,6
"PA1895",263,211,269,91,39,23,26,17
"PA1896",245,213,169,33,43,40,37,21
"PA1897",248,302,183,45,92,54,100,59
"PA1898",54,65,61,14,1647,1083,2087,1390
"PA1899",375,338,167,23,136,83,154,100
"PA1900",2873,2913,1324,231,214,137,249,131
"PA1901",2048,1625,1615,271,216,139,213,154
"PA1902",353,260,234,91,45,40,52,43
"PA1903",2645,1944,1843,282,196,152,249,177
"PA1904",795,675,637,111,34,24,51,31
"PA1905",796,545,507,117,52,25,52,31
"PA1906",23,8,26,7,32,19,48,30
"PA1907",31,34,59,13,35,16,46,28
"PA1908",18,25,36,5,7,5,9,5
"PA1909",33,31,60,13,16,4,10,16
"PA1910",56,50,119,10,68,78,96,51
"PA1911",55,50,78,9,53,33,74,40
"PA1912",68,53,66,14,232,146,337,198
"PA1913",386,285,313,79,710,515,872,609
"PA1914",58,47,108,20,17,17,32,26
"PA1915",457,355,688,157,228,155,273,216
"PA1916",37,24,50,13,18,4,23,12
"PA1917",5,3,6,1,4,5,9,4
"PA1918",26,21,46,5,23,15,31,18
"PA1919",31,17,36,7,3,5,2,3
"PA1920",147,109,130,30,93,65,106,66
"PA1921",23,19,45,7,56,43,97,66
"PA1922",38,35,80,12,32,8,27,18
"PA1923",75,56,127,19,30,28,33,25
"PA1924",4,9,13,3,5,0,2,4
"PA1925",13,14,26,4,18,20,22,26
"PA1926",493,378,641,111,807,545,906,657
"PA1927",140,100,237,39,312,219,388,271
"PA1928",44,50,97,19,309,202,374,247
"PA1929",19,17,35,5,152,104,182,168
"PA1930",259,240,599,175,94,75,142,96
"PA1931",35,52,115,16,39,38,70,49
"PA1932",14,18,45,8,23,14,26,25
"PA1933",99,61,162,44,70,52,93,61
"PA1934",116,80,189,52,29,37,56,34
"PA1935",206,227,285,83,681,462,876,591
"PA1936",5,12,12,3,77,58,97,66
"PA1937",361,436,369,77,796,595,1094,729
"PA1938",120,96,159,25,189,114,180,133
"PA1939",9299,10128,11622,2461,1378,1013,1667,1065
"PA1940",604,471,728,357,160,107,188,136
"PA1941",648,554,810,242,175,145,329,214
"PA1942",62,69,138,22,69,50,364,216
"PA1943",192,141,242,72,107,72,142,90
"PA1944",1237,1075,2318,344,1472,1036,1983,1341
"PA1945",205,170,406,69,340,227,385,279
"PA1946",661,532,644,173,1118,864,1994,1298
"PA1947",208,128,234,33,164,134,268,182
"PA1948",469,360,421,85,533,387,797,537
"PA1949",622,487,721,159,491,328,675,443
"PA1950",646,356,696,159,285,186,409,325
"PA1951",146,115,266,43,59,24,51,33
"PA1952",16,7,33,6,5,6,5,3
"PA1953",9,18,18,5,9,6,23,8
"PA1954",47,40,81,15,72,47,97,52
"PA1955",17,11,30,6,32,46,39,26
"PA1956",7,5,9,5,45,38,74,44
"PA1957",18,27,41,8,78,63,77,78
"PA1958",76,60,103,24,343,245,335,278
"PA1959",240,207,214,73,10606,7641,15977,11655
"PA1960",49,39,59,15,1083,816,1625,1209
"PA1961",94,80,219,42,195,149,245,162
"PA1962",24,24,61,11,1215,884,1865,1177
"PA1963",92,89,140,29,212,112,300,169
"PA1964",754,667,896,156,2381,1614,2621,1842
"PA1965",50,45,62,17,159,90,158,110
"PA1966",25,11,16,10,134,126,205,126
"PA1967",530,409,503,90,61,47,88,62
"PA1968",138,98,157,31,339,288,393,278
"PA1969",755,664,1310,232,473,302,594,403
"PA1970",4,8,25,3,28,14,76,44
"PA1971",29,13,53,9,326,249,429,266
"PA1972",53,32,4990,1069,312,210,5672,3718
"PA1973",168,123,955,224,64,54,397,290
"PA1974",25,37,80,19,66,48,210,136
"PA1975",70,51,78,15,58,26,100,63
"PA1976",116,97,232,60,64,52,82,73
"PA1977",12,14,23,4,10,9,7,8
"PA1978",27,19,62,22,68,50,118,79
"PA1979",9,18,25,5,18,17,30,26
"PA1980",28,12,38,12,20,11,19,18
"PA1981",11,12,19,5,14,11,10,5
"PA1982",57,57,96,16,96,40,101,78
"PA1983",15,16,27,5,33,36,59,41
"PA1984",3017,2440,2603,534,102,64,136,89
"PA1985",53,68,144,72,12,17,34,19
"PA1986",151,108,368,107,18,22,58,39
"PA1987",174,146,415,95,69,64,92,73
"PA1988",38,35,114,16,8,10,16,10
"PA1989",126,123,373,98,38,31,52,25
"PA1990",148,123,381,63,15,14,33,22
"PA1991",108,105,199,45,226,161,296,185
"PA1992",227,152,366,76,199,122,269,150
"PA1993",34,34,66,10,175,124,171,122
"PA1994",172,136,204,29,110,65,122,78
"PA1995",81,43,78,13,59,37,64,40
"PA1996",72,61,103,22,89,56,113,66
"PA1997",462,358,653,110,224,186,323,233
"PA1998",109,110,181,29,189,135,220,165
"PA1999",5859,5233,6515,1160,118,83,172,111
"PA2000",3975,3478,4407,699,42,47,86,50
"PA2001",1169,725,1239,470,77,47,99,63
"PA2002",225,159,262,53,84,62,125,73
"PA2003",399,188,304,62,14,11,13,14
"PA2004",304,242,170,54,113,73,122,82
"PA2005",246,173,264,49,694,558,838,557
"PA2006",124,90,97,21,20,17,18,13
"PA2007",567,319,298,89,27,31,35,26
"PA2008",2682,1934,1325,262,99,70,149,141
"PA2009",3652,3199,2081,415,369,299,785,493
"PA2010",401,240,273,65,279,202,462,299
"PA2011",3053,2318,2161,407,173,114,191,132
"PA2012",5284,3909,3184,643,464,341,639,420
"PA2013",1009,733,774,133,85,58,95,60
"PA2014",2942,2086,2256,462,413,291,528,383
"PA2015",7850,6768,5611,1035,1353,1009,2011,1377
"PA2016",2510,2940,2429,536,886,623,1600,994
"PA2017",179,161,303,61,195,168,255,202
"PA2018",228,182,834,186,7648,5353,8932,6860
"PA2019",71,64,244,41,5407,4214,7652,5321
"PA2020",94,100,187,44,2367,1615,2387,1854
"PA2021",61,53,246,48,19,18,38,27
"PA2022",46,44,107,28,5002,3989,6042,4387
"PA2023",3485,2892,4663,634,4621,2955,4829,3345
"PA2024",89,79,258,78,36,26,51,30
"PA2025",4864,4461,8906,1584,1049,763,1256,887
"PA2026",117,94,230,31,113,85,165,124
"PA2027",7,18,13,2,42,22,69,39
"PA2028",185,213,185,48,289,162,335,197
"PA2029",113,65,129,58,323,250,436,269
"PA2030",84,126,100,14,49,35,67,37
"PA2031",114,110,169,23,33,30,62,35
"PA2032",321,212,323,62,1211,1051,1688,1197
"PA2033",89,60,75,19,384,320,495,402
"PA2034",25,19,41,11,51,22,59,32
"PA2035",146,120,246,45,170,117,203,134
"PA2036",123,153,140,30,2241,1540,2458,1756
"PA2037",889,787,785,401,9586,7349,12831,7805
"PA2038",53,30,78,15,15,5,9,3
"PA2039",50,50,81,24,103,56,146,95
"PA2040",1226,1217,1565,262,1193,796,1330,790
"PA2041",214,222,253,41,334,207,354,196
"PA2042",1014,822,992,204,1627,1216,11203,7060
"PA2043",104,68,122,26,167,109,614,433
"PA2044",662,556,756,204,363,223,379,261
"PA2045",10,9,22,6,69,45,66,57
"PA2046",11,9,45,9,23,16,24,14
"PA2047",77,68,170,27,55,39,53,48
"PA2048",20,15,44,2,14,8,40,17
"PA2049",378,301,759,115,167,134,228,199
"PA2050",4,10,11,4,146,115,181,139
"PA2051",27,29,41,3,425,311,653,455
"PA2052",72,85,171,60,11,2,12,11
"PA2053",26,23,47,11,10,4,12,7
"PA2054",114,118,172,22,184,130,281,196
"PA2055",21,22,33,6,13,6,19,5
"PA2056",95,81,159,26,366,286,479,327
"PA2057",83,81,116,26,407,268,525,343
"PA2058",49,29,79,10,102,67,110,91
"PA2059",30,33,65,6,78,53,72,65
"PA2060",22,14,37,3,23,22,39,30
"PA2061",47,44,97,12,42,21,42,29
"PA2062",347,269,307,60,628,483,872,563
"PA2063",89,66,125,28,216,136,241,161
"PA2064",38,24,69,9,20,17,25,22
"PA2065",40,37,80,14,36,29,53,33
"PA2066",51,52,81,20,24,15,27,27
"PA2067",36,36,59,16,0,0,4,4
"PA2068",147,95,167,44,12,11,27,10
"PA2069",1181,796,1211,240,37,26,41,27
"PA2070",48,38,110,29,148,121,191,114
"PA2071",2044,1851,4502,766,1651,1181,2123,1480
"PA2072",215,203,484,92,301,175,302,212
"PA2073",50,38,58,9,67,46,60,56
"PA2074",57,43,41,4,31,15,32,20
"PA2075",82,104,155,26,98,89,139,92
"PA2076",243,241,294,37,171,128,268,200
"PA2077",40,39,86,11,12,16,16,9
"PA2078",27,35,44,9,10,12,21,19
"PA2079",327,226,301,59,108,62,91,72
"PA2080",1445,1160,1524,279,259,181,298,198
"PA2081",320,209,313,85,216,193,350,209
"PA2082",264,237,332,66,317,251,396,269
"PA2083",222,258,324,72,594,465,987,610
"PA2084",80,81,117,24,241,180,284,216
"PA2085",19,45,44,9,106,72,111,68
"PA2086",22,17,29,8,21,15,35,21
"PA2087",16,21,25,3,12,9,7,10
"PA2088",48,23,57,8,12,19,20,13
"PA2089",80,68,135,26,135,87,161,96
"PA2090",25,18,35,13,11,8,14,8
"PA2091",28,19,50,8,19,15,13,9
"PA2092",35,21,37,8,4,3,4,11
"PA2093",13,13,32,5,20,12,13,24
"PA2094",27,29,65,10,21,26,35,30
"PA2095",62,51,116,16,104,54,127,94
"PA2096",36,24,48,6,36,28,64,35
"PA2097",86,74,92,9,51,39,60,35
"PA2098",18,14,29,8,5,3,3,3
"PA2099",55,30,67,14,23,13,24,37
"PA2100",966,912,1414,249,883,597,1006,670
"PA2101",154,127,199,39,159,143,190,138
"PA2102",213,203,247,44,154,127,212,127
"PA2103",809,745,1220,224,289,199,326,211
"PA2104",1047,1157,1375,226,1740,1325,2623,1721
"PA2105",736,782,1130,160,1794,1202,2460,1691
"PA2106",541,483,890,156,2089,1507,3140,2058
"PA2107",5,2,14,1,9,7,9,9
"PA2108",163,126,364,69,620,427,762,576
"PA2109",128,97,112,30,13,9,16,11
"PA2110",386,211,279,71,4,7,12,8
"PA2111",599,355,338,87,17,13,17,15
"PA2112",1305,1121,747,186,29,18,19,19
"PA2113",1529,998,991,251,156,98,154,112
"PA2114",4214,3484,3075,680,1763,1369,2493,1585
"PA2115",217,166,235,37,227,157,230,200
"PA2116",1754,1342,2184,502,226,184,308,190
"PA2117",84,53,91,23,285,244,2683,1854
"PA2118",357,258,528,87,378,296,313,230
"PA2119",2318,1974,2727,599,556,452,194,106
"PA2120",54,66,100,26,68,44,67,33
"PA2121",138,119,230,68,165,92,115,94
"PA2122",91,56,123,25,94,52,136,93
"PA2123",45,44,81,24,58,32,62,49
"PA2124",31,39,62,5,21,16,23,17
"PA2125",45,44,76,13,27,18,28,24
"PA2126",878,644,595,109,1439,942,1101,890
"PA2127",1309,1221,803,193,4608,3334,3876,2430
"PA2128",468,475,263,62,195,130,214,151
"PA2129",27,28,32,0,71,48,55,41
"PA2130",72,61,81,10,62,67,53,53
"PA2131",29,30,44,14,28,20,35,21
"PA2132",15,6,24,6,10,3,9,10
"PA2133",25,22,45,3,21,15,25,17
"PA2134",34,30,107,13,49,37,76,43
"PA2135",19,14,45,9,19,13,33,26
"PA2136",11,23,36,1,20,17,28,19
"PA2137",21,21,42,2,39,31,40,33
"PA2138",53,51,127,21,111,68,112,84
"PA2139",0,1,2,0,1,0,2,1
"PA2140",5,2,9,4,4,2,2,2
"PA2141",10,13,26,3,7,3,9,10
"PA2142",34,25,71,17,21,18,42,32
"PA2143",17,11,40,2,12,7,13,9
"PA2144",77,89,208,32,87,69,126,85
"PA2145",37,33,64,10,344,217,329,262
"PA2146",12,8,16,7,125,91,166,93
"PA2147",73,59,151,35,305,206,311,204
"PA2148",14,15,33,6,24,29,38,27
"PA2149",6,7,18,4,18,14,14,16
"PA2150",50,60,117,17,147,129,230,154
"PA2151",58,53,113,14,73,52,95,68
"PA2152",128,108,237,44,83,68,104,85
"PA2153",89,66,234,39,33,20,60,32
"PA2154",15,11,30,4,5,7,1,3
"PA2155",23,18,47,6,20,12,20,8
"PA2156",11,7,24,5,4,6,4,1
"PA2157",11,21,35,9,30,28,38,18
"PA2158",31,39,83,14,24,21,39,31
"PA2159",15,16,56,14,11,12,10,10
"PA2160",65,63,194,28,58,33,65,46
"PA2161",4,9,11,0,0,0,0,0
"PA2162",44,54,112,20,10,5,12,12
"PA2163",25,27,81,8,8,5,9,7
"PA2164",22,31,80,14,22,13,34,18
"PA2165",35,18,76,11,84,52,97,54
"PA2166",61,52,154,14,51,37,64,40
"PA2167",36,42,121,25,60,44,60,57
"PA2168",26,21,81,11,27,14,28,22
"PA2169",27,15,61,6,11,7,18,12
"PA2170",7,15,29,0,2,1,4,5
"PA2171",38,16,93,24,59,43,82,49
"PA2172",32,36,101,23,33,24,49,38
"PA2173",33,13,57,7,7,0,11,5
"PA2174",39,37,113,15,24,16,45,31
"PA2175",24,14,105,8,31,17,36,18
"PA2176",58,34,224,51,47,37,76,55
"PA2177",250,160,457,111,248,187,336,237
"PA2178",10,6,23,4,6,4,1,1
"PA2179",10,14,37,7,12,10,7,4
"PA2180",27,27,67,15,44,35,55,42
"PA2181",27,28,50,7,35,30,71,37
"PA2182",36,49,71,51,36,32,73,40
"PA2183",5,4,7,0,0,7,2,6
"PA2184",42,21,88,34,103,70,128,92
"PA2185",50,67,126,20,171,154,257,157
"PA2186",3,1,7,0,7,6,3,5
"PA2187",8,14,25,3,19,17,36,30
"PA2188",18,21,64,14,74,41,94,76
"PA2189",21,16,27,4,44,30,75,39
"PA2190",71,79,157,54,75,58,121,86
"PA2191",408,343,372,58,648,590,1251,893
"PA2192",69,56,134,20,40,30,73,44
"PA2193",656,527,398,91,17,17,23,12
"PA2194",20176,14244,11036,1412,82,53,78,62
"PA2195",11465,7389,8191,1338,55,39,43,40
"PA2196",397,341,338,75,231,140,262,190
"PA2197",518,336,769,189,238,170,260,179
"PA2198",222,142,256,39,44,20,46,46
"PA2199",1295,977,1452,292,353,254,414,289
"PA2200",417,283,464,99,463,300,437,378
"PA2201",112,88,166,33,110,82,132,76
"PA2202",36,33,35,7,272,200,335,204
"PA2203",33,27,20,3,1035,632,1205,882
"PA2204",1637,1271,784,196,5600,4412,9297,6233
"PA2205",50,38,60,8,50,39,65,38
"PA2206",98,76,140,19,47,48,54,33
"PA2207",37,31,37,7,14,19,20,20
"PA2208",14,8,13,5,6,3,3,2
"PA2209",12,23,37,4,58,27,58,37
"PA2210",38,25,59,14,114,78,124,71
"PA2211",21,12,52,6,70,45,86,51
"PA2212",42,36,58,5,44,22,42,35
"PA2213",32,32,46,9,49,29,47,39
"PA2214",22,24,49,9,13,9,24,14
"PA2215",93,110,121,37,78,61,92,55
"PA2216",64,73,96,21,90,55,104,81
"PA2217",40,30,58,19,23,30,64,46
"PA2218",259,180,423,62,196,152,244,161
"PA2219",45,34,64,13,180,142,172,112
"PA2220",473,445,622,89,372,275,400,300
"PA2221",50,51,87,18,196,133,186,123
"PA2222",769,895,1240,206,525,320,517,295
"PA2223",938,1128,1722,245,366,289,459,248
"PA2224",77,133,119,30,338,226,388,241
"PA2225",151,162,215,26,237,175,230,172
"PA2226",372,450,448,102,383,253,461,273
"PA2227",660,764,800,149,624,479,845,508
"PA2228",132,154,138,84,1325,931,1532,983
"PA2229",114,69,214,38,63,59,69,77
"PA2230",53,56,103,30,283,236,349,183
"PA2231",490,497,783,227,1797,1230,1793,1189
"PA2232",1026,893,1559,321,391,209,288,184
"PA2233",191,139,297,68,53,33,47,29
"PA2234",450,380,535,131,65,37,41,25
"PA2235",2241,1861,2908,459,218,139,158,93
"PA2236",307,233,422,90,42,24,27,19
"PA2237",392,341,520,115,50,31,48,30
"PA2238",244,164,293,64,19,14,6,11
"PA2239",99,88,160,55,25,17,28,12
"PA2240",308,206,345,75,38,25,39,19
"PA2241",74,47,82,21,22,9,24,12
"PA2242",471,438,569,152,76,65,85,55
"PA2243",43,32,68,18,22,12,19,17
"PA2244",23,28,72,16,41,26,48,26
"PA2245",11,6,15,4,8,3,7,2
"PA2246",213,191,241,47,127,86,203,145
"PA2247",8407,7197,7484,1512,1200,894,2156,1326
"PA2248",6159,4297,5448,727,330,218,369,239
"PA2249",5134,3801,3748,503,204,151,242,165
"PA2250",4207,2775,2903,561,345,219,333,228
"PA2251",233,195,302,77,469,335,625,393
"PA2252",42,45,79,13,55,57,76,58
"PA2253",127,89,160,14,42,30,65,33
"PA2254",28,19,32,5,20,11,14,24
"PA2255",13,6,27,4,13,10,13,12
"PA2256",25,18,43,5,11,6,7,13
"PA2257",12,18,31,1,7,11,11,3
"PA2258",62,65,98,19,654,499,977,684
"PA2259",331,266,555,143,258,184,301,227
"PA2260",35,45,106,26,8,4,11,6
"PA2261",88,49,128,13,25,17,28,20
"PA2262",58,43,117,23,67,56,87,68
"PA2263",45,49,95,24,12,10,15,17
"PA2264",375,334,932,245,264,219,463,296
"PA2265",1689,1439,3619,735,333,264,425,321
"PA2266",288,146,593,114,39,27,34,33
"PA2267",306,225,411,82,420,305,561,352
"PA2268",30,27,47,7,42,19,49,22
"PA2269",241,174,257,45,617,435,809,621
"PA2270",92,72,131,17,257,208,312,241
"PA2271",62,31,74,13,88,72,122,92
"PA2272",349,264,392,109,486,367,591,401
"PA2273",153,90,232,47,78,76,156,109
"PA2274",17,11,49,13,9,8,14,10
"PA2275",36,33,91,14,116,65,113,62
"PA2276",52,64,106,12,116,77,164,104
"PA2277",11,8,271,97,618,496,1520,1185
"PA2278",42,38,1295,300,640,422,1323,981
"PA2279",58,44,3899,824,170,115,406,252
"PA2280",127,105,7679,1410,88,56,242,132
"PA2281",235,144,215,40,521,402,652,451
"PA2282",33,28,146,45,80,68,145,92
"PA2283",14,26,39,8,48,28,52,33
"PA2284",6,7,24,2,4,4,11,8
"PA2285",14,13,70,26,11,5,14,8
"PA2286",19,24,60,8,5,4,6,2
"PA2287",2,6,30,2,2,4,2,1
"PA2288",84,55,137,44,474,322,383,308
"PA2289",317,269,779,175,285,183,336,209
"PA2290",1635,1186,4857,879,1253,867,1880,1366
"PA2291",891,775,2662,496,1955,1362,2902,2120
"PA2292",5,4,6,2,3,3,4,4
"PA2293",14,20,27,6,5,3,9,3
"PA2294",25,19,38,12,34,21,37,20
"PA2295",16,8,31,6,51,25,74,47
"PA2296",35,41,78,10,142,124,176,121
"PA2297",25,21,30,5,122,80,143,97
"PA2298",402,366,556,114,1931,1450,2599,1720
"PA2299",140,99,189,28,1714,1406,2943,1869
"PA2300",893,778,1517,265,117,74,103,95
"PA2301",79,58,177,45,21,21,41,24
"PA2302",4974,3092,9258,1776,203,129,215,155
"PA2303",809,676,1618,451,59,39,46,46
"PA2304",546,351,1097,211,33,32,24,31
"PA2305",2543,1791,3636,798,951,656,914,765
"PA2306",262,173,503,107,374,262,491,311
"PA2307",31,37,69,18,314,192,478,320
"PA2308",12,16,43,5,388,272,502,334
"PA2309",36,20,42,4,769,580,1035,701
"PA2310",17,21,33,4,2770,2062,4589,2818
"PA2311",5,6,16,1,182,144,321,257
"PA2312",14,22,29,8,1711,1328,3380,2345
"PA2313",15,24,35,7,223,120,280,194
"PA2314",34,46,41,3,69,49,61,56
"PA2315",42,28,57,9,113,75,134,78
"PA2316",106,57,143,35,122,97,138,107
"PA2317",101,96,159,32,70,72,93,63
"PA2318",44,29,90,32,11,2,7,8
"PA2319",553,496,695,105,901,626,1144,807
"PA2320",323,225,554,131,587,411,625,406
"PA2321",41,33,95,41,787,567,601,398
"PA2322",75,65,133,32,537,357,319,198
"PA2323",6069,4997,9503,1648,667,493,653,385
"PA2324",29,28,60,14,17,13,25,13
"PA2325",36,35,49,8,6,3,8,7
"PA2326",53,55,74,15,96,57,113,81
"PA2327",162,94,121,29,134,89,189,123
"PA2328",250,197,124,28,53,36,58,44
"PA2329",210,144,91,11,77,50,113,88
"PA2330",464,257,199,26,137,108,201,154
"PA2331",547,414,202,41,259,160,389,242
"PA2332",131,93,145,41,114,116,180,132
"PA2333",47,35,67,19,213,147,350,180
"PA2334",37,23,53,9,874,622,1321,812
"PA2335",40,43,83,13,219,143,273,186
"PA2336",34,28,53,12,24,14,29,13
"PA2337",105,112,134,46,104,76,124,82
"PA2338",61,42,83,14,47,25,50,36
"PA2339",10,10,22,6,9,15,10,9
"PA2340",18,10,32,3,12,6,15,17
"PA2341",25,24,46,6,16,9,15,9
"PA2342",22,22,48,6,4,7,9,4
"PA2343",23,16,46,8,3,3,8,3
"PA2344",44,23,56,11,48,27,56,55
"PA2345",523,340,834,129,131,86,185,136
"PA2346",33,24,49,5,75,37,109,65
"PA2347",17,20,33,8,18,14,18,17
"PA2348",26,15,42,8,54,35,56,34
"PA2349",22,23,35,9,13,10,30,17
"PA2350",23,24,32,6,21,13,26,21
"PA2351",20,13,36,4,11,5,11,10
"PA2352",100,78,114,19,139,101,211,151
"PA2353",226,169,305,44,281,220,444,257
"PA2354",31,35,81,19,164,94,182,122
"PA2355",27,35,48,9,51,33,56,35
"PA2356",26,23,63,11,59,45,79,60
"PA2357",10,8,18,3,34,22,83,34
"PA2358",26,13,93,60,122,90,240,166
"PA2359",87,87,81,16,1625,1175,2996,2075
"PA2360",132,87,206,38,40,26,34,35
"PA2361",351,257,474,69,453,312,431,308
"PA2362",93,65,109,16,82,44,68,64
"PA2363",352,295,351,59,265,178,287,189
"PA2364",230,183,234,46,311,209,420,251
"PA2365",588,541,420,47,59,42,79,46
"PA2366",613,638,571,135,114,70,151,79
"PA2367",162,136,174,49,13,12,25,13
"PA2368",14,13,18,1,1,2,0,2
"PA2369",144,118,186,30,19,12,25,15
"PA2370",34,27,51,5,5,0,2,4
"PA2371",325,276,423,92,32,24,56,49
"PA2372",459,597,714,176,150,133,240,150
"PA2373",279,225,333,104,599,456,675,457
"PA2374",85,96,161,19,23,19,30,17
"PA2375",21,15,32,11,28,18,28,24
"PA2376",33,17,54,18,227,159,267,160
"PA2377",47,49,93,16,344,246,438,262
"PA2378",1143,744,1731,315,518,371,683,561
"PA2379",316,254,447,127,431,241,457,342
"PA2380",254,225,248,86,201,148,310,172
"PA2381",398,267,1317,1347,33,29,284,199
"PA2382",116,107,195,20,111,69,120,75
"PA2383",68,60,103,17,43,28,65,34
"PA2384",47,26,34,6,19,13,25,22
"PA2385",77,75,96,18,61,43,82,34
"PA2386",145,130,79,15,182,111,236,152
"PA2387",74,55,78,22,194,161,358,228
"PA2388",378,345,518,130,569,444,936,605
"PA2389",39,48,69,23,287,180,414,223
"PA2390",107,100,145,27,87,46,107,70
"PA2391",58,62,117,16,8,10,11,6
"PA2392",109,86,115,21,252,191,321,235
"PA2393",28,30,48,10,33,27,40,30
"PA2394",23,29,41,9,11,5,7,8
"PA2395",25,31,40,7,13,13,12,9
"PA2396",245,165,196,49,396,290,653,423
"PA2397",32,32,41,12,16,9,25,16
"PA2398",1977,1975,532,116,73,45,124,85
"PA2399",1466,1262,1735,311,2679,2101,3686,2666
"PA2400",1028,797,1285,213,1744,1320,2423,1648
"PA2402",1526,1184,1687,277,2453,1764,3442,2377
"PA2403",146,121,130,46,103,64,171,106
"PA2404",344,301,396,68,31,17,39,35
"PA2405",143,106,129,28,5,3,6,1
"PA2406",43,37,54,11,2,1,5,4
"PA2407",182,162,178,44,11,7,12,9
"PA2408",113,95,109,25,3,0,3,0
"PA2409",161,77,131,37,5,7,11,3
"PA2410",370,310,398,97,36,28,30,32
"PA2411",93,56,68,10,45,21,53,33
"PA2412",19,7,17,8,37,30,39,36
"PA2413",72,64,101,12,177,117,188,137
"PA2414",209,131,631,115,375,256,445,308
"PA2415",18,7,52,8,97,60,134,69
"PA2416",46,43,127,30,76,43,95,75
"PA2417",369,266,559,89,650,457,840,624
"PA2418",48,28,51,9,49,41,45,42
"PA2419",125,105,173,33,16,13,25,18
"PA2420",13,17,39,6,45,34,73,49
"PA2421",13,14,23,5,25,20,27,16
"PA2422",20,16,20,18,13,7,21,12
"PA2423",203,140,252,32,134,111,179,116
"PA2424",412,353,595,88,314,263,392,260
"PA2425",12,10,28,2,11,10,21,15
"PA2426",25,22,34,8,50,47,77,49
"PA2427",21,26,38,4,51,36,49,58
"PA2428",62,68,105,14,199,113,207,147
"PA2429",18,14,11,2,47,29,39,31
"PA2430",177,138,273,69,101,93,173,125
"PA2431",222,143,343,70,198,131,239,160
"PA2432",202,172,255,37,183,123,250,163
"PA2433",36,24,116,33,267,184,396,240
"PA2434",60,64,148,53,116,77,199,127
"PA2435",263,193,522,128,269,271,519,371
"PA2436",889,717,812,146,227,160,397,272
"PA2437",31,29,148,43,30,22,69,28
"PA2438",40,36,127,25,11,2,23,26
