"gene_id","Raw Counts WT Replicate 1","Raw Counts WT Replicate 2","Raw Counts WT Replicate 3","Raw Counts II1046 Replicate 1","Raw Counts II1046 Replicate 2","Raw Counts II1046 Replicate 3"
"BP1026B_I2641",38884,27932,32889,26715,26141,30039
"BP1026B_I2642",6330,3805,4763,4551,4343,5303
"BP1026B_I2643",8515,6708,7951,11140,9971,14306
"BP1026B_I2644",16899,19289,23260,30546,27588,37275
"predicted RNA",293,411,481,536,502,589
"BP1026B_I2645",3655,2169,2511,1905,1818,1950
"BP1026B_I2646",17170,11669,13457,14263,14219,16520
"BP1026B_I2647",67,39,32,38,43,47
"predicted RNA",63981,65746,82269,120506,128045,143155
"BP1026B_I2648",293,197,202,173,177,183
"BP1026B_I2649",7857,5553,6542,5989,5927,6688
"BP1026B_I2651",25,10,20,14,13,19
"BP1026B_I2652",38,28,24,14,22,11
"BP1026B_I2653",939,490,579,359,367,418
"BP1026B_I2654",321,257,253,250,236,286
"BP1026B_I2655",126,55,48,49,53,54
"BP1026B_I2656",362,195,181,137,119,130
"BP1026B_I2658",184,111,128,75,85,73
"BP1026B_I2657",477,297,380,263,283,290
"BP1026B_I2659",5051,3131,3771,3527,3552,3813
"BP1026B_I2660",1602,694,791,627,559,682
"BP1026B_I2661",252,130,127,136,136,142
"BP1026B_I2662",215,116,141,165,149,162
"BP1026B_I2663",309,189,216,258,236,270
"BP1026B_I2664",109,49,74,51,59,53
"BP1026B_I2666",116,103,106,111,108,93
"BP1026B_I2667",13333,11680,13296,8336,8350,9373
"predicted RNA",86,65,73,48,46,57
"BP1026B_I2668",745,374,431,380,390,367
"BP1026B_I2669",733,324,353,305,310,304
"BP1026B_I2670",236,202,260,173,192,200
"BP1026B_I2671",584,341,411,391,379,409
"BP1026B_I2672",5512,4911,5728,3625,3646,3996
"BP1026B_I2673",814,639,745,730,701,746
"BP1026B_I2674",853,613,670,421,425,418
"BP1026B_I2675",874,597,675,561,602,693
"BP1026B_I2676",637,482,553,557,586,630
"predicted RNA",238,268,325,187,199,231
"BP1026B_I2677",3270,3636,4097,4483,4388,5038
"BP1026B_I2678",2031,1840,2167,1831,1845,2124
"BP1026B_I2679",4819,3104,3578,3123,3051,3394
"BP1026B_I2680",1849,968,1119,961,1025,1121
"BP1026B_I2681",5874,3685,4333,3243,3187,3467
"predicted RNA",417,304,319,220,209,233
"BP1026B_I2682",1071,797,888,951,979,1106
"BP1026B_I2684",581,441,490,619,596,636
"BP1026B_I2683",2028,1053,1192,1067,1103,1186
"predicted RNA",281,100,122,92,91,92
"BP1026B_I2685",987,698,749,577,622,645
"BP1026B_I2686",916,750,945,802,789,824
"BP1026B_I2687",3868,1825,1959,2211,2188,2477
"BP1026B_I2688",360,274,309,262,233,283
"BP1026B_I2689",2505,1578,1789,1344,1385,1366
"BP1026B_I2691",246,165,193,175,156,177
"BP1026B_I2690",684,479,536,500,498,513
"BP1026B_I2692",4109,2856,3399,3317,3277,3546
"BP1026B_I2693",1076,788,844,649,714,723
"BP1026B_I2694",13860,12071,13937,8676,8839,9589
"BP1026B_I2695",13741,10068,12073,5203,5184,5716
"BP1026B_I2696",3678,2513,2920,1470,1464,1655
"BP1026B_I2697",1576,1209,1365,672,622,709
"BP1026B_I2698",1572,1034,1179,727,740,795
"BP1026B_I2699",6161,3740,4581,3027,2863,3391
"BP1026B_I2700",545,392,489,395,419,446
"BP1026B_I2701",429,379,464,308,284,316
"BP1026B_I2702",788,511,606,461,444,554
"BP1026B_I2703",757,412,412,286,320,314
"BP1026B_I2704",225,77,79,50,33,37
"BP1026B_I2705",80,31,39,18,22,25
"BP1026B_I2706",316,268,250,166,167,172
"BP1026B_I2707",1184,812,889,713,648,771
"BP1026B_I2708",630,387,438,508,465,490
"BP1026B_I2709",780,555,624,465,467,516
"BP1026B_I2710",174,89,110,96,73,84
"BP1026B_I2711",426,229,251,227,219,242
"BP1026B_I2712",273,168,161,141,133,129
"BP1026B_I2713",49,29,36,35,25,26
"BP1026B_I2715",114,45,61,35,44,47
"BP1026B_I2716",188,105,105,150,138,156
"BP1026B_I2718",146,84,117,80,88,78
"BP1026B_I2719",140,83,82,67,71,69
"BP1026B_I2720",106,80,89,77,61,81
"BP1026B_I2721",142,93,114,82,76,80
"BP1026B_I2722",251,183,191,141,139,193
"BP1026B_I2723",155,70,71,74,70,81
"BP1026B_I2724",52,33,35,32,28,24
"BP1026B_I2725",140,83,101,71,54,66
"BP1026B_I2726",80,65,70,58,52,54
"BP1026B_I2727",557,494,534,355,314,366
"BP1026B_I2728",515,361,377,303,307,329
"BP1026B_I2729",439,268,290,269,261,272
"BP1026B_I2730",803,579,629,489,486,540
"BP1026B_I2731",1088,943,1037,761,762,902
"BP1026B_I2732",331,271,277,233,244,256
"BP1026B_I2733",236,146,125,122,145,126
"BP1026B_I2734",112,95,118,142,142,140
"BP1026B_I2735",8635,4847,5524,6696,6578,7218
"BP1026B_I2736",11939,10481,12256,13160,13099,14737
"BP1026B_I2737",4210,3095,3592,2827,2739,3160
"BP1026B_I2738",1811,1029,1268,1625,1527,1871
"BP1026B_I2739",1749,853,1004,1152,1122,1278
"BP1026B_I2740",1090,481,581,535,556,632
"BP1026B_I2741",487,348,456,247,283,293
"BP1026B_I2742",4736,3798,4253,2568,2505,2856
"BP1026B_I2743",1552,758,965,919,870,891
"BP1026B_I2745",818,485,543,449,449,526
"BP1026B_I2744",768,403,436,473,437,477
"BP1026B_I2746",498,381,462,605,610,636
"BP1026B_I2747",2471,1935,2225,1540,1446,1611
"BP1026B_I2748",1288,746,802,944,904,919
"BP1026B_I2749",1097,532,639,648,660,731
"BP1026B_I2750",484,370,437,456,450,469
"BP1026B_I2751",973,910,882,847,900,966
"predicted RNA",701,1132,984,556,551,579
"BP1026B_I2752",12426,13468,15811,12742,12452,13872
"BP1026B_I2753",6248,4066,4799,2924,2919,3282
"BP1026B_I2754",7528,6452,7213,5081,5063,5723
"BP1026B_I2755",229,131,131,178,174,177
"BP1026B_I2756",1985,1058,1196,1358,1381,1532
"BP1026B_I2757",3618,2897,3327,2568,2516,2844
"BP1026B_I2758",568,433,450,398,408,405
"BP1026B_I2759",708,447,532,511,497,538
"BP1026B_I2760",830,632,742,830,807,941
"BP1026B_I2761",825,486,567,588,602,620
"BP1026B_I2762",662,390,401,414,373,431
"BP1026B_I2763",470,266,262,221,217,268
"BP1026B_I2764",606,284,384,284,278,265
"BP1026B_I2765",158,126,128,119,100,131
"BP1026B_I2766",176,129,125,79,70,68
"BP1026B_I2767",542,347,358,410,426,403
"BP1026B_I2768",174,76,79,94,91,121
"BP1026B_I2769",914,556,592,689,608,703
"BP1026B_I2770",6332,6325,7305,8023,8055,9136
"predicted RNA",727,734,747,599,655,697
"BP1026B_I2771",5114,5919,6936,7317,7297,8121
"BP1026B_I2772",1066,859,967,1119,1102,1209
"BP1026B_I2773",624,480,550,492,479,546
"BP1026B_I2774",5605,5039,6080,4649,4561,5310
"BP1026B_I2776",425,337,392,294,314,345
"BP1026B_I2775",123,90,97,80,84,88
"BP1026B_I2777",46,53,50,58,55,67
"BP1026B_I2778",3,1,3,2,1,5
"BP1026B_I2779",1854,2446,2926,2780,2817,3316
"BP1026B_I2780",102,122,143,271,283,300
"BP1026B_I2781",460,523,746,510,515,553
"BP1026B_I2782",565,504,619,566,628,706
"BP1026B_I2783",334,257,305,277,278,297
"predicted RNA",26,20,26,28,26,31
"BP1026B_I2784",1573,1630,1977,2096,2225,2608
"BP1026B_I2785",497,388,412,212,207,230
"BP1026B_I2786",777,471,539,242,221,262
"BP1026B_I2787",882,772,837,653,643,731
"BP1026B_I2788",591,566,646,460,406,442
"BP1026B_I2789",1241,870,995,726,800,877
"BP1026B_I2790",795,624,682,677,686,759
"BP1026B_I2791",739,400,443,362,298,329
"BP1026B_I2792",332,141,146,137,137,161
"BP1026B_I2793",57,24,27,23,38,41
"BP1026B_I2794",17,10,15,12,16,8
"BP1026B_I2795",10,5,3,4,2,3
"BP1026B_I2797",65,29,25,32,32,33
"BP1026B_I2796",65,36,43,46,56,73
"BP1026B_I2798",29,13,15,22,19,19
"BP1026B_I2799",69,33,47,42,55,57
"BP1026B_I2800",16,10,13,8,8,7
"BP1026B_I2801",67,31,27,29,31,30
"BP1026B_I2802",2862,1746,1938,2041,2086,2288
"BP1026B_I2803",503,257,299,206,200,225
"BP1026B_I2804",661,380,400,266,261,307
"BP1026B_I2805",908,520,584,476,452,492
"BP1026B_I2806",914,423,466,579,609,616
"BP1026B_I2807",1380,716,711,1028,1026,1103
"BP1026B_I2808",1054,617,715,836,897,917
"BP1026B_I2809",614,376,468,416,417,432
"BP1026B_I2810",228,90,113,213,242,245
"BP1026B_I2811",1023,498,468,740,680,747
"BP1026B_I2812",1681,1119,1236,1513,1426,1546
"BP1026B_I2813",220,126,125,143,126,121
"BP1026B_I2814",140,108,102,102,107,123
"predicted RNA",64,43,41,89,86,97
"BP1026B_I2815",506,414,468,294,311,366
"BP1026B_I2816",223,133,158,101,107,98
"BP1026B_I2817",103,43,61,48,54,57
"BP1026B_I2818",1759,1121,1219,665,655,763
"BP1026B_I2819",1786,836,980,644,590,651
"BP1026B_I2820",383,203,259,130,147,135
"BP1026B_I2821",398,157,213,164,161,173
"BP1026B_I2822",196,148,154,114,132,149
"BP1026B_I2823",223,164,183,152,167,182
"BP1026B_I2824",941,463,551,553,521,562
"BP1026B_I2825",1314,1065,1177,1163,1147,1312
"BP1026B_I2826",3401,2861,3362,3169,3213,3670
"BP1026B_I2827",1368,862,987,1056,994,1137
"predicted RNA",545,200,192,122,89,91
"BP1026B_I2828",3740,1952,2346,1713,1625,1786
"BP1026B_I2829",8588,7165,8749,5618,5692,6595
"BP1026B_I2830",5799,3443,4057,1952,1838,2108
"BP1026B_I2831",469,299,308,327,362,364
"BP1026B_I2832",72,83,116,100,99,108
"BP1026B_I2833",554,682,729,524,540,583
"predicted RNA",83,56,56,37,42,49
"BP1026B_I2834",416,263,309,270,291,327
"BP1026B_I2835",4056,2412,2595,5478,5347,5908
"BP1026B_I2836",2752,2471,2786,4597,4591,4970
"BP1026B_I2837",1159,855,994,1938,2028,2134
"predicted RNA",66,14,20,37,34,49
"BP1026B_I2838",89,41,35,163,150,195
"BP1026B_I2839",23,24,30,43,30,46
"BP1026B_I2841",78,40,46,59,69,79
"BP1026B_I2840",152,110,142,158,165,162
"BP1026B_I2842",75,65,84,61,61,85
"BP1026B_I2843",198,127,119,186,176,184
"BP1026B_I2844",518,344,418,404,388,403
"BP1026B_I2845",828,402,501,481,441,550
"BP1026B_I2846",650,379,465,355,346,388
"predicted RNA",38,35,42,24,26,29
"predicted RNA",1105,1141,1140,924,964,1061
"BP1026B_I2847",2204,1495,1658,1806,1838,1941
"BP1026B_I2848",198,111,134,134,117,148
"BP1026B_I2849",584,380,385,400,395,474
"BP1026B_I2850",997,988,1142,1271,1317,1384
"BP1026B_I2851",2219,1277,1492,1479,1466,1602
"BP1026B_I2852",797,404,424,456,476,543
"BP1026B_I2853",414,213,221,231,208,238
"BP1026B_I2854",2707,2491,2837,3315,3274,3643
"BP1026B_I2855",2262,1378,1473,1766,1762,1855
"BP1026B_I2856",1779,1323,1553,1317,1351,1420
"BP1026B_I2857",2869,1994,2265,2044,2072,2276
"BP1026B_I2858",512,312,382,408,436,513
"BP1026B_I2859",540,289,365,454,439,518
"BP1026B_I2860",980,672,680,701,708,782
"BP1026B_I2861",652,738,886,605,588,707
"BP1026B_I2862",569,271,349,369,372,378
"BP1026B_I2863",879,553,624,702,747,810
"BP1026B_I2864",1730,1077,1153,1375,1310,1400
"BP1026B_I2865",4321,2584,2884,2931,2839,3103
"BP1026B_I2866",6744,4476,5155,5238,5252,5771
"BP1026B_I2868",184,93,71,63,74,70
"BP1026B_I2867",1671,1039,1175,1588,1514,1783
"BP1026B_I2869",1780,1002,1152,1505,1476,1594
"predicted RNA",471,171,202,212,212,232
"BP1026B_I2870",1409,818,935,829,790,920
"BP1026B_I2871",1781,1191,1367,1214,1203,1331
"BP1026B_I2872",1541,1463,1649,1493,1451,1563
"BP1026B_I2873",759,546,641,497,464,549
"BP1026B_I2874",516,328,355,281,281,297
"BP1026B_I2875",4368,3651,4154,3201,3200,3445
"BP1026B_I2876",9527,9567,11159,9023,8943,10037
"BP1026B_I2877",21954,19965,23467,23540,23365,26057
"BP1026B_I2878",43521,30789,35962,46355,46781,51709
"predicted RNA",2534,2514,2907,4252,4290,4608
"BP1026B_I2879",1934,1012,1156,1238,1262,1431
"BP1026B_I2880",528,329,364,346,349,373
"BP1026B_I2881",7446,4819,5575,5263,5256,5762
"BP1026B_I2882",1488,1183,1271,1218,1228,1292
"BP1026B_I2883",2379,1354,1626,1553,1525,1791
"BP1026B_I2884",1382,889,923,841,839,930
"BP1026B_I2885",4796,3160,3682,2958,2934,3237
"BP1026B_I2886",3502,2224,2384,1788,1709,1898
"BP1026B_I2887",43866,29441,32099,27815,26228,28232
"BP1026B_I2888",1390,1278,1559,1389,1385,1682
"BP1026B_I2889",911,494,602,653,593,674
"BP1026B_I2890",1956,1125,1309,1396,1338,1477
"BP1026B_I2891",7190,4448,5346,5194,5235,5945
"BP1026B_I2893",846,580,732,597,613,666
"BP1026B_I2894",2049,1040,1261,1188,1149,1294
"predicted RNA",82,33,38,30,18,33
"BP1026B_I2895",990,605,720,655,692,718
"BP1026B_I2896",280,178,178,270,280,357
"BP1026B_I2897",808,572,638,646,573,632
"BP1026B_I2898",1816,1771,2105,1042,1103,1167
"BP1026B_I2899",513,353,382,464,456,460
"BP1026B_I2900",1547,963,1123,2409,2399,2602
"BP1026B_I2901",3104,1500,1787,1873,1821,2073
"BP1026B_I2902",2414,1532,1724,1614,1598,1695
"BP1026B_I2903",240,165,199,151,119,160
"BP1026B_I2904",1267,661,818,633,644,729
"BP1026B_I2905",49,43,40,28,34,35
"BP1026B_I2906",457,312,403,328,331,362
"BP1026B_I2907",76,39,46,64,70,59
"BP1026B_I2908",65,39,54,66,77,71
"BP1026B_I2909",41,32,35,71,56,64
"BP1026B_I2910",24,10,21,22,18,22
"BP1026B_I2911",2,1,1,4,7,5
"BP1026B_I2912",0,0,0,0,2,3
"BP1026B_I2913",3,0,4,2,4,5
"BP1026B_I2914",64,52,49,58,44,51
"BP1026B_I2915",15,16,16,65,67,69
"BP1026B_I2916",43,26,40,85,93,91
"BP1026B_I2918",41,18,35,63,63,57
"BP1026B_I2917",80,49,53,88,93,102
"BP1026B_I2919",147,71,93,150,128,156
"BP1026B_I2920",242,116,154,208,174,178
"BP1026B_I2921",248,128,155,143,144,173
"BP1026B_I2922",40,27,17,33,34,40
"BP1026B_I2923",100,76,84,114,132,147
"BP1026B_I2924",36,35,35,59,67,84
"BP1026B_I2925",61,58,34,68,77,73
"BP1026B_I2926",140,72,78,111,122,115
"BP1026B_I2927",272,171,214,354,363,356
"BP1026B_I2928",57,33,29,58,54,58
"BP1026B_I2929",79,53,57,32,43,37
"BP1026B_I2930",1166,682,692,406,415,480
"BP1026B_I2931",2061,1442,1713,532,550,611
"BP1026B_I2932",1773,1346,1566,571,568,628
"BP1026B_I2933",1630,842,905,707,674,682
"BP1026B_I2934",1027,552,644,527,484,600
"BP1026B_I2935",142,156,174,92,98,117
"BP1026B_I2936",67,56,70,28,31,24
"BP1026B_I2937",47,39,34,23,15,23
"BP1026B_I2938",131,45,62,29,35,31
"BP1026B_I2939",153,111,99,145,141,145
"BP1026B_I2940",198,88,97,100,99,107
"BP1026B_I2941",227,182,242,250,268,290
"BP1026B_I2942",1998,2131,2692,2861,2980,3382
"BP1026B_I2943",1255,1199,1425,1564,1508,1832
"BP1026B_I2944",347,384,453,488,509,553
"BP1026B_I2945",163,156,176,147,161,163
"BP1026B_I2946",801,585,635,430,460,488
"BP1026B_I2947",225,182,221,138,130,152
"BP1026B_I2948",1270,1177,1366,1148,1198,1384
"BP1026B_I2949",2134,1724,1988,2133,2164,2467
"BP1026B_I2950",4415,3178,3883,3344,3422,3818
"BP1026B_I2951",1708,1104,1407,1650,1763,1873
"BP1026B_I2952",1027,622,768,841,820,903
"BP1026B_I2953",1511,878,937,936,963,1118
"BP1026B_I2954",522,293,341,317,293,323
"BP1026B_I2955",786,404,474,442,436,500
"BP1026B_I2956",2247,1155,1375,1260,1238,1365
"BP1026B_I2957",3612,1735,2008,1783,1771,1991
"BP1026B_I2958",2489,1530,1735,1548,1507,1618
"BP1026B_I2959",2421,1447,1566,1408,1424,1509
"BP1026B_I2960",3191,2081,2318,2100,1940,2227
"BP1026B_I2961",3545,2204,2542,2200,2177,2403
"BP1026B_I2962",4962,4748,5215,5045,5046,5768
"BP1026B_I2964",3374,3868,4245,3220,3220,3642
"BP1026B_I2963",33508,31294,38846,29233,28926,33769
"BP1026B_I2965",1256,1113,1248,1018,1125,1226
"BP1026B_I2966",912,853,901,787,772,924
"BP1026B_I2967",1365,1058,1263,1265,1223,1394
"BP1026B_I2968",1556,870,1080,923,898,1028
"BP1026B_I2969",1569,748,853,717,694,774
"BP1026B_I2970",683,395,451,420,434,467
"BP1026B_I2971",10888,6708,7610,5710,5951,6268
"BP1026B_I2972",553,484,515,439,429,417
"BP1026B_I2973",2820,3153,3688,3308,3332,3778
"BP1026B_I2974",916,975,1200,945,1023,1192
"BP1026B_I2975",3163,3507,4202,4640,4778,5112
"BP1026B_I2976",4767,4659,5577,8846,8831,10334
"BP1026B_I2977",163,132,152,216,239,225
"BP1026B_I2978",1831,1021,1105,955,931,1064
"predicted RNA",97,110,115,112,110,99
"BP1026B_I2979",366,316,363,312,354,359
"BP1026B_I2980",3320,1708,2021,1972,1950,2183
"BP1026B_I2981",440,338,371,294,322,358
"BP1026B_I2982",1621,1014,1100,1004,1024,1078
"BP1026B_I2983",1038,708,840,836,841,870
"BP1026B_I2984",117,92,89,124,143,141
"BP1026B_I2985",4,9,1,2,3,3
"BP1026B_I2986",174,81,94,101,95,89
"BP1026B_I2987",570,324,327,248,262,278
"BP1026B_I2988",492,327,384,348,343,386
"predicted RNA",763,838,986,481,493,592
"BP1026B_I2989",841,728,812,1464,1487,1582
"BP1026B_I2990",1695,1159,1381,1166,1149,1303
"predicted RNA",148,119,160,82,77,83
"BP1026B_I2991",1162,1107,1355,865,803,955
"BP1026B_I2992",143,197,221,185,188,224
"BP1026B_I2993",484,465,513,521,555,629
"BP1026B_I2994",12820,10535,12510,11469,11283,12732
"BP1026B_I2996",60,36,44,44,41,46
"BP1026B_I2995",1015,712,778,593,554,655
"BP1026B_I2997",3246,3285,3967,4574,4464,5092
"BP1026B_I2998",2728,2964,3464,5143,5016,5493
"BP1026B_I2999",123,131,143,201,217,226
"BP1026B_I3001",72,58,77,91,84,94
"BP1026B_I3002",18,15,14,23,21,22
"BP1026B_I3003",1036,469,567,583,597,699
"BP1026B_I3004",500,366,377,400,354,432
"BP1026B_I3005",582,381,425,419,407,422
"BP1026B_I3006",266,193,195,192,197,198
"BP1026B_I3007",308,146,173,205,204,213
"BP1026B_I3008",126,65,75,112,118,111
"BP1026B_I3009",1,0,1,0,0,0
"BP1026B_I3010",263,228,247,252,247,291
"BP1026B_I3011",1976,1227,1486,1146,1146,1293
"BP1026B_I3012",47,18,30,25,33,24
"BP1026B_I3013",17,7,12,8,7,11
"BP1026B_I3014",47,26,27,21,11,15
"BP1026B_I3015",18,10,15,13,7,15
"BP1026B_I3016",25,16,27,14,8,14
"BP1026B_I3017",62,20,36,33,28,36
"BP1026B_I3018",81,45,61,40,53,38
"BP1026B_I3019",88,44,45,45,33,38
"BP1026B_I3020",51,26,26,21,22,22
"BP1026B_I3021",130,75,92,62,67,74
"BP1026B_I3022",85,52,58,42,37,35
"BP1026B_I3024",38,26,29,28,26,28
"BP1026B_I3023",52,44,46,49,57,39
"BP1026B_I3025",63,29,26,29,30,36
"BP1026B_I3026",38,16,30,22,24,24
"BP1026B_I3027",15,7,6,3,7,4
"BP1026B_I3028",100,48,50,44,52,52
"BP1026B_I3029",54,37,40,34,42,47
"BP1026B_I3030",116,89,77,75,68,114
"BP1026B_I3031",82,51,72,45,50,64
"BP1026B_I3032",735,398,429,517,533,561
"BP1026B_I3033",358,206,228,233,249,261
"BP1026B_I3034",311,206,231,256,225,259
"BP1026B_I3035",378,281,297,238,252,272
"BP1026B_I3036",277,239,228,219,254,271
"BP1026B_I3037",3960,2197,2570,1903,1928,2103
"BP1026B_I3038",478,254,244,105,141,140
"BP1026B_I3039",6273,5083,5876,3855,3834,4305
"predicted RNA",163,109,133,69,69,92
"BP1026B_I3040",10442,7494,8606,5440,5135,5793
"BP1026B_I3041",400,248,287,221,229,261
"BP1026B_I3042",1084,911,988,859,805,864
"BP1026B_I3043",3834,2469,2855,2896,2982,3101
"BP1026B_I3044",1516,1153,1329,1081,1074,1187
"BP1026B_I3045",1996,1273,1559,1079,1078,1184
"BP1026B_I3047",2790,1775,2006,1593,1568,1794
"predicted RNA",161,111,136,97,91,110
"BP1026B_I3046",1273,1277,1535,2045,2157,2290
"predicted RNA",621,612,614,479,541,537
"BP1026B_I3048",7063,4607,5686,5129,5035,5423
"predicted RNA",235,97,111,74,69,88
"BP1026B_I3049",801,516,570,515,459,546
"BP1026B_I3050",3446,1706,2068,2136,2194,2536
"BP1026B_I3051",94,97,104,150,149,173
"BP1026B_I3052",7765,6577,7919,8982,8972,9864
"BP1026B_I3053",4932,4404,5184,4511,4488,4925
"BP1026B_I3054",915,568,644,621,611,660
"BP1026B_I3055",2142,1367,1461,1244,1204,1267
"BP1026B_I3056",501,312,313,341,353,346
"BP1026B_I3057",252,157,147,181,191,214
"BP1026B_I3058",509,314,353,361,391,397
"BP1026B_I3059",4540,3035,3242,3813,3533,3783
"BP1026B_I3060",4113,3385,3883,3851,3979,4465
"BP1026B_I3061",2156,1417,1803,2091,2015,2126
"BP1026B_I3062",896,807,864,995,1026,1153
"BP1026B_I3063",4184,3225,3816,3285,3323,3595
"BP1026B_I3064",6890,5443,6446,5144,5076,5667
"BP1026B_I3065",3628,1577,1839,1989,1956,2154
"predicted RNA",299,135,166,138,130,132
"predicted RNA",645,244,240,122,93,89
"BP1026B_I3066",11544,6670,7611,4767,4799,5405
"BP1026B_I3067",245,234,262,191,188,201
"predicted RNA",47,24,24,21,21,23
"BP1026B_I3068",1931,1321,1616,1473,1452,1632
"BP1026B_I3069",1918,1109,1213,1041,1065,1223
"BP1026B_I3070",2345,1574,1875,1847,1827,2029
"BP1026B_I3071",178,162,220,146,135,153
"BP1026B_I3072",52,47,71,22,23,28
"BP1026B_I3073",501,599,705,591,628,653
"BP1026B_I3074",518,263,293,244,229,240
"BP1026B_I3075",123,100,91,113,106,120
"BP1026B_I3076",1920,974,1073,858,842,961
"BP1026B_I3077",221,123,143,115,113,122
"BP1026B_I3078",1255,812,951,931,968,1054
"BP1026B_I3079",1902,1011,1123,1048,1005,1149
"BP1026B_I3080",1686,910,1067,1371,1307,1506
"BP1026B_I3081",245,206,219,208,203,214
"BP1026B_I3082",219,175,186,137,135,137
"BP1026B_I3083",100,63,82,61,54,62
"BP1026B_I3084",1466,779,888,534,496,566
"BP1026B_I3085",1500,803,972,571,563,634
"BP1026B_I3086",949,521,627,553,551,598
"BP1026B_I3087",2052,1129,1270,1141,1130,1137
"BP1026B_I3088",119,77,92,95,93,93
"BP1026B_I3089",68,46,45,34,34,45
"BP1026B_I3090",266,134,129,143,125,139
"BP1026B_I3092",2996,1948,2425,1791,1781,1961
"BP1026B_I3093",783,593,693,677,703,728
"BP1026B_I3094",135,106,141,150,150,194
"BP1026B_I3095",1316,817,833,827,770,875
"BP1026B_I3096",3222,1839,2116,1733,1806,1957
"BP1026B_I3097",4904,2588,2768,2437,2504,2648
"BP1026B_I3098",3152,2235,2555,1883,1914,2046
"BP1026B_I3099",1043,584,692,583,555,574
"BP1026B_I3100",164,180,197,134,143,170
"BP1026B_I3101",464,323,304,339,313,336
"BP1026B_I3102",1614,806,815,676,580,626
"BP1026B_I3103",1810,1146,1401,1208,1227,1363
"BP1026B_I3104",903,544,564,517,505,534
"BP1026B_I3105",1298,881,986,1064,1027,1092
"BP1026B_I3106",241,185,227,140,121,162
"BP1026B_I3107",101,62,47,42,49,58
"BP1026B_I3108",496,280,292,306,257,301
"BP1026B_I3109",524,286,297,306,285,314
"BP1026B_I3110",319,151,148,175,178,196
"BP1026B_I3111",401,204,238,265,263,311
"BP1026B_I3112",5883,4499,5250,5901,5920,6750
"predicted RNA",200,112,133,101,97,125
"BP1026B_I3113",3722,1861,2022,2382,2312,2448
"BP1026B_I3114",1668,1197,1222,1151,1121,1189
"BP1026B_I3115",1873,1431,1571,1417,1448,1458
"BP1026B_I3116",2123,1669,1918,2033,2069,2247
"BP1026B_I3117",755,476,507,566,570,627
"BP1026B_I3118",933,429,469,548,578,645
"predicted RNA",530,252,320,230,233,266
"BP1026B_I3119",3437,4056,4899,5651,5676,6091
"BP1026B_I3120",1915,1284,1444,1159,1166,1286
"BP1026B_I3121",4351,3218,3636,2993,3091,3407
"predicted RNA",198,142,136,126,113,127
"BP1026B_I3122",14145,6697,7948,7472,7291,8340
"predicted RNA",216,70,88,82,76,105
"BP1026B_I3123",3829,2777,3214,2962,2969,3316
"BP1026B_I3124",2538,2040,2259,1806,1718,1760
"BP1026B_I3125",3213,2873,3382,2330,2278,2546
"BP1026B_I3126",2768,2159,2436,1874,1900,2138
"BP1026B_I3127",2151,1429,1540,1482,1456,1644
"BP1026B_I3128",393,250,308,408,424,440
"BP1026B_I3129",200,89,108,142,148,162
"BP1026B_I3130",1943,1567,1763,1293,1240,1301
"BP1026B_I3131",811,426,422,562,559,523
"BP1026B_I3132",492,331,393,290,308,331
"BP1026B_I3133",11153,7267,8634,8458,8549,9391
"predicted RNA",604,414,441,375,414,453
"BP1026B_I3134",5264,3702,4214,2857,2942,3172
"BP1026B_I3135",25767,14627,16310,9071,8949,9983
"BP1026B_I3136",3837,2659,2826,1780,1659,1688
"BP1026B_I3137",909,501,541,339,332,387
"BP1026B_I3138",1497,660,753,564,533,676
"BP1026B_I3139",829,731,853,589,565,613
"BP1026B_I3140",1062,520,621,468,443,498
"BP1026B_I3141",456,185,202,188,185,201
"BP1026B_I3142",628,530,623,511,464,534
"BP1026B_I3143",641,344,412,432,415,437
"BP1026B_I3144",183,91,101,104,104,101
"BP1026B_I3145",35,34,34,37,33,35
"BP1026B_I3146",35,22,26,25,23,22
"BP1026B_I3147",21,35,26,31,35,34
"BP1026B_I3148",85,53,63,59,58,56
"BP1026B_I3149",625,420,471,513,455,490
"BP1026B_I3150",1402,820,963,682,691,792
"BP1026B_I3151",201,130,156,156,147,170
"BP1026B_I3152",314,173,186,218,235,243
"BP1026B_I3153",230,156,205,295,292,345
"predicted RNA",60,40,41,23,14,16
"BP1026B_I3154",1284,1052,1195,1199,1192,1371
"BP1026B_I3155",77,54,61,38,37,32
"BP1026B_I3156",1675,1985,2335,545,553,625
"BP1026B_I3157",73,82,94,112,125,130
"BP1026B_I3158",432,432,557,205,172,219
"BP1026B_I3159",219,191,196,145,153,170
"BP1026B_I3160",1713,1218,1418,931,917,1035
"BP1026B_I3161",128,92,104,141,143,169
"BP1026B_I3162",68,55,66,74,88,97
"BP1026B_I3163",756,509,620,1034,1024,1073
"BP1026B_I3164",936,626,706,1261,1245,1292
"BP1026B_I3165",908,875,958,1822,1766,1833
"BP1026B_I3166",215,196,186,265,243,269
"BP1026B_I3167",33,22,20,31,29,32
"BP1026B_I3168",531,331,379,345,297,357
"BP1026B_I3169",102,39,49,41,39,45
"BP1026B_I3170",108,57,63,60,59,77
"BP1026B_I3171",1637,912,1074,931,945,1105
"BP1026B_I3172",1601,832,888,754,703,779
"BP1026B_I3173",2134,1238,1401,896,871,966
"BP1026B_I3174",392,357,383,218,274,249
