"gene_id","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3"
"Afu4g11630",2618,2192,2304,2325,2317,1629,2295,2345,2052,945,890,1301
"Afu4g11640",1964,1704,1735,2186,1385,1307,1016,991,820,554,492,696
"Afu4g11650",2327,2343,2156,2289,2236,1570,2477,3556,2251,3099,2758,4050
"Afu4g11660",1647,1388,1369,1006,789,798,1087,1369,1051,863,913,1151
"Afu4g11680",422,305,291,228,176,177,645,597,615,488,446,626
"Afu4g11690",928,703,704,1187,1263,703,939,1255,909,988,838,1194
"Afu4g11700",15999,12961,12903,18817,15962,10567,1644,2087,1533,5873,5120,7541
"Afu4g11710",3258,2413,2249,1464,1738,796,898,859,819,1621,1397,1790
"Afu4g11720",345,303,248,340,371,255,6172,7947,5620,6339,5073,7119
"Afu4g11730",1066,849,827,311,310,201,4876,5498,4412,7109,5399,7520
"Afu4g11740",2137,1705,1708,959,608,711,1032,1162,869,918,903,1143
"Afu4g11750",920,788,673,1022,839,677,472,511,456,422,392,554
"Afu4g11760",759,574,610,771,710,571,397,368,327,299,265,351
"Afu4g11770",1252,1087,1092,1553,1233,970,683,661,633,555,526,709
"Afu4g11780",150,93,103,53,47,48,25,36,20,15,7,23
"Afu4g11800",5808,3613,1608,63,109,60,324,353,311,177,165,261
"Afu4g11810",54,47,46,25,39,13,25,101,22,17,26,42
"Afu4g11820",941,785,783,1184,1406,966,427,589,407,507,483,607
"Afu4g11830",1293,1196,1182,1280,987,854,498,779,483,514,465,675
"Afu4g11840",657,504,516,625,438,379,831,1218,679,712,663,944
"Afu4g11850",1681,1328,1330,1299,1040,895,1338,1379,1173,1107,1008,1340
"Afu4g11860",1103,917,841,1275,1263,975,388,498,347,391,364,439
"Afu4g11870",809,632,600,756,467,511,571,527,476,539,458,547
"Afu4g11880",807,643,713,1106,1073,817,592,724,464,497,533,685
"Afu4g11890",3845,3046,3048,3732,2923,2551,2731,2726,2396,2284,1928,2773
"Afu4g11900",460,348,307,506,547,347,511,506,489,677,632,896
"Afu4g11910",3328,2843,2750,4224,2849,3188,3377,3446,2964,3915,3415,4496
"Afu4g11920",755,654,653,1036,798,810,1156,964,970,812,959,1129
"Afu4g11930",846,627,727,711,425,526,420,534,350,344,376,473
"Afu4g11940",199,176,194,251,153,143,56,48,44,26,30,35
"Afu4g11960",700,640,575,1487,2007,1355,434,448,330,229,218,309
"Afu4g11970",350,251,263,574,738,469,171,180,137,235,208,265
"Afu4g11980",4681,3899,3816,5085,4109,3560,4358,6106,3697,4039,3786,5161
"Afu4g11990",818,607,539,728,740,507,1178,1158,1069,1477,1396,1884
"Afu4g12000",2730,2138,2180,2504,1589,1475,1070,1102,933,796,774,1047
"Afu4g12010",4137,3298,3079,3743,2884,2603,444,621,342,1486,1582,2148
"Afu4g12020",928,745,782,788,939,591,167,126,133,182,95,169
"Afu4g12030",101,79,82,54,102,47,15,19,8,21,21,15
"Afu4g12040",1346,1340,1350,1200,1091,897,243,425,210,213,211,306
"Afu4g12050",720,665,549,110,181,147,124,688,130,94,80,176
"Afu4g12060",2961,2266,2373,2972,2185,2033,1817,1979,1531,1780,1529,2117
"Afu4g12070",2280,1990,2083,2363,1367,1544,1252,1272,1069,806,721,963
"Afu4g12080",2842,2349,2279,2199,1869,1688,2251,2267,2045,1718,1609,2325
"Afu4g12090",944,808,779,1322,1339,903,444,428,359,328,344,404
"Afu4g12100",1255,1082,970,1722,1601,1404,692,850,638,806,862,1108
"Afu4g12110",769,618,583,911,1215,962,425,517,381,546,514,637
"Afu4g12120",2333,1879,1912,2483,2098,1871,1605,1797,1350,1201,1426,1737
"Afu4g12140",423,418,395,670,489,568,203,249,179,214,191,316
"Afu4g12150",386,400,384,311,311,275,148,254,99,99,78,137
"Afu4g12160",4241,3416,3485,1404,882,1095,2871,3608,2425,2891,2658,3646
"Afu4g12170",1535,1300,1227,1648,1677,1254,2584,2337,2206,3076,3405,4204
"Afu4g12180",4194,3534,3594,6265,4851,4460,1870,2115,1682,1371,1221,1750
"Afu4g12190",1064,854,874,1274,911,660,930,899,797,714,645,922
"Afu4g12200",258,207,218,312,225,300,138,175,114,199,185,230
"Afu4g12210",2072,1680,1751,1854,998,1178,871,1082,739,568,567,767
"Afu4g12220",1713,1334,1283,2069,1913,1622,1890,1829,1652,1779,1814,2281
"Afu4g12240",398,321,338,511,405,351,215,243,184,201,206,266
"Afu4g12250",1523,1140,1177,1996,1731,1322,1384,1385,1252,1020,983,1327
"Afu4g12260",320,259,229,290,213,168,63,86,58,56,55,74
"Afu4g12270",862,787,714,432,338,334,561,856,456,539,498,704
"Afu4g12280",719,566,503,612,484,520,361,452,336,436,401,563
"Afu4g12290",439,377,390,606,498,425,210,236,180,168,151,189
"Afu4g12310",1874,1454,1423,1553,1107,1117,979,1203,834,752,757,1007
"Afu4g12320",413,451,358,308,240,199,173,230,156,132,101,181
"Afu4g12330",1268,1259,1220,1610,1859,1206,925,928,804,627,657,921
"Afu4g12340",757,698,751,2238,3127,1748,392,493,330,457,514,705
"Afu4g12350",8969,7791,7774,7759,6909,5029,2534,3093,2252,2137,1930,2632
"Afu4g12360",2190,1778,1872,2136,2129,1618,1467,1155,1145,910,1007,1286
"Afu4g12370",894,683,657,461,427,336,624,766,555,525,460,571
"Afu4g12380",1519,1152,1115,333,461,236,680,938,614,526,507,706
"Afu4g12390",2826,2409,2360,3617,3290,2760,1699,1801,1483,1059,1036,1445
"Afu4g12400",1411,1158,1102,1221,1065,860,883,921,776,447,484,669
"Afu4g12405",2,1,1,0,0,0,0,1,0,0,1,0
"Afu4g12410",160,117,143,81,63,71,106,124,83,47,32,37
"Afu4g12420",17,12,8,8,8,6,8,7,6,3,2,4
"Afu4g12430",600,520,510,445,504,350,272,368,251,224,230,321
"Afu4g12440",1548,1249,1166,848,1178,697,2287,1949,2108,1497,1254,1717
"Afu4g12450",39325,30332,32238,64086,60923,35698,28133,20040,25497,19119,14834,21172
"Afu4g12470",16999,12782,12374,16081,16104,9961,9553,15703,8795,10067,8484,12028
"Afu4g12480",1053,880,850,831,713,643,733,791,630,587,530,717
"Afu4g12490",2876,2417,2388,3488,2547,2087,1476,1599,1407,1097,1077,1418
"Afu4g12500",402,370,313,547,860,542,629,726,485,333,400,495
"Afu4g12505",0,1,0,0,0,0,3,0,0,1,0,0
"Afu4g12510",725,497,546,136,120,103,97,157,77,77,87,100
"Afu4g12530",1631,1645,1705,878,886,662,366,765,323,265,340,503
"Afu4g12540",914,720,695,717,539,445,707,921,627,770,728,1038
"Afu4g12550",3278,2733,2734,3611,3390,2595,2320,2313,1996,1354,1221,1834
"Afu4g12560",2998,2587,2587,2434,1846,1586,1864,1292,1631,1025,748,1138
"Afu4g12570",3260,2852,2955,3028,1795,2442,1373,1349,1103,952,828,1088
"Afu4g12590",2182,3063,3491,648,688,507,1101,1827,975,684,614,864
"Afu4g12600",833,725,633,1190,1360,877,1081,1416,955,1563,1455,2054
"Afu4g12610",1001,805,716,912,706,591,445,619,418,396,377,499
"Afu4g12620",2212,1680,1667,3340,2996,1939,4329,2998,3809,2919,2616,3481
"Afu4g12630",802,646,572,885,646,594,699,771,652,626,523,797
"Afu4g12640",2210,1850,1983,1705,1320,1199,1453,902,1245,615,578,726
"Afu4g12650",1516,1230,1302,1347,1014,1036,720,712,656,495,549,653
"Afu4g12670",1314,979,996,1718,1035,1204,873,732,709,679,617,889
"Afu4g12680",2354,2196,2024,3922,1936,2877,866,1122,753,650,634,858
"Afu4g12690",391,357,334,289,232,212,234,215,213,240,227,277
"Afu4g12700",17082,13139,13769,4984,5053,3813,11877,6845,10872,13888,12127,16259
"Afu4g12710",1872,1311,1280,421,432,251,4598,3042,4080,7031,6022,8021
"Afu4g12720",2640,2325,2312,2797,2401,1823,1139,1045,964,847,798,1090
"Afu4g12730",2092,1701,1690,1139,752,868,2017,2874,1809,1230,1268,1696
"Afu4g12740",485,395,388,358,300,290,363,407,292,308,275,360
"Afu4g12750",5704,4741,4507,5060,4401,3363,4304,4770,3935,3459,3105,4550
"Afu4g12760",1163,1003,983,541,461,316,709,708,642,329,302,432
"Afu4g12770",285,268,271,171,134,135,205,290,179,154,131,166
"Afu4g12780",1629,1412,1429,993,805,688,408,652,353,327,343,451
"Afu4g12790",4783,3868,3788,4716,4360,3298,2220,2428,2032,2149,1761,2432
"Afu4g12800",367,284,279,322,305,192,371,305,290,295,284,383
"Afu4g12810",570,514,456,768,759,559,741,707,627,705,639,928
"Afu4g12830",3603,3096,3086,3688,2402,2658,3297,3461,2805,2862,2540,3421
"Afu4g12840",786,606,546,103,82,66,1008,1166,865,1164,1017,1370
"Afu4g12850",4786,4124,3942,4481,2598,3018,4028,5996,3824,4172,3327,4832
"Afu4g12870",7067,5362,5545,7083,6257,4687,1473,3482,1310,2773,2686,3650
"Afu4g12880",3231,3193,1976,3098,2874,2203,1208,1384,1049,946,872,1241
"Afu4g12890",894,667,683,861,756,584,702,691,649,433,410,589
"Afu4g12900",562,404,406,456,363,285,473,601,469,424,368,491
"Afu4g12910",1306,1100,1030,1478,1255,985,1782,1503,1643,1020,783,1124
"Afu4g12920",2276,1713,1699,2359,1972,1588,3796,3918,3271,4816,3906,5313
"Afu4g12930",1059,867,774,757,675,393,8151,8407,7407,6598,5434,7679
"Afu4g12940",326,237,157,40,72,26,1360,1758,1188,1194,644,938
"Afu4g12950",2814,2606,2511,2406,1788,1646,1507,2201,1405,1200,1064,1514
"Afu4g12960",199,130,136,155,120,124,88,109,68,59,57,82
"Afu4g12970",4716,4336,4424,6423,4771,4595,2531,2669,2191,1537,1540,1945
"Afu4g12980",2285,1997,1928,2733,2042,1792,1661,1736,1664,1271,1049,1417
"Afu4g12990",1312,1103,1016,1940,2610,1184,2015,2372,1956,1148,1185,1754
"Afu4g13000",2286,1827,1877,1407,896,849,1440,1027,1195,722,651,917
"Afu4g13010",2491,2136,2157,2367,1810,1759,1497,1168,1257,627,654,889
"Afu4g13020",5003,4156,3998,4251,3169,3012,2331,2147,2023,1635,1274,1789
"Afu4g13030",485,380,339,213,131,116,264,244,212,270,256,331
"Afu4g13040",955,708,743,677,490,426,560,498,467,317,287,368
"Afu4g13050",801,647,686,63,39,58,628,565,498,292,327,408
"Afu4g13060",21,29,22,28,33,18,24,26,21,23,19,36
"Afu4g13070",318,260,288,830,670,611,229,352,189,274,378,430
"Afu4g13080",909,665,645,368,285,248,1279,1424,1259,733,666,915
"Afu4g13090",82,78,52,131,168,120,193,161,160,267,186,269
"Afu4g13110",2,2,1,3,1,2,4,5,1,6,6,4
"Afu4g13113",2,2,3,2,4,2,12,14,17,9,2,4
"Afu4g13120",20071,16619,15788,28056,27786,21881,150514,159827,133452,34373,32893,44130
"Afu4g13130",1341,1135,1065,850,659,582,1170,880,1005,615,588,757
"Afu4g13140",447,341,343,505,366,334,421,412,420,532,468,634
"Afu4g13150",1610,1507,1579,1250,842,939,1204,1354,974,790,792,946
"Afu4g13160",641,578,613,582,529,452,502,705,442,516,494,663
"Afu4g13170",6551,4653,4050,3667,3451,2378,15353,15064,14381,27188,21667,33154
"Afu4g13180",857,735,735,542,511,395,1124,1283,998,1356,1330,1927
"Afu4g13190",2745,2144,2140,3033,2272,2277,1872,1846,1631,1557,1520,1941
"Afu4g13200",4220,3901,3677,3407,2871,2536,5365,4533,4969,3401,2684,3743
"Afu4g13210",4730,3938,4120,4188,3970,2449,1879,2210,1618,895,866,1387
"Afu4g13220",217,195,171,63,44,29,60,65,72,16,9,28
"Afu4g13230",1072,783,856,269,197,192,259,220,200,69,51,96
"Afu4g13240",858,858,812,649,674,611,515,978,469,539,587,766
"Afu4g13250",2175,2097,1969,1543,1364,934,1362,2622,1313,1006,850,1421
"Afu4g13260",433,357,330,487,389,341,248,365,231,161,173,225
"Afu4g13270",3058,2660,2402,3491,2837,2663,2875,3422,2369,2379,2231,2997
"Afu4g13280",677,565,502,1131,1197,783,371,475,323,260,299,421
"Afu4g13290",1089,858,918,744,474,547,724,716,589,462,515,664
"Afu4g13300",1363,1152,1195,721,752,608,266,338,250,180,171,247
"Afu4g13310",1470,1378,1336,1238,972,891,372,472,329,254,232,298
"Afu4g13320",9383,9315,8872,8168,4966,6220,6526,6641,5998,5258,4457,6079
"Afu4g13330",1596,1353,1202,3784,4378,3419,784,922,634,1254,1198,1406
"Afu4g13340",18243,15244,15965,29763,20472,20163,6061,6729,5306,3337,3132,4494
"Afu4g13350",384,327,318,1078,1234,693,416,585,387,504,458,695
"Afu4g13360",1368,1284,1277,928,749,749,75,78,72,55,63,89
"Afu4g13380",77175,67478,71881,112675,143332,78308,2891,6384,2465,14246,15479,18978
"Afu4g13390",970,777,808,719,594,551,932,1006,872,910,868,1182
"Afu4g13400",1542,1297,1288,1413,1433,1067,597,661,535,458,488,570
"Afu4g13410",1030,811,711,774,806,634,1269,1490,1188,1762,1659,2225
"Afu4g13430",737,622,572,320,222,181,255,243,233,158,126,191
"Afu4g13440",1072,923,924,936,708,677,435,610,387,371,342,478
"Afu4g13450",542,414,440,722,667,448,207,195,122,207,189,240
"Afu4g13460",2990,2456,2279,3654,2669,2874,2084,2696,1833,1797,1763,2163
"Afu4g13470",1601,1233,1254,1519,1616,1016,1237,1441,1160,834,885,1247
"Afu4g13480",558,449,400,638,771,464,315,349,250,231,278,381
"Afu4g13490",1857,1706,1584,2193,1645,1701,1353,1372,1247,1112,1076,1408
"Afu4g13500",5486,4944,4750,5004,4263,3288,3149,3095,2880,2687,2171,3099
"Afu4g13510",5281,5960,3962,2922,5693,2710,9070,8959,8016,5693,5159,7266
"Afu4g13520",233,231,180,38,54,31,60,133,58,24,44,67
"Afu4g13530",3255,2944,2916,3497,2762,2460,1667,2465,1581,1677,1421,2007
"Afu4g13540",656,604,530,39,68,47,3514,1623,2847,5659,4341,5075
"Afu4g13550",1190,1558,1370,617,952,517,302,382,248,509,419,501
"Afu4g13560",946,684,755,727,619,502,296,203,211,181,155,213
"Afu4g13570",300,244,282,627,436,522,139,109,125,209,174,241
"Afu4g13580",2870,2571,2447,3195,2169,2354,269,469,270,635,609,807
"Afu4g13590",2854,2364,2447,1834,1423,1207,1034,1098,876,651,564,874
"Afu4g13600",573,387,435,329,228,250,389,560,265,124,99,152
"Afu4g13610",10,11,9,5,6,8,3,10,6,3,2,2
"Afu4g13620",54,42,44,17,13,27,15,22,14,12,10,12
"Afu4g13625",35,18,23,3,3,10,16,10,14,8,5,5
"Afu4g13630",6158,4543,3319,1314,851,818,15146,21893,13406,9869,9515,12652
"Afu4g13640",19,15,10,3,1,3,40,23,23,24,22,24
"Afu4g13660",564,308,285,42,26,55,345,332,241,179,193,235
"Afu4g13670",14686,12967,12685,11684,10644,8748,12393,12425,10828,11498,9966,13495
"Afu4g13680",2735,3272,2961,1631,1787,1408,1745,2214,1405,1407,1528,1969
"Afu4g13690",2221,1879,1678,1992,1998,1650,1837,2058,1668,2604,2554,3456
"Afu4g13700",4031,3116,2998,3152,2658,2229,4005,5016,3603,5735,4682,6431
"Afu4g13710",1643,1334,1348,1427,1184,926,601,561,522,342,332,466
"Afu4g13720",7309,6057,5934,7106,5013,4679,6180,5905,5600,5235,4390,6015
"Afu4g13730",1066,885,925,2852,2025,1761,430,674,395,313,294,438
"Afu4g13740",7151,5917,5627,7745,7307,5482,3581,4091,3418,2152,2008,2856
"Afu4g13750",1167,902,1030,905,765,674,294,186,241,136,99,121
"Afu4g13760",1223,1031,1018,535,527,420,248,242,227,149,124,159
"Afu4g13765",282,240,224,128,119,136,140,125,141,91,71,112
"Afu4g13770",64,95,77,4,7,65,452,358,423,437,300,439
"Afu4g13780",44,45,40,1,2,27,144,135,151,60,49,70
"Afu4g13800",506,369,401,33,33,49,79,62,61,49,39,39
"Afu4g13810",4,4,6,3,0,4,2,1,2,2,1,1
"Afu4g13820",249,230,209,106,70,187,20,23,6,37,27,39
"Afu4g13830",186,180,194,15,3,113,15,17,7,11,17,12
"Afu4g13850",76,92,85,82,58,92,106,82,70,52,56,65
"Afu4g13860",1009,849,918,3240,2123,2409,143,218,117,91,88,124
"Afu4g13872",266,238,274,216,117,174,40,50,51,23,18,18
"Afu4g13890",75,70,62,839,159,566,196,268,197,80,135,204
"Afu4g13900",44,31,20,138,35,90,328,167,272,22,13,32
"Afu4g13910",1943,1714,1615,2617,2138,1870,843,805,745,887,704,904
"Afu4g13920",205,137,141,91,69,154,30,26,16,39,16,31
"Afu4g13930",599,582,566,195,129,134,113,90,69,35,48,48
"Afu4g13940",1290,1110,1033,1911,1070,1334,283,423,270,180,152,207
"Afu4g13950",419,319,309,228,155,166,146,141,129,200,170,201
"Afu4g13960",530,416,458,628,430,464,429,448,363,376,364,481
"Afu4g13970",21,22,17,19,13,19,1,13,3,4,2,8
"Afu4g13980",68,68,93,10,28,15,48,64,54,23,16,21
"Afu4g13990",23,21,14,8,10,7,3857,2424,3299,741,552,670
"Afu4g14000",30,19,23,1,4,0,11,25,4,7,9,13
"Afu4g14010",2943,2508,2261,870,463,636,1422,1917,1308,1358,1242,1707
"Afu4g14020",27,42,17,8,6,11,9,6,9,3,2,11
"Afu4g14030",62,51,64,113,56,111,18,59,23,18,22,25
"Afu4g14040",2620,2271,2236,2102,1498,1932,11650,12518,10126,10376,8401,11284
"Afu4g14050",1803,1461,1445,1769,1182,1433,7324,6731,6235,6402,5519,7146
"Afu4g14060",5444,4777,4693,2275,2001,1701,7251,5347,6292,6660,5438,7169
"Afu4g14070",820,804,715,186,188,104,13775,8793,12326,2163,1525,2040
"Afu4g14080",372,237,201,28,52,32,2838,1410,2473,347,267,365
"Afu4g14085",181,144,131,141,257,126,637,404,519,135,102,157
"Afu4g14090",381,331,310,651,1031,401,3237,2360,2889,368,291,401
"Afu4g14100",906,748,737,790,715,505,838,688,807,624,577,892
"Afu4g14110",166,141,120,311,444,241,343,205,320,175,180,220
"Afu4g14120",15,7,8,9,19,6,22,16,31,18,10,18
"Afu4g14130",118,102,107,125,81,84,56,69,46,17,17,33
"Afu4g14140",20,23,29,8,7,4,2,7,4,2,0,3
"Afu4g14150",43,32,25,10,10,17,2,8,3,3,6,7
"Afu4g14160",48,31,41,44,21,31,28,53,37,28,27,41
"Afu4g14170",11,9,2,1,5,1,1,7,3,0,1,5
"Afu4g14175",659,443,425,147,213,115,909,821,757,988,565,723
"Afu4g14180",145,126,126,227,152,164,200,246,201,230,140,180
"Afu4g14190",2669,2425,2521,3459,2483,2717,3359,3497,2653,3424,2816,3383
"Afu4g14200",12,15,9,5,5,3,3,5,2,1,1,4
"Afu4g14205",400,312,345,996,1035,885,54,70,58,34,24,40
"Afu4g14210",407,329,324,322,257,193,95,130,75,50,81,84
"Afu4g14220",375,351,344,599,383,402,207,205,172,175,163,209
"Afu4g14230",447,339,321,428,309,305,7782,5015,6817,6721,5461,7077
"Afu4g14240",304,228,213,139,158,97,7652,4693,6601,7857,6848,8725
"Afu4g14250",88,81,39,47,79,50,18716,8758,15997,11443,9687,12704
"Afu4g14260",1783,1550,1566,1769,955,1218,556,516,514,472,409,449
"Afu4g14270",19,26,24,12,13,16,9,11,14,6,3,6
"Afu4g14280",48,55,51,31,20,29,11,9,17,11,7,14
"Afu4g14290",3198,3151,3196,1684,1180,1396,860,643,775,818,665,981
"Afu4g14300",587,433,412,284,235,212,5551,2808,4908,4535,3826,5200
"Afu4g14310",817,626,596,927,681,725,122,149,103,107,88,126
"Afu4g14350",408,329,263,41,20,39,1383,946,1145,1636,1559,1936
"Afu4g14360",1093,930,891,1094,948,725,1794,1343,1670,912,764,1113
"Afu4g14370",121,59,99,94,93,95,37,52,76,27,9,71
"Afu4g14380",624,544,436,1524,562,1439,2121,1964,1886,1916,1936,2429
"Afu4g14390",637,630,544,643,508,511,550,653,428,392,439,579
"Afu4g14400",3194,2657,2745,2827,1971,2207,1515,1632,1358,1261,1113,1557
"Afu4g14410",415,331,342,207,145,151,106,141,92,52,74,103
"Afu4g14420",307,246,208,171,168,147,523,340,464,524,463,675
"Afu4g14440",1440,1067,1024,1493,779,759,265,409,269,135,165,274
"Afu4g14450",587,381,275,888,952,462,2280,3041,1951,1370,1643,2461
"Afu4g14460",6,7,4,12,38,10,17,15,12,12,12,18
"Afu4g14470",3,1,4,5,13,9,1,1,2,1,0,1
"Afu4g14480",1,4,3,5,5,3,0,1,1,0,3,0
"Afu4g14490",3,5,3,3,10,7,0,2,0,1,1,2
"Afu4g14500",2,0,0,2,0,1,0,0,1,0,0,0
"Afu4g14510",18,24,20,51,18,29,29,7,28,1,4,2
"Afu4g14520",147,113,128,100,57,63,26,46,22,29,7,14
"Afu4g14530",7997,6611,7321,4339,1769,2681,1366,1811,1248,462,379,450
"Afu4g14540",82,77,95,56,23,33,14,26,15,6,3,2
"Afu4g14550",30,34,32,10,3,2,4,3,4,3,2,1
"Afu4g14560",180,188,195,65,56,40,30,25,11,24,14,30
"Afu4g14570",87,56,66,19,19,13,4,11,4,3,7,4
"Afu4g14580",88,83,91,165,112,100,78,81,85,86,47,78
"Afu4g14590",62,69,57,130,74,79,85,53,57,70,46,69
"Afu4g14600",129,105,135,176,127,94,27,61,29,23,23,33
"Afu4g14610",388,342,330,418,315,304,175,189,159,131,110,148
"Afu4g14620",54,27,15,21,68,21,2809,1759,2139,1605,1337,1326
"Afu4g14630",5,1,2,0,3,2,70,42,52,35,25,36
"Afu4g14640",306,222,194,145,80,142,608,762,536,884,742,922
"Afu4g14650",209,265,158,185,176,171,86,485,86,109,145,258
"Afu4g14660",85,68,78,132,115,89,41,67,49,40,36,59
"Afu4g14670",748,849,457,472,497,440,75,1150,86,68,107,181
"Afu4g14680",1299,943,990,1161,1412,660,168,219,132,133,131,174
"Afu4g14690",2050,1529,1636,2496,2545,1645,80,376,57,54,68,83
"Afu4g14700",333,249,252,103,102,70,16,47,7,8,4,17
"Afu4g14705",17,13,10,4,7,2,2,6,4,0,0,1
"Afu4g14712",169,151,169,90,38,47,16,39,15,13,11,18
"Afu4g14730",57,49,40,150,58,145,25,70,22,23,19,26
"Afu4g14735",112,91,105,33,27,45,13,25,11,6,13,13
"Afu4g14740",636,500,480,399,312,352,234,281,169,178,159,226
"Afu4g14751",157,151,147,83,46,65,19,38,10,16,15,14
"Afu4g14760",52,38,57,15,13,20,30,35,17,10,12,14
"Afu4g14770",1762,1346,1268,277,155,201,4797,7807,4090,1841,1670,2256
"Afu4g14780",3774,2583,2701,835,357,560,4197,4512,3847,1422,1284,1629
"Afu4g14790",4866,3383,3283,1511,691,887,1755,3130,1682,884,746,1063
"Afu4g14800",962,703,732,167,84,120,1675,2727,1556,796,764,1086
"Afu4g14810",2392,1877,1738,225,255,169,2082,2938,1833,749,703,911
"Afu4g14820",1541,1019,1038,185,100,123,1722,2400,1626,697,609,840
"Afu4g14830",459,245,272,8,2,5,1043,1204,877,380,339,471
"Afu4g14840",165,111,108,4,5,4,637,654,599,236,202,254
"Afu4g14850",301,223,253,55,27,32,1857,2756,1672,886,749,1103
"Afu4g14870",1,0,1,0,0,3,1,0,0,1,0,0
"Afu4tG(CCC)1",7,7,5,1,0,3,0,1,0,0,0,0
"Afu4tG(GCC)5",0,1,0,0,2,2,0,0,0,0,0,0
"Afu4tG(GCC)6",1,0,0,0,0,1,0,0,1,0,0,0
"Afu4tH(GUG)1",0,1,1,1,1,0,1,1,0,0,0,0
"Afu4tI(AAU)3",2,3,2,3,2,4,0,2,0,0,0,0
"Afu4tI(UAU)1",7,2,6,2,6,2,1,0,0,0,0,0
"Afu4tL(CAA)1",20,12,18,0,0,10,0,0,0,0,0,1
"Afu4tL(CAA)2",1,0,1,0,0,1,0,0,0,0,0,1
"Afu4tP(AGG)4",20,14,18,0,0,9,0,0,1,3,0,1
"Afu4tS(AGA)5",0,0,1,0,1,0,0,0,0,0,0,0
"Afu4tT(AGU)3",1,1,0,1,1,2,0,1,1,0,0,0
"Afu4tT(AGU)4",0,0,0,0,0,0,0,0,1,0,0,0
"Afu4tT(UGU)1",0,0,0,0,2,0,0,1,0,0,0,0
"Afu5g00100",1,2,3,1,2,0,1,1,1,1,0,1
"Afu5g00110",3,7,4,0,0,0,9,7,5,6,4,2
"Afu5g00120",72,59,43,27,18,10,13,19,8,17,5,13
"Afu5g00130",44,44,44,57,32,39,13,22,12,8,8,8
"Afu5g00135",38,33,45,57,31,26,7,13,8,10,4,6
"Afu5g00145",23,12,17,1,1,2,0,0,0,0,0,0
"Afu5g00150",2,2,1,1,1,2,1,0,0,0,0,0
"Afu5g00155",3,8,3,5,1,4,19,12,13,10,9,14
"Afu5g00160",0,0,0,0,0,0,0,0,0,0,0,0
"Afu5g00170",83,69,74,30,55,22,2,9,3,5,7,9
"Afu5g00180",4,1,4,2,9,1,0,0,0,0,0,0
"Afu5g00190",74,85,55,94,76,55,3,4,2,7,4,6
"Afu5g00200",7,7,5,4,4,8,1,1,4,1,1,1
"Afu5g00210",0,0,0,7,6,6,3,0,0,1,1,1
"Afu5g00220",12,7,6,4,7,4,3,6,4,3,0,2
"Afu5g00230",8,9,10,2,3,2,1,0,2,3,0,0
"Afu5g00240",7,16,18,3,3,2,1,3,0,0,2,0
"Afu5g00250",34,32,34,13,3,7,3,9,3,3,1,0
"Afu5g00260",9,9,7,1,0,3,1,1,1,1,3,1
"Afu5g00270",75,69,72,11,6,47,2,10,7,11,5,14
"Afu5g00280",98,77,87,46,34,27,18,10,24,32,33,34
"Afu5g00290",2349,1905,1900,3209,3053,2216,180,453,142,142,137,151
"Afu5g00300",778,395,325,143,120,118,4647,1131,3792,4813,4230,4932
"Afu5g00310",821,636,559,344,257,225,1839,139,1501,2390,2360,2877
"Afu5g00320",9,8,10,3,5,6,6,2,2,8,12,10
"Afu5g00330",50,36,24,51,61,30,87,15,84,91,67,72
"Afu5g00340",76,76,55,24,31,37,195,105,139,137,116,161
"Afu5g00352",7,6,5,2,3,2,42,21,37,39,18,21
"Afu5g00370",3,4,0,1,0,2,0,0,0,0,0,1
"Afu5g00380",29,28,25,3,1,22,1,2,1,2,0,3
"Afu5g00390",1055,898,905,352,181,235,164,222,147,87,82,132
"Afu5g00400",10,6,4,4,3,7,1,1,0,2,2,0
"Afu5g00410",1,2,3,2,0,4,1,1,1,0,0,1
"Afu5g00420",0,0,0,1,2,2,0,2,0,0,0,1
"Afu5g00430",61,47,48,19,16,14,0,4,1,1,0,0
"Afu5g00435",48,64,66,34,27,19,1,6,1,1,1,3
"Afu5g00440",3,1,1,7,6,6,0,1,0,0,0,0
"Afu5g00450",10,11,10,45,37,40,0,0,3,1,1,4
"Afu5g00460",2,1,1,2,5,1,0,0,1,1,0,0
