"gene_id","MOPS.2.hr...M.2.1","MOPS.2.hr...M.2.2","MOPS.2.hr...M.2.3","Lignin.2.hr...L.2.1","Lignin.2.hr...L.2.2","Lignin.2.hr...L.2.3","MOPS.20.min...M.20.1","MOPS.20.min...M.20.2","MOPS.20.min...M.20.3","Lignin.20.min...L.20.1","Lignin.20.min...L.20.2","Lignin.20.min...L.20.3"
"SAR2555",9,22,26,41,52,54,74,542,68,72,222,141
"SAR2556",5,19,22,35,57,60,81,525,84,82,182,117
"SAR2557",30,29,24,84,89,100,74,471,94,126,216,126
"SAR2558",5405,11148,9039,16063,11770,11732,3712,2913,1829,7051,4414,3842
"SAR2559",3010,6655,5573,10014,7397,6981,2224,1841,1284,4513,2774,2127
"SAR2560",1142,1072,957,3611,5654,5332,1746,1898,1434,3469,2226,2110
"SAR2561",8251,6606,5125,9336,8113,10672,5075,2540,2513,10376,5023,6408
"SAR2562",0,9,10,12,8,19,6,11,5,4,31,14
"SAR2563",0,18,10,10,1,16,11,11,10,6,35,23
"SAR2564",10,17,3,14,20,16,48,41,41,16,72,56
"SAR2565",6,13,9,20,8,25,50,42,32,10,19,64
"SAR2566",149,375,340,550,1069,1041,736,750,626,422,480,410
"SAR2567",409,1739,1408,2720,3215,3347,1802,2109,1755,1469,1445,1316
"SAR2568",0,607,360,1951,777,1132,62,102,288,625,346,302
"SAR2569",4852,3367,3632,552,946,984,1042,379,202,1506,412,423
"SAR2570",221,339,280,485,495,544,524,541,557,814,659,630
"SAR2571",85,92,87,115,127,111,201,201,199,212,233,231
"SAR2573",39,91,52,71,108,87,146,176,113,155,162,205
"SAR2574",484,632,552,559,565,766,1922,2108,1555,1423,1246,1352
"SAR2575",23,36,30,35,37,59,69,97,83,38,85,93
"SAR2576",254,502,441,671,1070,1163,1513,2090,1223,930,946,769
"SAR2577",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2578",14,47,24,54,106,127,36,51,33,43,48,41
"SAR2581",4,4,5,2,1,3,3,6,3,0,4,2
"SAR2585",840,1391,1238,1344,1916,1961,2294,2017,2180,1990,1767,1744
"SAR2586",258,445,349,658,725,831,1194,1026,1279,917,839,857
"SAR2587",283,539,421,625,566,705,748,990,852,588,874,851
"SAR2588",1515,2701,2180,3561,3977,3852,6183,7561,6729,2880,5771,5828
"SAR2589",2862,6585,5357,11972,20150,20800,41378,76141,50870,23637,12329,9453
"SAR2590",302,721,569,1341,1565,1870,3000,3360,2665,1249,1284,1401
"SAR2591",53,64,55,34,32,37,110,149,103,32,124,127
"SAR2592",76,88,54,41,52,75,136,188,154,68,210,146
"SAR2593",242,338,305,286,665,725,2563,3278,1134,780,1723,2017
"SAR2594",230,113,104,99,90,89,273,309,264,237,334,257
"SAR2595",351,214,147,157,138,165,313,332,436,360,286,249
"SAR2596",1403,3639,2839,5055,8204,9294,12427,14468,4774,2337,2147,1859
"SAR2597",178,206,206,621,719,857,957,1230,912,1084,1511,1217
"SAR2598",89,196,166,351,328,293,164,186,150,337,772,606
"SAR2599",42,109,119,222,208,201,132,95,91,162,539,457
"SAR2600",60,105,91,61,63,60,100,116,75,102,349,323
"SAR2601",1005,1041,882,3354,3593,4094,1047,684,559,1674,924,1081
"SAR2602",633,785,786,2223,3577,3572,1537,1235,1289,2533,4694,4512
"SAR2603",1794,5990,4894,3434,3238,4091,2884,3354,2553,2672,5153,4764
"SAR2606",34,42,32,28,43,29,44,44,33,28,53,47
"SAR2607",27,80,42,93,96,82,74,101,72,87,158,165
"SAR2609",90,389,329,127,235,262,554,631,462,522,560,446
"SAR2610",332,1173,1014,941,844,890,1130,1531,1707,847,2964,2149
"SAR2611",71,142,153,193,114,141,189,287,380,126,1166,825
"SAR2612",134,412,379,406,291,262,326,524,607,274,2568,1765
"SAR2613",9,12,17,18,29,37,22,18,16,20,63,44
"SAR2614",88,265,178,521,736,938,648,638,860,1196,1379,1324
"SAR2615",1668,3042,2464,2567,3768,3439,4194,4607,3426,3211,3148,3001
"SAR2616",120,372,310,453,860,841,433,567,372,469,570,475
"SAR2617",64,240,200,322,598,590,354,493,239,292,483,489
"SAR2619",49492,59694,51333,60308,51103,56290,39838,31341,27875,79992,54201,56780
"SAR2620",14508,13838,11906,14639,13086,15166,10883,8212,7892,19251,14384,15936
"SAR2621",10,20,11,53,73,76,142,29,138,534,148,197
"SAR2622",107,308,206,301,195,268,444,500,498,300,481,391
"SAR2623",16147,66316,49511,27195,13735,18041,15376,21723,17875,22664,9829,10751
"SAR2624",11,19,17,32,62,31,26,38,54,38,2885,1730
"SAR2627",275,503,477,465,566,642,478,531,496,567,489,405
"SAR2629",7,9,8,21,18,30,14,13,16,53,67,52
"SAR2630",169,451,372,729,841,759,252,402,260,1721,2177,1540
"SAR2631",17,11,10,12,28,18,19,20,15,71,72,89
"SAR2632",266,242,185,1345,2038,1960,890,855,1206,12669,12416,13448
"SAR2633",69,59,36,88,171,184,135,124,244,214,345,340
"SAR2634",10890,21058,17341,24088,22768,28360,27499,40035,31332,17356,11248,10205
"SAR2635",206,301,269,496,552,578,740,830,586,709,702,758
"SAR2636",134,268,232,41,79,80,408,418,1647,371,620,639
"SAR2639",333,491,395,564,406,472,361,300,473,642,442,544
"SAR2640",1057,2076,1666,2879,3296,3491,3790,4666,3089,2360,1685,1361
"SAR2641",823,1902,1535,3118,3833,3931,4244,4731,3928,3045,2270,1883
"SAR2645",3217,7503,5628,20941,17372,17629,2909,2384,2136,5134,2971,2073
"SAR2646",2920,5580,4230,20885,20757,21671,2858,2210,2406,6819,4855,3736
"SAR2647",815,409,364,2014,2724,2988,400,262,419,957,956,902
"SAR2649",3362,5864,4605,12151,12763,15627,25960,30208,34121,16286,16605,16672
"SAR2651",449,803,673,778,569,633,3215,6251,1443,1850,2885,2845
"SAR2652",82,70,63,119,224,261,254,252,154,208,380,360
"SAR2653",16,37,28,101,120,108,76,78,75,125,233,227
"SAR2654",7,17,13,21,20,44,17,20,25,28,68,37
"SAR2655",156,169,148,344,318,478,196,176,123,411,557,582
"SAR2656",236,313,266,881,849,986,406,434,270,955,1503,1404
"SAR2657",16,14,9,20,12,21,17,32,14,26,92,77
"SAR2658",48,74,44,132,150,169,150,240,220,339,481,458
"SAR2659",39,76,39,143,174,222,213,255,271,352,737,672
"SAR2660",1481,1531,1361,2084,1645,1435,959,861,737,2030,2502,2450
"SAR2661",6889,4523,4066,7578,9141,8645,2643,1849,1467,7667,6190,5828
"SAR2662",35,94,62,172,158,160,177,257,243,191,392,289
"SAR2663",23,68,54,104,132,98,109,210,124,62,237,171
"SAR2664",42,83,37,100,116,122,91,214,82,66,191,160
"SAR2665",80,99,90,100,101,107,33,41,24,36,42,29
"SAR2666",184,219,217,247,246,259,94,89,73,79,73,61
"SAR2667",80,89,63,96,88,104,52,42,37,54,37,47
"SAR2668",4115,8216,6749,7448,4738,4666,872,597,496,2576,921,793
"SAR2669",595,1066,922,555,730,871,2541,2631,4867,1942,3260,3645
"SAR2670",207,496,441,233,390,438,876,962,1285,706,823,959
"SAR2671",73,156,139,113,96,106,193,268,330,152,189,169
"SAR2672",0,10,1312,0,824,860,0,7,0,964,7,35
"SAR2673",91,142,136,144,233,221,288,341,252,182,238,236
"SAR2674",358,853,701,794,924,914,875,815,545,1117,1421,1058
"SAR2678",480,696,668,836,982,1121,1801,1981,2383,1476,1457,1358
"SAR2679",699,1288,955,786,952,864,1080,1119,903,1864,980,835
"SAR2681",3812,8212,6821,15879,21791,22983,18030,30733,9455,14953,15198,13120
"SAR2682",1144,2996,2463,5266,6324,6369,2822,3795,1299,3357,5120,4159
"SAR2683",1234,1473,1219,3799,3889,4126,481,414,431,1570,969,922
"SAR2686",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2687",3361,5927,4791,14171,17415,17092,11503,12853,6669,14321,12052,10750
"SAR2688",1464,869,771,950,1356,1563,656,462,628,2304,1740,1815
"SAR2689",56,35,28,34,115,135,166,145,164,184,123,165
"SAR2692",120,133,130,157,203,221,100,127,104,216,283,258
"SAR2696",17,52,43,129,145,166,70,94,123,72,239,228
"SAR2697",236,613,418,759,723,630,633,902,655,1677,2828,2883
"SAR2699",201,380,339,434,614,664,793,1294,861,1089,1385,1440
"SAR2700",71,0,18,55,88,2,102,343,289,164,48,195
"SAR2701",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2702",529,619,514,600,592,640,1111,1067,989,751,936,1024
"SAR2703",415,613,534,543,474,553,970,974,876,733,791,877
"SAR2704",46,97,70,92,52,71,120,97,78,48,71,92
"SAR2705",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2706a",14,6,6,11,22,33,18,19,27,11,10,16
"SAR2707",259,235,189,223,511,525,983,1188,1204,533,631,622
"SAR2708",115,236,184,295,431,445,514,677,464,723,815,743
"SAR2710",159,137,115,119,235,206,675,700,816,438,712,761
"SAR2715",21,28,20,12,10,19,31,37,15,11,54,43
"SAR2718",147,284,208,186,274,307,401,554,392,225,228,201
"SAR2719",98,159,106,119,298,309,415,596,538,427,781,709
"SAR2720",1370,2049,1547,4380,5717,5648,4990,10454,7578,5786,2365,1268
"SAR2722",3409,5367,4766,6544,8257,8278,7514,8905,8286,14794,13953,12788
"SAR2723",2820,2423,2370,4239,7420,7349,7602,7860,6514,7791,5878,6287
"SAR2724",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2726",5901,6183,4796,13539,14068,12926,6265,5466,3477,13907,7098,6472
"SAR2727",6116,7269,5625,17179,17297,15321,5997,5307,3799,15051,8236,7072
"SAR2728",6753,8470,6689,25237,28460,24531,6978,5708,6047,24337,15425,12541
"SAR2729",492,616,489,1495,1648,1504,429,594,577,2417,1620,1402
"SAR2730",746,1415,1020,2581,2323,2335,587,805,877,3701,2568,2071
"SAR2731",750,1041,827,1785,1683,1651,495,562,796,2940,2301,1871
"SAR2735",399,795,589,1005,964,919,281,179,218,842,814,594
"SAR2736",334,236,216,451,569,543,222,192,233,510,626,538
"SAR2738",103,124,114,283,223,226,73,79,54,215,229,180
"SAR2739",2169,1979,1742,8700,12324,11349,2326,2154,2002,5274,3954,3914
"SAR2740",351,415,280,1031,1024,966,290,288,235,978,988,867
"SAR2741",4,43,15,30,20,35,28,46,18,35,144,123
"SAR2742",14,31,32,27,14,29,23,28,21,32,97,69
"SAR2743",17,60,42,70,61,77,83,53,94,120,276,240
"SAR2744",14,37,32,51,49,44,30,31,27,73,296,206
"SAR2745",2,7,8,6,15,4,1,6,11,12,174,129
"SAR2752",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2759",33,40,41,167,229,172,194,490,219,196,299,260
"SAR2763",228,543,317,346,713,706,944,1295,465,262,306,229
"SAR2764",2,12,17,18,15,13,41,76,17,15,55,54
"SAR2765",9,21,31,25,19,23,113,156,43,23,153,109
"SAR2766",34,71,61,133,101,90,337,577,125,82,466,361
"SAR2767",4,31,21,71,51,46,123,264,50,57,121,81
"SAR2768",50,76,45,196,189,230,377,719,126,187,305,271
"SAR2769",12434,13047,12594,8245,8468,9205,1753,1379,1365,4938,8090,7504
"SAR2771",186,471,364,532,428,463,452,630,670,1114,7072,6149
"SAR2773",424,602,468,884,971,1080,716,850,588,730,1001,841
"SAR2775",2687,3970,3522,2427,3224,3195,2978,3590,2887,4773,2873,2454
"SAR2776",180,359,297,884,1511,1491,900,1021,678,837,1079,1010
"SAR2777",342,235,202,1349,2545,2753,694,663,576,1203,1193,1148
"SAR2778",1086,1487,1239,5143,5559,5372,1813,1856,1559,3351,2773,2237
"SAR2779",1475,1740,1616,2370,2880,2962,4572,4086,4489,4780,5809,6917
"SAR2780",22389,65423,47803,42116,25535,24510,9682,8384,6111,20954,10621,8326
"SAR2783",0,3,5,7,6,10,7,11,13,14,51,57
"SAR2784",53,117,83,226,238,307,296,378,335,370,660,570
"SAR2787",70,74,66,23,27,26,194,191,367,72,156,150
"SAR2788",65,137,112,55,92,82,337,536,660,122,295,225
"SAR2789",109,201,157,100,91,98,456,684,704,129,292,288
"SAR2791",202,246,173,329,376,495,289,325,346,425,353,426
"SAR2792",19,45,34,41,36,49,38,38,38,65,73,57
"SAR2793",22,78,45,23,25,24,18,18,10,51,84,65
"SAR2795",1075,2265,2005,1667,2055,2100,1992,3078,2860,3201,8146,6135
"SAR395a",0,0,1,0,0,0,0,0,0,0,0,0
"sarA",7511,7012,6500,9161,18036,19413,4325,3764,5834,4961,3875,4799
"sarR",415,358,290,480,771,918,466,468,637,558,569,641
"SARr001",0,0,0,0,0,0,0,0,0,0,0,0
"SARr002",0,0,0,0,0,0,0,0,0,0,0,0
"SARr003",0,0,0,0,0,0,0,0,0,0,0,0
"SARr004",0,0,0,0,0,0,0,0,0,0,0,0
"SARr005",0,0,0,0,0,0,0,0,0,0,0,0
"SARr006",0,0,0,0,0,0,0,0,0,0,0,0
"SARr007",0,0,0,0,0,0,0,0,0,0,0,0
"SARr008",0,0,0,0,0,0,0,0,0,0,0,0
"SARr009",0,0,0,0,0,0,0,0,0,0,0,0
"SARr010",0,0,0,0,0,0,0,0,0,0,0,0
"SARr011",0,0,0,0,0,0,0,0,0,0,0,0
"SARr012",0,0,0,0,0,0,0,0,0,0,0,0
"SARr013",0,0,0,0,0,0,0,0,0,0,0,0
"SARr014",0,0,0,0,0,0,0,0,0,0,0,0
"SARr015",0,0,0,0,0,0,0,0,0,0,0,0
"SARr016",0,0,0,0,0,0,0,0,0,0,0,0
"SARs001",349,289,296,169,486,646,672,556,584,401,409,437
"SARs002",2,1,3,0,5,12,3,1,0,4,1,0
"SARs003",256,355,313,696,1784,2381,644,776,296,547,830,671
"SARs004",0,0,0,0,0,3,0,1,1,0,1,0
"SARs005",71,229,253,46,53,108,32,21,43,71,24,20
"SARs006",117926,233798,203759,107087,90175,145344,68069,64624,64475,122670,60815,64431
"SARs007",6,20,12,17,29,61,10,14,11,25,9,12
"SARs008",0,0,2,0,0,0,2,1,0,0,4,2
"SARs009",310,175,131,182,461,481,550,537,555,605,391,495
"SARs010",56,220,200,152,243,307,333,339,449,416,487,416
"SARs011",22,18,22,44,30,100,42,41,43,36,566,617
"SARs012",16,25,15,85,108,135,47,31,32,87,1361,1278
"SARs013",355,167,119,146,241,479,152,132,116,212,133,128
"SARs014",50165,72066,58394,45006,39470,52021,44786,45330,43322,51650,34621,34202
"SARs015",91,268,216,163,114,208,108,98,145,140,80,68
"SARs016",234,113,93,146,419,566,326,355,421,663,554,695
"SARs017",135,136,106,254,364,334,275,318,339,754,478,538
"SARs018",562,193,224,283,1212,1216,1202,972,994,1689,1327,1544
"SARs019",190,191,181,178,461,433,338,231,310,185,192,217
"SARs020",24,40,55,91,70,121,27,33,48,211,70,64
"SARs021",14,13,14,24,21,25,10,8,5,13,12,8
"SARs022",18843,24789,21718,28950,24123,24542,274,234,990,2310,1458,1406
"SARs023",0,3,8,0,1,7,1,1,0,0,1,0
"SARs024",518,733,631,642,1270,1673,1087,889,1103,975,340,343
"SARs025",4,2,2,3,6,10,0,1,1,4,0,1
"SARs026",28844,37229,27766,13170,6996,25490,4721,3845,4416,13391,3756,6687
"SARs027",718,843,813,314,271,528,275,264,315,672,273,380
"SARs028",514,499,488,200,184,332,170,143,183,318,135,181
"SARs029",378,941,715,422,317,421,66,42,54,215,94,93
"SARs030",172,159,116,50,44,115,66,65,62,162,73,95
"SARs031",102,135,116,72,148,188,25,27,60,63,60,73
"SARs032",211,67,90,64,102,165,73,82,107,142,112,166
"SARs033",0,0,0,0,0,0,0,0,0,0,0,0
"SARs034",1,0,0,0,1,0,0,0,1,0,0,1
"SARs035",3054,1242,1122,437,891,1524,716,498,773,927,361,493
"SARs036",5,1,0,4,2,3,0,0,1,0,3,1
"SARs037",0,1,0,0,0,3,0,0,1,0,0,0
"SARs038",8662,29124,22287,9722,4136,8045,3664,3986,3501,7663,2848,3035
"SARs039",3939,13699,10098,5691,2646,4544,1512,1784,1956,3961,1236,1297
"SARs040",48,80,77,28,44,51,50,53,60,46,79,46
"SARs041",0,0,0,0,0,6,0,0,0,1,0,1
"SARs042",0,0,1,2,0,0,0,3,2,1,15,6
"SARs043",3,6,6,5,19,17,62,70,79,52,87,69
"SARs044",477,206,200,186,264,325,319,342,410,514,346,426
"SARs045",8,10,26,18,19,25,21,22,22,28,12,16
"SARs046",341,1683,1140,1599,1103,1273,340,455,555,317,122,136
"SARs047",289,261,211,168,259,388,165,98,123,115,69,136
"SARs048",0,0,0,0,0,0,0,0,0,0,0,0
"SARs049",26159,46377,43873,74220,1168,59734,4164,7729,3553,1150,1035,893
"SARs050",1183,179,235,146,1272,1407,804,620,601,459,746,1218
"SARs051",3,5,3,3,28,48,53,56,63,45,55,52
"SARs052",0,0,0,0,0,0,0,0,0,0,0,0
"SARs053",354,1031,818,181,189,202,258,212,117,99,96,69
"SARs054",44,6,11,9,24,30,20,11,3,26,18,22
"SARs055",0,0,0,0,0,0,0,0,0,0,0,0
"SARs056",32,10,19,10,31,33,105,171,134,45,36,41
"SARs057",0,0,0,0,0,0,0,0,0,0,0,0
"SARs058",13,12,19,12,28,28,16,19,30,43,29,37
"SARs059",0,0,0,1,0,1,0,0,0,0,2,0
"SARs060",2,9,7,3,1,2,1,1,2,1,5,4
"SARs061",3785,3879,3474,3298,4446,4550,6233,11978,8353,7467,9465,8067
"SARs062",0,0,0,0,0,0,0,0,0,0,0,0
"SARs063",0,0,0,0,0,0,0,0,0,0,0,0
"SARs064",0,0,0,0,0,0,0,0,0,0,0,0
"SARs065",0,0,0,0,0,0,0,0,0,0,0,0
"SARs066",0,0,0,0,0,0,0,0,0,0,0,0
"SARs067",0,0,0,0,0,0,0,0,0,0,0,0
"SARs068",0,0,0,0,0,0,0,0,0,0,0,0
"SARs069",0,0,0,0,0,0,0,0,0,0,0,0
"SARs070",11,3,7,24,22,41,23,33,36,26,28,20
"SARs071",0,0,0,0,0,0,0,0,0,0,0,0
"SARs072",0,0,0,0,0,0,0,0,0,0,0,0
"SARs073",1575,1836,1901,564,1237,1418,5972,2069,26713,6779,6819,7959
"SARs074",0,0,0,0,0,0,0,0,0,0,0,0
"SARs075",432,281,182,262,270,289,322,207,281,377,200,286
"SARs076",2,3,4,3,4,3,0,3,2,1,2,1
"SARs077",1249,1857,1696,392,425,483,284,137,64,308,88,91
"SARs078",0,0,0,0,0,0,0,0,0,0,0,0
"SARs079",0,1,1,0,0,0,0,0,2,0,0,0
"SARs080",0,0,0,0,0,0,0,0,0,0,0,0
"SARs081",0,0,0,0,0,0,0,0,0,0,0,0
"SARs082",13,39,8,25,37,32,98,75,116,43,39,41
"SARs083",1405,1169,1027,986,1313,1471,3095,3397,2217,1980,2070,2109
"SARs084",0,0,0,0,0,0,0,0,0,0,0,0
"SARs085",23,53,42,51,75,86,38,35,40,27,44,35
"SARs086",41,50,42,9,65,82,187,151,118,66,59,89
"SARs087",0,0,0,0,0,0,0,0,0,0,0,0
"SARs088",0,0,0,0,0,0,0,0,0,0,0,0
"SARs089",3625,1361,1402,2546,6094,6659,1173,922,1460,1558,1385,1665
"SARs090",306,235,202,339,421,480,279,263,321,404,155,195
"SARs091",0,0,0,0,0,0,0,0,0,0,0,0
"SARs092",0,1,0,1,1,0,1,1,1,1,0,0
"SARs093",0,0,0,0,0,0,0,0,0,0,0,0
"SARs094",0,0,0,2,0,1,1,1,0,0,0,0
"SARs095",0,0,0,0,0,0,0,0,0,0,0,0
"SARs096",0,0,0,0,0,0,0,0,0,0,0,0
"SARs097",0,0,0,0,0,0,0,0,0,0,0,0
"SARs098",0,0,0,0,0,0,0,0,0,0,0,0
"SARs099",0,0,0,0,0,0,0,0,0,0,0,0
"SARs100",0,0,0,0,0,0,0,0,0,0,0,0
"SARs101",0,0,0,0,0,0,0,0,0,0,0,0
"SARs102",0,0,0,0,0,0,0,0,0,0,0,0
"SARs103",224,400,294,284,169,297,228,142,170,211,133,189
"SARs104",0,0,0,0,0,0,0,0,0,0,0,0
"SARs105",0,0,0,1,0,1,0,0,0,0,4,3
"SARs106",0,0,0,0,0,0,0,0,0,0,0,0
"SARs107",0,0,0,0,0,0,0,0,0,0,0,0
"SARs108",0,0,0,0,0,0,0,0,0,0,0,0
"SARs109",0,0,0,0,0,0,0,0,0,0,0,0
"SARs110",0,0,0,0,0,0,0,0,0,0,0,0
"SARs111",36,48,42,57,133,163,366,402,126,40,56,31
"SARs112",2,2,1,0,4,4,5,1,2,2,3,2
"SARs113",271,724,700,975,65,879,347,1225,275,61,76,76
"SARs114",0,1,2,1,1,1,0,0,3,1,1,0
"SARs115",45,122,74,110,128,110,99,74,60,151,75,68
"SARs116",10,7,7,25,25,19,53,101,165,15,87,103
"SARs117",91,104,91,136,294,413,274,261,338,275,304,339
"SARs118",174,74,76,134,185,250,119,132,132,77,53,70
"SARs119",267,593,397,467,462,493,430,436,822,402,1709,1477
"SARs120",130,145,94,268,368,399,457,446,631,658,744,615
"SARs121",67,9,13,60,126,154,199,195,578,351,429,453
"SARs122",195,77,65,193,452,423,744,697,886,609,531,670
"SARs123",3,10,4,42,10,13,5,7,17,27,9,15
"SARs124",1,1,3,2,4,4,2,1,7,6,5,8
"SARs125",5,14,9,7,6,14,2,1,5,1,7,2
"SARs126",54,38,38,323,350,325,236,241,154,346,220,229
"SARs127",881,952,783,787,987,1192,1118,844,1424,967,701,762
"SARs128",1,2,8,9,7,13,4,23,26,10,57,33
"SARs129",34,23,32,20,37,24,50,46,32,31,66,54
"SARs130",157,188,161,203,210,283,205,275,320,369,353,333
"SARs131",1,0,0,0,0,4,0,2,5,1,6,6
"SARs132",23,3,2,2,42,53,69,51,92,40,35,41
"SARs133",60,21,26,16,60,73,80,82,140,67,100,110
"SARs134",346,1184,1149,2466,4444,4351,3136,5810,2816,1637,1128,547
"SARs135",196,295,215,361,369,499,451,454,334,421,915,900
"SARs136",3,0,0,1,0,0,3,1,4,0,0,3
"SARs137",2959,1358,1621,1149,2106,2494,6005,7105,9642,7514,11087,9488
"SARs138",2243,7965,6232,1720,1383,1531,5027,1174,24527,14360,7815,8127
"SARs139",0,0,0,0,0,0,0,0,0,0,0,0
"SARs140",0,0,1,2,0,0,0,0,0,0,4,0
"SARs141",3,13,3,0,2,0,8,9,4,1,12,9
"SARs142",6,10,7,21,17,55,40,36,18,15,104,89
"SARs143",806,954,743,1217,1581,1713,1755,1824,1680,2060,1950,1925
"SARs144",207,169,133,69,145,177,327,278,226,135,180,254
"SARs145",10311,3212,2943,5398,9091,13236,6069,3009,5060,6471,4042,5279
"SARs146",2612,4642,4159,3707,3819,4326,978,965,1123,2201,1340,1248
"SARs147",264,52,47,42,225,196,116,66,118,51,46,81
"SARs148",0,0,0,0,0,5,0,3,0,0,0,2
"SARs149",16,15,20,13,17,24,16,19,28,13,54,54
"SARs150",308,135,136,174,419,463,279,267,130,164,109,123
"SARs151",4,38,48,18,33,54,8,26,102,26,28,50
"SARs152",354,726,536,1101,1124,1435,747,873,746,931,843,845
"SARs153",29,33,23,39,46,61,29,40,53,33,120,83
"SARs154",0,0,0,0,0,0,0,0,0,0,0,0
"SARs155",288,716,454,844,1171,1234,915,1336,503,695,578,589
"SARs156",1774,4373,3561,3595,9207,11926,18016,12172,7415,7537,3277,2919
"SARs157",1314,1832,1456,4699,7207,8802,4729,4514,5230,8463,9402,7817
"SARs158",0,0,0,0,0,0,0,0,0,0,0,0
"SARs159",0,0,0,0,0,0,0,0,0,0,0,0
"SARs160",0,0,0,0,0,0,0,0,0,0,0,0
"SARs161",592,606,574,853,966,939,657,887,2357,1211,26654,14897
"SARs162",0,0,0,0,0,0,0,0,0,0,0,0
"SARs163",0,3,7,18,15,5,10,0,2,10,2,6
"SARs164",0,0,0,0,0,0,0,0,0,0,0,0
"SARs165",0,0,0,0,0,0,0,0,0,0,0,0
"SARs166",0,0,0,0,0,1,0,1,0,0,2,0
"SARs167",0,0,0,0,0,0,0,0,0,0,0,0
"SARs168",253,225,198,163,390,474,766,265,122,618,165,167
"SARs169",0,0,0,0,0,0,0,1,0,0,1,2
"SARs170",2682,3203,2832,8519,10242,9268,3275,2422,1878,8980,6985,6265
"SARs171",1022,1042,866,2513,3506,3291,1521,1496,1653,2631,6892,4344
"SARs172",850,1193,875,981,1540,1477,2119,2006,1827,1381,2592,2156
"SARs173",973,1411,1155,3093,4839,4340,3571,6757,1862,2962,6649,5192
"SARs174",289,625,520,860,1092,1297,1164,993,1245,1559,1970,1465
"SARs175",0,0,0,0,0,0,0,0,0,0,0,0
"SARs176",6471,18951,13857,7500,5430,12864,8059,9903,9955,8290,5162,6023
"SARs177",127,181,140,514,896,976,1186,1016,502,2874,38091,35059
"SARs178",0,72,51,0,15,16,0,0,8,0,47,32
"SARs179",655,632,695,1291,1024,890,359,217,410,482,810,761
"SARs180",233,498,394,625,1125,1125,1120,1623,1285,1380,2242,1872
"SARs181",14,12,13,15,30,23,28,29,35,19,28,34
"SARs182",18,95,50,112,120,80,202,332,150,113,237,184
"SARs183",37,143,106,257,332,453,277,285,257,196,509,396
"SARs184",0,0,0,0,0,0,0,0,0,0,0,0
"SARs185",787,3629,3198,14291,19968,17673,962,1401,520,1298,1479,1046
"SARs186",125,188,122,384,582,431,645,733,594,947,1630,1531
"SARs187",133,236,189,267,334,372,550,667,728,715,1401,1137
"SARs188",0,0,0,0,0,0,0,0,0,0,0,0
"SARs189",0,0,0,10,0,0,0,0,3,0,0,12
"SARs190",93,31,54,27,39,55,348,523,132,281,459,686
"SARs191",3,10,25,0,33,27,37,17,32,24,32,30
"SARs192",2,7,13,10,14,16,45,22,79,12,41,59
"SARs193",0,0,0,0,0,0,0,0,0,0,0,0
"SARs194",90,266,162,258,324,238,187,262,233,304,498,432
"SARs195",18857,15934,12359,20364,22440,25466,11282,7261,9552,23727,15259,15353
"SARs196",0,0,0,0,0,1,0,0,0,0,1,1
"SARs197",2,81,37,66,39,58,75,81,75,49,93,93
"SARs198",0,0,0,0,0,0,0,0,0,0,0,0
"SARs199",0,0,0,0,0,0,0,0,0,0,0,0
"SARs200",0,1,0,1,0,0,1,0,0,0,1,0
"SARs201",0,0,0,0,0,0,2,0,0,0,0,1
"SARs202",0,0,0,0,0,0,0,0,0,0,0,0
"SARs203",0,0,0,0,0,0,0,0,0,0,0,0
"SARs204",0,0,0,0,0,0,0,0,0,0,0,0
"SARs205",0,0,0,0,0,0,0,0,0,0,0,0
"SARs206",2,5,3,8,17,1,4,8,0,0,10,4
"SARs207",0,0,0,0,0,0,0,0,0,0,0,0
"SARs208",0,0,0,0,0,0,0,0,0,0,0,0
"SARs209",0,2,1,0,0,0,3,0,1,0,2,1
"SARs210",0,0,0,0,2,0,0,0,0,0,1,0
"SARs211",0,684,510,987,840,399,0,363,3,142,2,4
"SARs212",32155,24577,22563,45791,64865,68591,76100,121301,179721,139187,140443,140457
"SARs213",5,7,5,20,23,32,120,53,77,22,45,64
"SARs214",422,796,515,1116,768,866,1089,1086,1509,781,699,841
"SARs215",0,0,0,0,0,0,0,0,0,0,0,0
"SARs216",0,0,0,0,0,0,0,0,0,0,0,0
"SARs217",582,1149,1008,1062,976,1056,1803,2054,1900,1329,1595,1498
"SARs218",161,100,72,287,441,480,277,258,221,351,356,414
"SARs219",0,27,27,44,8,32,0,0,0,47,0,0
"SARs220",73,208,171,57,53,88,39,87,63,125,30,28
"SARs221",4,12,10,0,4,16,8,26,6,5,26,7
"SARs222",0,0,0,0,0,0,0,0,0,0,0,0
"SARs223",1206,2580,2382,1003,153,169,94,91,117,207,51,54
"SARs224",678,1119,952,172,76,81,34,21,38,18,39,41
"SARs225",0,0,0,0,0,0,0,0,0,0,0,0
"SARs226",107,69,62,117,128,185,238,402,434,414,752,630
"SARs227",120,125,100,28,52,55,309,264,863,175,331,351
"SARs228",44,84,58,33,24,30,103,91,526,102,171,172
