"gene_id","Q12SA014A0_20211014141226__2109SHr1014_2_S14_R1_001.bam","Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam","Q12SA013AQ_20211014141226__2109SHr1013_1_S13_R1_001.bam","Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam","Q12SA017AO_20211014141226__2109SHr1017_5_S17_R1_001.bam","Q12SA018AW_20211014141226__2109SHr1018_6_S18_R1_001.bam","Q12SA016AG_20211014141226__2109SHr1016_4_S16_R1_001.bam","Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam","Q12SA015A8_20211014141226__2109SHr1015_3_S15_R1_001.bam"
"ACCFDFCE_01569",2559,1727,3516,2033,2974,2759,3285,1871,1336
"ACCFDFCE_01570",672,368,641,380,631,572,807,335,248
"ACCFDFCE_01571",1183,977,910,733,458,575,722,791,419
"ACCFDFCE_01572",1751,1657,1710,1223,977,863,1438,1346,637
"ACCFDFCE_01573",2993,2740,2838,2104,1868,1715,2283,2368,1141
"ACCFDFCE_01575",925,1184,1555,897,967,1090,1168,346,599
"ACCFDFCE_01577",4032,7363,6334,8269,6473,6653,7132,5362,2294
"ACCFDFCE_01578",9028,7494,14567,10144,10933,11174,11867,7962,5598
"ACCFDFCE_01579",11433,10141,19562,13515,15029,14484,16652,9941,7487
"ACCFDFCE_01580",4512,3787,7057,5282,6472,6198,7152,4372,2694
"ACCFDFCE_01581",117752,47245,210951,98414,107844,109851,140377,55486,71874
"ACCFDFCE_01582",2106,1417,3175,1165,1722,1619,2215,1084,1104
"ACCFDFCE_01583",3480,2721,5505,2398,3085,3065,3588,2228,2015
"ACCFDFCE_01584",11275,9219,17609,7758,11379,11002,13168,7028,6544
"ACCFDFCE_01585",5292,1592,8849,3078,3090,3238,4183,1000,3381
"ACCFDFCE_01586",17336,9022,25390,26196,12926,11910,15012,23761,10140
"ACCFDFCE_01587",8518,4958,11552,13557,7027,6435,8183,13498,4288
"ACCFDFCE_01588",36143,31466,51849,133180,22598,22345,27024,122024,20373
"ACCFDFCE_01589",25684,23890,40373,112093,18387,17626,22542,97569,15064
"ACCFDFCE_01590",29648,36611,39447,44146,34859,37180,41035,34522,15237
"ACCFDFCE_01591",2,0,0,3,3,3,5,2,2
"ACCFDFCE_01593",22479,13061,33923,18613,19074,21004,22796,12197,14069
"ACCFDFCE_01594",8477,5271,12482,6543,8921,8631,10384,4238,4207
"ACCFDFCE_01595",1936,1949,2753,1520,1277,1296,1520,1183,1108
"ACCFDFCE_01596",2169,2350,3095,1804,1652,1727,1792,1447,1358
"ACCFDFCE_01597",3553,3744,4833,3130,2666,2600,3070,2315,2007
"ACCFDFCE_01598",12066,7075,21306,7248,9464,9648,10780,4692,8645
"ACCFDFCE_01599",3407,2185,5380,2275,2664,2807,3310,1478,2213
"ACCFDFCE_01600",3454,1860,5207,1829,2845,2816,3404,1189,1951
"ACCFDFCE_01601",26467,13031,36710,16949,22876,23027,26541,13903,14460
"ACCFDFCE_01602",2568,1521,3188,1751,1950,1973,2598,1818,1288
"ACCFDFCE_01603",8834,8018,13418,7701,7297,7180,8643,6237,5159
"ACCFDFCE_01604",26200,7555,31110,11069,16126,16186,19770,16658,13350
"ACCFDFCE_01605",24409,26351,42049,20694,22352,21914,25497,20604,15987
"ACCFDFCE_01606",13424,6644,21914,4964,9951,8952,11608,5128,7151
"ACCFDFCE_01607",2421,2780,2811,1281,1769,1573,1968,1893,1123
"ACCFDFCE_01608",12820,9585,20777,5784,8814,8705,10735,5343,7428
"ACCFDFCE_01609",286,246,413,230,255,253,261,207,126
"ACCFDFCE_01610",392,465,518,379,384,396,378,333,236
"ACCFDFCE_01611",200,223,288,172,188,193,264,102,122
"ACCFDFCE_01612",19117,13093,26789,13953,15532,15470,18630,12571,10296
"ACCFDFCE_01613",693,1330,1004,666,791,845,823,476,366
"ACCFDFCE_01614",3040,4426,3536,2932,2296,2566,2629,2838,1525
"ACCFDFCE_01615",820,604,1203,397,768,697,985,743,473
"ACCFDFCE_01616",2303,2775,4168,1329,2301,2208,2749,1535,1556
"ACCFDFCE_01617",750,1046,1282,956,870,891,942,1020,466
"ACCFDFCE_01618",1010,1272,1508,1213,978,1004,1154,1256,647
"ACCFDFCE_01619",2072,1892,2820,2020,2539,2567,2903,2156,1132
"ACCFDFCE_01620",5125,2959,6678,3653,3540,3979,4267,2114,2753
"ACCFDFCE_01621",1521,888,2005,1072,1253,1142,1575,647,707
"ACCFDFCE_01622",7046,6468,9908,4161,5653,4795,7315,6522,3254
"ACCFDFCE_01623",910,862,954,1149,1011,1008,1231,819,379
"ACCFDFCE_01624",1447,594,2471,585,1314,1126,1718,494,725
"ACCFDFCE_01625",1249,335,4323,1844,552,510,662,243,1216
"ACCFDFCE_01627",49948,36678,53191,34563,40620,40038,48430,60438,21131
"ACCFDFCE_01628",38247,11564,48352,34949,32872,32959,38426,38823,18646
"ACCFDFCE_01629",4494,1832,6910,2883,4912,5148,5509,1755,2739
"ACCFDFCE_01630",10747,4238,17072,6193,10274,10412,12258,4429,6534
"ACCFDFCE_01631",11243,13678,14114,8343,8527,8166,10552,9465,5185
"ACCFDFCE_01632",3861,2959,5241,3660,3087,3165,3818,2636,1906
"ACCFDFCE_01633",4637,3503,5576,2747,3524,3102,4314,3980,2187
"ACCFDFCE_01634",6691,3784,8364,3479,3596,4148,4657,3167,3398
"ACCFDFCE_01635",5376,3934,8313,2932,4123,3686,4880,3251,3106
"ACCFDFCE_01636",11149,10304,15924,7249,8577,8384,9958,7850,6404
"ACCFDFCE_01637",1696,1466,2666,1087,1223,1311,1606,965,986
"ACCFDFCE_01638",2130,1755,3142,1266,1637,1657,1972,1045,1260
"ACCFDFCE_01639",1937,1674,2715,1213,1328,1356,1821,1049,960
"ACCFDFCE_01640",5516,4973,9747,3430,5162,4813,6101,3303,3244
"ACCFDFCE_01641",1740,693,2368,689,1016,1372,1430,472,890
"ACCFDFCE_01642",2395,1687,3723,1469,1720,1701,2328,924,1221
"ACCFDFCE_01644",5229,5875,7701,5817,5784,5557,6218,3710,2867
"ACCFDFCE_01645",9872,10723,13248,12066,10168,11117,12003,6906,5139
"ACCFDFCE_01646",15590,16296,21772,19605,17301,17881,18407,13309,8299
"ACCFDFCE_01647",24465,25337,34292,27781,27780,27736,30907,15707,12572
"ACCFDFCE_01650",1515,964,2213,1109,1207,1041,1333,913,753
"ACCFDFCE_01651",1926,1366,2731,1678,1572,1566,1731,1381,1077
"ACCFDFCE_01652",2426,1325,3242,1870,1738,1872,2119,1109,1320
"ACCFDFCE_01653",1832,920,2264,1044,1380,1450,1770,810,938
"ACCFDFCE_01654",513,346,846,2255,478,450,516,250,303
"ACCFDFCE_01655",694,1131,779,1128,596,671,679,847,313
"ACCFDFCE_01656",3942,6472,4952,6694,3678,4020,4378,4133,1821
"ACCFDFCE_01657",438,380,513,350,252,309,377,286,198
"ACCFDFCE_01658",722,902,969,680,693,754,835,519,383
"ACCFDFCE_01659",491,796,668,526,530,522,604,463,259
"ACCFDFCE_01660",6337,2998,7613,7402,3569,3645,4381,2538,2965
"ACCFDFCE_01661",4,5,2,10,9,10,6,6,1
"ACCFDFCE_01662",5,6,20,14,10,13,9,13,7
"ACCFDFCE_01664",7033,4180,10870,3324,5252,5156,6395,2783,4062
"ACCFDFCE_01665",38549,17703,55835,40754,40970,37647,47798,23404,19840
"ACCFDFCE_01666",75,121,95,122,49,56,60,58,31
"ACCFDFCE_01667",203,351,247,390,207,153,213,264,102
"ACCFDFCE_01668",106,181,141,182,85,76,113,160,69
"ACCFDFCE_01669",496,530,550,546,359,347,526,520,183
"ACCFDFCE_01671",687,656,959,509,734,631,849,638,403
"ACCFDFCE_01672",64,39,76,37,41,39,51,30,17
"ACCFDFCE_01673",203,136,280,121,153,166,195,138,86
"ACCFDFCE_01674",118,101,155,76,69,62,96,72,43
"ACCFDFCE_01675",4960,4018,7646,2357,3809,3611,4635,2608,2622
"ACCFDFCE_01676",943,862,1737,536,882,864,1066,514,454
"ACCFDFCE_01677",10,0,14,6,7,5,7,38,3
"ACCFDFCE_01678",58,11,44,37,15,13,24,55,24
"ACCFDFCE_01679",232,478,304,272,202,216,206,298,118
"ACCFDFCE_01680",45,12,63,11,24,18,35,24,32
"ACCFDFCE_01681",29409,44777,49080,18983,29392,26474,33320,14560,17084
"ACCFDFCE_01682",38,47,40,17,24,42,46,20,17
"ACCFDFCE_01683",53,58,50,22,46,43,56,37,27
"ACCFDFCE_01684",65,82,49,44,54,47,54,36,30
"ACCFDFCE_01686",0,0,1,1,1,2,2,0,0
"ACCFDFCE_01687",1,0,0,0,0,0,1,0,3
"ACCFDFCE_01688",2408,6233,2974,2475,3236,2593,3309,4012,1151
"ACCFDFCE_01689",8593,6752,11854,7850,9901,8688,11192,4826,4418
"ACCFDFCE_01690",1314,2095,1454,1461,1039,1123,1255,926,581
"ACCFDFCE_01692",54151,40368,69128,33318,30033,30729,37563,37206,28118
"ACCFDFCE_01693",48,38,41,32,53,15,49,34,20
"ACCFDFCE_01694",663,1054,810,471,652,686,828,367,330
"ACCFDFCE_01695",567,847,607,377,638,566,690,352,246
"ACCFDFCE_01696",1360,1124,2012,1015,1353,1386,1821,447,686
"ACCFDFCE_01697",2005,2790,2766,1695,1932,1974,2121,1364,1097
"ACCFDFCE_01698",2695,3590,3478,1935,2645,2714,3096,1359,1402
"ACCFDFCE_01699",35,16,27,18,9,12,9,17,9
"ACCFDFCE_01700",18474,6740,19678,10531,7444,6917,10737,18310,6912
"ACCFDFCE_01701",35102,11534,39187,19755,12636,16215,17102,27199,16322
"ACCFDFCE_01702",432,242,312,223,261,219,327,414,151
"ACCFDFCE_01703",171,109,149,130,97,90,120,172,75
"ACCFDFCE_01704",384,262,321,215,202,205,266,358,118
"ACCFDFCE_01705",1586,573,2294,596,1125,1101,1450,506,865
"ACCFDFCE_01706",24,35,43,20,17,25,44,14,10
"ACCFDFCE_01707",490,470,901,310,566,541,697,282,283
"ACCFDFCE_01708",161,178,258,129,289,163,242,116,81
"ACCFDFCE_01710",158,178,263,124,167,165,231,128,104
"ACCFDFCE_01711",670,784,838,544,718,659,858,544,297
"ACCFDFCE_01712",1571,1823,1983,2171,1562,1518,1806,1583,728
"ACCFDFCE_01713",1450,1454,1613,1676,1311,1452,1599,1028,587
"ACCFDFCE_01714",27,1083,45,96,1046,764,1128,578,25
"ACCFDFCE_01715",32,1146,42,78,1127,778,1184,664,19
"ACCFDFCE_01716",33,1036,46,87,1084,895,1216,666,21
"ACCFDFCE_01717",32,1195,46,95,1181,967,1206,661,16
"ACCFDFCE_01718",17,1298,43,107,1343,1035,1607,812,19
"ACCFDFCE_01719",10,1040,21,70,1107,837,1207,613,10
"ACCFDFCE_01720",28,14,47,12,194,122,231,115,15
"ACCFDFCE_01721",373,2603,640,232,875,768,965,707,271
"ACCFDFCE_01722",229,1787,382,133,538,520,585,398,145
"ACCFDFCE_01723",311,3346,524,249,1104,857,977,939,225
"ACCFDFCE_01724",389,6148,630,456,1693,1497,1771,1726,251
"ACCFDFCE_01725",98,1418,148,90,468,366,487,452,62
"ACCFDFCE_01726",304,4274,437,349,1495,1331,1546,1452,189
"ACCFDFCE_01727",956,13135,1463,1158,5873,4789,6071,4873,601
"ACCFDFCE_01728",52,627,46,42,231,185,258,173,21
"ACCFDFCE_01729",33,58,49,60,66,65,68,59,16
"ACCFDFCE_01730",13,33,22,43,47,32,62,29,7
"ACCFDFCE_01732",81,4,91,93,5,3,4,8,24
"ACCFDFCE_01733",1952,1043,3130,1023,1535,1272,1957,626,983
"ACCFDFCE_01743",225,360,268,219,255,187,390,146,87
"ACCFDFCE_01744",2282,2598,3194,1761,1701,1827,2096,1687,1300
"ACCFDFCE_01745",2032,2517,3103,1589,1797,1701,2102,1632,1187
"ACCFDFCE_01746",1858,2004,2698,1427,1794,1673,2143,1354,974
"ACCFDFCE_01747",11883,3276,18089,3668,5425,4901,6105,4398,6652
"ACCFDFCE_01748",2373,2665,2706,1639,1611,1524,1849,2301,1101
"ACCFDFCE_01749",1174,1029,1298,763,812,769,939,919,500
"ACCFDFCE_01750",6814,4165,10133,5172,6897,6076,7857,4182,3628
"ACCFDFCE_01751",11722,7178,16600,8547,10334,10688,12025,6869,6444
"ACCFDFCE_01752",95,64,140,89,81,76,155,80,51
"ACCFDFCE_01753",5829,5730,9529,4495,3882,3661,4750,4219,2840
"ACCFDFCE_01754",7298,6250,11633,6896,7495,7377,8275,6243,4451
"ACCFDFCE_01755",20636,19029,33238,22220,21124,22110,23986,19221,12663
"ACCFDFCE_01756",10081,7372,16192,8895,10353,10623,12065,5388,6105
"ACCFDFCE_01757",5072,4844,4728,3327,3668,3471,4944,4283,1695
"ACCFDFCE_01758",278,93,329,121,136,117,151,89,104
"ACCFDFCE_01759",753,390,897,341,460,470,675,381,325
"ACCFDFCE_01760",937,660,1146,617,744,689,944,677,435
"ACCFDFCE_01761",1638,913,2155,1074,1488,1403,1682,1254,864
"ACCFDFCE_01762",1329,695,1540,657,968,903,1215,642,605
"ACCFDFCE_01763",22419,9113,30207,18913,20182,21132,23879,12715,11793
"ACCFDFCE_01764",169,78,180,69,108,116,133,63,75
"ACCFDFCE_01765",2101,1182,2808,1189,1249,1095,1560,672,1057
"ACCFDFCE_01766",6520,4211,9949,3804,4580,4311,5477,2460,3527
"ACCFDFCE_01767",260,261,233,206,147,171,242,173,93
"ACCFDFCE_01768",1406,1529,1781,1323,1182,1288,1522,993,658
"ACCFDFCE_01769",150,336,224,178,136,121,154,108,92
"ACCFDFCE_01770",193,421,322,280,198,162,188,114,116
"ACCFDFCE_01771",588,314,676,507,434,443,540,423,252
"ACCFDFCE_01773",1,0,0,1,0,0,0,0,0
"ACCFDFCE_01806",24679,15023,43283,16039,20488,18981,23679,11702,15251
"ACCFDFCE_01807",6285,10106,10518,5176,6959,6441,7863,5067,3559
"ACCFDFCE_01808",3077,4078,4928,2046,3545,3062,4168,2147,1509
"ACCFDFCE_01809",4292,3107,5641,2319,2708,2913,3671,2360,2261
"ACCFDFCE_01810",5532,3104,9120,2356,4866,4450,5985,2085,3361
"ACCFDFCE_01811",324,612,451,311,368,377,443,301,192
"ACCFDFCE_01812",678,324,914,295,475,346,602,257,310
"ACCFDFCE_01813",241,273,285,176,211,211,286,202,123
"ACCFDFCE_01814",7058,3991,14302,2594,4454,4657,5749,2757,4755
"ACCFDFCE_01815",2048,1869,3150,1544,1692,1747,2074,1072,1160
"ACCFDFCE_01816",3905,3836,5933,2799,3768,3899,4587,2054,2256
"ACCFDFCE_01817",1103,993,1639,663,1292,1093,1500,585,545
"ACCFDFCE_01818",645,1079,838,441,648,576,740,633,285
"ACCFDFCE_01819",2637,1170,4527,1474,2207,1998,2671,1068,1359
"ACCFDFCE_01820",2249,650,3912,766,1915,1736,2407,640,1236
"ACCFDFCE_01821",347,103,483,137,292,241,423,117,172
"ACCFDFCE_01822",797,601,1020,528,752,691,914,288,374
"ACCFDFCE_01823",2335,2423,2892,2262,2146,2100,2475,2272,1030
"ACCFDFCE_01824",3138,2913,3703,3132,2638,2748,3141,2361,1336
"ACCFDFCE_01825",193,104,223,120,166,115,226,141,53
"ACCFDFCE_01826",3127,2334,4376,2996,3192,2439,3556,1858,1414
"ACCFDFCE_01827",3959,1909,4367,3136,1902,2040,2669,1542,1670
"ACCFDFCE_01828",1044,1180,1188,1186,1033,1025,1220,940,475
"ACCFDFCE_01829",1812,2762,2347,1726,1645,1493,1935,1398,837
"ACCFDFCE_01830",2288,3335,3053,2042,1990,1928,2287,1482,1204
"ACCFDFCE_01831",674,1068,893,679,555,658,703,449,311
"ACCFDFCE_01832",755,967,1011,688,780,717,931,417,385
"ACCFDFCE_01833",4740,4459,6205,2850,4331,3997,5369,1587,2293
"ACCFDFCE_01835",1211,586,1246,535,890,944,1135,407,517
"ACCFDFCE_01837",24,39,24,11,23,19,25,17,16
"ACCFDFCE_01838",704,585,823,395,485,448,590,516,294
"ACCFDFCE_01839",1170,882,1376,698,942,858,1087,723,513
"ACCFDFCE_01840",13645,4310,11718,4790,7049,6110,8732,9554,5610
"ACCFDFCE_01841",323,331,463,142,219,218,301,154,133
"ACCFDFCE_01842",541,478,859,236,448,446,537,138,307
"ACCFDFCE_01843",2285,1031,3205,1173,1566,1628,2096,1263,1288
"ACCFDFCE_01844",778,774,909,711,638,644,756,579,348
"ACCFDFCE_01845",3049,2275,4150,2196,2293,2268,2810,1377,1460
"ACCFDFCE_01847",7002,7298,8751,6119,3905,4095,4753,7036,3432
"ACCFDFCE_01848",5031,4438,5904,3818,2693,3009,3480,3087,2388
"ACCFDFCE_01849",657,579,893,432,466,441,625,339,262
"ACCFDFCE_01850",8648,7214,9185,13016,7866,8608,8996,7124,3704
"ACCFDFCE_01851",3139,2899,4096,1966,2236,2049,2709,2118,1536
"ACCFDFCE_01852",1363,2190,1717,1254,1049,1097,1376,1684,631
"ACCFDFCE_01853",1139,2105,1524,1182,1022,1064,1134,1445,625
"ACCFDFCE_01854",385,436,406,272,311,258,358,253,170
"ACCFDFCE_01855",1467,690,1907,711,899,858,1181,836,695
"ACCFDFCE_01856",3602,1802,4504,2128,2298,2096,3028,1888,1639
"ACCFDFCE_01857",707,534,1033,1681,991,857,1170,1045,380
"ACCFDFCE_01858",205,164,357,613,279,255,428,375,128
"ACCFDFCE_01859",484,358,708,384,348,475,449,220,300
"ACCFDFCE_01860",1778,1337,2669,1287,1456,1461,1720,951,1032
"ACCFDFCE_01861",4334,4304,6584,3977,4749,4094,5070,3538,2413
"ACCFDFCE_01862",4158,3759,5985,3606,4493,4685,5281,3041,2088
"ACCFDFCE_01863",913,1474,1177,599,1129,1078,1289,834,499
"ACCFDFCE_01864",984,1444,1193,739,1012,1083,1244,643,449
"ACCFDFCE_01865",15272,7736,17311,21167,14113,14976,15649,8494,6669
"ACCFDFCE_01866",507,488,650,449,496,527,551,351,274
"ACCFDFCE_01867",3635,2613,5527,2958,3607,3503,4512,1946,1585
"ACCFDFCE_01868",17502,9711,24875,13833,13259,14639,15300,6727,10348
"ACCFDFCE_01869",9092,12613,13950,6683,9296,9484,10521,10995,5360
"ACCFDFCE_01870",3450,3461,5238,3046,3808,3554,4275,2280,1965
"ACCFDFCE_01871",142,97,224,104,151,144,204,63,79
"ACCFDFCE_01873",498,323,758,304,342,299,551,337,269
"ACCFDFCE_01874",1116,910,1317,693,1418,1227,1628,1108,485
"ACCFDFCE_01875",4605,4363,6053,3357,4098,3274,4325,2767,2204
"ACCFDFCE_01876",2158,1796,2817,1595,1724,1857,2233,1124,1125
"ACCFDFCE_01877",2164,1806,2485,1366,1916,1603,2283,1138,920
"ACCFDFCE_01878",5263,7845,6672,7307,7163,6161,8608,7768,2558
"ACCFDFCE_01879",2678,2484,4258,2022,2172,2262,2738,2231,1814
"ACCFDFCE_01880",3892,3805,6313,2945,3961,3704,4381,3592,2444
"ACCFDFCE_01881",1650,1229,2481,1022,1273,1317,1612,1094,1016
"ACCFDFCE_01882",4211,3522,6568,2703,3899,3509,4395,3388,2483
"ACCFDFCE_01883",824,774,888,532,585,498,957,688,284
"ACCFDFCE_01884",16,8,26,4,12,18,32,8,22
"ACCFDFCE_01885",9273,4868,14197,6507,7985,8061,9238,4259,5187
"ACCFDFCE_01886",180,107,226,202,365,281,481,397,99
"ACCFDFCE_01887",1047,631,1449,984,2282,1911,2742,2065,600
"ACCFDFCE_01888",1613,6398,2840,4527,28907,23457,34512,19615,1334
"ACCFDFCE_01889",117,731,127,135,247,197,275,357,60
"ACCFDFCE_01890",94,723,108,169,404,259,325,581,54
"ACCFDFCE_01891",525,561,894,463,611,638,741,477,299
"ACCFDFCE_01892",304,293,490,325,516,472,628,241,136
"ACCFDFCE_01893",220,225,381,164,420,358,556,99,101
"ACCFDFCE_01894",2178,2002,3481,862,2119,1954,2419,1437,1237
"ACCFDFCE_01895",612,403,1020,277,547,562,665,304,341
"ACCFDFCE_01896",175,48,236,82,118,127,148,40,88
"ACCFDFCE_01897",21,16,37,21,23,28,31,23,21
"ACCFDFCE_01898",8661,7863,12048,8356,7655,7932,9003,10335,4544
"ACCFDFCE_01899",1134,1327,1856,1133,1196,907,1477,1802,501
"ACCFDFCE_01900",3379,1843,5491,1997,2840,3045,3572,1581,1927
"ACCFDFCE_01901",2175,1471,2636,1459,2087,1946,2456,1602,1043
"ACCFDFCE_01902",2104,1250,3060,1304,1614,1683,2023,849,1193
"ACCFDFCE_01903",4525,4841,7834,2598,5520,5707,6589,3543,3092
"ACCFDFCE_01905",34589,46130,67947,21527,127667,86084,125320,116812,27801
"ACCFDFCE_01906",18377,17628,39460,12975,31882,26639,35476,31064,14800
"ACCFDFCE_01907",2709,2339,5383,1808,3709,3712,4555,3655,2357
"ACCFDFCE_01908",26218,22398,53499,16728,32648,32939,45119,33399,22641
"ACCFDFCE_01909",11881,8260,23014,6443,12018,13294,15164,9109,9801
"ACCFDFCE_01910",1889,2352,2444,2189,1491,1695,1789,1478,1004
"ACCFDFCE_01911",4403,5947,6339,4882,4369,4107,4898,3499,2332
"ACCFDFCE_01912",1370,1173,1623,973,1475,1258,1834,900,642
"ACCFDFCE_01913",32,24,34,30,27,28,38,28,13
"ACCFDFCE_01914",81,85,72,100,50,67,72,33,23
"ACCFDFCE_01915",265,330,272,352,234,253,295,171,92
"ACCFDFCE_01916",4479,3670,6235,2591,2950,3062,3383,1696,2345
"ACCFDFCE_01917",1634,1397,1803,1546,1309,1206,1516,1509,684
"ACCFDFCE_01918",1581,1439,1989,1302,2296,2164,2800,1847,766
"ACCFDFCE_01919",1314,1296,1740,821,804,838,947,579,694
"ACCFDFCE_01920",595,628,890,379,519,509,507,351,344
"ACCFDFCE_01921",524,522,651,353,347,369,443,257,257
"ACCFDFCE_01922",549,511,765,331,439,389,563,269,258
"ACCFDFCE_01924",222,74,286,313,165,180,204,262,151
"ACCFDFCE_01925",319,133,493,400,331,312,330,400,182
"ACCFDFCE_01926",31,13,53,46,26,24,18,39,14
"ACCFDFCE_01927",247,92,413,307,294,278,332,271,139
"ACCFDFCE_01928",337,125,616,408,357,403,383,276,239
"ACCFDFCE_01929",203,94,409,247,263,244,254,179,140
"ACCFDFCE_01930",243,75,449,230,259,277,298,182,165
"ACCFDFCE_01931",101,49,188,96,116,119,112,66,75
"ACCFDFCE_01932",243,128,467,246,250,276,293,159,178
"ACCFDFCE_01938",600,785,750,470,453,411,521,512,346
"ACCFDFCE_01939",2104,2624,2738,1761,1726,1744,2116,1545,1111
"ACCFDFCE_01940",5612,2770,9575,2977,5446,5095,6328,1570,3450
"ACCFDFCE_01941",2419,1359,4053,1271,2356,2226,2892,789,1460
"ACCFDFCE_01942",1996,1189,3217,1300,1910,1873,2200,613,1259
"ACCFDFCE_01943",5465,3272,8755,3891,5214,4953,5965,1861,3225
"ACCFDFCE_01944",2510,1417,3801,1841,2681,2493,2914,917,1382
"ACCFDFCE_01945",4395,1772,5627,2227,3530,3298,4939,1423,1785
"ACCFDFCE_01946",1183,632,1703,842,1165,1003,1389,460,584
"ACCFDFCE_01947",3295,3753,4213,3861,3235,3470,3898,2669,1712
"ACCFDFCE_01948",1333,1935,1870,1918,1669,1597,1745,1633,693
"ACCFDFCE_01949",878,1102,1090,1201,1000,915,1046,1026,457
"ACCFDFCE_01950",3174,3449,4290,3795,2902,3097,3475,2951,1456
"ACCFDFCE_01951",528,430,764,512,570,574,671,288,269
"ACCFDFCE_01952",35,47,45,37,39,30,37,23,12
"ACCFDFCE_01953",99,178,126,143,122,118,145,107,61
"ACCFDFCE_01954",34,71,29,58,51,45,58,19,10
"ACCFDFCE_01955",363,3091,587,591,1289,1192,1519,819,225
"ACCFDFCE_01956",148,875,163,150,314,302,417,237,66
"ACCFDFCE_01957",1572,1639,1804,1290,1073,1036,1371,1127,701
"ACCFDFCE_01958",3752,4342,4934,3720,3062,3215,3538,3947,1871
"ACCFDFCE_01959",2629,2980,3208,2772,2268,2290,2807,2616,1243
"ACCFDFCE_01960",4265,2393,6365,2383,3522,3798,4515,1617,2478
"ACCFDFCE_01961",1894,1042,2638,1793,1407,985,1899,955,946
"ACCFDFCE_01962",78,60,112,50,50,47,84,41,49
"ACCFDFCE_01963",64,47,67,51,48,45,56,39,28
"ACCFDFCE_01964",1389,1398,1678,2092,1145,1080,1403,1465,664
"ACCFDFCE_01965",859,799,1031,1083,586,718,741,726,472
"ACCFDFCE_01966",1626,1559,1610,1457,894,844,1057,1704,705
"ACCFDFCE_01967",435,312,441,434,182,207,234,348,212
"ACCFDFCE_01968",468,466,580,575,298,304,331,488,229
"ACCFDFCE_01969",490,464,612,517,290,273,323,443,198
"ACCFDFCE_01970",390,327,447,407,208,222,269,279,135
"ACCFDFCE_01972",14,31,19,10,12,5,12,19,1
"ACCFDFCE_01973",997,535,1470,583,946,849,1036,1112,549
"ACCFDFCE_01974",1745,738,2192,939,1616,1445,1815,880,795
"ACCFDFCE_01975",1731,1265,2428,1342,1197,1258,1463,895,939
"ACCFDFCE_01976",4661,3124,6627,3222,3470,3405,4072,2277,2489
"ACCFDFCE_01977",300,165,514,186,250,227,333,150,176
"ACCFDFCE_01978",5292,7335,6378,5529,4147,4298,4923,5550,2675
"ACCFDFCE_01979",15283,21751,19787,16623,12359,14073,14507,16697,7958
"ACCFDFCE_01980",9879,15151,12765,11344,8406,8486,9359,12537,5096
"ACCFDFCE_01981",11719,16494,14248,13101,9155,9571,10717,13741,5607
"ACCFDFCE_01982",5189,7897,6927,5975,4697,4653,5296,6581,2695
"ACCFDFCE_01983",4990,6873,6277,5288,3898,4063,4567,5300,2426
"ACCFDFCE_01984",3733,4701,3996,3696,2809,2531,3226,4208,1580
"ACCFDFCE_01985",7365,9127,9509,7635,5800,6081,6831,8203,3768
"ACCFDFCE_01986",3072,3684,3619,3313,2240,2473,2888,3316,1655
"ACCFDFCE_01987",15879,18076,21887,18217,14188,14781,15436,17288,8963
"ACCFDFCE_01988",7824,8420,11133,9057,6492,7244,7533,8290,4585
"ACCFDFCE_01989",20685,21662,27597,23429,17245,18209,20490,23513,10615
"ACCFDFCE_01990",6942,8900,9406,7823,6509,6525,7222,8574,3590
"ACCFDFCE_01991",428,356,493,360,317,348,361,282,218
"ACCFDFCE_01992",725,683,888,532,544,575,664,504,360
"ACCFDFCE_01993",929,543,870,538,401,507,528,557,352
"ACCFDFCE_01994",1301,811,1351,798,776,755,939,792,588
"ACCFDFCE_01995",751,333,687,349,414,395,558,318,297
"ACCFDFCE_01996",1243,1563,1225,1071,615,852,963,1167,430
"ACCFDFCE_01997",1984,2919,1926,2017,1943,1972,2453,2641,850
"ACCFDFCE_01998",1937,3800,2861,1111,1285,1255,1576,1173,1136
"ACCFDFCE_01999",3630,2148,5126,1893,2462,2671,3272,1851,1874
"ACCFDFCE_02000",4273,3509,5259,3022,3642,3388,4620,2461,2092
"ACCFDFCE_02001",19783,12633,26964,14983,20230,19710,22579,14543,10782
"ACCFDFCE_02002",1230,393,1660,510,779,862,1127,277,550
"ACCFDFCE_02003",788,517,695,600,351,328,466,526,301
"ACCFDFCE_02005",740,537,705,473,420,321,616,451,226
"ACCFDFCE_02006",383,198,393,245,210,188,287,266,155
"ACCFDFCE_02007",340,209,411,205,223,240,308,175,172
"ACCFDFCE_02008",716,250,723,403,352,309,422,294,225
"ACCFDFCE_02009",1018,1107,1474,1483,1181,1229,1233,1133,567
"ACCFDFCE_02010",771,749,1057,989,774,814,901,644,379
"ACCFDFCE_02011",2206,2168,2410,1610,1528,1487,2057,1536,958
"ACCFDFCE_02012",7580,8498,11218,7256,5077,5516,6027,5134,4536
"ACCFDFCE_02013",21727,31306,30182,23629,16976,16527,19119,20261,11520
"ACCFDFCE_02014",5995,8733,7501,6430,4497,4367,5124,5603,2901
