"gene_id","N_A","N_B","N_C","N0A","N0B","N0C","N2A","N2B","N2C","N5A","N5B","N5C","N10A","N10B","N10C","N20A","N20B","N20C","N30A","N30B","N30C"
"gene-NWMN_RS01245",24,7,75,40,26,55,43,40,59,49,50,37,38,52,16,22,27,20,38,20,20
"gene-NWMN_RS01250",3,0,8,6,3,4,7,1,4,2,4,3,1,6,0,3,1,0,5,2,1
"gene-NWMN_RS01255",3,2,8,6,4,8,4,3,11,5,6,8,4,2,3,2,1,1,5,2,0
"gene-NWMN_RS01260",5,3,24,10,3,7,11,4,9,7,7,7,4,9,1,12,3,1,4,4,1
"gene-NWMN_RS01265",2,0,10,3,3,3,6,2,4,4,2,8,1,3,3,3,3,2,1,4,1
"gene-NWMN_RS01270",251,221,445,402,348,310,309,268,315,243,284,205,150,152,102,145,149,67,128,108,58
"gene-NWMN_RS01275",868,570,509,620,708,468,1010,559,511,355,320,303,216,470,140,204,161,126,136,136,76
"gene-NWMN_RS01280",26,14,11,22,23,32,18,14,26,10,11,4,3,15,1,6,6,4,5,8,1
"gene-NWMN_RS01285",60,27,44,35,33,38,27,34,28,14,15,18,6,26,7,10,3,4,9,5,1
"gene-NWMN_RS01290",118,52,63,50,71,45,118,56,65,38,45,39,19,69,15,27,22,20,23,17,6
"gene-NWMN_RS01295",3,3,14,5,10,8,9,8,6,0,5,3,0,4,3,4,2,3,1,0,1
"gene-NWMN_RS01300",2,1,11,3,5,8,4,5,5,3,3,5,1,12,4,3,5,1,1,3,1
"gene-NWMN_RS01305",12,5,17,10,12,28,23,15,16,8,12,16,6,9,9,2,6,1,9,10,1
"gene-NWMN_RS01310",30,29,32,33,31,34,42,22,28,18,21,14,10,30,13,12,11,11,21,5,6
"gene-NWMN_RS01315",56,37,40,30,41,27,37,43,13,22,16,23,22,39,10,21,12,8,17,19,5
"gene-NWMN_RS15680",11,5,3,9,3,6,6,6,5,3,1,4,1,7,4,2,0,2,1,3,1
"gene-NWMN_RS01320",4,3,7,6,8,7,10,5,3,5,9,3,7,13,1,3,2,2,8,1,0
"gene-NWMN_RS01325",10,5,10,11,11,8,8,6,10,5,7,3,4,5,2,8,6,3,4,2,1
"gene-NWMN_RS01330",11,2,14,14,8,16,17,9,14,8,9,7,5,8,7,11,4,3,5,2,6
"gene-NWMN_RS01335",11,3,20,13,12,11,9,11,8,6,5,9,4,8,6,10,8,5,6,5,3
"gene-NWMN_RS01340",10,4,25,19,19,17,13,24,16,12,11,2,3,15,9,13,14,7,11,6,1
"gene-NWMN_RS01345",10,6,22,15,10,16,14,11,13,11,10,14,8,19,9,10,12,5,4,8,3
"gene-NWMN_RS01350",8,2,26,11,24,35,19,19,19,22,20,17,9,22,6,14,8,6,13,7,6
"gene-NWMN_RS01355",12,3,13,10,14,24,13,14,16,13,7,9,2,13,1,5,2,6,8,5,0
"gene-NWMN_RS01360",33,32,46,41,27,39,53,33,48,39,26,23,19,50,12,16,14,9,10,13,2
"gene-NWMN_RS01365",268,353,139,65,454,174,60,116,140,210,95,240,145,356,98,111,115,48,58,62,21
"gene-NWMN_RS01370",804,1153,492,497,1168,367,334,423,305,261,237,288,150,299,109,143,143,96,138,91,38
"gene-NWMN_RS01375",274,156,517,344,325,297,485,238,349,484,415,228,192,376,83,163,158,83,151,134,43
"gene-NWMN_RS01385",177,231,338,204,286,274,177,183,271,261,159,481,265,837,230,164,227,185,158,113,116
"gene-NWMN_RS01390",178,249,254,156,225,251,188,146,216,239,130,353,191,658,224,172,209,176,122,92,100
"gene-NWMN_RS01395",670,646,535,550,600,446,546,492,435,458,448,253,238,479,134,208,174,107,172,160,66
"gene-NWMN_RS01400",6,12,8,15,10,6,5,10,7,7,11,5,3,4,4,7,4,7,9,6,4
"gene-NWMN_RS01405",13,8,22,12,11,8,12,10,13,11,11,12,13,8,8,6,9,6,7,7,5
"gene-NWMN_RS01410",24,21,26,21,26,19,25,18,19,23,12,20,12,33,7,20,6,8,11,13,5
"gene-NWMN_RS01415",87,115,82,81,113,65,127,53,81,155,117,99,112,272,62,98,75,39,53,58,24
"gene-NWMN_RS01420",44,48,55,47,53,30,79,24,42,87,68,55,45,141,28,31,43,25,24,23,16
"gene-NWMN_RS01425",28,28,37,44,64,35,50,44,33,46,57,32,15,32,12,15,17,8,18,16,6
"gene-NWMN_RS01430",247,156,124,150,162,92,140,91,84,67,70,62,45,98,47,51,43,38,42,35,13
"gene-NWMN_RS01435",197,177,195,174,169,148,204,114,186,155,147,124,111,169,63,89,69,70,80,64,40
"gene-NWMN_RS01440",11,8,16,5,7,9,4,5,11,13,7,7,7,8,7,3,3,4,14,4,8
"gene-NWMN_RS01445",429,271,1539,698,776,1018,758,524,771,792,837,691,468,564,394,446,439,347,581,313,288
"gene-NWMN_RS01450",83,43,136,137,95,108,134,120,94,96,90,58,52,72,33,45,47,41,62,25,27
"gene-NWMN_RS01455",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"gene-NWMN_RS01460",0,0,1,0,0,1,1,2,2,1,3,2,0,2,0,1,1,0,1,0,1
"gene-NWMN_RS01465",192,167,257,224,241,156,270,185,152,157,237,79,65,107,26,71,57,41,59,47,17
"gene-NWMN_RS01470",164,157,198,163,195,130,163,168,131,156,183,88,58,80,39,64,48,38,48,32,18
"gene-NWMN_RS01475",33,23,63,39,18,53,44,23,54,24,24,37,15,13,25,28,15,47,32,10,21
"gene-NWMN_RS01480",24,8,44,25,12,26,30,12,38,16,8,25,11,10,16,10,2,25,12,6,14
"gene-NWMN_RS01485",191,105,108,97,158,87,213,114,98,96,107,63,56,149,37,51,58,36,49,33,14
"gene-NWMN_RS01490",41,18,107,45,33,92,58,31,74,37,23,67,27,18,49,36,14,45,53,17,33
"gene-NWMN_RS01495",6,4,45,10,12,21,17,6,20,13,4,36,9,6,19,11,3,21,11,3,8
"gene-NWMN_RS01500",9,5,30,23,10,27,17,4,21,14,10,12,6,7,11,14,3,20,8,6,11
"gene-NWMN_RS01505",0,0,2,0,0,1,4,0,3,0,0,1,0,2,1,1,0,1,0,1,0
"gene-NWMN_RS01610",2,0,9,1,1,3,2,2,3,1,2,6,0,2,3,0,2,3,1,1,2
"gene-NWMN_RS01615",5,3,40,16,8,23,7,6,13,6,4,11,6,7,13,12,7,9,16,3,12
"gene-NWMN_RS01620",4,4,16,3,9,11,2,5,10,5,3,4,4,4,7,8,6,8,10,3,2
"gene-NWMN_RS01625",9,3,18,6,6,11,10,5,13,6,5,12,5,7,10,9,4,6,8,4,3
"gene-NWMN_RS01630",5,4,21,10,5,18,16,8,15,8,8,19,7,3,10,5,3,5,11,2,8
"gene-NWMN_RS01635",15,8,63,17,19,35,25,14,34,17,22,26,14,12,23,16,12,16,29,6,15
"gene-NWMN_RS01640",8,5,8,12,3,9,7,1,8,2,3,4,4,6,6,5,5,7,9,3,2
"gene-NWMN_RS01645",33,25,76,67,51,63,57,36,80,37,27,56,37,34,38,59,31,44,43,18,17
"gene-NWMN_RS01650",35,15,85,35,31,57,36,25,60,35,26,79,18,14,56,39,19,53,54,11,36
"gene-NWMN_RS01655",28,18,215,68,61,131,71,46,119,59,38,131,42,38,80,102,32,81,106,42,55
"gene-NWMN_RS01660",66,37,257,122,102,224,125,91,179,111,66,193,61,64,136,136,59,146,148,54,89
"gene-NWMN_RS01665",52,35,190,81,73,148,63,43,110,71,38,117,43,38,71,69,24,89,76,35,73
"gene-NWMN_RS01670",14,11,32,14,20,19,21,13,28,14,7,30,12,10,18,17,11,16,13,4,15
"gene-NWMN_RS01675",90,42,283,121,105,206,112,73,186,132,67,213,58,56,143,127,56,177,158,47,110
"gene-NWMN_RS01680",167,75,497,219,168,357,236,142,381,216,152,368,118,89,251,205,91,291,265,84,202
"gene-NWMN_RS15835",18,13,66,14,15,49,29,7,41,20,21,40,16,10,43,19,17,31,27,10,28
"gene-NWMN_RS01685",46,20,176,57,52,122,67,39,113,62,41,115,53,27,70,68,40,99,95,32,57
"gene-NWMN_RS01690",38,13,107,35,39,100,49,24,84,45,28,83,19,24,54,43,18,59,62,19,38
"gene-NWMN_RS01695",58,30,269,97,95,216,96,59,182,111,80,183,50,64,118,119,53,176,110,54,104
"gene-NWMN_RS01700",43,31,163,54,48,124,55,40,113,50,42,116,48,35,77,72,25,95,64,34,64
"gene-NWMN_RS01705",81,36,310,124,93,236,106,51,193,109,76,192,62,63,156,122,64,172,169,56,97
"gene-NWMN_RS01710",34,15,133,40,43,89,70,26,72,46,31,90,20,22,46,58,23,63,59,21,47
"gene-NWMN_RS01715",15,9,86,34,21,66,39,13,58,28,28,64,26,7,39,45,15,48,55,9,48
"gene-NWMN_RS01720",259,132,806,353,325,610,381,218,624,333,210,601,229,161,400,353,166,411,436,133,282
"gene-NWMN_RS01725",57,32,170,54,61,103,65,39,114,63,34,111,35,43,69,62,39,89,88,33,60
"gene-NWMN_RS01730",80,32,296,118,97,237,108,86,241,87,72,187,70,54,172,121,58,186,184,63,121
"gene-NWMN_RS01735",33,16,125,49,37,105,46,33,75,41,29,82,28,23,73,54,15,72,66,22,47
"gene-NWMN_RS01740",36,18,181,65,58,137,66,42,144,67,40,129,48,34,109,97,44,117,102,47,77
"gene-NWMN_RS01745",6,4,33,13,16,23,13,10,19,18,10,33,7,4,19,8,12,18,16,5,9
"gene-NWMN_RS01750",0,0,8,0,3,3,7,1,5,5,4,7,4,2,4,5,0,5,1,3,3
"gene-NWMN_RS01755",9,6,14,7,10,11,10,7,9,5,4,16,1,4,7,5,3,5,4,2,4
"gene-NWMN_RS01760",13,2,55,23,19,32,21,18,31,6,11,32,10,10,24,16,9,15,14,5,13
"gene-NWMN_RS01765",3,2,19,7,4,20,5,1,20,8,6,17,5,5,9,10,3,7,10,1,12
"gene-NWMN_RS01770",8,6,14,12,10,6,13,3,13,6,9,14,4,13,8,12,3,7,9,3,6
"gene-NWMN_RS01790",261,241,210,221,257,176,191,188,170,143,149,87,66,150,42,58,48,40,58,35,30
"gene-NWMN_RS01795",89,124,147,98,122,93,84,93,86,82,81,51,33,75,22,23,27,25,27,32,15
"gene-NWMN_RS01800",0,1,0,2,2,1,1,0,2,0,0,2,0,2,1,1,0,0,0,1,1
"gene-NWMN_RS01805",57,55,113,90,111,78,75,54,80,61,66,73,40,47,33,30,27,31,35,19,11
"gene-NWMN_RS01810",18,11,77,36,37,38,33,39,35,26,27,26,13,31,26,10,17,14,9,9,11
"gene-NWMN_RS01815",51,27,106,65,71,71,54,55,57,51,48,48,36,64,38,25,30,29,39,18,15
"gene-NWMN_RS01820",44,36,103,87,72,81,75,54,81,69,80,43,30,40,26,34,23,19,29,18,11
"gene-NWMN_RS01825",64,38,152,99,108,110,89,76,107,78,88,68,36,53,48,59,32,30,56,39,20
"gene-NWMN_RS01830",215,204,527,256,297,498,259,202,335,448,212,697,430,1347,470,341,451,337,265,176,193
"gene-NWMN_RS01835",152,245,181,137,226,142,238,156,143,257,186,145,168,369,126,148,143,114,94,105,71
"gene-NWMN_RS01840",22,37,40,30,46,26,38,31,32,46,40,42,25,57,14,13,24,16,19,14,14
"gene-NWMN_RS01845",24,51,50,31,43,38,50,27,36,43,52,25,25,54,19,27,25,26,21,19,3
"gene-NWMN_RS01850",127,220,206,141,224,133,251,129,147,182,195,153,93,178,109,119,92,84,93,76,50
"gene-NWMN_RS01855",231,329,210,207,208,149,206,195,202,169,169,83,118,185,75,100,57,91,106,57,41
"gene-NWMN_RS01860",143,179,66,82,124,87,103,130,79,53,81,47,31,88,21,39,26,18,39,22,13
"gene-NWMN_RS01865",101,59,59,59,68,43,63,51,54,26,35,22,17,36,15,20,11,9,20,15,9
"gene-NWMN_RS01870",515,282,410,504,308,262,651,272,314,571,453,229,205,364,100,104,94,68,95,93,48
"gene-NWMN_RS01875",19,50,53,23,46,35,35,29,25,34,24,52,35,60,25,23,39,16,24,17,9
"gene-NWMN_RS01880",41,52,80,38,78,71,53,45,64,60,37,75,39,90,44,28,43,34,37,29,18
"gene-NWMN_RS01885",36,45,43,35,63,63,27,30,46,35,33,50,32,85,26,30,34,25,22,20,19
"gene-NWMN_RS01890",236,136,203,200,201,150,215,146,191,144,148,92,92,184,47,47,50,31,48,23,11
"gene-NWMN_RS01895",9,6,5,5,8,4,7,5,6,7,2,6,4,7,2,6,3,5,3,3,3
"gene-NWMN_RS01900",38,54,42,31,64,40,43,39,38,42,32,24,19,43,19,11,19,14,20,16,2
"gene-NWMN_RS01905",4,1,11,10,7,9,7,6,11,4,8,6,3,4,1,6,4,8,4,3,2
"gene-NWMN_RS01910",9,9,24,13,16,24,16,14,22,19,11,16,10,10,10,16,14,5,18,8,10
"gene-NWMN_RS01915",32,20,63,29,34,40,40,38,31,32,37,37,21,22,18,35,19,22,42,22,11
"gene-NWMN_RS01920",280,283,140,167,276,133,97,154,114,59,85,47,33,60,27,36,21,26,26,35,7
"gene-NWMN_RS01925",56,52,25,47,55,25,28,41,25,13,16,5,7,16,2,7,4,4,7,9,1
"gene-NWMN_RS01930",183,187,116,130,204,100,76,90,93,43,39,26,19,31,21,14,25,20,26,19,8
"gene-NWMN_RS01935",24,10,30,30,14,30,26,14,21,28,15,14,5,23,10,11,10,12,14,10,3
"gene-NWMN_RS01940",117,88,160,120,116,114,139,107,124,125,106,96,65,163,50,73,53,52,75,35,33
"gene-NWMN_RS01945",154,151,217,177,177,132,182,118,167,148,114,133,89,231,87,112,78,74,79,57,33
"gene-NWMN_RS01950",366,268,287,307,306,214,341,236,261,266,188,182,153,357,101,167,123,118,124,104,70
"gene-NWMN_RS01955",255,153,157,194,243,144,207,212,147,120,156,60,42,77,31,28,30,24,23,28,13
"gene-NWMN_RS01965",1011,718,1869,1601,1276,1197,1571,1067,1255,1154,1207,833,590,856,482,600,654,467,518,525,269
"gene-NWMN_RS01970",130,162,141,134,164,107,141,119,106,79,93,69,71,89,22,71,47,33,51,32,18
"gene-NWMN_RS01975",63,120,84,77,148,70,59,94,58,53,57,55,35,83,50,85,43,23,39,30,19
"gene-NWMN_RS01980",21,38,21,23,35,27,10,14,17,30,14,21,18,47,17,29,24,10,19,12,7
"gene-NWMN_RS01985",6,13,6,4,19,7,5,4,7,11,4,17,9,14,6,9,14,4,4,5,0
"gene-NWMN_RS01990",10,8,10,4,8,3,5,2,8,13,4,8,12,13,8,3,5,4,6,1,2
"gene-NWMN_RS01995",54,31,185,114,94,138,149,105,116,113,106,65,60,69,33,36,55,19,51,48,14
"gene-NWMN_RS02000",244,150,495,349,371,364,396,300,294,227,263,144,130,206,83,182,134,88,173,137,50
"gene-NWMN_RS02005",58,25,123,67,90,76,75,72,65,48,76,46,25,42,20,42,36,15,37,32,11
"gene-NWMN_RS02010",801,678,1773,1288,1462,1234,1321,1183,1170,935,1242,618,461,692,329,512,473,308,523,437,179
"gene-NWMN_RS02015",351,215,214,244,207,176,360,127,180,231,84,193,143,127,134,360,102,203,457,136,146
"gene-NWMN_RS02020",2948,3164,7763,6077,5098,5251,5158,3633,4795,4429,5104,3137,1475,1833,1274,1484,1072,1431,2109,1062,872
"gene-NWMN_RS02025",4790,4824,11898,9244,8580,8112,9721,6496,7296,6561,8119,5013,2311,3495,2219,2585,1918,2251,3311,1799,1515
"gene-NWMN_RS02030",4265,3747,7044,6224,5639,5079,7426,4581,4981,4466,5022,3485,1832,2745,1641,1757,1612,1600,2173,1277,1095
"gene-NWMN_RS02035",25,7,15,13,13,19,22,26,15,11,4,11,8,11,4,9,3,4,10,5,1
"gene-NWMN_RS15855",4,3,13,4,12,7,9,9,10,5,11,5,6,11,5,1,1,10,8,6,2
"gene-NWMN_RS02050",1336,479,974,799,526,541,873,259,535,504,208,348,408,786,207,459,368,203,284,285,89
"gene-NWMN_RS02055",12,3,40,20,12,26,32,7,16,17,19,12,14,13,6,15,12,10,14,8,1
"gene-NWMN_RS02060",468,410,1153,425,368,993,388,159,680,1006,279,1859,963,3568,874,871,1070,766,642,474,341
"gene-NWMN_RS02065",263,172,207,180,167,158,180,104,238,156,108,107,109,163,83,118,90,114,98,76,56
"gene-NWMN_RS02070",3997,6998,2579,2761,5429,2888,2007,2512,3187,2845,1764,4374,2490,7250,2301,2279,2520,2091,1531,1382,800
"gene-NWMN_RS02075",1,2,2,1,3,1,4,0,6,4,1,1,3,3,1,3,0,1,3,1,1
"gene-NWMN_RS02080",128,76,73,86,78,72,73,50,65,67,47,38,50,88,26,25,16,24,18,28,10
"gene-NWMN_RS02085",28,23,19,16,19,20,21,23,18,11,22,11,13,26,10,13,7,3,9,7,4
"gene-NWMN_RS02090",359,308,262,272,409,213,280,242,229,203,153,108,91,218,44,86,100,50,59,56,22
"gene-NWMN_RS02095",46,67,73,49,72,48,52,51,50,39,39,21,26,17,4,21,16,13,10,15,6
"gene-NWMN_RS02100",2653,2907,4028,3435,4147,3132,3246,2765,2746,2825,3093,2204,1599,2775,1225,1569,1466,1173,1693,976,841
"gene-NWMN_RS02105",762,659,1044,946,1080,871,877,728,729,857,791,564,401,754,300,394,398,263,387,264,198
"gene-NWMN_RS02110",248,259,264,309,303,202,212,159,222,181,193,125,105,138,71,84,93,73,91,67,40
"gene-NWMN_RS02115",110,163,89,104,220,120,83,233,126,81,219,74,63,174,49,59,55,36,36,34,31
"gene-NWMN_RS02120",1,4,1,4,8,2,0,5,2,2,1,0,1,1,0,1,0,1,0,1,0
"gene-NWMN_RS02125",720,502,1155,959,927,881,1095,811,724,879,934,487,446,573,256,289,323,211,329,201,119
"gene-NWMN_RS02130",190,162,232,173,203,186,202,182,178,139,147,138,88,220,69,92,79,90,79,74,59
"gene-NWMN_RS02135",627,552,462,431,558,355,470,292,388,605,258,639,519,1250,408,411,514,369,207,252,145
"gene-NWMN_RS02140",837,507,916,636,662,674,708,714,682,582,566,231,230,472,106,145,161,93,159,140,41
"gene-NWMN_RS02145",1663,1209,2089,1623,1635,1645,1654,1610,1597,1268,1593,557,541,979,281,387,385,243,461,360,135
"gene-NWMN_RS02150",1866,1174,3413,2550,2635,2704,2762,2532,2545,2038,2888,1315,779,1479,523,626,641,442,707,602,286
"gene-NWMN_RS02155",3172,2213,4618,4577,3831,3639,3865,2974,3841,2963,4009,2150,1281,1825,809,922,803,768,999,729,462
"gene-NWMN_RS02160",29,9,11,14,11,11,21,10,9,6,2,9,7,8,5,4,5,5,5,3,2
"gene-NWMN_RS02165",23,13,33,16,9,16,12,7,11,18,11,17,7,21,3,9,9,3,12,4,4
"gene-NWMN_RS02170",4,2,3,1,3,2,2,1,0,0,1,3,0,1,0,3,0,0,0,1,0
"gene-NWMN_RS02175",4,2,1,4,4,4,4,3,5,2,0,0,1,0,2,1,3,0,1,0,0
"gene-NWMN_RS02180",12,10,12,13,24,12,13,16,13,7,13,6,5,10,3,9,8,9,8,3,3
"gene-NWMN_RS02185",22,14,43,22,37,35,20,22,25,17,19,17,12,23,13,22,16,7,11,11,5
"gene-NWMN_RS02190",386,313,259,314,331,175,236,184,119,145,125,130,117,201,103,218,158,126,134,139,69
"gene-NWMN_RS02195",256,144,296,154,156,150,184,103,191,118,71,115,98,159,104,154,118,114,121,99,63
"gene-NWMN_RS02200",26,18,79,44,30,61,40,22,55,40,22,41,28,22,34,78,46,36,58,43,28
"gene-NWMN_RS02205",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"gene-NWMN_RS02210",66,34,157,92,80,76,70,61,43,72,34,57,40,45,41,77,63,54,68,52,28
"gene-NWMN_RS02215",34,22,78,48,32,50,44,21,30,22,13,36,25,13,10,35,24,23,26,20,11
"gene-NWMN_RS02225",70,42,76,70,47,49,70,33,43,34,23,36,40,45,30,55,31,30,34,26,31
"gene-NWMN_RS02230",3810,4469,2012,2243,3944,914,1136,1559,645,1057,611,581,984,1872,359,1404,1253,361,680,921,169
"gene-NWMN_RS02235",127,89,134,101,109,90,109,67,114,56,34,91,41,96,45,81,66,68,74,54,51
"gene-NWMN_RS02240",70,72,131,100,105,97,94,59,77,48,40,78,38,65,59,93,47,90,68,50,51
"gene-NWMN_RS02245",218,160,263,152,160,162,136,98,205,92,81,137,87,170,104,176,118,116,130,92,69
"gene-NWMN_RS02250",2,0,2,2,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
"gene-NWMN_RS02255",116,56,201,129,147,141,154,115,143,163,175,75,70,110,38,41,48,30,40,38,19
"gene-NWMN_RS02260",224,114,279,205,242,213,330,261,204,154,255,104,61,147,30,74,52,42,61,56,21
"gene-NWMN_RS02265",2531,1137,2938,2777,3152,2211,3563,1783,2274,1688,1959,799,539,899,291,652,391,283,661,535,146
"gene-NWMN_RS02270",5776,3375,8312,8347,9193,6047,9615,6336,6192,5064,6530,2599,1584,2280,972,1493,1142,960,1726,1535,472
"gene-NWMN_RS02275",3501,2379,2929,2741,2197,1985,2518,1044,1715,2054,888,1657,1514,2478,952,1260,1241,983,775,817,545
"gene-NWMN_RS02280",5,3,11,1,7,6,6,6,9,10,4,3,4,8,2,6,1,2,3,2,1
"gene-NWMN_RS02285",3,3,9,9,11,15,12,9,8,7,8,11,5,13,3,4,5,2,8,8,2
"gene-NWMN_RS02290",7,3,12,4,8,7,14,5,10,4,8,10,4,8,5,6,1,9,7,4,1
"gene-NWMN_RS02295",0,1,5,2,2,3,2,0,2,1,3,0,1,4,2,2,5,2,2,0,0
"gene-NWMN_RS02300",1,1,2,1,0,6,4,3,6,0,1,3,2,3,1,2,2,0,2,1,0
"gene-NWMN_RS02305",3,2,13,6,6,10,7,6,2,4,2,3,3,2,3,3,2,4,1,1,0
"gene-NWMN_RS02310",3,5,13,2,2,13,7,4,8,5,6,8,2,10,2,2,3,2,0,2,2
"gene-NWMN_RS02315",11,3,21,8,16,30,14,10,18,11,11,27,15,37,13,9,17,7,13,5,4
"gene-NWMN_RS02320",9,3,44,18,21,35,12,19,27,21,6,35,27,46,17,17,11,3,7,9,4
"gene-NWMN_RS02325",38,24,105,57,76,83,84,75,92,68,57,67,43,105,43,60,56,36,39,28,19
"gene-NWMN_RS02330",108,63,252,143,187,208,191,177,203,142,162,161,105,231,86,97,102,76,76,94,42
"gene-NWMN_RS02335",13,7,42,23,44,58,47,30,30,29,37,41,18,34,15,16,21,14,14,18,13
"gene-NWMN_RS02340",47,25,86,42,77,65,68,59,71,58,70,51,35,73,19,35,36,22,34,28,17
"gene-NWMN_RS02345",46,23,33,25,28,11,32,13,25,16,15,13,13,35,13,21,17,7,9,7,1
"gene-NWMN_RS02350",22,28,46,41,30,34,34,29,30,28,31,27,22,23,21,20,11,10,36,13,11
"gene-NWMN_RS15685",334,198,397,225,213,308,458,202,325,202,202,225,129,285,130,74,100,100,42,45,44
"gene-NWMN_RS15125",160,70,132,95,89,85,257,106,125,94,68,70,41,142,43,25,47,42,13,13,19
"gene-NWMN_RS15690",159,94,212,133,125,147,198,92,169,96,97,101,58,126,62,34,55,38,15,15,16
"gene-NWMN_RS15695",19,14,42,26,13,23,23,8,22,15,16,10,20,12,9,4,6,8,1,2,3
"gene-NWMN_RS02360",441,1328,1340,365,1599,1050,294,587,726,901,695,610,479,1156,278,308,391,190,248,184,116
"gene-NWMN_RS02365",1222,3047,3149,1302,3516,3082,723,2140,1945,1801,1384,1739,1069,1805,947,875,1102,816,801,675,519
"gene-NWMN_RS02370",739,1034,666,578,1078,631,473,633,596,374,345,440,283,564,233,334,254,247,233,233,125
"gene-NWMN_RS15130",19,24,13,13,20,12,19,2,14,15,8,5,4,11,2,8,4,2,3,4,3
"gene-NWMN_RS02380",266,355,237,240,308,187,189,253,217,144,122,92,66,169,49,51,57,33,54,59,18
"gene-NWMN_RS02385",642,674,456,560,814,400,399,565,485,318,329,244,156,355,107,138,123,111,136,134,67
"gene-NWMN_RS02390",13,18,17,18,31,11,11,15,7,12,15,3,6,11,2,10,6,3,6,1,1
"gene-NWMN_RS02395",3353,2784,1286,2010,1678,742,833,1270,860,314,415,232,181,191,106,307,160,193,324,214,103
"gene-NWMN_RS02400",66,99,83,78,113,82,59,94,69,47,56,36,29,42,38,48,26,39,33,25,14
"gene-NWMN_RS02405",194,235,130,155,246,134,156,187,159,85,159,86,73,125,63,74,53,51,80,49,42
"gene-NWMN_RS02410",14,29,23,6,44,23,16,18,16,21,35,28,13,44,19,7,11,9,6,11,10
"gene-NWMN_RS02415",13,29,14,9,24,13,11,11,12,19,12,20,12,20,10,3,11,5,3,2,6
"gene-NWMN_RS02420",66,134,80,67,140,67,61,72,68,74,69,63,42,107,44,51,42,38,29,21,15
"gene-NWMN_RS02425",610,627,501,552,609,616,508,501,585,290,373,297,160,217,171,210,106,169,287,191,111
"gene-NWMN_RS02430",431,296,219,262,258,144,311,132,202,168,108,117,101,210,46,129,89,77,70,59,32
"gene-NWMN_RS02435",56,38,46,52,33,41,50,34,45,34,41,25,20,22,6,17,8,21,18,7,12
"gene-NWMN_RS02440",154,134,137,131,130,110,111,107,102,136,88,94,68,124,41,65,46,36,63,33,30
"gene-NWMN_RS02445",316,202,198,224,232,154,155,141,128,105,78,54,35,101,35,49,59,33,32,50,31
"gene-NWMN_RS02450",327,227,212,219,264,153,172,126,163,123,72,72,59,125,20,46,48,23,48,49,15
"gene-NWMN_RS02455",23,18,13,23,18,11,11,10,13,14,12,11,7,14,4,6,11,4,7,8,4
"gene-NWMN_RS02460",75,53,205,103,123,149,92,81,107,106,98,133,72,99,103,153,83,124,176,100,80
"gene-NWMN_RS02465",98,79,152,135,125,121,133,111,100,114,112,102,74,82,88,174,80,96,178,65,94
"gene-NWMN_RS02470",130,131,144,164,72,97,269,87,126,131,99,73,53,60,70,31,51,73,65,20,80
"gene-NWMN_RS02475",5528,6327,7473,8547,8755,3766,10552,6280,5124,8061,9695,5533,3571,6205,2501,2466,2722,1975,2081,1566,1178
"gene-NWMN_RS02480",1797,1619,2697,2511,2544,1608,3318,1768,1478,2562,2671,1694,1088,1484,785,732,803,586,769,597,395
"gene-NWMN_RS02485",1081,1057,1223,1179,1276,827,1831,842,670,1233,1050,682,568,882,385,429,360,331,415,332,192
"gene-NWMN_RS14980",215376,519312,256840,299240,343472,240915,347371,258053,259649,398343,328125,242170,287207,328976,252154,128672,248702,259764,153494,190859,234241
"gene-NWMN_RS02490",65,67,33,45,50,23,78,43,22,19,28,14,8,31,14,7,20,7,11,19,10
"gene-NWMN_RS02495",93,95,98,101,117,81,107,92,77,63,65,41,41,71,38,39,36,32,46,39,20
"gene-NWMN_RS02500",570,560,1317,947,1129,1027,905,859,774,771,914,538,361,530,289,384,349,263,409,300,168
"gene-NWMN_RS02505",915,1001,1382,1347,1266,971,1208,842,1052,988,977,725,587,845,411,520,472,340,444,314,190
"gene-NWMN_RS02510",1235,1229,1506,1377,1588,1143,1323,1171,1271,1000,934,739,521,904,400,543,488,418,483,370,206
"gene-NWMN_RS02515",3,17,21,13,19,9,9,12,7,6,10,2,2,10,1,7,2,4,6,2,2
"gene-NWMN_RS02535",123,95,136,113,139,86,136,90,95,73,82,41,46,109,26,31,39,27,33,31,16
"gene-NWMN_RS02540",103,85,161,131,148,135,132,99,97,83,81,51,48,80,24,42,38,21,42,34,6
"gene-NWMN_RS02545",838,844,875,902,1006,779,936,601,680,665,608,468,331,605,226,280,254,200,246,158,132
"gene-NWMN_RS02555",302,334,466,348,593,385,354,441,307,253,324,176,133,304,81,106,116,60,103,97,31
"gene-NWMN_RS02560",251,308,412,373,511,333,350,426,307,232,372,176,116,268,82,101,93,54,92,91,27
"gene-NWMN_RS02565",223,239,270,229,379,219,289,300,229,171,193,105,70,189,53,77,65,36,59,60,27
"gene-NWMN_RS02570",77,65,88,102,107,78,72,108,80,43,88,42,29,50,30,29,20,17,30,17,9
"gene-NWMN_RS02575",17,13,42,28,40,33,41,34,33,14,34,22,8,18,10,9,9,7,7,15,4
