"Synonym","Newman.TSB.Replicate.1","Newman.TSB.Replicate.2","Newman.TSB.Replicate.3","Newman.Minus.Glc.Replicate.1","Newman.Minus.Glc.Replicate.2","Newman.Minus.Glc.Replicate.3","arlRS.KO.TSB.Replicate.1","arlRS.KO.TSB.Replicate.2","arlRS.KO.TSB.Replicate.3","arlRS.KO.Minus.Glc.Replicate.1","arlRS.KO.Minus.Glc.Replicate.2","arlRS.KO.Minus.Glc.Replicate.3"
"NWMN_RS01780",4714,1975,1819,739,671,702,4532,3934,3781,1958,1277,1111
"predicted RNA",8806,5165,5056,5340,7278,3984,5556,8049,5963,3011,8251,2061
"NWMN_RS01790",2871,1664,2044,2790,2712,2399,2280,2299,1803,1807,1900,1222
"NWMN_RS01795",3104,1519,1871,2579,2882,2717,1978,2241,2496,1750,2012,1231
"NWMN_RS01800",0,4,0,0,2,0,1,3,0,0,0,0
"NWMN_RS01805",3713,1816,2100,1576,2050,1589,788,1483,780,647,605,647
"NWMN_RS01810",1350,646,729,506,752,554,254,543,287,211,274,224
"NWMN_RS01815",2749,1423,1569,1121,1481,1211,533,1251,678,479,478,454
"NWMN_RS01820",4580,2379,2986,2016,3175,2354,1042,2343,1226,968,1086,929
"NWMN_RS01825",2518,1758,1774,1259,1747,1554,707,1367,748,659,561,423
"NWMN_RS01830",6818,3812,4568,6798,11918,5952,3121,3632,3120,8761,4700,7731
"NWMN_RS01835",671,425,562,1210,5327,1087,454,645,760,43884,1213,50319
"NWMN_RS01840",234,87,213,467,2009,447,167,191,249,21307,535,25606
"NWMN_RS01845",175,131,108,459,2200,425,138,223,236,21158,454,23224
"NWMN_RS01850",166,141,249,852,3143,702,196,295,253,41864,985,43467
"NWMN_RS01855",860,695,656,615,687,604,521,623,528,402,554,363
"NWMN_RS01860",366,323,509,297,270,175,158,205,269,169,185,83
"NWMN_RS01865",470,252,406,287,391,238,253,294,318,158,208,100
"NWMN_RS01870",715,599,904,1443,2327,1544,639,419,685,5137,1151,2719
"NWMN_RS01875",1013,633,1141,1101,2527,1149,615,782,436,2206,1043,2021
"NWMN_RS01880",3989,1469,3234,3216,6206,3676,1559,2073,1582,5982,2970,4950
"NWMN_RS01885",356,173,181,355,522,249,115,156,89,401,327,341
"NWMN_RS01890",1432,846,1054,978,1887,1141,2260,2387,2994,2249,2051,1785
"NWMN_RS01895",19,20,38,28,33,12,5,17,33,12,14,18
"NWMN_RS01900",1415,654,833,1189,1305,1009,1286,1611,1133,1593,1574,1046
"NWMN_RS01905",82,55,9,27,45,45,320,964,422,245,390,189
"NWMN_RS01910",490,187,390,210,278,193,2656,5466,3400,1772,1716,1534
"NWMN_RS01915",435,297,289,288,467,215,3110,7179,4082,2271,2536,1952
"NWMN_RS01920",5145,2173,4590,3125,3332,2351,4749,6938,4634,1880,3073,894
"NWMN_RS01925",2249,919,1885,1617,1877,1324,1576,2760,1748,1114,1691,549
"NWMN_RS01930",8941,2884,7323,4685,6495,4606,3529,6199,4509,1640,3787,682
"NWMN_RS01935",1201,534,646,740,852,562,534,635,432,468,590,335
"NWMN_RS01940",1084,1025,972,980,1346,1035,761,1032,1023,596,876,587
"NWMN_RS01945",1875,1474,1595,1318,2546,1463,893,1757,1497,1039,1380,977
"NWMN_RS01950",2302,1451,2174,1747,2435,1778,1470,1531,2200,1335,1278,1052
"NWMN_RS01955",3908,2382,3256,3658,3919,3631,1876,1963,2114,1014,1544,533
"NWMN_RS01965",5655,4330,4942,6663,9855,6694,3322,3518,3629,5889,4363,4977
"NWMN_RS01970",1132,779,989,805,1386,724,1303,1681,1728,1052,1052,871
"NWMN_RS01975",1529,1070,1698,935,1698,695,2495,3711,3575,1940,1769,1464
"NWMN_RS01980",1209,587,1303,542,726,386,1045,1445,1493,752,816,497
"NWMN_RS01985",480,319,537,240,166,163,264,454,423,229,254,123
"NWMN_RS01990",406,251,626,243,152,217,257,435,509,206,255,94
"NWMN_RS01995",827,325,477,365,382,334,465,520,305,249,260,188
"NWMN_RS02000",1465,1060,833,439,817,367,712,1125,753,350,441,287
"NWMN_RS02005",902,1082,592,554,1228,500,690,976,558,451,796,377
"NWMN_RS02010",7470,5148,6375,5186,7140,4584,5175,5487,5470,3321,3978,2682
"NWMN_RS02015",129,108,89,96,100,66,198,152,198,96,191,124
"NWMN_RS02020",111010,115541,99997,75863,136187,89554,81925,112352,107947,34778,71094,19165
"NWMN_RS02025",50568,68805,46585,41997,55632,41160,47748,55755,60007,18673,34755,10221
"NWMN_RS02030",730,1310,474,533,894,351,671,1025,842,252,871,132
"NWMN_RS02035",117,90,143,118,264,113,159,188,236,176,167,129
"NWMN_RS15855",505,275,297,252,564,259,505,613,462,327,532,192
"NWMN_RS02050",2949,2397,2406,3643,8685,3205,1964,2668,2464,4408,3677,3627
"NWMN_RS02055",23,29,37,19,65,16,33,54,35,18,35,25
"NWMN_RS02060",3348,1654,1943,3702,5297,2234,1223,2136,917,5985,4695,4230
"NWMN_RS02065",24,76,64,116,187,96,57,185,110,180,273,80
"NWMN_RS02070",9869,5168,7689,13551,17729,10421,9468,8441,8526,34634,20736,29729
"NWMN_RS02075",14,20,6,0,16,0,23,15,3,1,16,0
"NWMN_RS02080",261,301,374,419,669,415,337,437,406,475,423,254
"NWMN_RS02085",1781,796,1305,1343,1575,1087,1255,1046,1488,1413,1092,1151
"NWMN_RS02090",4051,3182,4388,2928,3926,2751,2671,4202,3234,2466,2541,1915
"NWMN_RS02095",226,345,357,241,241,254,241,448,174,206,260,139
"NWMN_RS02100",285887,116179,127465,107299,143772,111164,78958,162919,48195,51024,68534,43139
"NWMN_RS02105",89988,39551,36745,33895,49262,31458,25412,60034,13726,16798,30722,14030
"NWMN_RS02110",6173,2397,5421,4331,5052,4746,3959,5955,4811,7314,4643,5205
"NWMN_RS02115",492,259,369,318,270,169,334,465,372,159,188,101
"NWMN_RS02120",25,14,3,0,7,7,11,11,8,4,10,11
"NWMN_RS02125",11916,8430,9221,9112,10648,7872,6609,10288,7326,6675,8642,4854
"NWMN_RS02130",1889,1403,1722,1971,2252,1302,1633,2264,1772,2704,2119,2063
"NWMN_RS02135",722,495,1204,1848,2374,1436,359,426,360,6019,1822,6017
"NWMN_RS02140",12075,6245,7848,8592,13158,7604,9359,12393,11179,3653,7991,1838
"NWMN_RS02145",101294,37333,68030,66415,88532,57370,70779,81357,78241,24977,50362,10822
"predicted RNA",7063,2704,5631,4248,7229,4394,4553,6515,6246,1609,3605,741
"NWMN_RS02150",88453,42348,57616,60357,87789,48731,61436,82649,65300,28929,58325,17214
"predicted RNA",637,328,376,457,742,346,389,699,397,223,539,141
"NWMN_RS02155",55315,27880,41588,42745,62743,34885,43176,52583,46826,22991,38658,12730
"NWMN_RS02160",157,99,58,45,214,82,162,158,129,63,153,93
"NWMN_RS02165",24,46,94,22,35,24,73,71,43,39,50,21
"NWMN_RS02170",6,4,25,0,3,0,4,10,6,0,6,0
"NWMN_RS02175",0,7,1,3,13,2,0,21,1,13,10,8
"NWMN_RS02180",279,192,227,304,389,313,194,247,201,358,248,235
"NWMN_RS02185",876,384,667,764,866,751,549,766,782,875,535,516
"NWMN_RS02190",1031,698,938,1914,1463,1198,576,1148,540,1573,1412,826
"NWMN_RS02195",13,71,64,52,110,75,42,90,42,32,52,23
"NWMN_RS02200",103,100,73,103,123,20,67,95,53,55,55,35
"NWMN_RS02205",0,2,0,0,0,0,0,0,0,0,0,0
"NWMN_RS02210",334,333,255,379,515,312,123,199,154,325,286,243
"NWMN_RS02215",133,110,89,123,97,104,100,148,149,92,76,46
"NWMN_RS02225",11,18,7,19,2,8,5,4,3,3,7,1
"NWMN_RS02230",453,780,720,926,557,488,111,142,112,81,106,49
"NWMN_RS02235",108,178,200,167,170,93,69,105,84,131,85,55
"NWMN_RS02240",62,104,87,76,113,39,59,86,70,60,54,55
"NWMN_RS02245",188,266,340,215,289,104,174,238,188,143,196,104
"NWMN_RS02250",7,1,0,2,7,0,2,2,0,3,1,0
"NWMN_RS02255",4051,2355,2867,3199,3017,2822,3123,4063,3389,3388,2634,2210
"NWMN_RS02260",2733,2063,2410,1868,2718,2173,2389,3244,2575,1818,1809,1369
"NWMN_RS02265",1212,2854,826,583,946,585,941,1527,818,58,263,31
"NWMN_RS02270",6365,15046,6211,4463,5638,5184,6255,6945,5851,352,1307,307
"NWMN_RS02275",9658,5112,5624,10363,18577,7069,15137,21768,17053,60229,25515,47502
"NWMN_RS02280",25,10,9,9,0,1,3,5,0,0,2,7
"NWMN_RS02285",75,17,40,6,17,16,10,24,27,5,6,6
"NWMN_RS02290",0,5,0,5,11,0,6,10,2,11,0,2
"NWMN_RS02295",0,14,22,0,3,3,7,7,16,0,10,0
"NWMN_RS02300",66,11,11,0,8,0,7,22,1,0,6,0
"NWMN_RS02305",0,11,16,0,7,0,2,14,17,13,8,4
"NWMN_RS02310",23,6,0,1,10,0,3,18,2,0,5,0
"NWMN_RS02315",98,70,131,27,74,47,23,78,88,130,40,84
"NWMN_RS02320",137,211,220,97,148,69,104,142,80,116,60,156
"NWMN_RS02325",165,142,109,82,102,84,28,56,9,57,31,43
"NWMN_RS02330",572,445,480,292,328,139,90,167,160,186,92,138
"NWMN_RS02335",53,81,147,79,85,56,36,40,25,20,17,12
"NWMN_RS02340",38,42,14,18,17,6,4,19,14,17,9,6
"NWMN_RS02345",109,39,57,83,117,47,101,104,54,73,120,33
"NWMN_RS02350",63,91,86,78,158,139,106,153,97,56,93,51
"NWMN_RS15685",27,19,2,3,6,0,0,1,0,0,1,0
"NWMN_RS15125",83,42,2,3,23,2,0,1,1,2,3,0
"NWMN_RS15690",14597,4553,1630,1169,3349,472,199,359,178,126,226,139
"predicted RNA",332,75,29,37,67,12,1,3,4,2,4,1
"NWMN_RS15695",735,261,86,135,250,42,6,5,18,17,20,5
"NWMN_RS02360",15090,13003,21672,21393,24171,28106,6533,10527,10357,17959,10499,13275
"NWMN_RS02365",50111,31818,54816,51326,75319,62908,18482,32520,22478,44294,33637,34672
"NWMN_RS02370",2217,1729,2667,2433,3892,2474,1135,1951,1425,2144,1821,1617
"NWMN_RS15130",18,14,28,18,30,24,4,5,10,21,8,4
"predicted RNA",1180,680,1253,810,1715,978,592,1047,798,598,559,301
"predicted RNA",816,495,930,497,996,644,339,540,396,166,249,77
"NWMN_RS02380",6235,4596,6274,4869,8166,4654,2379,4074,2315,1819,2533,1097
"predicted RNA",589,460,709,443,888,492,254,413,264,194,215,119
"NWMN_RS02385",6885,4704,8704,5397,9111,5646,3075,4184,3290,2264,2763,1233
"NWMN_RS02390",14,8,5,6,11,5,0,1,5,4,3,0
"NWMN_RS02395",4623,4615,6483,3105,2520,2684,1938,1847,1762,421,1378,140
"NWMN_RS02400",287,163,212,204,131,183,324,369,251,116,153,77
"NWMN_RS02405",233,183,195,216,181,161,370,373,327,202,178,144
"NWMN_RS02410",164,48,81,29,67,20,217,166,230,55,58,40
"NWMN_RS02415",71,38,41,33,51,9,172,191,201,41,46,42
"NWMN_RS02420",88,47,60,44,60,41,203,179,200,44,88,53
"NWMN_RS02425",7949,4853,4154,9685,16645,7198,4688,5388,6104,4512,7731,3079
"NWMN_RS02430",1173,723,770,1007,1253,907,577,856,627,602,748,504
"NWMN_RS02435",477,221,357,404,537,337,301,416,376,381,477,279
"NWMN_RS02440",1904,948,1354,1763,2412,1498,1471,1726,1527,1868,1738,1171
"NWMN_RS02445",2589,1272,2672,1716,2242,1335,1465,1879,1501,670,1109,315
"NWMN_RS02450",6418,2274,5233,3567,5104,3642,2714,4019,3704,1370,2712,682
"NWMN_RS02455",392,163,125,252,219,100,116,197,216,154,218,154
"NWMN_RS02460",13768,6293,9197,873,1335,683,15860,19537,17296,1453,3335,733
"NWMN_RS02465",5421,2293,3779,448,589,291,7355,7529,8213,685,1309,385
"NWMN_RS02470",21,11,14,11,9,5,38,48,49,11,11,15
"NWMN_RS02475",9485,6108,14115,33492,23694,28538,4179,4682,7173,114698,26440,69244
"NWMN_RS02480",4610,3236,4675,11992,12162,9625,2343,2701,2880,24736,10310,12997
"NWMN_RS02485",3660,2084,3494,7882,8320,6859,1664,2038,1874,13734,6778,7152
"NWMN_RS14980",77943,46441,62258,58172,45639,58010,43673,39196,47167,50057,55107,51744
"NWMN_RS02490",104,51,113,36,48,37,26,25,34,22,12,13
"NWMN_RS02495",999,850,1082,893,1209,903,714,833,836,686,766,617
"NWMN_RS02500",18329,10968,13783,12810,14641,11276,9382,12906,10202,8460,9618,6543
"NWMN_RS02505",3940,1823,2257,2845,3586,2002,2021,2995,1582,2196,3376,1699
"NWMN_RS02510",8676,5109,5884,6501,8220,4915,4924,7424,4976,5286,6896,3835
"NWMN_RS02515",21,15,21,3,13,3,15,6,20,8,9,5
"NWMN_RS02520",437,13365,293,19710,8099,2974,111,735,5210,12786,1130,2608
"NWMN_RS02525",3373,32469,1869,45722,19790,13060,1666,5029,16213,36314,5387,13901
"NWMN_RS02530",0,4,3,4,4,2,1,8,5,1,10,0
"NWMN_RS02535",1371,732,1175,1072,1107,989,841,1060,1067,907,830,671
"NWMN_RS02540",1806,978,1388,1277,1263,981,1218,1364,1140,868,1076,661
"NWMN_RS02545",35377,12651,27133,28029,28442,25662,21736,23308,24168,23707,22592,19321
"NWMN_RS02555",3721,3717,3450,2970,3689,2518,2678,4464,3570,2455,2906,1733
"NWMN_RS02560",9123,6083,6994,5924,6848,5691,5486,7699,6771,3981,5122,2722
"NWMN_RS02565",1440,1389,1409,1157,1447,1055,1360,1588,1393,757,842,540
"NWMN_RS02570",272,309,249,147,357,209,154,307,265,160,183,92
"NWMN_RS02575",887,578,449,432,681,372,421,682,388,229,481,121
"NWMN_RS02580",2055,1306,1588,1043,1340,1146,1169,1207,1050,469,619,334
"NWMN_RS02590",25502,16555,20216,19959,30356,19213,19729,25987,23443,13689,19067,9521
"NWMN_RS02595",8675,5380,6746,6856,10412,6360,6538,8631,8004,5013,6556,3354
"NWMN_RS02600",4355,2496,2994,2990,3610,2579,2905,3766,2872,1810,2217,1510
"NWMN_RS02605",3986,2227,2927,2668,3410,2382,2658,3449,2618,1903,1902,1285
"NWMN_RS02610",4121,4131,4075,4297,5839,2926,4540,3889,6108,8233,3754,6828
"predicted RNA",168,218,140,230,308,137,192,201,247,443,179,282
"NWMN_RS02615",7554,5565,6722,4912,6519,4474,7351,7149,9801,6707,4659,4533
"NWMN_RS02620",4900,4048,4341,3360,4509,3170,4726,4734,5672,4423,4218,3641
"NWMN_RS02625",15567,8541,10306,13666,24564,10625,9202,16468,10157,27624,24007,20594
"NWMN_RS02630",3255,2821,2836,3612,5898,2695,2680,3494,2623,8152,5011,6761
"NWMN_RS02635",54,52,80,61,84,65,101,128,113,112,110,81
"NWMN_RS02640",12608,7683,11006,13432,17333,12713,10967,10993,11431,10519,10208,8132
"NWMN_RS02645",17756,13317,15129,22774,23580,19097,12971,15763,13960,13657,15821,10232
"NWMN_RS02655",16255,19920,12865,14204,17168,10882,11912,15212,11943,6945,13017,4023
"NWMN_RS02660",2683,1391,2017,1565,1569,1376,1345,1722,1380,1195,1268,802
"NWMN_RS02665",30829,16424,25235,14670,17120,14924,17183,23500,19740,13158,11219,9256
"NWMN_RS02670",15345,8095,16327,8014,8941,8318,10862,12191,13467,6727,4793,4516
"NWMN_RS02675",11869,6269,11068,5809,6598,5493,6561,8710,8895,4022,3348,2872
"NWMN_RS02680",1567,816,1070,604,930,553,862,1443,731,419,637,279
"NWMN_RS02685",6365,2952,4340,3128,3493,2694,3320,4864,4131,2042,1932,1510
"NWMN_RS02690",4641,3121,3522,4318,4536,3794,3487,4616,4334,3353,5518,2857
"NWMN_RS02695",3293,2924,2822,2361,3862,2565,2936,3677,2839,1641,2571,1277
"NWMN_RS02700",6887,5890,6477,5004,8052,4828,5574,5567,6148,3422,4568,2753
"NWMN_RS02705",78230,50859,79308,52098,71143,53975,45042,58660,58712,37133,39817,24437
"NWMN_RS02710",11594,4832,8356,6896,8848,6756,6635,8119,7159,3826,5749,2222
"NWMN_RS02715",10584,6405,8034,10587,15142,7888,9677,11920,9545,18924,11586,14600
"NWMN_RS02720",829,556,870,781,939,568,611,839,539,624,676,425
"NWMN_RS02725",876,443,502,556,714,349,576,682,527,450,529,289
"NWMN_RS02730",1175,1065,1013,871,1257,695,1017,1160,903,687,1007,463
"NWMN_RS02735",277,311,348,245,459,274,262,333,316,152,276,118
"NWMN_RS02740",22512,19076,20408,17859,27187,16032,15481,20134,19214,13041,15917,8611
"NWMN_RS02745",16,24,0,22,62,21,5,60,6,6,65,7
"NWMN_RS02750",614,368,301,470,849,386,480,692,316,364,962,219
"NWMN_RS02755",441,424,450,471,657,407,544,440,487,331,540,223
"NWMN_RS02760",1769,1519,1606,1934,2930,2059,2153,1736,2415,1575,1463,845
"NWMN_RS02765",3173,2522,2716,3470,4478,3470,3704,2733,3586,2636,1962,1326
"NWMN_RS02770",1896,1606,1652,1744,2734,2199,1792,1721,2199,1463,1313,957
"NWMN_RS02775",8309,7359,5869,7800,12594,7741,6017,6776,5736,4821,5828,3037
"NWMN_RS02780",3994,3923,3327,3653,6433,3798,3257,3658,3392,2418,2455,1450
"NWMN_RS02785",4106,4658,2876,4193,5809,3631,3177,3382,2827,2747,2560,1492
"NWMN_RS02790",392,13314,331,19810,8086,3029,101,710,5118,12817,1144,2532
"NWMN_RS02795",1810,1650,1080,2098,2410,1780,1542,1575,1521,1222,2600,1310
"NWMN_RS02800",4229,33708,2213,46856,20122,13427,2133,5554,16980,37900,5810,14572
"NWMN_RS02805",0,6,6,3,5,3,4,10,6,1,5,0
"NWMN_RS02810",203,258,354,283,569,433,121,274,180,128,208,130
"NWMN_RS02815",30547,15652,25452,34870,30434,37763,9359,18639,9498,10406,13682,8950
"NWMN_RS02820",51169,24999,45543,56078,53765,66472,13693,31282,15535,17517,23198,14788
"NWMN_RS02825",12885,11276,14534,19901,23924,21250,11666,13820,17117,25030,20944,17717
"NWMN_RS02830",4166,1357,5310,1097,909,1110,951,1413,925,1156,1027,1000
"NWMN_RS02835",9590,2691,13969,2206,1860,2728,1811,2837,2071,2462,1540,1905
"NWMN_RS02840",10586,3267,11976,2077,2097,2074,1747,3547,2194,1991,1663,1622
"NWMN_RS02845",44200,15174,52447,14225,14852,15321,12208,17243,14587,13479,9709,10807
"NWMN_RS02855",7377,4328,4826,4511,7107,4650,2947,3463,3778,2391,2857,1881
"NWMN_RS02860",2754,2372,2613,1935,3429,2112,1396,1790,1875,1196,1216,820
"NWMN_RS02865",24055,16581,17452,17248,26303,16964,18285,23054,22241,13784,17241,7529
"predicted RNA",9131,5685,5040,4138,5854,4027,4024,5842,4642,3288,3960,1925
"NWMN_RS02870",15358,6906,5412,2293,2342,2483,3107,4065,3090,1382,1271,1033
"NWMN_RS02875",37402,17775,16629,5429,6336,6717,7684,10863,8638,3771,2474,3303
"NWMN_RS02880",22762,9700,8472,2665,3442,3465,3721,5834,4291,1710,1380,1760
"NWMN_RS02885",24789,10899,9889,3531,3465,4025,4716,6351,4928,2213,1603,2006
"NWMN_RS02890",14773,7565,6656,2167,2548,2650,3346,4477,3602,1269,1029,1220
"NWMN_RS02895",5356,3860,3199,986,1165,1037,1588,2047,1717,725,523,517
"NWMN_RS15145",4100,2217,2178,994,1225,880,1110,1614,1272,580,1026,419
"NWMN_RS02900",1682,1080,799,660,1039,520,810,820,815,332,604,274
"NWMN_RS02905",19218,10819,11695,8837,10600,8240,8709,8625,7892,4612,5442,3165
"NWMN_RS02910",72162,74711,73851,55608,66661,58420,64758,52748,74600,20991,36406,11645
"predicted RNA",24441,28311,18334,17187,21848,14782,18703,24391,16497,5922,10874,2480
"NWMN_RS02915",67649,85618,74174,51246,65779,49181,59409,58733,71314,18331,31182,9811
"NWMN_RS02920",27552,43848,29995,26001,43727,31509,24500,29299,37676,10801,20921,6389
"NWMN_RS02925",32445,30299,30285,25503,31792,34481,26468,21310,36972,9566,18489,5540
"NWMN_RS02930",3367,3964,3595,2112,3203,2509,3464,3448,5400,1128,1324,687
"NWMN_RS02935",150967,129877,144308,95386,150367,96230,110108,123786,138381,61855,64337,39716
"predicted RNA",1627,2590,2051,1410,1987,1283,1377,1996,2170,878,723,556
"NWMN_RS02940",144808,121616,137634,75119,102860,89415,100947,108622,137385,54536,49695,32439
"NWMN_RS02945",2929,4507,3037,2133,2956,2110,2786,3315,3930,1237,2039,844
"NWMN_RS02950",66516,98431,70526,53494,63891,56688,58738,65033,79756,31247,41818,21094
"NWMN_RS02955",93805,125276,113556,71472,80612,80345,90255,84761,126281,41161,54844,30346
"NWMN_RS02960",318140,384431,301522,253233,236446,241270,253951,264912,315030,142192,166077,86001
"predicted RNA",23646,37531,19697,23232,22051,17149,19627,25351,22608,11579,15606,5979
"NWMN_RS02965",409226,354268,422710,362292,308972,385845,303865,277883,397065,230852,212284,161776
"NWMN_RS02970",9999,3913,7961,7190,7675,6930,4715,6504,6425,4439,5019,2631
"NWMN_RS02975",4618,2379,4765,8831,8994,7015,1717,2452,1932,15852,8057,12515
"NWMN_RS02980",44062,14441,23470,27192,38432,20554,53968,52968,46802,29652,20213,19877
"NWMN_RS02985",1292,783,1093,1227,1975,941,961,1387,1066,3177,1208,2326
"NWMN_RS02990",6518,3073,4211,9645,21194,10481,5601,6286,7475,45428,10351,33743
"NWMN_RS02995",13326,6105,11099,9948,12468,8267,6339,9689,7475,9444,9102,6923
"NWMN_RS03000",2163,1080,1956,1548,2698,1349,1345,1765,1490,1997,1544,1500
"NWMN_RS03005",3137,2321,3116,2670,4337,2689,1295,1446,1555,861,1334,444
"NWMN_RS03010",81,158,114,114,194,105,108,101,70,43,74,49
"NWMN_RS03015",323,228,180,375,296,236,107,386,256,339,426,248
"NWMN_RS03020",3879,2783,2560,3480,5590,3009,2686,3931,2615,3165,2930,2219
"NWMN_RS03025",947,971,881,1131,2067,835,749,1270,790,928,1390,985
"NWMN_RS03030",787,393,580,245,383,232,265,296,337,211,202,159
"NWMN_RS03035",2731,1366,2037,372,461,351,725,1084,814,412,276,323
"NWMN_RS03040",6337,3741,4755,1650,1169,1288,2006,2674,1613,890,582,642
"NWMN_RS03045",1915,1499,1574,2115,2288,1992,580,544,507,1017,597,759
"NWMN_RS03050",6173,4004,5528,5215,4803,4693,1115,1124,1265,1693,1207,1125
"NWMN_RS03055",11911,6738,10784,9507,11745,9230,8153,9315,9678,7391,6689,4640
"NWMN_RS03060",11043,5719,8588,9071,10183,7139,6555,8950,7388,7355,7442,4710
"NWMN_RS03065",17042,9136,14542,13234,18794,14039,10496,13969,14823,12584,11355,9383
"NWMN_RS03070",1060,449,768,799,985,767,490,668,573,560,507,513
"NWMN_RS03075",9593,4551,7489,10423,15989,8605,3875,8205,4204,9740,9500,7491
"NWMN_RS03080",23752,11028,20953,27429,36128,25108,11603,17234,11024,27161,19024,20241
"NWMN_RS03085",810,401,537,545,845,479,292,709,319,470,548,308
"NWMN_RS03090",2658,2073,2731,3369,7784,3726,743,980,1110,1875,1211,1199
"predicted RNA",4,18,27,10,19,11,40,82,31,62,130,70
"NWMN_RS03095",1408,619,1211,558,854,751,719,987,900,401,659,358
"NWMN_RS03100",3378,1762,2773,1814,2564,1837,2087,2554,2309,1753,1850,1386
"NWMN_RS03105",757,497,524,453,506,407,389,553,584,353,349,209
"NWMN_RS03110",405,364,355,275,406,233,265,432,425,240,376,201
"NWMN_RS03115",357,222,324,278,303,122,298,446,244,743,648,549
"NWMN_RS03120",15214,7507,12524,17059,16589,14235,10526,12067,10971,11884,13370,8665
"NWMN_RS03125",3592,2833,2879,3189,4332,3289,2446,3221,3248,2634,2523,2175
"NWMN_RS03130",3072,2839,2570,2831,4634,2950,2371,3041,2825,2789,2560,2101
"NWMN_RS03135",876,943,918,1063,1230,989,809,858,819,882,1033,636
"NWMN_RS03140",58168,38068,56137,50189,92387,53496,48732,49451,49611,53429,54903,25891
"NWMN_RS03145",4475,2124,3362,3699,4903,4282,3938,4442,5076,4199,3323,2795
"NWMN_RS03150",1858,1239,1431,1971,2435,1795,2022,2442,2660,2213,2219,1563
"predicted RNA",6174,3547,4782,4667,7857,3710,4708,4339,3971,6967,4418,5309
"NWMN_RS03155",14586,7988,14167,13117,20351,12866,8665,12028,11299,12559,10804,10573
"NWMN_RS03160",11724,7567,10915,12517,15549,11488,9373,8726,10745,10039,7808,7592
"NWMN_RS03165",6927,5128,6399,7012,9790,5844,5114,5662,5934,5898,5087,4073
"NWMN_RS03170",4338,3630,4674,4028,6378,4016,3142,2985,3576,3932,2702,3535
"NWMN_RS03175",6943,5575,6111,5484,10693,5517,4465,4479,5173,7168,4120,5563
"NWMN_RS03180",6596,5684,7483,5857,13399,6561,4708,4667,5882,8502,4249,6414
"NWMN_RS03185",440,340,275,246,682,248,192,386,387,191,309,132
"NWMN_RS03190",1288,930,1194,1247,2179,1353,816,1381,1026,1151,1241,812
"NWMN_RS03195",92,101,85,150,238,72,137,235,120,63,223,82
"NWMN_RS03200",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS03205",1647,717,750,901,1211,915,413,465,348,931,531,655
"NWMN_RS03210",41,69,26,36,36,35,35,47,59,35,19,40
"NWMN_RS03215",228,176,184,191,328,157,139,135,180,154,98,163
"NWMN_RS03220",657,464,650,464,874,735,425,355,501,511,156,354
"NWMN_RS03225",169,114,92,117,151,63,67,113,56,146,77,75
"NWMN_RS03230",53,64,103,54,120,36,43,68,71,69,43,35
"NWMN_RS03235",0,45,0,23,45,7,17,30,49,20,17,20
"NWMN_RS03240",431,252,241,146,389,173,300,199,304,179,125,137
"NWMN_RS03245",48,52,63,49,83,57,47,30,70,34,26,52
"NWMN_RS03250",4,49,43,51,109,44,68,57,59,33,23,30
"NWMN_RS03255",139,77,90,39,78,23,78,80,81,30,25,21
"NWMN_RS03260",392,358,395,162,467,233,276,374,363,215,176,137
"NWMN_RS15920",137,170,174,119,231,159,119,175,150,68,88,86
"NWMN_RS03270",278,227,286,175,242,163,196,185,194,160,83,76
"NWMN_RS03275",1340,1013,1414,1139,2056,1219,1046,1343,1158,1012,1002,838
"NWMN_RS03280",1956,1540,2208,2218,3073,1791,1340,1901,1687,5021,1805,3474
"NWMN_RS03285",1737,782,900,1116,1806,835,427,1799,772,662,1373,414
"NWMN_RS03290",14712,6826,12094,10938,13430,9025,8100,12121,8710,6511,8912,3862
"NWMN_RS03295",1598,1065,1447,1597,2054,1120,1221,1782,1452,1079,1340,627
"NWMN_RS03300",3888,3128,2821,7048,1777,1954,4616,4572,8503,4452,5410,2126
"NWMN_RS03305",0,1,0,3,0,0,0,0,3,0,1,0
"NWMN_RS03310",2249,1258,1075,768,1203,596,1359,2240,1311,262,655,149
"NWMN_RS03315",8724,7336,8164,8504,12320,7155,8248,9585,8758,5743,6686,3396
"NWMN_RS03320",60,64,101,59,57,42,25,64,95,65,38,47
"NWMN_RS03325",2435,1912,1673,2217,2861,1681,1451,2638,2033,1605,1963,1154
"NWMN_RS03330",3554,1984,2897,2247,2795,2254,1848,3057,2596,1954,1912,1458
"NWMN_RS03335",1067,1055,1705,1172,1620,1176,927,1216,1280,1061,789,894
"NWMN_RS03340",2339,1617,2063,2048,2484,1784,1729,2091,2024,1836,1381,1342
