"gene_id","WT_3H_R1_GE","WT_3H_R2_GE","pEPSA_Teg49_Comp_3H_R1_GE","pEPSA_Teg49_Comp_3H_R2_GE","Teg49_mutant_3H_R1_GE","Teg49_mutant_3H_R2_GE"
"SAOUHSC_01606",3657,5002,5417,5604,5176,5141
"SAOUHSC_01607",169,213,354,393,318,290
"SAOUHSC_01608",21,37,25,27,39,29
"SAOUHSC_01609",9053,8195,13806,14140,11905,12157
"SAOUHSC_01610",2861,2487,4118,3872,3048,3110
"SAOUHSC_01611",18458,22573,29888,33529,29467,29400
"SAOUHSC_01612",11573,15334,17788,20087,17332,17535
"SAOUHSC_01613",11897,16421,17771,19672,17258,17430
"SAOUHSC_01614",14659,19292,21774,24057,21487,22333
"SAOUHSC_01615",19252,22972,27612,31240,27494,29105
"SAOUHSC_01617",3891,4715,5160,5831,5150,5398
"SAOUHSC_01618",8683,11086,12957,12812,11400,11453
"SAOUHSC_01619",2724,3126,4274,4652,4350,4125
"xseA",17689,20037,29753,33314,28768,29128
"nusB",6734,7649,11580,12894,11174,11212
"SAOUHSC_01622",7054,8036,11780,13300,11745,11754
"SAOUHSC_01623",17439,22732,26743,27391,23439,23567
"SAOUHSC_01624",4257,5804,6604,6854,5899,5703
"SAOUHSC_01625",21600,18143,31456,27631,21168,21375
"SAOUHSC_01626",9204,9297,14434,14557,12642,12915
"SAOUHSC_01627",2654,2667,4183,4381,3475,3822
"SAOUHSC_01628",853,793,1397,1462,1288,1243
"SAOUHSC_01629",3637,4614,4639,4863,4454,4449
"SAOUHSC_01630",6783,8484,10330,9811,9449,9840
"SAOUHSC_01632",7905,15781,17623,20572,22527,22567
"SAOUHSC_01633",6380,12298,15048,17989,19858,20266
"gcvT",2936,5958,6469,7736,8601,8615
"SAOUHSC_01635",1362,1515,2485,2495,2277,2265
"SAOUHSC_01636",4,3,3,8,6,5
"SAOUHSC_01637",48,36,61,57,59,61
"SAOUHSC_01638",28,41,47,44,32,38
"SAOUHSC_01639",24,34,39,53,36,41
"SAOUHSC_01640",19,41,31,38,32,25
"SAOUHSC_01641",96,86,150,168,130,111
"SAOUHSC_01643",235,287,379,468,355,354
"SAOUHSC_01644",11912,14148,19624,21260,17943,18026
"SAOUHSC_01645",3911,4565,6036,6656,5865,5891
"SAOUHSC_01646",10655,13937,15104,16677,13740,14256
"SAOUHSC_01647",1742,2122,2973,3730,3269,3503
"SAOUHSC_01649",7554,9623,12298,13893,12392,12639
"SAOUHSC_01650",1312,1462,1803,1815,1880,1897
"rpmG_2",4485,5974,5653,4482,3157,3127
"SAOUHSC_01652",17891,26172,32422,37306,31944,32521
"SAOUHSC_01653",36192,50201,58150,64627,68719,67855
"SAOUHSC_01655",1261,1805,1815,2138,1609,1664
"SAOUHSC_01656",2305,3037,3650,4097,3224,3285
"SAOUHSC_01657",2299,3032,3850,4342,3284,3341
"SAOUHSC_01658",6103,8245,10136,11355,9264,8881
"SAOUHSC_01659",6383,8869,10766,12298,9729,9719
"SAOUHSC_01660",6437,7248,10387,11473,9840,9619
"SAOUHSC_01661",1843,2194,2767,3146,2315,2397
"SAOUHSC_01662",19523,21623,29372,31928,26997,26879
"SAOUHSC_01663",16558,18691,25579,28588,24400,24278
"SAOUHSC_01664",5989,8136,9505,10181,9496,9725
"SAOUHSC_01665",2644,3479,4262,4635,4567,5069
"SAOUHSC_01666",44412,26791,45152,43016,33055,33949
"SAOUHSC_01667",9819,12030,16108,18410,14528,14360
"era",9920,13028,15684,17743,14228,14491
"SAOUHSC_01670",2788,4173,4206,4540,3326,3518
"SAOUHSC_01671",2897,3524,4700,5911,4512,4298
"SAOUHSC_01672",5661,7358,9153,10489,7863,7843
"SAOUHSC_01673",6648,8518,9852,10870,7629,7681
"SAOUHSC_01675",33776,43663,53918,58975,48432,49966
"SAOUHSC_01676",33982,46037,54066,57482,46655,48142
"SAOUHSC_01677",14589,19752,21554,23515,18938,19685
"rpsU",21384,9929,32898,23507,18227,17310
"SAOUHSC_01679",9425,12333,14385,15930,13474,13439
"SAOUHSC_01680",1864,2571,2540,2722,2466,2462
"prmA",9792,13038,14785,15365,14031,14697
"SAOUHSC_01682",9323,14125,14607,15721,14175,15126
"dnaK",61035,70932,90359,91599,86125,91160
"SAOUHSC_01684",13922,15930,20511,20951,19694,20921
"SAOUHSC_01685",15452,15024,24102,26557,23662,25176
"SAOUHSC_01686",1369,1672,2044,2186,1778,1782
"SAOUHSC_01687",13,6,15,20,3,3
"SAOUHSC_01688",10381,12987,15410,16629,12019,12114
"rpsT",22225,20420,35272,33357,23063,23841
"holA",990,998,1442,1610,1213,1186
"SAOUHSC_01691",561,652,978,1138,912,954
"SAOUHSC_01692",1267,1498,2091,2070,2085,2075
"SAOUHSC_01693",586,753,870,991,790,730
"SAOUHSC_01694",9664,11608,15179,16944,13873,14064
"SAOUHSC_01695",3666,4748,5262,5441,4527,4586
"SAOUHSC_01696",8039,10704,12465,13912,11620,11400
"SAOUHSC_01697",6191,8517,9915,11161,8981,8735
"SAOUHSC_01698",1297,1701,1740,1806,1419,1488
"SAOUHSC_01699",6592,8513,10584,12195,9499,9409
"SAOUHSC_01700",8519,12228,12936,14034,10487,10296
"SAOUHSC_01701",2506,3501,3342,3550,2753,2705
"SAOUHSC_01702",2744,3679,4362,4647,3765,3764
"SAOUHSC_01704",160,163,288,306,276,317
"SAOUHSC_01705",323,350,476,534,403,415
"SAOUHSC_01706",1010,1086,1571,1576,1321,1382
"SAOUHSC_01707",1260,1885,2205,2755,2672,2605
"SAOUHSC_01708",469,769,709,761,729,771
"SAOUHSC_01709",1181,1849,2058,2293,2188,2283
"SAOUHSC_01710",324,553,579,764,715,734
"SAOUHSC_01711",1191,1849,2078,2455,2455,2402
"SAOUHSC_01712",762,1152,1349,1506,1311,1338
"greA",6046,8454,8201,8370,6862,6941
"SAOUHSC_01715",4303,6815,7023,7777,6346,6187
"SAOUHSC_01716",7163,10557,11909,13717,10536,10273
"SAOUHSC_01717",2662,3568,4100,4670,3450,3507
"SAOUHSC_01718",915,991,1310,1619,1208,1200
"SAOUHSC_01719",8194,8089,11810,11777,11081,11526
"SAOUHSC_01720",6595,6528,8559,8222,7783,7615
"SAOUHSC_01721",4139,4341,5785,5550,5462,5293
"alaS",12726,15649,18582,19331,17050,17310
"SAOUHSC_01723",7222,8221,10526,10993,9283,9118
"SAOUHSC_01724",804,843,1187,1286,1061,1042
"SAOUHSC_01726",9624,12499,16208,18559,15640,15707
"SAOUHSC_01727",4603,5899,6724,7651,6427,6181
"SAOUHSC_01728",1833,2776,3333,3839,3321,3408
"SAOUHSC_01729",12820,12736,20091,22404,23283,25232
"SAOUHSC_01730",14218,18710,19823,18654,17934,18127
"SAOUHSC_01732",2758,2831,3610,3343,2622,2520
"SAOUHSC_01734",9628,11971,15775,17760,13818,14161
"SAOUHSC_01735",2437,2761,3873,3896,3197,3178
"SAOUHSC_01736",10,7,7,11,17,12
"aspS",11055,14257,16471,17676,15980,16411
"hisS",4432,5393,6440,7213,6725,6869
"SAOUHSC_01739",4824,6108,6878,6962,6081,6235
"SAOUHSC_01741",6335,7698,10605,12188,10778,10929
"SAOUHSC_01742",14153,20931,22871,25707,22338,22646
"SAOUHSC_01743",3205,3743,5064,5361,4571,4375
"SAOUHSC_01744",7825,8541,12229,13478,11664,11338
"SAOUHSC_01746",38755,47212,62726,68431,55495,55091
"SAOUHSC_01747",15219,14751,26910,26601,20325,21158
"tgt",9140,12420,12716,12367,9930,10315
"queA",6046,7965,9444,10546,8485,8765
"ruvB",8225,10872,12808,14099,11618,11369
"ruvA",3282,4838,4804,4825,3835,3886
"SAOUHSC_01752",4051,5187,6152,6785,5494,5644
"obgE",8871,12125,13038,13597,10362,10485
"rpmA",17900,22255,22928,22218,15242,15421
"SAOUHSC_01756",14702,17064,18840,17929,11607,11847
"rplU",12883,15131,15705,14135,9231,9134
"SAOUHSC_01758",3453,3793,6097,7278,5777,5438
"SAOUHSC_01759",4986,6015,8421,9549,7627,7550
"SAOUHSC_01760",492,616,822,710,563,615
"SAOUHSC_01761",773,780,1006,1096,804,873
"SAOUHSC_01761a",210,221,349,438,389,307
"SAOUHSC_01762",1982,2579,3298,3143,2625,2659
"SAOUHSC_01763",157,218,260,313,201,209
"SAOUHSC_01764",118,136,206,298,169,185
"SAOUHSC_01765",2,0,5,14,11,6
"SAOUHSC_01766",20136,24808,31720,33636,29003,29430
"valS",34337,45043,52721,58574,49614,49739
"SAOUHSC_01768",2643,3412,4014,4427,3363,3315
"SAOUHSC_01769",8028,8890,14279,17464,15105,14772
"SAOUHSC_01770",69,96,87,60,57,72
"SAOUHSC_01771",10792,18302,19460,21656,20682,21746
"SAOUHSC_01772",5825,9212,9295,10108,9454,9226
"SAOUHSC_01773",3992,5453,6980,8176,7590,7862
"hemC",8241,10139,12726,13697,11414,11588
"SAOUHSC_01775",9004,9440,16076,20111,17549,17178
"hemA",50172,58715,79464,84334,69455,67819
"engB",1479,1737,2508,2921,2374,2385
"clpX",32744,31425,52941,52755,42633,42729
"tig",45702,54854,67859,68055,54473,55385
"SAOUHSC_01780",39,50,80,79,92,73
"SAOUHSC_01781",4962,5645,7002,7411,6345,6374
"SAOUHSC_01782",925,1225,992,852,640,798
"SAOUHSC_01783",2,2,2,2,1,1
"rplT",17347,22480,27797,26776,17683,17266
"rpmI",16084,20536,28851,30217,21101,20555
"infC",19737,25490,33545,36848,26936,26468
"SAOUHSC_01787",7725,15142,14060,16631,14262,14677
"thrS",29881,39127,45013,48237,40901,42088
"SAOUHSC_01789",396,412,500,359,317,314
"SAOUHSC_01791",10047,13319,16601,17890,17393,17367
"SAOUHSC_01792",15442,19672,24344,27708,26477,26688
"nrdR",3003,3887,4275,4265,3998,3938
"SAOUHSC_01794",3108,3674,4941,5389,3959,3850
"coaE",4500,5999,7046,7638,6915,7217
"SAOUHSC_01796",6044,8207,9288,10193,9864,9928
"SAOUHSC_01797",15429,19128,23158,25582,23619,23891
"SAOUHSC_01798",1765,1892,2948,3637,2839,2942
"SAOUHSC_01799",11283,13335,18927,21204,19316,20201
"SAOUHSC_01800",3146,3777,4561,4917,4439,4753
"SAOUHSC_01801",5125,6179,8605,9744,7781,7642
"SAOUHSC_01802",2499,3151,3936,4354,3374,3563
"SAOUHSC_01803",29606,38555,53652,63242,53199,54008
"SAOUHSC_01805",253,335,446,503,405,474
"SAOUHSC_01806",120392,135004,186835,181919,185879,189107
"SAOUHSC_01807",22144,30821,29573,26616,27960,28101
"SAOUHSC_01808",9629,11120,14165,14797,13173,13071
"SAOUHSC_01809",8237,10169,11912,12758,10728,10710
"SAOUHSC_01810",7948,10333,11589,12884,10601,10702
"SAOUHSC_01811",20886,26565,34936,39863,33445,33548
"SAOUHSC_01812",3409,4954,5286,5585,4631,4721
"SAOUHSC_01813",3475,4409,5023,5428,4589,4575
"SAOUHSC_01814",14955,10424,29313,24362,28416,28094
"SAOUHSC_01815",16779,19315,27643,30383,32446,33173
"SAOUHSC_01816",5735,6959,8967,9063,7005,7258
"SAOUHSC_01817",22,30,33,36,23,28
"SAOUHSC_01818",5159,8318,9017,11113,8490,8106
"SAOUHSC_01819",32291,48431,52461,51484,55129,55480
"SAOUHSC_01820",22306,25262,35524,34111,37440,37424
"SAOUHSC_01821",4687,5194,7369,8063,7257,7541
"tpx",10994,12323,16796,15869,17509,17964
"SAOUHSC_01823",1184,1762,1870,2127,1652,1584
"SAOUHSC_01824",2652,3809,4389,5100,3972,3983
"SAOUHSC_01825",1730,2358,2796,3233,2461,2457
"SAOUHSC_01826",14,12,13,11,4,9
"SAOUHSC_01827",54541,63139,88483,90194,73542,73967
"SAOUHSC_01828",1577,1955,2446,2983,2423,2391
"rpsD",53982,76498,100931,111849,84237,81525
"SAOUHSC_01830",868,1152,1433,1671,1449,1509
"SAOUHSC_01831",2827,3702,5103,5585,4817,5094
"SAOUHSC_01832",716,1003,1224,1342,1356,1381
"SAOUHSC_01833",969,1308,1481,1583,1486,1605
"SAOUHSC_01834",40,60,48,47,33,43
"SAOUHSC_01835",3013,3792,4575,5027,4438,4423
"SAOUHSC_01836",12575,15376,17742,17978,14098,13729
"SAOUHSC_01837",5968,6533,9639,10468,7735,8069
"SAOUHSC_01838",11319,12549,16493,16823,15150,16386
"SAOUHSC_01839",5610,7749,8406,8521,7628,7563
"SAOUHSC_01840",1614,1863,2496,2804,2071,2178
"SAOUHSC_01841",5,6,9,9,6,6
"SAOUHSC_01843",530,657,890,947,876,965
"SAOUHSC_01844",0,0,2,1,0,0
"SAOUHSC_01845",29972,38657,49657,52137,50728,52636
"SAOUHSC_01846",701,1046,1074,1277,961,901
"SAOUHSC_01847",837,1191,1492,1684,1384,1452
"SAOUHSC_01849",972,1316,1681,1887,1701,1600
"SAOUHSC_01850",11199,12525,16216,17282,13623,13734
"SAOUHSC_01851",4,5,5,2,6,4
"SAOUHSC_01852",6721,8448,9940,10606,9649,9539
"SAOUHSC_01853",8,13,18,18,12,8
"SAOUHSC_01854",52341,64661,84225,94392,84927,86380
"SAOUHSC_01855",100431,86456,167162,165426,140237,145088
"murC",22918,26028,34720,38267,29761,29330
"SAOUHSC_01857",57487,76205,86154,98174,77600,77465
"SAOUHSC_01858",4122,5196,6007,6911,5586,5744
"SAOUHSC_01859",5044,6122,7549,8911,7083,7269
"SAOUHSC_01860",3653,4459,5208,5126,4965,4976
"SAOUHSC_01861",5375,7396,7978,8511,7291,7382
"SAOUHSC_01863",3349,3770,5808,6460,5492,5405
"SAOUHSC_01864",1645,1839,2549,2781,2263,2218
"trmB",9876,9701,15159,15664,13126,13149
"SAOUHSC_01866",15185,16841,23666,24017,20410,20296
"SAOUHSC_01867",9185,10541,13144,13354,12493,12807
"SAOUHSC_01868",10104,11574,13341,13476,12439,12896
"SAOUHSC_01869",27334,31064,45293,52791,45188,46270
"SAOUHSC_01870",5973,7374,8781,10041,8293,8095
"SAOUHSC_01871",8557,10195,12024,13903,10807,10743
"SAOUHSC_01872",2577,3758,4478,4947,4044,4039
"SAOUHSC_01873",1406,2051,2394,2781,2209,2231
"SAOUHSC_01874",1871,2315,3042,3224,2950,3052
"leuS",15703,20135,22181,23259,21633,22333
"SAOUHSC_01876",2005,3078,3203,3588,3463,3333
"SAOUHSC_01877",2153,2760,2805,2953,2307,2217
"SAOUHSC_01878",2203,2577,3255,3742,2883,2817
"SAOUHSC_01879",3376,3946,4378,4293,3640,3910
"SAOUHSC_01880",67,97,98,141,118,94
"SAOUHSC_01882",4788,4948,8855,8148,6697,7035
"SAOUHSC_01883",8,9,31,50,35,31
"SAOUHSC_01884",8147,11522,19835,19339,16097,15818
"ribH",2758,4848,14737,9829,7563,7894
"SAOUHSC_01887",8642,14561,58578,45286,33627,35467
"SAOUHSC_01888",4909,7932,32024,24931,18671,19265
"SAOUHSC_01889",8320,13373,59561,46189,33820,35627
"SAOUHSC_01890",2674,3107,4239,4937,4268,4458
"SAOUHSC_01891",463,579,982,1011,748,740
"SAOUHSC_01893",1547,1996,3104,3387,2548,2711
"SAOUHSC_01894",552,698,984,1002,795,797
"SAOUHSC_01895",11548,10735,17222,17212,12259,12181
"SAOUHSC_01896",1179,1183,1855,1816,1454,1467
"SAOUHSC_01897",541,605,900,983,902,864
"SAOUHSC_01898",996,846,1708,1992,1624,1612
"SAOUHSC_01899",1070,1026,1749,1892,1581,1600
"SAOUHSC_01900",297,453,634,798,683,633
"SAOUHSC_01901",11243,13870,18542,18939,15090,15501
"SAOUHSC_01902",331,309,487,508,415,402
"SAOUHSC_01903",109,104,142,127,87,91
"SAOUHSC_01904",106,100,104,118,101,87
"SAOUHSC_01905",35,38,44,70,37,47
"SAOUHSC_01907",3160,3134,4898,4613,5239,5261
"SAOUHSC_01908",13124,12141,20835,21450,18324,19004
"SAOUHSC_01909",5162,7176,9242,9568,8584,8439
"SAOUHSC_01910",4406,6469,7645,9805,6489,5915
"SAOUHSC_01911",1502,1452,1993,2225,1548,1544
"SAOUHSC_01912",515,793,864,957,862,916
"SAOUHSC_01913",216,271,370,395,325,354
"SAOUHSC_01914",961,1360,1592,1670,1535,1406
"SAOUHSC_01915",1667,2161,2559,2923,2541,2487
"SAOUHSC_01916",1677,2225,2425,2676,2272,2332
"SAOUHSC_01917",162,200,267,308,250,225
"SAOUHSC_01918",3722,5082,5944,7439,4900,4803
"SAOUHSC_01919",5746,7939,8699,10224,6765,6858
"SAOUHSC_01920",107,130,132,158,95,106
"SAOUHSC_01921",59,100,106,115,62,74
"SAOUHSC_01922",154,191,203,238,187,203
"SAOUHSC_01923",247,278,345,400,343,357
"SAOUHSC_01924",41,67,77,107,86,92
"SAOUHSC_01925",449,527,805,895,869,898
"SAOUHSC_01926",559,943,999,1092,971,1019
"SAOUHSC_01928",47,101,63,55,57,58
"SAOUHSC_01929",20,20,35,34,19,27
"SAOUHSC_01930",290,302,453,497,407,423
"SAOUHSC_01931",1624,1483,2404,2961,2716,2658
"SAOUHSC_01932",1818,2264,3127,3394,3140,3104
"SAOUHSC_01933",2034,2554,2928,3172,2809,2900
"SAOUHSC_01934",0,0,0,0,0,0
"SAOUHSC_01935",442,654,519,596,479,480
"SAOUHSC_01936",513,863,658,923,627,607
"SAOUHSC_01937",14,30,9,19,11,19
"SAOUHSC_01938",563,1012,561,870,618,699
"SAOUHSC_01939",796,1391,942,1290,996,989
"SAOUHSC_01941",577,971,582,809,601,598
"SAOUHSC_01942",456,647,409,562,386,390
"SAOUHSC_01944",184,236,271,334,321,330
"SAOUHSC_01945",3441,4090,5485,7557,7302,6744
"SAOUHSC_01947",3472,4380,6212,8196,7548,7605
"SAOUHSC_01948",3586,4551,5865,7222,6349,6484
"SAOUHSC_01949",1595,2381,2524,2797,2461,2587
"SAOUHSC_01950",213,237,347,424,437,452
"SAOUHSC_01951",753,876,1160,1355,1382,1378
"SAOUHSC_01952",2466,2587,3557,4516,4460,4773
"SAOUHSC_01953",391,514,449,365,327,331
"SAOUHSC_01954",177,231,287,284,248,266
"SAOUHSC_01955",102,162,170,233,163,168
"SAOUHSC_01956",158,241,286,324,302,350
"SAOUHSC_01957",1939,2265,3445,4324,3848,4066
"SAOUHSC_T00050",1134,532,1870,1003,653,700
"SAOUHSC_T00019",0,0,0,0,0,0
"SAOUHSC_T0009",402,120,462,369,166,182
"SAOUHSC_T00022",125,83,190,148,83,79
"SAOUHSC_T00026",309,120,575,506,203,255
"SAOUHSC_T00042",173,80,280,288,80,83
"SAOUHSC_T00012",81,71,94,70,35,33
"SAOUHSC_T00038",3669,1091,4196,2655,916,993
"SAOUHSC_01958",2314,2721,3192,3396,2812,2704
"SAOUHSC_01960",15480,20296,24274,27280,24654,23612
"hemH",11033,13721,17172,19697,16524,16100
"hemE",6901,8961,10067,10822,8569,8538
"SAOUHSC_01963",5,7,13,26,16,15
"SAOUHSC_01964",11372,13108,19660,20745,23509,23851
"SAOUHSC_01966",10295,9865,15611,17535,16396,16134
"SAOUHSC_01967",7040,7631,9708,10466,8569,9064
"SAOUHSC_01968",5747,6809,10058,10843,9410,9474
"SAOUHSC_01969",12827,16919,19354,19650,15349,15636
"SAOUHSC_01971",291,204,541,609,488,534
"SAOUHSC_01972",17632,17822,24099,24916,21889,22296
"SAOUHSC_01973",15942,16812,25996,26513,21986,21764
"SAOUHSC_01974",50638,55202,83286,92327,78732,78692
"SAOUHSC_01975",12212,12987,18307,21384,17913,18076
"SAOUHSC_01976",13,16,18,43,17,13
"SAOUHSC_01977",40703,41949,67293,61394,54139,57498
"SAOUHSC_01978",2965,3739,4772,5252,4315,4469
"SAOUHSC_01979",2159,2147,2991,3210,1839,2038
"SAOUHSC_01980",1252,1528,1937,2409,2071,1980
"SAOUHSC_01981",1916,2364,3170,3621,2913,2893
"SAOUHSC_01982",5895,6939,9895,10568,8706,8860
"fumC",7068,9336,11347,11731,9579,9726
"SAOUHSC_01984",497,506,836,914,772,708
"SAOUHSC_01985",95,112,164,196,153,154
"SAOUHSC_01986",4765,5570,6817,6740,6248,6320
"SAOUHSC_01987",34272,43995,52217,56595,53109,53713
"SAOUHSC_01988",1427,1788,2516,3001,2722,2677
"SAOUHSC_01989",2334,3098,3809,4333,3545,3563
"SAOUHSC_01990",461,567,492,525,391,330
"SAOUHSC_01991",811,1084,935,977,660,696
"SAOUHSC_01992",2250,2450,3115,3432,2896,2910
"SAOUHSC_01993",416,505,710,764,725,726
"SAOUHSC_T00031",2741,1443,4182,3334,2138,1984
"SAOUHSC_T00046",2553,1028,4274,4141,2502,2266
"SAOUHSC_T00047",3128,1732,6098,5220,4125,3570
"SAOUHSC_T00023",1827,605,2898,2720,1527,1486
"SAOUHSC_T00015",133,43,166,110,60,64
"SAOUHSC_T00016",0,0,0,0,0,0
"SAOUHSC_T00027",130,127,239,97,70,84
"SAOUHSC_T00056",367,177,756,548,280,296
"SAOUHSC_T00057",0,0,0,0,0,0
"SAOUHSC_T00054",145,17,117,96,22,32
"SAOUHSC_T00043",194,61,286,269,95,89
"SAOUHSC_T00013",76,66,105,64,37,52
"SAOUHSC_T00039",3654,1105,4009,2621,829,1026
"SAOUHSC_T00051",9811,6566,16240,9435,6314,5942
"SAOUHSC_T00014",78,89,102,68,37,41
"SAOUHSC_T00052",0,0,0,0,0,0
"SAOUHSC_T00040",8,10,12,4,3,3
"SAOUHSC_T00041",71,33,108,78,32,26
"SAOUHSC_T0002",810,484,349,609,275,262
"SAOUHSC_T00045",17,0,23,12,10,10
"SAOUHSC_T0007",0,0,0,0,27,0
"SAOUHSC_T00032",2157,1294,2790,1895,997,984
"SAOUHSC_T00024",893,819,1370,1061,589,602
"SAOUHSC_T00033",1405,792,1890,1127,487,477
"SAOUHSC_T00036",76,37,71,64,19,21
"SAOUHSC_T00055",133,26,96,109,28,30
"SAOUHSC_T00060",303,11,288,223,100,88
"SAOUHSC_R00013",0,65,0,20,22,0
"SAOUHSC_R0008",156827,170568,140712,97721,86718,163288
"SAOUHSC_T0003",825,449,334,603,262,252
"SAOUHSC_T00028",65,21,68,62,34,24
"SAOUHSC_R0003",129901,103040,88833,56114,47533,98110
"SAOUHSC_01997",11739,11383,19632,20859,20668,20244
"SAOUHSC_01998",7096,7866,11159,12254,11312,11454
"SAOUHSC_01999",3122,3507,4441,5024,4477,4495
"SAOUHSC_02000",6674,11201,12241,14134,13340,13649
"SAOUHSC_02001",5019,6375,7907,9423,7217,7225
"SAOUHSC_02002",3,0,1,0,2,1
"SAOUHSC_02003",2876,3543,4928,5702,4185,4211
"SAOUHSC_02004",1356,1439,1915,1951,1686,1606
"SAOUHSC_02005",816,995,1291,1296,1013,1094
"SAOUHSC_02006",5989,7320,9644,10527,9261,9131
"SAOUHSC_02008",5051,5595,8156,10364,9189,9063
"SAOUHSC_02009",7595,8621,12013,13164,11534,11871
"SAOUHSC_02010",1024,1190,1314,1421,1269,1356
"recX",2050,2503,3001,3454,2927,3167
"SAOUHSC_02012",3180,3577,5352,5472,4844,4899
"SAOUHSC_02013",13083,15342,19216,20427,20778,21554
"SAOUHSC_02014",157,236,274,208,247,254
"SAOUHSC_02015",0,0,0,0,0,0
"SAOUHSC_02016",0,0,0,0,0,0
"SAOUHSC_02017",0,0,0,0,0,0
"SAOUHSC_02018",0,0,0,0,0,0
"SAOUHSC_02019",0,0,0,0,0,0
"SAOUHSC_02020",0,0,0,0,0,0
"SAOUHSC_02021",0,0,0,0,0,0
"SAOUHSC_02022",0,0,0,0,0,0
"SAOUHSC_02023",0,0,0,0,0,0
"SAOUHSC_02025",0,0,0,0,0,0
"SAOUHSC_02026",0,0,0,0,0,0
"SAOUHSC_02027",0,0,0,0,0,0
"SAOUHSC_02028",0,0,0,0,0,0
"SAOUHSC_02029",0,0,0,0,0,0
"SAOUHSC_02030",0,0,0,0,0,0
"SAOUHSC_02031",0,0,1,0,0,0
"SAOUHSC_02033",0,0,0,0,0,0
"SAOUHSC_02034",0,0,0,0,0,0
"SAOUHSC_02035",0,0,0,0,0,0
"SAOUHSC_02036",0,0,0,0,0,0
"SAOUHSC_02037",0,0,0,0,0,0
"SAOUHSC_02038",0,0,0,0,0,0
"SAOUHSC_02040",0,0,0,0,0,0
"SAOUHSC_02041",0,0,0,0,0,0
"SAOUHSC_02042",0,0,0,0,0,0
"SAOUHSC_02043",0,0,0,0,0,0
"SAOUHSC_02044",0,0,0,0,0,0
"SAOUHSC_02046",0,0,0,0,0,0
"SAOUHSC_02047",0,0,0,0,0,0
"SAOUHSC_02048",0,0,0,0,0,0
"SAOUHSC_02049",0,0,0,0,0,0
"SAOUHSC_02050",0,0,0,0,0,0
"SAOUHSC_02051",0,0,0,0,0,0
"SAOUHSC_02052",0,0,0,0,0,0
"SAOUHSC_02053",0,0,0,0,0,0
"SAOUHSC_02054",0,0,0,0,0,0
"SAOUHSC_02055",0,0,0,0,0,0
"SAOUHSC_02056",0,0,0,0,0,0
"SAOUHSC_02057",0,0,0,0,0,0
"SAOUHSC_02058",0,0,0,0,0,0
"SAOUHSC_02059",0,0,0,0,0,0
"SAOUHSC_02060",0,0,0,0,0,0
"SAOUHSC_02061",0,0,0,0,0,0
"SAOUHSC_02062",0,0,0,0,0,0
"SAOUHSC_02063",0,0,0,0,0,0
"SAOUHSC_02064",0,0,0,0,0,0
"SAOUHSC_02065",0,0,0,0,0,0
"SAOUHSC_02066",0,0,0,0,0,0
"SAOUHSC_02067",0,0,0,0,0,0
"SAOUHSC_02068",0,0,0,0,0,0
"SAOUHSC_02069",1,0,0,1,2,2
"SAOUHSC_02070",0,0,0,0,0,0
"SAOUHSC_02071",0,0,0,0,0,0
"SAOUHSC_02072",0,0,0,0,0,0
"SAOUHSC_02073",0,0,0,0,0,0
"SAOUHSC_02074",0,0,0,0,0,0
"SAOUHSC_02075",0,0,0,0,0,0
"SAOUHSC_02076",0,0,0,0,0,0
"SAOUHSC_02077",0,0,0,0,0,0
"SAOUHSC_02078",0,0,0,0,0,0
"SAOUHSC_02079",0,0,0,0,0,0
"SAOUHSC_02080",0,0,0,0,0,0
"SAOUHSC_02081",0,0,0,0,0,0
"SAOUHSC_02083",0,0,0,0,0,0
"SAOUHSC_02084",0,0,0,0,0,0
"SAOUHSC_02085",0,0,0,0,0,0
"SAOUHSC_02086",0,0,0,0,0,0
"SAOUHSC_02087",0,0,0,0,0,0
"SAOUHSC_02088",0,0,0,0,0,0
"SAOUHSC_02089",0,0,0,0,0,0
"SAOUHSC_02090",5482,7245,9325,10559,8821,8880
"SAOUHSC_02091",9678,11572,15143,15450,12964,13240
"SAOUHSC_02092",15322,19122,22360,23205,18712,19326
"SAOUHSC_02093",191,290,236,226,168,165
"SAOUHSC_02095",17810,21612,28349,29533,26788,26629
"SAOUHSC_02096",14591,16472,20811,21452,19183,19811
"SAOUHSC_02097",48009,59647,74164,89760,69224,70207
"SAOUHSC_02098",3364,3555,4704,4652,3892,4102
"SAOUHSC_02099",4845,5289,6809,7596,6129,6537
"SAOUHSC_02100",1927,2130,2624,2981,2423,2511
"SAOUHSC_02101",635,587,804,1008,793,771
"SAOUHSC_02102",5837,6897,9808,10214,8356,8661
"SAOUHSC_02103",1012,1171,1505,1705,1478,1532
"SAOUHSC_02104",108,77,139,153,122,144
"SAOUHSC_02105",1,0,0,0,1,2
"SAOUHSC_02106",4036,4641,6114,6322,5205,4903
"SAOUHSC_02107",7951,10029,12483,13462,11103,11015
"SAOUHSC_02108",14492,18457,23232,24842,15680,15619
"SAOUHSC_02109",1,3,1,6,0,5
"SAOUHSC_02110",2059,2104,3244,3923,2843,2996
"SAOUHSC_02111",878,1154,1425,1480,1204,1218
"SAOUHSC_02112",1249,1287,2204,2891,2191,2082
"SAOUHSC_02113",2705,3304,4385,5169,3903,3928
"SAOUHSC_02114",5016,6231,7476,7496,6549,6663
