"gene_id","Un_A_count","Ox_A_count","Lor_A_count","Un_B_count","Ox_B_count","Lor_B_count","Co_B_count","Un_C_count","Ox_C_count","Lor_C_count","Co_C_count"
"KNNFDEDG_01913",1187,443,996,1083,572,759,773,1054,657,784,823
"KNNFDEDG_01912",2601,1047,4303,2670,1819,2578,3044,2579,2088,3677,3482
"KNNFDEDG_01911",26352,10767,41500,17191,11224,36892,11222,16064,10716,34691,12858
"KNNFDEDG_01910",28586,11344,49992,21666,15809,41610,14785,20557,14747,41764,17810
"KNNFDEDG_02011.t00",17,17,52,16,14,48,22,7,21,30,30
"KNNFDEDG_00286.t00",5624,1891,4062,6305,3067,4022,4781,6104,3490,5080,4690
"KNNFDEDG_00896.t00",5,3,3,8,0,3,2,9,5,4,6
"KNNFDEDG_02658",1364,532,856,872,497,653,681,1601,731,880,567
"KNNFDEDG_01010",1409,738,1701,1805,1461,1294,1706,1660,1532,1829,1751
"KNNFDEDG_00162.t00",3,1,4,5,9,0,5,5,7,2,5
"KNNFDEDG_00064",230,61,117,255,114,147,156,296,148,191,165
"KNNFDEDG_00065",1351,432,1056,1412,660,1116,1086,1499,715,1393,942
"KNNFDEDG_00066",2003,646,1841,2104,1107,2225,1852,1954,1091,2440,1588
"KNNFDEDG_00061",25,2,11,50,6,11,20,21,7,19,9
"KNNFDEDG_00062",2253,1256,820,2209,1796,719,1367,2264,2177,924,1467
"KNNFDEDG_02539.t00",3231,1927,4108,7169,3790,1939,7950,6957,5302,5782,6071
"KNNFDEDG_01474",725,403,704,765,471,1185,1123,660,546,1030,776
"KNNFDEDG_01857.t00",32,24,43,27,10,63,32,38,16,29,42
"KNNFDEDG_00068",4029,1406,2014,3488,1320,2095,1366,3271,1412,1734,1408
"KNNFDEDG_00069",242,68,115,437,210,104,232,346,272,205,265
"Novel00353",2,0,1,5,1,1,4,0,1,1,2
"Novel00408",1,1,15,0,1,12,1,6,2,5,5
"Novel00409",3,2,7,0,2,5,5,0,8,4,11
"KNNFDEDG_00318",14444,8383,8987,11938,9067,10161,7136,11118,8953,8194,8834
"Novel00404",9,11,9,6,8,17,7,15,13,8,16
"Novel00405",8,0,7,4,2,8,2,4,6,7,8
"Novel00406",0,0,0,2,1,0,0,1,0,1,0
"Novel00407",0,0,3,3,1,0,6,1,0,2,0
"Novel00400",1,0,0,3,0,0,0,0,0,0,0
"Novel00401",0,2,0,2,3,1,0,0,0,0,1
"Novel00402",2,0,0,3,5,2,0,2,0,0,0
"Novel00403",13,3,13,20,13,6,23,40,19,6,11
"KNNFDEDG_01478",2661,1729,2419,2641,1435,2640,2166,2192,1663,2457,1837
"KNNFDEDG_00936.t00",202,89,121,416,184,92,160,436,229,127,180
"KNNFDEDG_02720.t00",0,1,1,0,0,0,0,0,0,0,0
"Novel00424",0,0,0,0,0,0,2,0,0,0,0
"KNNFDEDG_00089",574,152,1031,1174,234,641,827,1298,335,1124,661
"KNNFDEDG_00086",642,9992,1867,656,10103,2988,5197,573,11724,2785,6008
"KNNFDEDG_00085",489,7673,2941,759,14313,2911,10426,763,17330,4564,10823
"KNNFDEDG_00082",755,617,1024,903,827,875,859,735,933,964,970
"KNNFDEDG_02705.t00",14,10,96,54,35,79,153,36,89,178,153
"KNNFDEDG_00391.t00",1457,501,1179,1522,675,1122,1013,1497,780,1276,954
"KNNFDEDG_02300",517,778,612,982,1323,378,917,870,1821,820,715
"KNNFDEDG_02655",1294,381,1173,1006,637,555,905,1835,877,1019,704
"KNNFDEDG_01121.t00",553,332,309,542,387,620,1051,332,356,630,701
"Novel00538",5,2,0,4,1,0,0,0,0,0,3
"KNNFDEDG_01327.t00",719,202,492,765,240,878,912,796,303,851,679
"KNNFDEDG_01888.t00",184,240,210,201,194,209,275,186,202,264,229
"KNNFDEDG_02346.t00",639,93,204,833,97,111,72,826,132,199,86
"Novel00530",20,10,6,18,6,16,14,12,11,9,14
"Novel00531",2,2,2,3,0,8,0,5,0,2,1
"Novel00532",47,37,34,40,50,35,55,50,44,20,32
"KNNFDEDG_01196.t00",87,32,62,128,53,99,71,106,83,51,73
"Novel00534",21,13,21,22,27,18,16,19,21,6,16
"Novel00535",48,44,29,63,25,12,51,54,47,22,31
"Novel00536",0,0,1,2,0,3,3,3,3,1,2
"Novel00537",3,0,0,3,0,2,3,2,3,0,0
"KNNFDEDG_01904.t00",441,133,310,526,204,256,258,508,266,322,238
"KNNFDEDG_00748.t00",1718,1133,1132,1401,998,1124,839,1263,996,911,957
"KNNFDEDG_02780.t00",0,6,0,2,0,0,3,1,0,4,4
"KNNFDEDG_00836.t00",5,4,6,6,3,1,9,1,9,2,4
"KNNFDEDG_00783",16117,9319,21245,16698,10947,20447,14735,16312,12045,19657,18063
"Novel00246",65,81,62,68,76,49,117,59,93,47,112
"KNNFDEDG_00887",75,65,47,101,69,28,56,73,76,44,52
"Novel00244",31,9,3,0,3,2,9,2,9,11,6
"KNNFDEDG_00885",791,765,1766,629,945,1820,2043,617,1028,2079,1868
"Novel00242",2,4,3,0,0,4,0,0,0,0,0
"KNNFDEDG_00883",2712,2641,6947,3359,3207,6411,7765,2945,3954,7135,7580
"KNNFDEDG_00880",24310,8687,13684,22378,11187,12643,8547,22367,12282,12555,9827
"Novel00241",16,14,12,1,8,4,4,2,7,2,1
"KNNFDEDG_01870",982,113,633,2307,175,232,364,2130,228,556,267
"KNNFDEDG_01561.t00",3,18,18,14,25,19,30,9,9,10,18
"KNNFDEDG_00888",199,89,112,286,184,83,136,263,229,180,238
"Novel00249",131,60,443,152,43,561,428,134,72,550,239
"KNNFDEDG_01806.t00",358,1353,836,367,1874,803,1863,426,2299,1140,1790
"KNNFDEDG_00905.t00",136,74,194,238,253,93,475,238,327,271,428
"KNNFDEDG_00786",283,147,151,308,194,167,190,290,199,231,217
"KNNFDEDG_00158.t00",6203,2282,8139,9198,4500,4432,6005,9272,5367,8117,5568
"KNNFDEDG_00985.t00",81,35,102,85,24,96,119,98,47,152,86
"KNNFDEDG_01719",396,316,828,381,469,766,528,449,484,871,528
"KNNFDEDG_01197.t00",1035,471,3152,1449,630,1824,1677,1560,728,2629,1760
"KNNFDEDG_02623",1032,212,437,1234,246,585,416,1216,267,489,368
"KNNFDEDG_00788",3771,1627,1908,5059,2616,1548,2940,4039,3075,1974,2461
"KNNFDEDG_00315.t00",1116,469,1526,1314,680,1262,1376,1165,769,1591,1318
"KNNFDEDG_00630.t00",115,15,63,71,17,26,13,95,9,55,25
"KNNFDEDG_01878",722,445,1055,785,598,895,934,893,625,1182,988
"KNNFDEDG_02624",3748,697,1632,4658,865,1869,1619,4732,929,2024,1206
"KNNFDEDG_01309",638,376,1001,704,464,890,901,777,498,1114,851
"KNNFDEDG_00986.t00",128,147,104,129,67,164,179,113,83,121,118
"KNNFDEDG_01253.t00",136,89,136,156,114,113,191,131,109,186,143
"KNNFDEDG_02422.t00",8,1,9,27,5,12,22,21,14,21,10
"KNNFDEDG_01535.t00",510,472,435,464,518,477,422,459,529,485,364
"KNNFDEDG_01641.t00",120,30,72,280,55,21,11,344,55,45,24
"KNNFDEDG_02689.t00",92,69,62,122,52,26,79,105,77,58,72
"KNNFDEDG_01227.t00",222,173,259,409,232,169,661,428,330,405,536
"KNNFDEDG_01219.t00",2398,1145,782,2164,1030,959,768,1791,1170,840,728
"KNNFDEDG_01482.t00",1201,636,1297,994,767,1554,1353,1054,852,1649,1135
"KNNFDEDG_01959.t00",3949,1178,3014,3751,1700,2556,2430,3836,1812,2992,2175
"KNNFDEDG_01180.t00",0,0,0,0,0,0,0,0,2,0,2
"KNNFDEDG_01078.t00",581,576,2976,681,636,2898,2740,525,690,2889,2753
"KNNFDEDG_02034.t00",12,5,9,20,10,13,11,17,9,7,13
"KNNFDEDG_01146.t00",272,197,85,295,195,42,98,257,259,40,67
"KNNFDEDG_01669.t00",311,62,209,281,63,228,108,230,54,157,78
"Novel00435",26,8,7,14,10,13,15,30,12,18,6
"KNNFDEDG_00181.t00",17,8,3,16,2,2,2,19,1,3,3
"KNNFDEDG_02786.t00",651,197,1470,714,257,1640,2112,613,277,2483,1242
"KNNFDEDG_02464.t00",0,0,1,1,0,1,0,2,1,0,0
"KNNFDEDG_00651",717,635,1271,822,770,1052,1297,853,859,1292,1462
"KNNFDEDG_01571.t00",8,4,21,10,13,17,57,15,20,49,14
"KNNFDEDG_02476.t00",118,176,364,263,291,173,442,275,366,414,377
"KNNFDEDG_01576.t00",1960,854,10359,4591,1877,4169,8301,4643,2763,9683,7154
"KNNFDEDG_02511.t00",3111,1412,1249,2438,1493,1680,1409,2336,1800,1327,1194
"KNNFDEDG_00717.t00",24,9,8,47,3,1,9,38,9,5,5
"KNNFDEDG_02108",881,211,262,1164,451,222,439,1067,574,339,558
"KNNFDEDG_02101",310,272,671,356,330,656,578,362,332,764,664
"KNNFDEDG_02100",263,180,314,258,197,372,364,231,284,383,348
"KNNFDEDG_02103",174,178,2760,184,204,2166,1304,150,230,2125,1877
"KNNFDEDG_02102",340,329,346,172,278,526,370,210,260,348,379
"KNNFDEDG_02106",305,15,118,359,33,66,69,297,57,98,66
"KNNFDEDG_00305.t00",329,408,858,450,826,518,1138,440,1001,835,1125
"KNNFDEDG_02545.t00",547,149,658,1093,331,426,451,963,449,779,481
"KNNFDEDG_02321",64,60,1492,86,73,882,1023,127,122,1330,909
"KNNFDEDG_02320",2381,1049,3289,2415,1225,2930,2247,2184,1322,3130,2296
"KNNFDEDG_02322",22,9,651,27,18,472,327,43,37,552,481
"KNNFDEDG_00067.t00",1003,495,1566,1757,823,1286,1702,1446,934,1977,1204
"KNNFDEDG_02327",131,260,189,129,320,179,158,107,275,156,205
"KNNFDEDG_02326",292,276,531,360,572,295,566,465,656,598,521
"KNNFDEDG_02329",44,15,63,24,21,65,39,23,16,57,27
"KNNFDEDG_00235.t00",225,119,506,353,257,271,508,253,336,426,452
"KNNFDEDG_00256.t00",294,78,755,629,109,278,314,651,175,566,341
"KNNFDEDG_01543.t00",5,1,21,15,17,24,29,17,18,29,15
"KNNFDEDG_00010.t00",25,52,60,43,55,139,85,40,53,135,70
"Novel00436",10,3,3,6,0,8,3,10,0,3,1
"KNNFDEDG_00428",468,98,273,543,228,305,292,546,262,360,358
"KNNFDEDG_02709.t00",8,2,7,6,7,24,20,6,10,26,26
"KNNFDEDG_01914.t00",127,36,66,89,51,125,45,77,63,107,90
"KNNFDEDG_01777.t00",6052,1443,2627,3874,1734,2869,1629,3869,1879,3207,1667
"KNNFDEDG_02035",36,9,4,21,18,9,6,27,4,5,18
"KNNFDEDG_02742",5,2,3,1,1,1,2,4,0,2,0
"KNNFDEDG_01746.t00",102,104,27,57,85,57,38,32,68,25,43
"KNNFDEDG_02031",0,2,0,3,2,0,1,10,3,3,0
"KNNFDEDG_02030",720,490,754,920,613,756,1318,648,655,976,1094
"KNNFDEDG_02033",26,6,15,27,17,8,17,31,24,22,16
"KNNFDEDG_00533.t00",494,130,572,580,144,421,237,565,150,536,251
"KNNFDEDG_00602.t00",587,335,499,638,344,529,584,781,503,597,694
"KNNFDEDG_02716.t00",11,5,9,16,8,24,25,5,14,28,37
"KNNFDEDG_01210",2177,1384,2023,2015,1540,2215,2468,1852,1702,2451,2698
"KNNFDEDG_01212",106,90,218,118,45,242,243,113,89,304,162
"KNNFDEDG_01214",978,376,1240,887,500,1390,1378,945,452,1424,1003
"KNNFDEDG_01215",7740,4365,15812,8261,6327,13975,15426,8168,7088,17281,12956
"KNNFDEDG_01216",1118,1527,6446,2140,1739,3464,5507,1914,2517,5675,5045
"KNNFDEDG_01218",57,38,21,60,14,39,37,56,43,17,30
"KNNFDEDG_01064.t00",0,0,0,0,0,0,0,0,0,1,0
"KNNFDEDG_02252",2462,1231,883,2572,1632,657,850,2485,1908,780,886
"KNNFDEDG_01814.t00",19,5,33,43,8,18,12,43,3,28,15
"KNNFDEDG_01943.t00",198,138,177,224,167,148,216,211,204,176,197
"KNNFDEDG_01694",233,130,249,153,102,335,115,130,90,218,109
"KNNFDEDG_01695",2083,740,1270,2251,885,895,719,2006,1161,939,716
"KNNFDEDG_01697",226,10405,593,254,10523,177,90,231,12100,163,247
"KNNFDEDG_01690",1161,443,2144,1831,1112,1129,1065,2059,1185,2036,1489
"KNNFDEDG_01691",3321,1245,4792,4222,2873,3286,2291,4666,3025,4307,3377
"KNNFDEDG_01692",83,29,133,171,48,61,60,126,53,102,67
"KNNFDEDG_01693",546,348,810,519,295,760,381,587,289,689,387
"KNNFDEDG_01481.t00",986,616,1376,1022,777,1524,1655,1011,1008,1761,1388
"KNNFDEDG_01698",34,2241,394,69,3560,95,103,36,3484,154,120
"KNNFDEDG_01699",96,32,22,129,35,34,20,115,62,37,31
"KNNFDEDG_02375.t00",382,315,133,452,369,120,328,429,535,166,334
"KNNFDEDG_01104",1149,864,714,1113,1233,630,849,1158,1357,801,1045
"KNNFDEDG_01105",727,587,433,779,819,368,562,724,853,444,690
"KNNFDEDG_01452",7688,6129,988,6536,6216,707,536,7432,6211,723,832
"KNNFDEDG_01101",2141,617,1076,3287,1328,896,2099,2963,1657,1547,1397
"KNNFDEDG_01102",2968,1152,1211,3418,2031,1425,2310,3780,2118,1675,1865
"KNNFDEDG_01875.t00",1362,313,177,1327,332,103,108,1024,279,172,155
"Novel00541",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_02636",42,47,119,81,93,88,108,85,95,97,89
"KNNFDEDG_02635",78,52,108,106,87,102,105,84,91,120,118
"KNNFDEDG_00281.t00",359,219,560,960,300,214,706,795,561,526,493
"KNNFDEDG_02633",55,40,77,108,78,69,87,102,74,73,80
"KNNFDEDG_01109",2067,1193,1806,2438,1787,1557,1830,2293,2016,1945,1783
"Novel00229",7,1,8,8,5,5,8,6,8,12,16
"KNNFDEDG_00274",1341,899,1714,1315,1260,1677,2068,1297,1222,2160,1781
"KNNFDEDG_00277",3763,2840,5326,4225,4514,4214,4273,4205,4709,5043,4560
"KNNFDEDG_01859",114,34,182,80,51,144,110,107,54,177,120
"KNNFDEDG_00273",1989,1457,2322,2108,1859,2197,3303,2105,2228,2785,2952
"KNNFDEDG_01853",6,0,2,8,0,1,3,6,2,8,3
"KNNFDEDG_01850",221,38,293,321,31,418,330,231,60,428,278
"KNNFDEDG_01675",9,0,3,13,4,7,4,7,0,5,4
"KNNFDEDG_00279",3242,1091,3082,3603,1640,2716,2242,3513,1904,3120,1720
"KNNFDEDG_01673",575,35,640,595,84,356,141,682,45,498,151
"KNNFDEDG_01855",21,12,32,27,5,18,15,33,3,13,9
"KNNFDEDG_00703.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00531",4310,2060,2784,4074,2208,3332,3035,3524,2218,3804,2619
"Novel00540",0,0,0,0,0,0,0,0,0,0,0
"Novel00225",5,5,9,2,6,2,17,8,5,3,4
"KNNFDEDG_00024",33,156,262,28,214,275,209,42,195,318,167
"KNNFDEDG_01373.t00",68,36,40,69,39,61,36,43,28,35,55
"KNNFDEDG_00614.t00",627,1407,3249,828,1789,2415,4565,818,2308,4223,4000
"KNNFDEDG_00679",239,909,80,197,970,127,356,227,1102,110,374
"KNNFDEDG_00231.t00",170,153,371,259,175,344,403,231,201,375,323
"KNNFDEDG_00704.t00",7,1,2,15,1,4,2,5,4,2,5
"KNNFDEDG_00397.t00",789,214,583,1090,277,1088,822,744,332,628,512
"KNNFDEDG_00671",280,149,83,319,133,132,131,223,162,91,125
"KNNFDEDG_00670",650,235,379,937,308,362,472,824,404,490,323
"KNNFDEDG_01378.t00",87,94,54,102,94,84,107,108,116,91,56
"KNNFDEDG_00677",5992,2187,5768,6554,2928,4877,4910,6088,3879,5463,4947
"KNNFDEDG_01231.t00",527,311,538,661,571,419,672,615,673,660,663
"Novel00543",6,2,6,2,6,2,8,10,7,1,10
"Novel00222",5,2,2,1,4,8,2,0,5,2,0
"KNNFDEDG_00029",215,63,343,235,80,330,420,247,69,529,392
"Novel00223",5,11,1,0,1,3,0,1,2,2,1
"KNNFDEDG_00479.t00",10,4,8,3,2,6,6,8,3,13,6
"KNNFDEDG_00538",792,720,745,749,905,1074,1210,695,1736,1084,944
"KNNFDEDG_00675.t00",32,5,28,28,15,12,101,23,17,40,43
"KNNFDEDG_00411",1595,722,1935,1810,1083,1990,2350,1713,1150,2263,2137
"KNNFDEDG_00413",193,303,162,208,365,107,174,212,455,122,228
"KNNFDEDG_00412",1284,1075,2696,1662,1444,1815,3668,1391,1751,2696,3483
"KNNFDEDG_00415",47,50,96,131,143,58,62,104,124,65,83
"KNNFDEDG_00414",489,696,455,567,1009,312,354,446,1009,352,442
"KNNFDEDG_00416",526,1202,474,613,1016,393,398,607,1131,381,450
"KNNFDEDG_02766.t00",672,429,727,1004,466,533,877,802,479,863,529
"KNNFDEDG_02690.t00",316,201,363,551,345,161,400,435,329,314,355
"KNNFDEDG_02528",2423,1130,2547,2435,1401,2659,1781,2294,1517,2518,1916
"KNNFDEDG_00048.t00",612,424,969,778,619,604,656,763,786,884,710
"KNNFDEDG_02590.t00",183,137,160,268,165,98,162,242,200,118,175
"KNNFDEDG_02754.t00",72,14,104,95,19,95,110,75,21,142,67
"KNNFDEDG_00920.t00",161,96,495,396,266,292,568,307,354,599,590
"KNNFDEDG_01157.t00",10631,2829,14877,13886,4185,8308,10331,15106,5575,11374,10291
"KNNFDEDG_00073",449,9198,713,569,19137,614,10670,603,23931,831,13775
"KNNFDEDG_00072",784,913,1432,954,1278,1350,1630,907,1642,1626,1536
"KNNFDEDG_00071",6617,3440,3855,7168,4923,3815,4276,6503,5549,4329,4399
"KNNFDEDG_00070",5018,2044,2141,5449,3293,2030,2841,5098,3926,2834,3341
"KNNFDEDG_00077",11116,1475,2639,13996,1585,3375,5831,11595,1422,5251,3577
"KNNFDEDG_01079",2821,1299,3099,4035,2293,1695,2756,3552,2862,2900,2411
"KNNFDEDG_00075",372,1370,1186,282,1740,1244,1063,224,2124,987,1084
"KNNFDEDG_01074",95,31,76,100,39,77,142,102,56,97,136
"KNNFDEDG_01075",743,52,541,1073,65,293,130,1335,96,466,91
"KNNFDEDG_01076",19054,11831,27442,17700,14670,21937,17153,18859,15774,22834,21860
"KNNFDEDG_00078",1134,613,854,1521,1028,608,906,1396,1234,927,941
"KNNFDEDG_01753.t00",0,0,0,0,0,0,0,0,0,1,0
"KNNFDEDG_01071",459,1477,407,560,1740,368,1612,535,2104,471,1829
"KNNFDEDG_01072",7221,4408,11657,9068,6461,9368,10791,8610,6993,12435,10475
"KNNFDEDG_01398",252,38,63,233,50,55,26,174,31,46,44
"Novel00413",5,0,0,2,0,1,4,5,4,0,10
"Novel00412",0,0,0,0,2,0,0,0,0,0,0
"Novel00411",1,0,0,0,1,0,0,0,0,0,0
"Novel00410",7,0,2,0,1,0,5,0,0,3,2
"KNNFDEDG_00309",280,263,1096,377,554,684,1095,373,611,1167,1178
"Novel00416",7,6,10,7,7,2,8,15,17,8,7
"Novel00415",6,6,3,2,0,5,1,3,2,1,3
"Novel00414",11,1,0,11,2,4,4,11,7,1,2
"KNNFDEDG_00304",638,749,1223,819,1310,864,1475,798,1517,1154,1486
"KNNFDEDG_00307",89,131,144,138,169,118,324,142,249,210,348
"Novel00418",41,31,38,33,14,56,29,32,11,13,13
"KNNFDEDG_00301",223,108,137,395,249,77,219,460,259,181,178
"KNNFDEDG_00302",1517,901,600,1399,1116,681,969,1513,1293,791,925
"KNNFDEDG_01801",50,15,26,71,30,13,20,62,27,31,32
"KNNFDEDG_00098",241,124,182,209,127,185,168,160,166,174,179
"KNNFDEDG_00097",229,130,332,359,231,201,336,328,240,306,318
"KNNFDEDG_00096",810,9306,1065,1023,14509,868,8876,830,18141,1249,9910
"KNNFDEDG_00091",689,402,966,1004,583,736,936,998,694,1122,1073
"KNNFDEDG_01034.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_02008.t00",101,1271,203,119,1998,229,615,96,1763,301,1010
"Novel00429",1,13,4,5,0,6,10,8,2,1,0
"KNNFDEDG_02791.t00",45,30,98,57,31,112,76,46,54,133,43
"KNNFDEDG_01800",13,9,14,25,18,9,18,41,12,16,12
"Novel00529",3,3,2,3,2,1,2,4,0,0,6
"Novel00528",0,1,0,0,0,0,2,0,0,0,0
"Novel00527",0,0,0,0,2,1,2,0,0,0,2
"Novel00526",0,0,0,0,0,2,1,1,0,0,0
"Novel00525",406,235,78,217,181,106,65,200,189,59,100
"Novel00524",158,100,71,93,63,104,67,83,80,68,63
"Novel00523",9,14,10,5,8,3,11,8,6,6,6
"Novel00522",3,2,0,0,2,1,7,6,0,1,6
"Novel00521",3,8,17,10,8,9,4,2,5,6,3
"Novel00520",0,0,4,12,3,3,2,4,5,4,0
"KNNFDEDG_02593.t00",1,0,0,0,0,0,0,2,1,0,0
"KNNFDEDG_01299.t00",1652,583,1070,1302,591,1256,992,1156,745,1096,886
"KNNFDEDG_00895",5,2,14,25,2,3,7,24,10,7,14
"KNNFDEDG_00894",15,6,9,38,10,12,18,32,6,19,10
"Novel00257",3,10,9,2,6,17,0,3,2,2,2
"Novel00256",68,42,20,39,21,36,17,41,45,17,25
"Novel00251",5,4,0,8,3,2,2,13,1,1,0
"KNNFDEDG_01165.t00",12,46,26,22,33,23,24,26,30,35,4
"Novel00253",1,0,1,0,3,0,0,1,0,0,0
"KNNFDEDG_00892",12,4,8,10,4,7,4,15,9,7,6
"KNNFDEDG_00009.t00",27,25,43,32,19,85,71,26,38,78,38
"KNNFDEDG_02087",1009,68,147,1236,129,254,190,1042,119,248,202
"KNNFDEDG_00899",46,8,28,69,11,17,23,105,15,36,18
"KNNFDEDG_00898",443,41,260,640,73,181,75,747,105,320,75
"KNNFDEDG_00313",490,184,229,365,181,369,265,361,190,338,263
"KNNFDEDG_02495.t00",356,197,1088,425,312,1046,1157,422,398,1283,1090
"KNNFDEDG_01639.t00",246,202,304,280,379,270,333,321,333,364,363
"KNNFDEDG_02676.t00",14,12,13,8,2,3,10,3,9,11,21
"KNNFDEDG_00891.t00",1260,908,640,1392,1107,629,671,1113,1228,666,686
"KNNFDEDG_02323.t00",17,42,116,23,40,97,170,33,61,154,119
"KNNFDEDG_02305.t00",411,338,568,736,598,333,1118,758,817,780,670
"KNNFDEDG_00974.t00",17,52,50,49,65,38,154,39,127,73,112
"KNNFDEDG_01671.t00",0,0,0,2,1,5,0,0,0,0,0
"KNNFDEDG_02084.t00",609,85,85,521,67,146,81,600,77,120,94
"KNNFDEDG_00562",814,673,773,808,854,675,823,781,1013,858,861
"KNNFDEDG_02632.t00",9,3,1,5,0,2,1,6,2,6,1
"KNNFDEDG_01357.t00",429,166,362,517,247,233,268,510,291,410,320
"KNNFDEDG_01917.t00",10,2,10,20,9,8,7,10,2,6,8
"KNNFDEDG_01498.t00",41,15,12,42,18,14,19,37,18,10,8
"KNNFDEDG_00625",188,257,397,229,322,245,484,209,409,294,679
"KNNFDEDG_00489.t00",147,110,396,316,172,180,432,313,295,443,351
"KNNFDEDG_00622",363,399,486,306,355,356,445,304,434,328,627
"KNNFDEDG_00824.t00",56,4,36,101,22,8,34,77,23,12,18
"KNNFDEDG_00719.t00",0,0,0,0,0,0,0,3,0,0,0
"KNNFDEDG_00407.t00",1027,843,2305,1526,868,1593,2459,1139,1048,2312,2126
"KNNFDEDG_02732.t00",23,24,37,32,35,41,43,17,43,49,35
"KNNFDEDG_00373.t00",59,2604,1728,95,3808,1522,5123,98,5364,2690,4328
"KNNFDEDG_00861.t00",317,163,243,281,130,276,179,330,143,214,171
"KNNFDEDG_00141.t00",534,267,132,560,234,131,108,575,269,147,140
"KNNFDEDG_01427",6579,1711,1210,3493,1387,1961,1412,2799,1482,1368,1179
"KNNFDEDG_01149.t00",121,224,75,113,305,65,213,78,363,92,228
"KNNFDEDG_02675.t00",31,38,33,16,24,44,66,15,23,52,36
"KNNFDEDG_01425",22874,3613,7003,20705,6692,7236,6892,18055,7370,7894,6222
"KNNFDEDG_00240.t00",1760,799,2214,2003,885,1649,2084,1980,1261,2221,2139
"KNNFDEDG_02427.t00",877,480,407,835,419,510,589,704,438,477,526
"Novel00420",0,1,0,3,2,1,0,0,6,0,0
"KNNFDEDG_00360.t00",538,801,683,652,1138,580,1008,691,1543,989,974
"KNNFDEDG_01294.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01781",28,1,26,29,9,16,23,38,8,20,26
"KNNFDEDG_01098",399,693,602,479,802,468,979,351,1065,588,1090
"KNNFDEDG_02714.t00",16,13,34,20,14,54,31,22,16,87,32
"KNNFDEDG_00206.t00",31,15,40,25,25,33,26,38,7,44,18
"KNNFDEDG_02113.t00",8,3,11,6,6,16,20,15,2,10,16
"KNNFDEDG_01993.t00",413,34,68,860,46,41,51,743,59,89,31
"KNNFDEDG_00327",2435,965,1739,2035,1032,2186,2016,2083,1264,2074,1850
"KNNFDEDG_02126.t00",54,126,231,57,96,206,142,30,103,149,126
"KNNFDEDG_00325",5644,2900,4804,5520,3854,4043,4007,5304,4437,4941,3529
"KNNFDEDG_01539.t00",2,0,1,0,1,0,5,0,1,2,2
"KNNFDEDG_01260.t00",145,585,3848,326,1102,2174,3644,299,1317,4307,2420
"KNNFDEDG_01736.t00",110,17,26,111,20,17,21,144,39,29,18
"KNNFDEDG_00324",1098,672,1122,1301,885,885,1016,1207,1025,1264,1024
"KNNFDEDG_00207.t00",19,2,31,26,8,19,28,22,11,36,10
"KNNFDEDG_02134",5111,732,4651,5994,1013,2671,1427,7070,1346,3147,1732
"KNNFDEDG_02135",769,1000,1552,751,1233,999,971,862,1435,1090,1170
"KNNFDEDG_02136",806,828,1313,783,1125,963,761,702,1133,921,1005
"KNNFDEDG_02137",384,352,490,477,346,516,399,430,459,425,418
"KNNFDEDG_02131",5076,1053,5394,5085,944,3886,2002,6157,1015,4054,2243
"KNNFDEDG_02132",3203,539,3889,3827,609,2438,1185,4655,750,2526,1585
"KNNFDEDG_02133",2701,498,2193,2615,468,1753,745,3445,515,1464,739
"KNNFDEDG_02138",2113,2937,3329,2465,4280,2972,3334,2513,5482,3583,3515
"KNNFDEDG_02741",1,0,4,0,0,1,1,2,0,1,1
"KNNFDEDG_02530.t00",156,48,149,165,93,120,133,138,132,125,155
"KNNFDEDG_00902.t00",97,21,55,143,55,23,82,139,109,47,77
"KNNFDEDG_02587.t00",331,95,469,640,150,229,496,886,236,504,413
"KNNFDEDG_02488",4518,1448,6131,5024,1171,2134,1481,4888,1355,2610,1354
"KNNFDEDG_02489",6079,1786,9376,7357,1684,2593,1960,7762,1729,3734,1863
"KNNFDEDG_02699.t00",245,218,495,287,347,474,659,385,337,682,571
"KNNFDEDG_02484",154,126,203,179,137,157,161,185,147,186,213
"KNNFDEDG_01275.t00",290,181,325,378,158,257,843,373,197,354,664
"KNNFDEDG_02486",2165,733,1992,2685,579,888,772,2058,598,1031,663
"KNNFDEDG_02032",4,1,2,8,6,4,10,6,6,11,5
"KNNFDEDG_02765.t00",132,65,97,161,84,87,103,144,112,140,100
"KNNFDEDG_02706.t00",20,33,67,28,48,88,142,48,105,149,136
"KNNFDEDG_01739.t00",109,183,127,117,186,129,256,83,190,158,162
"KNNFDEDG_00815.t00",484,365,1460,1157,428,584,1361,1193,791,1414,1272
"KNNFDEDG_00440",197,126,2836,422,278,2250,4809,302,436,4887,2715
"KNNFDEDG_00558.t00",207,72,191,244,110,134,243,311,188,217,209
"KNNFDEDG_02107.t00",224,150,322,428,190,186,349,325,208,255,286
"KNNFDEDG_01119.t00",4683,2357,4793,5898,3581,3808,6399,5507,4128,5566,5320
"KNNFDEDG_00511",232,86,71,196,118,54,46,191,156,93,79
"KNNFDEDG_02000",568,243,445,558,299,365,287,674,343,385,416
"KNNFDEDG_02002",488,255,1002,419,276,968,743,396,264,1055,527
