"gene_id","QOBWO025A5_20210322102047__S10_R1_001.bam","QOBWO026AD_20210322102047__S11_R1_001.bam","QOBWO027AL_20210322102047__S12_R1_001.bam","QOBWO028AT_20210322102047__S13_R1_001.bam","QOBWO029A3_20210322102047__S14_R1_001.bam","QOBWO030A6_20210322102047__S15_R1_001.bam","QOBWO070A0_20210322102047__S16_R1_001.bam","QOBWO071A8_20210322102047__S17_R1_001.bam","QOBWO072AG_20210322102047__S18_R1_001.bam"
"KQU62_RS12420",11627,24933,16238,20965,27631,24822,17578,10172,10785
"KQU62_RS12425",9248,19676,12891,16508,22017,18758,12898,7639,7726
"KQU62_RS12430",2114,4245,2721,2341,2998,2684,1570,917,1035
"KQU62_RS12435",558,1292,732,5912,7819,6781,4911,2765,2749
"KQU62_RS12440",19,32,25,43,41,44,21,15,16
"KQU62_RS12445",1362,2793,1735,942,1019,904,752,466,512
"KQU62_RS12450",770,1611,974,353,338,254,258,125,138
"KQU62_RS12455",1490,3083,1712,344,354,305,203,107,107
"KQU62_RS12460",290,742,362,8,6,7,4,8,2
"KQU62_RS12465",466,1027,629,18,10,17,20,16,19
"KQU62_RS12470",1099,2477,1395,48,64,51,85,45,32
"KQU62_RS12475",597,1402,761,45,59,55,48,31,40
"KQU62_RS12480",917,1986,1034,98,104,90,92,77,72
"KQU62_RS12485",1049,2270,1213,230,282,259,206,123,169
"KQU62_RS12490",402,901,448,113,141,93,98,61,67
"KQU62_RS12495",728,1594,877,203,271,231,234,141,136
"KQU62_RS12500",515,1124,550,174,189,165,152,79,84
"KQU62_RS12505",366,813,533,854,1054,969,930,498,491
"KQU62_RS12510",2660,5870,3549,7846,10260,8902,10070,6695,7811
"KQU62_RS12515",2,0,0,0,1,1,0,0,0
"KQU62_RS12520",33,88,49,49,82,48,41,18,14
"KQU62_RS12525",9,28,16,13,15,21,13,3,5
"KQU62_RS12530",21,64,45,44,53,31,8,3,5
"KQU62_RS12535",49,89,42,57,66,60,25,11,13
"KQU62_RS12540",376,824,529,551,699,628,509,262,297
"KQU62_RS12545",182,337,234,164,199,159,109,83,102
"KQU62_RS12550",2326,4650,2817,5989,6493,5769,27275,20540,23471
"KQU62_RS12555",358,750,489,910,1220,1006,558,325,390
"KQU62_RS12560",26,58,32,40,55,56,80,81,52
"KQU62_RS12565",247,558,340,354,501,497,385,219,225
"KQU62_RS12570",2377,4373,3015,2169,2914,2849,1914,1255,1332
"KQU62_RS12575",11575,24225,16326,12387,15436,13902,11169,7180,7782
"KQU62_RS12580",108,221,130,263,339,308,201,127,92
"KQU62_RS12585",73,174,101,247,291,220,158,82,87
"KQU62_RS12590",91,182,95,235,268,239,138,75,82
"KQU62_RS12595",88,164,106,216,230,251,130,76,77
"KQU62_RS12600",29,68,31,45,63,60,30,21,18
"KQU62_RS12605",492,1053,687,1563,1907,1747,1306,874,900
"KQU62_RS12610",25,70,37,86,93,92,56,23,23
"KQU62_RS12615",855,1946,1012,1757,2136,1910,1250,596,652
"KQU62_RS12620",184,331,214,1609,2440,2513,5152,3280,3243
"KQU62_RS12625",73,160,112,670,806,833,582,377,378
"KQU62_RS12630",117,261,165,905,1147,1158,887,469,538
"KQU62_RS12635",127,345,187,1238,1682,1812,1211,800,725
"KQU62_RS12640",150,365,239,1572,2120,2197,1642,1016,1043
"KQU62_RS12645",88,234,187,971,1230,1278,901,630,556
"KQU62_RS12650",195,414,294,1419,1977,2112,1478,858,901
"KQU62_RS12655",151,361,245,1021,1571,1714,1071,691,748
"KQU62_RS12660",202,463,292,1281,1740,1765,1077,622,634
"KQU62_RS12665",251,534,400,1395,2050,2219,1195,652,680
"KQU62_RS12670",87,203,141,436,643,685,408,207,206
"KQU62_RS12675",349,747,438,1290,1994,1827,1049,636,648
"KQU62_RS12680",360,894,556,1340,1968,2049,1330,630,646
"KQU62_RS12685",193,416,260,512,682,623,424,284,254
"KQU62_RS12690",426,949,608,1045,1417,1394,1007,646,639
"KQU62_RS12695",793,1791,1106,1839,2477,2356,1782,1033,1026
"KQU62_RS12700",983,2033,1165,1587,2228,2340,1630,965,931
"KQU62_RS12705",242,540,349,204,278,276,171,106,119
"KQU62_RS12710",188,398,223,187,298,266,155,92,100
"KQU62_RS12715",519,985,693,472,425,509,1543,736,1408
"KQU62_RS12720",319,651,409,462,582,467,458,278,354
"KQU62_RS12725",12,21,19,5,11,11,6,9,14
"KQU62_RS12730",2415,5132,3389,1385,2143,1964,1582,1134,1240
"KQU62_RS12735",1226,2502,1697,885,1305,1119,838,641,646
"KQU62_RS12740",1638,3681,2481,1457,2010,1852,1364,883,996
"KQU62_RS12745",1493,3292,2144,1450,1843,1718,1463,825,921
"KQU62_RS12750",2217,4783,3226,2107,2715,2517,2367,1344,1225
"KQU62_RS12755",3473,7139,4708,3412,3897,3473,2863,1843,1993
"KQU62_RS12760",241,491,327,276,322,296,253,173,213
"KQU62_RS12765",1131,2305,1350,2860,3690,3018,2203,1172,1147
"KQU62_RS12770",7361,15867,9285,18987,24923,21305,14718,9123,9331
"KQU62_RS12775",760,1670,933,1810,2555,2110,1351,829,787
"KQU62_RS12780",4155,8419,5361,23602,28522,25163,26841,18535,19794
"KQU62_RS12785",158,291,187,329,386,291,239,149,174
"KQU62_RS12790",229,472,273,517,614,491,415,262,256
"KQU62_RS12795",90,245,119,308,366,302,314,145,159
"KQU62_RS12800",148,307,184,386,516,494,429,211,190
"KQU62_RS12805",3493,7870,4767,34131,37320,32594,19793,11290,11882
"KQU62_RS12810",2061,4321,3129,4649,5508,4717,3104,1937,2059
"KQU62_RS12815",4611,9432,6557,10468,11838,10825,7072,4392,4615
"KQU62_RS12820",0,3,1,2,2,2,4,4,2
"KQU62_RS12825",7764,14408,10175,36625,56565,48765,20103,14483,15968
"KQU62_RS12830",28,44,32,192,161,159,225,109,141
"KQU62_RS12835",11,30,16,36,38,44,40,16,27
"KQU62_RS12840",84,173,101,236,330,303,165,141,120
"KQU62_RS12845",76,175,91,252,336,301,187,116,92
"KQU62_RS12850",28,34,22,58,63,53,38,13,19
"KQU62_RS12855",2067,4555,2649,8226,9357,8459,6335,3413,3486
"KQU62_RS12860",1563,3367,2015,6734,7405,6808,4289,2524,2702
"KQU62_RS12865",1069,2262,1249,6652,9393,7649,5841,3255,3427
"KQU62_RS12870",49,90,53,1206,1432,1209,603,336,372
"KQU62_RS12875",86,155,104,1464,1916,1603,853,446,472
"KQU62_RS12880",155,362,200,2733,3292,2837,1429,841,812
"KQU62_RS12885",382,791,507,3145,3922,3249,1714,1091,1058
"KQU62_RS12890",20,60,26,66,72,49,39,20,25
"KQU62_RS12895",53,96,41,27,29,35,21,17,10
"KQU62_RS12900",19,37,24,214,148,96,647,312,437
"KQU62_RS12905",23,73,44,148,169,221,409,185,384
"KQU62_RS12910",47,126,83,206,354,367,195,119,182
"KQU62_RS12915",58,126,71,232,361,390,136,90,107
"KQU62_RS12920",60,115,69,123,258,228,110,94,60
"KQU62_RS12925",59,161,91,159,260,250,96,102,93
"KQU62_RS12930",236,452,213,378,628,594,260,181,176
"KQU62_RS12935",29,51,34,134,175,167,41,21,40
"KQU62_RS12940",86,183,119,1252,1261,1057,789,403,587
"KQU62_RS12945",658,1313,857,1648,1920,1752,1421,846,872
"KQU62_RS12950",1029,1988,1301,2810,3306,2846,2407,1389,1547
"KQU62_RS12955",372,811,570,1521,1826,1534,1226,702,772
"KQU62_RS12960",1311,2687,1805,107561,158175,144121,191958,122822,138165
"KQU62_RS12965",211,413,331,19633,35117,34678,35725,23972,25131
"KQU62_RS12970",3,3,4,139,144,154,112,56,61
"KQU62_RS12975",1989,4381,2464,4220,5486,4589,3148,1640,1833
"KQU62_RS12980",164,266,213,136,167,129,52,43,51
"KQU62_RS12985",27,75,50,100,127,115,45,36,28
"KQU62_RS12990",15,18,14,27,34,23,13,5,4
"KQU62_RS12995",199,370,233,629,859,793,481,311,350
"KQU62_RS13000",198,386,220,951,1048,1036,506,319,325
"KQU62_RS13005",30,85,48,341,429,381,133,109,129
"KQU62_RS13010",184,417,195,1251,1361,1266,456,279,338
"KQU62_RS13015",321,748,395,2423,2752,2647,1018,568,728
"KQU62_RS13020",186,291,194,711,827,780,393,205,243
"KQU62_RS13025",744,1659,962,3153,3933,3490,1870,1022,1000
"KQU62_RS13030",2455,5313,3196,3243,5265,5071,4282,2514,2707
"KQU62_RS13035",299,671,397,1124,1779,1607,1716,1098,1165
"KQU62_RS13040",1377,3463,1792,4305,7132,6843,7735,2933,2846
"KQU62_RS13045",6852,14809,8463,17629,26821,26292,28785,17675,18184
"KQU62_RS13050",6,6,1,4,2,8,6,1,0
"KQU62_RS13055",56088,110801,71843,520866,656303,619176,750753,455673,486188
"KQU62_RS13060",295,623,324,1027,1243,1119,1537,997,1123
"KQU62_RS13065",851,1737,1090,1001,1406,1320,455,260,287
"KQU62_RS13070",0,1,0,1,0,0,0,0,2
"KQU62_RS13075",131,261,176,131,162,127,269,131,183
"KQU62_RS13080",25,48,25,16,19,14,18,12,13
"KQU62_RS13085",47,69,44,43,40,35,23,19,22
"KQU62_RS13090",125,308,194,130,169,162,131,71,98
"KQU62_RS13095",75,163,100,100,113,93,76,52,46
"KQU62_RS13100",3,2,5,8,3,5,6,3,2
"KQU62_RS13105",224,419,305,317,380,302,281,177,194
"KQU62_RS13110",798,1625,1017,2804,3147,2824,2589,1647,1555
"KQU62_RS13115",1306,2804,1753,4918,5416,4570,4060,2495,2741
"KQU62_RS13120",2733,5948,3463,7946,8889,8244,7518,4176,4386
"KQU62_RS13125",5426,11455,7256,2005,2543,2374,1696,953,970
"KQU62_RS13130",7694,16936,10511,7274,9231,8389,5837,3389,3480
"KQU62_RS13135",18450,41363,25891,17517,22405,20904,17749,9173,9030
"KQU62_RS13140",42393,94660,60406,34192,45462,41041,34557,18499,19058
"KQU62_RS13145",42951,91195,60423,29473,38324,34513,28752,17211,16731
"KQU62_RS13150",850,1776,1114,3176,4676,4493,6374,3615,3777
"KQU62_RS13155",1130,2317,1465,4715,5695,5080,4002,2263,2192
"KQU62_RS13160",397,729,498,863,1044,894,615,382,427
"KQU62_RS13165",1155,2375,1508,2928,2172,2291,6881,3749,3475
"KQU62_RS13170",2761,5595,3530,10706,9159,10977,40068,18822,17565
"KQU62_RS13175",102,212,138,526,548,622,1430,787,788
"KQU62_RS13180",1296,2571,1678,4761,5382,4734,3445,1851,1985
"KQU62_RS13185",148,272,141,220,321,254,184,122,148
"KQU62_RS13190",519,1113,667,920,1220,1034,705,446,434
"KQU62_RS13195",274,610,418,305,380,306,163,93,95
"KQU62_RS13200",12,31,20,31,54,38,16,12,7
"KQU62_RS13205",543,1066,674,940,1235,1183,761,568,565
"KQU62_RS13210",285,562,384,468,632,576,361,286,333
"KQU62_RS13215",779,1415,926,1428,1789,1638,1176,824,1006
"KQU62_RS13220",387,835,545,1075,1361,1209,1032,677,699
"KQU62_RS13225",0,2,0,1,2,1,1,2,0
"KQU62_RS13230",322,698,395,1421,1977,1976,1639,1001,1009
"KQU62_RS13235",1428,2916,2357,208,282,247,143,80,88
"KQU62_RS13240",944,2153,1281,569,742,688,532,324,289
"KQU62_RS13245",4064,7891,6363,488,707,595,535,425,384
"KQU62_RS13250",571,1400,788,2574,3109,2751,2349,1461,1491
"KQU62_RS13255",602,1355,832,3077,3300,2963,2397,1463,1617
"KQU62_RS13260",432,1001,590,2349,2627,2342,1640,830,929
"KQU62_RS13265",4497,10061,6083,16344,18227,16676,13101,7644,7594
"KQU62_RS13270",1300,2935,1584,5771,7206,5739,4149,2627,2634
"KQU62_RS13275",4504,9321,5410,39490,49204,49564,45419,29980,32906
"KQU62_RS13280",0,0,0,0,0,0,0,0,0
"KQU62_RS13285",63,136,92,162,185,136,81,46,47
"KQU62_RS13290",2,3,1,3,6,5,5,2,0
"KQU62_RS13295",1,10,5,2,7,1,5,2,1
"KQU62_RS13300",33,71,25,36,44,36,35,19,18
"KQU62_RS13305",321,788,410,375,487,474,448,230,236
"KQU62_RS13310",9,13,7,4,13,3,6,0,6
"KQU62_RS13315",1,0,0,0,0,0,0,0,0
"KQU62_RS13320",513,973,609,897,1159,1063,741,460,426
"KQU62_RS13325",545,1356,761,1545,1864,1861,1331,632,661
"KQU62_RS13330",705,1611,927,1533,1915,1567,1199,745,724
"KQU62_RS13335",871,1971,1113,1838,2586,2257,1705,848,818
"KQU62_RS13340",1027,2123,1262,2045,2507,2316,1654,887,997
"KQU62_RS13345",1049,2352,1394,4648,5146,6048,5373,2459,2342
"KQU62_RS13350",5,9,10,27,34,37,20,19,21
"KQU62_RS13355",32,54,46,181,216,183,153,101,108
"KQU62_RS13360",17,23,18,72,73,87,81,26,28
"KQU62_RS13365",94,197,147,408,490,452,472,274,258
"KQU62_RS13370",71,109,61,239,216,286,278,139,170
"KQU62_RS13375",163,338,205,737,705,588,575,298,297
"KQU62_RS13380",112,266,147,494,545,536,486,217,274
"KQU62_RS13385",25,72,33,112,157,169,132,68,52
"KQU62_RS13390",2,10,3,12,6,16,3,0,1
"KQU62_RS13395",5,10,7,30,41,42,17,9,7
"KQU62_RS13400",15,51,28,164,269,240,184,83,68
"KQU62_RS13405",9,6,0,22,24,22,19,14,12
"KQU62_RS13410",5,12,3,6,4,6,1,4,2
"KQU62_RS13415",3,9,2,14,28,21,29,13,7
"KQU62_RS13420",12,15,19,22,24,20,28,21,21
"KQU62_RS13425",48,65,50,63,104,69,80,53,64
"KQU62_RS13430",12,49,20,20,16,24,8,5,14
"KQU62_RS13435",0,0,0,0,0,0,1,0,0
"KQU62_RS13440",1,0,0,0,1,1,0,0,0
"KQU62_RS13445",2,4,2,0,3,3,0,0,2
"KQU62_RS00005",0,0,0,0,0,0,0,0,0
